drug,score,moa
ondansetron,-0.170,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy"
toremifene,-0.172,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen
cyproterone,-0.202,steroidal antiandrogen
palbociclib,-0.214,CDK4/6 inhibitor
alfuzosin,-0.216,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH."
bicalutamide,-0.248,"antiandrogen, used to treat prostate cancer"
darinaparsin,-0.266,organic arsenic compound composed of dimethylated arsenic linked to glutathione
tozasertib,-0.298,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
everolimus,-0.301,mTOR inhibitor (RAD001)
chlorambucil,-0.302,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA"
hydrocortisone,-0.307,Anti-inflammatory
MK-2206,-0.312,Akt1/2/3 inhibitor
vincristine,-0.312,"binds tubulin, disrupts microtubule dynamics"
prochlorperazine,-0.324,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
nilotinib,-0.327,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
fludarabine,-0.340,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase."
sirolimus,-0.362,"rapamycin, mTOR inhibitor"
tozasertib,-0.370,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
masitinib,-0.372,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
sirolimus,-0.411,"rapamycin, mTOR inhibitor"
temsirolimus,-0.435,mTOR inhibitor
doxorubicin,-0.462,"Topo II inhibitor, DNA intercalator"
belinostat,-0.473,HDAC inhibitor (PXD101)
topotecan,-0.476,Topo I inhibitor
floxuridine,-0.479,"antimetabolite,  catabolized to 5-fluorouracil"
sirolimus,-0.482,"rapamycin, mTOR inhibitor"
bosutinib,-0.500,"BCR-Abl, Src, Lyn and Hck inhibitor"
GSK-1059615,-0.513,PI3Kα/β/δ/γ and mTOR inhibitor
semaxanib,-0.514,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia"
crizotinib,-0.516,"ALK, ROS1 and MET inhibitor"
AZD-8055,-0.522,mTOR inhibitor
AZD-7762,-0.522, Chk1 / Chk2 inhibitor
YM-155,-0.562,"YM155 (Sepantronium Bromide), survivin suppressant "
phenformin,-0.565,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer
vinblastine,-0.587,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine"
granisetron,-0.589,5-HT3 receptor antagonist used as an antiemetic
altretamine,-0.592,alkylating antineoplastic agent
flutamide,-0.594,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer"
pazopanib,-0.605,"KIT, FGFR, PDGFR and VEGFR inhibitor"
imiquimod,-0.608,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. "
cyclophosphamide,-0.625,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
imatinib,-0.643,"Bcr-abl, c-kit and PDGFR inhibitor"
etomoxir,-0.647,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)"
doxorubicin,-0.650,"Topo II inhibitor, DNA intercalator"
busulfan,-0.654,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication"
mesna,-0.664,used to decrease the risk of bleeding from the bladder after cyclophosphamide
methoxsalen,-0.693,used for skin diseases such as vitiligo and psoriasis
vinorelbine,-0.694,disrupts microtubule dynamics; natural product
ruxolitinib,-0.701,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera"
fluvastatin,-0.719,"HMG-CoA reductase inhibitor,"
vincristine,-0.723,"binds tubulin, disrupts microtubule dynamics"
triptolide,-0.724,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
floxuridine,-0.726,"antimetabolite,  catabolized to 5-fluorouracil"
MK-1775,-0.735,Wee1 kinase inhibitor
erismodegib,-0.747,Hedgehog (Smoothened) antagonist (LDE225)
daunorubicin,-0.748,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
dasatinib,-0.757,"BCR-Abl, Src, c-Kit inhibitor"
dactinomycin,-0.767,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase
tivozanib,-0.773,VEGFR inhibitor
topotecan,-0.776,Topo I inhibitor
riluzole,-0.776,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors"
hydrocortisone,-0.778,Anti-inflammatory
tofacitinib,-0.791,JAK Kinase inhibitor
GDC-0941,-0.794,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
OSI-027,-0.802,mTORC1 and mTORC2 inhibitor
dactinomycin,-0.812,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase
megestrol,-0.834,steroidal progestin used in the treatment of breast and endometrial cancer
propranolol,-0.836,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity"
tandutinib,-0.839,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
entinostat,-0.840,HDAC inhibitor
tamibarotene,-0.843,"retinobenzoic acid, synthetic retinoid used to treat APL"
daunorubicin,-0.856,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
pirarubicin,-0.867,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
linifanib,-0.869,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R"
fludarabine,-0.873,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase."
paclitaxel,-0.878,disrupts microtubule dynamics
pidorubicine,-0.882,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
quizartinib,-0.883,Flt3 inhibitor
alvocidib,-0.898,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
daunorubicin,-0.899,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
letrozole,-0.899,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer"
mitomycin-c,-0.904,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
mitoxantrone,-0.907,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair 
triptolide,-0.916,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
NVP-BEZ235,-0.918,PI3K/mTOR inhibitor
erlotinib,-0.923,EGFR inhibitor (Tarceva)
paclitaxel,-0.924,disrupts microtubule dynamics
PHA-793887,-0.931,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
sulindac,-0.938,Nonsteroidal anti-Inflammatory drug
idarubicin,-0.939,"Topo II inhibitor, intercalates into DNA, anthracycline"
metformin,-0.946,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer
doxorubicin,-0.947,"Topo II inhibitor, DNA intercalator"
bromfenac,-0.951,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye"
ZSTK-474,-0.956,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
veliparib,-0.957,PARP inhibitor.
docetaxel,-0.966,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ubenimex,-0.971,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia"
linsitinib,-0.981,IGF-1R inhibitor
cimetidine,-0.989,(Tagamet) Antacid and antihistamine
