drug_name,MED411
ADNP2,0.9842
YWHAZ,0.9841
lenalidomide,0.9838
ATP6V1D,0.9838
ZNF449,0.9838
SMC4,0.9837
EMSY complex LOF,0.9833
BMI1,0.9832
danoprevir,0.9831
ABCA5,0.983
CISD1,0.9829000000000001
CCRN4L,0.9826
GNPDA1,0.9826
FADS2,0.9825
SIAH2,0.9823999999999999
POLA2,0.9823999999999999
necrostatin-1,0.9821
PRKRIR,0.9819
TADA3,0.9819
CFD,0.9819
coumarin,0.9819
YTHDF2,0.9815
ZNF669,0.9815
SRC,0.9814
FGFR2,0.9813
EBNA1BP2,0.9813
RPS6KL1,0.9812000000000001
RIT1,0.981
SIN3A,0.9806999999999999
testosterone,0.9806
NOLC1,0.9804999999999999
CDK7,0.9804999999999999
LRPAP1,0.9804
finasteride,0.9803000000000001
BRD-K75430629,0.9803000000000001
lapatinib,0.9803000000000001
MEK1-2-inhibitor,0.9802
NDUFB1,0.9801000000000001
A2M,0.98
NRP1,0.9799
FOSL1,0.9799
NOSIP,0.9799
NLK,0.9798
SRPK1,0.9795999999999999
barasertib,0.9795
triacsin-c,0.9792000000000001
USP14,0.9792000000000001
mupirocin,0.9789
SULT1A1,0.9784999999999999
SULT1A2,0.9784
norgestimate,0.9782
SLC25A14,0.978
SH2B3,0.978
UCK2,0.9779000000000001
DCTD,0.9776
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9773999999999999
sitagliptin,0.9773999999999999
DHX8,0.9773000000000001
MYNN,0.9767
CELSR2,0.9765999999999999
FPL-64176,0.9765
ZNF619,0.9763
ergometrine,0.976
erythromycin,0.976
INPP1,0.9759
ethisterone,0.9756999999999999
PBRM1,0.9754999999999999
ZSWIM2,0.9754
FZD7,0.9753000000000001
DNAJC15,0.9753000000000001
CHRAC1,0.9752
ATP6V0B,0.975
INHBE,0.975
retinol,0.975
Mitogen activated protein kinases LOF,0.9745
PPIG,0.9745
PU-H71,0.9743
parthenolide,0.9743
GNGT2,0.9743
PCCB,0.9741
TRAF1,0.9741
NAA25,0.9740000000000001
AS-703026,0.9739
farnesylthioacetic-acid,0.9738
LRP4,0.9734999999999999
phenprobamate,0.9734
XBP1,0.9734
RPS6KA4,0.9734
BRP44,0.9732
liothyronine,0.9732
zileuton,0.9731000000000001
KLF14,0.9729000000000001
fluoropyruvate,0.9729000000000001
flumazenil,0.9728
ELF4,0.9727
KIF9,0.9727
STAT6,0.9726
NR2C1,0.9723999999999999
SLC6A8,0.9723
rescinnamine,0.9722
NR0B2,0.9718000000000001
ITPKA,0.9716
CAT,0.9712999999999999
TCEA1,0.9712999999999999
ZNF77,0.9712000000000001
SCP2,0.9711
lumicolchicine,0.9711
PIK3CB,0.9711
COX4I1,0.9706
KUC104502N,0.9704
MRGPRX1,0.9703
celecoxib,0.9702
BRD-K91485395,0.97
PFAS,0.97
FBXO5,0.9699
AS-605240,0.9697
PLD2,0.9697
DBI,0.9693
alisertib,0.9693
TBK1,0.9689
RAB31,0.9688
MIF,0.9687
hydrocortisone,0.9686
PA2G4,0.9682999999999999
BDKRB2,0.9682
CD24,0.9681000000000001
U0126,0.9679000000000001
clofibrate,0.9679000000000001
SLC29A1,0.9677
ABCF1,0.9677
repaglinide,0.9676
RALA,0.9673
desoxypeganine,0.9672
ZKSCAN2,0.9667
MEIS2,0.9662000000000001
HAX1,0.9659
phensuximide,0.9655
triprolidine,0.9654
MPL,0.9653
CCRL2,0.9653
KDELR3,0.9652
immepip,0.965
MYCBP2,0.9645
ALAS1,0.9643
CBR3,0.9643
CD58,0.9642000000000001
Norepinephrine reuptake inhibitor,0.9642000000000001
AP1S2,0.9641
IDH2,0.9634
IL18,0.9634
ABCG2,0.9632
GSTT1,0.963
GLDC,0.963
tropisetron,0.9628
PNU-120596,0.9627
IWR-1-ENDO,0.9627
ZBTB24,0.9626
metyrapone,0.9625
MAPKAPK2,0.9623999999999999
PPP2R1A,0.9623999999999999
mirin,0.9621999999999999
KIAA0317,0.9621
UBE2N,0.9621
voriconazole,0.9620000000000001
EIF2AK1,0.9619
XRCC6,0.9616
FZD6,0.9615
PRKDC,0.9614
PIGA,0.9612999999999999
PRSS2,0.9609000000000001
AT-9283,0.9609000000000001
TPM1,0.9608
TEAD2,0.9603
chlortalidone,0.9598
GNAI1,0.9597
CLTB,0.9595
FAM114A2,0.9595
CSDA,0.9593
CDIPT,0.9593
linezolid,0.9591
avrainvillamide-analog-3,0.9589
BRD-K15107389,0.9589
TG100-115,0.9586
HOXA5,0.9586
MRPS2,0.9582999999999999
NF-449,0.9581999999999999
betamethasone,0.9577
HOXC9,0.9577
TOPBP1,0.9576
TFDP1,0.9576
naftopidil,0.9571
RELA,0.9569
RRM2,0.9569
fenpiverinium,0.9567
GLOD4,0.9567
SERPINC1,0.9564
pseudopelletierine,0.9564
guanfacine,0.9561
PAFAH1B3,0.9561
amcinonide,0.9559000000000001
rimexolone,0.9558
QRFPR,0.9556999999999999
MRGPRX4,0.9556999999999999
ergocornine,0.9556999999999999
F12,0.9556
ZNF277,0.9553
SYK,0.9551999999999999
CEP55,0.955
RBBP7,0.9548000000000001
GRPR,0.9548000000000001
iobenguane,0.9547
RNF7,0.9545
RS-102895,0.9545
PDGFRB,0.9543
BRD-K67258146,0.9540000000000001
S1PR3,0.9539
AP2M1,0.9539
mercaptopurine,0.9539
POLD4,0.9538
etodolac,0.9538
L-755507,0.9536
MPZL1,0.9534
PPAT,0.9533
MBOAT7,0.9531999999999999
methazolamide,0.9528
2-aminopurine,0.9528
STAMBP,0.9527
danazol,0.9525
DNAJB1,0.9523
BAS-09104376,0.9521
GPR128,0.9520000000000001
LSM5,0.9520000000000001
SMU1,0.9519
4-(2-Amino-ethyl)-benzenesulfonamide,0.9518000000000001
salubrinal,0.9517
DNAJC15,0.9512
ZW10,0.9511
ST6GALNAC2,0.9511
probucol,0.9511
MBNL2,0.951
RAB11FIP2,0.9508
metixene,0.9508
ICAM3,0.9506999999999999
F10,0.9506999999999999
CARD9,0.9506999999999999
methysergide,0.9506
cinalukast,0.9506
PROS1,0.9506
ARHGAP1,0.9505
resorcinol,0.9505
TSPAN6,0.9504
NFRKB,0.9499
DLGAP5,0.9499
BRPF1,0.9495999999999999
perospirone,0.9495999999999999
SLC7A5,0.9494
MELK,0.9494
parthenolide,0.9493
RPL39L,0.9492
BRD-K73285375,0.9490999999999999
CTNND1,0.9489
NISCH,0.9486
IGF2,0.9484
AP4S1,0.9484
CDX2,0.9483
HMOX1,0.9483
diethylcarbamazine,0.948
LARS,0.9472
PWP1,0.9467
OXSR1,0.9464
toremifene,0.9460999999999999
WNT11,0.9457
Phospholipases LOF,0.9457
BRD-K88742110,0.9457
naltriben,0.9454
SQLE,0.9453
TNFRSF1A,0.9453
oxymetholone,0.9451999999999999
dicloxacillin,0.9451
HCAR1,0.9445999999999999
HG-5-88-01,0.9445999999999999
IRL-2500,0.9445999999999999
WNT7B,0.9444
CAY-10577,0.9443
RIPK2,0.9440999999999999
ZNF333,0.9440000000000001
chlormadinone,0.9440000000000001
ACBD3,0.9439
SRP14,0.9437000000000001
BRD-K41143549,0.9434999999999999
acebutolol,0.9434
arecaidine,0.9431999999999999
SCAF8,0.9431
PT-630,0.9431
BCL6B,0.943
CSNK1G3,0.9429000000000001
BRD-A05680309,0.9428
ingenol,0.9427
CDK5,0.9427
IGF2BP3,0.9426000000000001
RRAGB,0.9423
BRD-K87426499,0.9422
RNF5,0.9420999999999999
PEMT,0.9420999999999999
Sterol demethylase inhibitor,0.9417
isoxicam,0.9412999999999999
BCL2,0.9411
ICI-199441,0.941
F3,0.941
Mediator complex LOF,0.941
CASK,0.9409000000000001
LYN,0.9408
WH-4023,0.9408
naftidrofuryl,0.9408
SLC1A1,0.9407
dexketoprofen,0.9407
MEK inhibitor,0.9405
UTP18,0.9401
lonidamine,0.9401
HOXA10,0.9401
DHX8,0.9398000000000001
COBL,0.9397
YWHAH,0.9397
PD-0325901,0.9395
mitomycin-c,0.9394
HOXB5,0.9394
xanthohumol,0.9392
FKBP4,0.9390999999999999
PSMA8,0.9389
ketoconazole,0.9387000000000001
arctigenin,0.9381999999999999
enalapril,0.938
gabazine,0.9370999999999999
NIPSNAP1,0.9368000000000001
amonafide,0.9366
benzanthrone,0.9364
SMARCA4,0.9364
TAF5L,0.9362
LGALS1,0.9362
XK,0.9362
idarubicin,0.9361
"3,3'-diindolylmethane",0.9359999999999999
droxinostat,0.9357
DSE,0.9356
raloxifene,0.9356
carbetocin,0.9354
RRP8,0.9351999999999999
CABIN1,0.9347
GPR83,0.9345
fluocinonide,0.9344
NFKBIE,0.9342
TAF15,0.9339
SPRY4,0.9336
STXBP1,0.9336
TRAP1,0.9334
NR0B1,0.9333
phenothiazine,0.9331999999999999
GNA15,0.9331999999999999
resveratrol,0.9331
TEAD4,0.9325
ABCC4,0.932
NMRAL1,0.9319
westcort,0.9318000000000001
ZNF274,0.9318000000000001
RCHY1,0.9315000000000001
TPD52L3,0.9315000000000001
estropipate,0.9312999999999999
safinamide,0.9309999999999999
MGST2,0.9309999999999999
HNMT,0.9307
TCS-359,0.9307
DPH2,0.9301999999999999
STK38,0.9301
GW-311616,0.93
HARS,0.93
ORM1,0.9294
HSD17B10,0.9290999999999999
RRS1,0.929
OAS1,0.9287000000000001
ECH1,0.9286
LYRM1,0.9285
EIF5,0.9284
huperzine-a,0.9284
COASY,0.9283
TNFRSF10A,0.9283
FAM120A,0.9283
TFE3,0.9283
BCL9,0.9281999999999999
PHF19,0.9281999999999999
MED1,0.9278
CARS,0.9277
zuclopenthixol,0.9277
OR52B2,0.9275
GTF2A2,0.9274
CEBPB,0.9273
SEC16A,0.9273
IL8,0.9267
ZNF576,0.9267
ACADSB,0.9265000000000001
MDH1,0.9264
pindolol,0.9262999999999999
TCF7L1,0.9262
SQSTM1,0.9261
LOXL1,0.9258
mycophenolic-acid,0.9257
WIPF2,0.9256
BRD-K17693482,0.9255
aspirin,0.9251999999999999
SLC7A11,0.9251
alfacalcidol,0.925
CMPK1,0.9248000000000001
NPDC1,0.9247
ARAF,0.9245
PNKP,0.9242
dexamethasone,0.9240999999999999
RGS16,0.924
SIRT7,0.9238
GSK-461364,0.9237000000000001
SUCNR1,0.9233
DNTTIP2,0.9231
LIAS,0.9231
EED,0.9231
L-368899,0.9229
NAMPT,0.9226000000000001
ZSCAN29,0.9226000000000001
pseudoephedrine,0.9226000000000001
bendroflumethiazide,0.922
LHX8,0.9218000000000001
etomidate,0.9217
TP53TG1,0.9217
ZNF395,0.9216
calycanthine,0.9216
IPO13,0.9213
GPR160,0.9213
hyperforin,0.9213
PRKAB1,0.9212
FKBP3,0.9212
PAK1,0.9209999999999999
EDNRB,0.9209999999999999
oleylethanolamide,0.9209999999999999
PD-160170,0.9209999999999999
GPR151,0.9209
CCDC92,0.9209
PTPN2,0.9207
ARL4C,0.9207
guggulsterone,0.9205
GLIS3,0.9205
KIF2C,0.92
MSX1,0.9197
CD320,0.9196
SLC1A5,0.9196
ZNF354B,0.9195
MRGPRD,0.9194
CDK8,0.9190999999999999
SMO,0.9189
PIK3C3,0.9188
FOXN3,0.9188
BNIP3L,0.9187000000000001
irinotecan,0.9186
PTK2,0.9185
DYNLT3,0.9184
PPP2R5E,0.9183
IDH1,0.9179999999999999
capsaicin,0.9179
tacrolimus,0.9175
NDUFA3,0.9174
PLOD3,0.9174
PTPN1,0.9173
rhodomyrtoxin,0.9173
VU-0365114-2,0.9172
clofibric-acid,0.9172
APBB2,0.917
tamoxifen,0.9168999999999999
RS-67506,0.9168999999999999
CRYZ,0.9166
BRD-K79511609,0.9165000000000001
doxapram,0.9164
rucaparib,0.9162
BRD-A80383043,0.9162
flecainide,0.9159999999999999
metanephrine,0.9159
trimipramine,0.9158
1-benzylimidazole,0.9157
SLC39A8,0.9153
GLOD4,0.9152
SATB1,0.9147
MAPKAP1,0.9147
midazolam,0.9146
CCRN4L,0.9146
IRF3,0.9145
RBM6,0.9145
PYCR1,0.9144
ADAT1,0.9143000000000001
IMPDH inhibitor,0.9142
clobetasol,0.914
RAB11FIP2,0.9139
HDAC1-selective,0.9139
NQO2,0.9139
HADHB,0.9131
PSMD3,0.9129999999999999
itopride,0.9126000000000001
PD-98059,0.9124
SMYD3,0.9123
GPR148,0.9122
SOD2,0.9120999999999999
ZNF114,0.9118
CAB39,0.9117000000000001
L-692585,0.9117000000000001
DTX2,0.9116
TOX2,0.9115000000000001
clomifene,0.9115000000000001
CDKAL1,0.9115000000000001
POLR1C,0.9114
PTDSS1,0.9114
LAGE3,0.9113
CLPX,0.9107
EPHA3,0.9106000000000001
DNM1L,0.9106000000000001
TGM2,0.9105
BRD-K28680267,0.9105
GR-159897,0.9104000000000001
CTTN,0.9103
beclometasone,0.9101
GS-39783,0.9101
OPN5,0.9101
tetracycline,0.91
ELAC2,0.9098999999999999
CYP1A1,0.9098
etacrynic-acid,0.9097
FAM3C,0.9095
Bile acid,0.9095
Poly ADP ribose polymerases LOF,0.9094
POU5F1,0.9093000000000001
IRF2,0.909
METTL1,0.9084
APEX1,0.9084
NAT10,0.9081
BRD-A89049230,0.9078
AKR1C2,0.9078
baeomycesic-acid,0.9078
KIF5B,0.9076000000000001
STK24,0.9075
LIF,0.9067000000000001
NET1,0.9066
eugenitol,0.9066
dextromethorphan,0.9064
GW-843682X,0.9064
PIM1,0.9059999999999999
PPP2R2C,0.9059999999999999
HIBADH,0.9059
ASAH1,0.9059
cholic-acid,0.9054000000000001
IFIT5,0.9053
thiotepa,0.9053
NFATC2,0.9053
VU-0400195-3,0.9052
GRN,0.9052
EPN2,0.9051
Wnt family LOF,0.905
MEST,0.9048
MAD2L1BP,0.9047
SPHK2,0.9045000000000001
RAB5A,0.9043000000000001
EIF2B5,0.9043000000000001
WASF3,0.9043000000000001
gedunin,0.9043000000000001
NCOA4,0.9042
zidovudine,0.904
SIB-1893,0.9039
SIRPG,0.9039
SHB,0.9037999999999999
ODC1,0.9034
MORF4L1,0.9033
nabumetone,0.9031
lansoprazole,0.9031
MCOLN1,0.9031
S100B,0.9027
ponalrestat,0.9024
DNAJB6,0.9024
RPL7,0.9023
BRD-K98297262,0.9020999999999999
treprostinil,0.9020999999999999
PIAS1,0.902
ERCC4,0.9018999999999999
cycloheximide,0.9018
COX7B,0.9016
PTPN11,0.9016
nimodipine,0.9016
PPP1R8,0.9014
VRK3,0.9013
WARS,0.9012
RAB1B,0.9006000000000001
RPS3,0.9006000000000001
ITGA1,0.9005
PD-173074,0.9005
BCL2L1,0.9005
MTFR1,0.9003
BACH2,0.9
olanzapine,0.8998
PIK3CD,0.8996
RBMS1,0.8995000000000001
hydrastinine,0.8994
PRKAA2,0.8994
ANP32E,0.8991
acetyl-farnesyl-cysteine,0.899
neurodazine,0.8984000000000001
FOS transcription factor family GOF,0.8983
DGKA,0.8983
I-OMe-AG-538,0.8981
sertaconazole,0.8981
cytochalasin-b,0.8976000000000001
CLEC16A,0.8975
TIMM50,0.8974
GABBR1,0.8973
MED7,0.8972
puromycin,0.8970999999999999
SERPINF2,0.897
desloratadine,0.8969
CERK,0.8967
TXLNA,0.8965000000000001
NDUFAB1,0.8964
RIOK2,0.8962
ZFP1,0.8961
fusaric-acid,0.8961
MALT1,0.8956999999999999
lysylphenylalanyl-tyrosine,0.8956000000000001
HMGA1,0.8956000000000001
ZNF595,0.8955
tyrphostin-AG-82,0.8955
SIX2,0.8954000000000001
irsogladine,0.8952
lithocholic-acid,0.8952
ZFP28,0.8952
CTLA4,0.8951
ipsapirone,0.8946999999999999
KIAA0922,0.8943000000000001
amiloride,0.8942
FGB,0.894
NECA,0.8939
GABARAPL1,0.8937999999999999
FOXJ2,0.8937999999999999
GMPR2,0.8933
UBE2J1,0.8929
IL1B,0.8928
vinorelbine,0.8923000000000001
CGP-37157,0.8922
sulfafurazole,0.8919
tremorine,0.8915000000000001
gestrinone,0.8915000000000001
RASGRP4,0.8915000000000001
GW-9662,0.8914
ASH2L,0.8912
RRM2,0.8909999999999999
PEBP1,0.8909
carbinoxamine,0.8908
epibatidine,0.8906999999999999
BLMH,0.8906000000000001
RASD1,0.8904000000000001
RBP4,0.8903
homosalate,0.8903
dydrogesterone,0.8903
IB-MECA,0.8901
PAQR7,0.89
AIFM1,0.8894
ATP5B,0.8894
SOAT1,0.8893000000000001
ARHGEF6,0.8891
spectinomycin,0.8889
AMBP,0.8887999999999999
FEZ1,0.8883
TMED9,0.8883
VAV3,0.8881999999999999
BZW2,0.8881
TRAF4,0.8878
physostigmine,0.8876000000000001
amoxapine,0.8872
vecuronium,0.8870999999999999
pravastatin,0.8870999999999999
PTHLH,0.887
BRF2,0.8868
TRIM9,0.8865999999999999
IL6,0.8865999999999999
CASP9,0.8864
QX-222,0.8862000000000001
Vitamin D receptor agonist,0.8861
PPT1,0.8856999999999999
AES,0.8856
ETNK1,0.8855
VU-0400193-3,0.8855
beta-CCP,0.885
DRAP1,0.884
ITGA4,0.8835
AHCY,0.8835
ABCA1,0.8828
PJA1,0.8826
STRADB,0.8824
PDXK,0.8824
embelin,0.8824
TIMELESS,0.8820999999999999
VU-0420363-1,0.8819
RASSF2,0.8818
SMARCC2,0.8813
exemestane,0.8813
seneciphylline,0.8805
SLC22A4,0.88
ADORA2A,0.88
EYA1,0.8798
MYCBP,0.8797
NR1H3,0.8795999999999999
CBX7,0.8795999999999999
KLHL21,0.8794
FUT1,0.8793000000000001
CAB39,0.8792
NAT10,0.8791
melperone,0.8791
QL-XI-92,0.8789
NSA2,0.8784000000000001
SNX17,0.878
HEBP1,0.8778
CEACAM6,0.8776999999999999
JTE-013,0.8776999999999999
IFNB1,0.8776
LGALS3,0.8774
ELK3,0.8772
KU-55933,0.8767
STXBP2,0.8767
ZM-447439,0.8765999999999999
PSMA3,0.8765000000000001
BRD-K88761633,0.8764
GUSB,0.8763
KRT26,0.8761
TNF,0.8759999999999999
TUBB4B,0.8759999999999999
betahistine,0.8758
cefalexin,0.8755
Akt Signaling GOF,0.8755
CIAPIN1,0.8755
ZNF582,0.8754000000000001
SLC36A4,0.8753
7b-cis,0.8753
RNPS1,0.8752
AM-404,0.8751000000000001
amisulpride,0.8747
ALDH3A2,0.8745999999999999
WNT9A,0.8744
TLE1,0.8744
RS-504393,0.8742
PCDH15,0.8739
U-74389F,0.8737999999999999
XMD-885,0.8728
carbacyclin,0.8721
ARF6,0.8719
HMGA1,0.8718
mycophenolate-mofetil,0.8717
DCK,0.8717
ATRX,0.8715999999999999
CAY-10618,0.8715
CPD,0.8711
INPP1,0.8711
RHOBTB1,0.8709
PTPN4,0.8708
ABHD6,0.8706
NFE2L2,0.8704999999999999
ABHD4,0.8702
tramadol,0.87
liquiritigenin,0.8698
NRP1,0.8698
ZNF572,0.8697
AGPAT2,0.8695
methylnorlichexanthone,0.8690000000000001
ARAF,0.8686
RPS6KB2,0.8683
PAFAH1B1,0.8683
BRD-K39187410,0.8683
PDXK,0.8681
JWE-035,0.8679000000000001
GPR114,0.8676
SRRM1,0.8674
IFNAR2,0.8673000000000001
mepyramine,0.8673000000000001
NUP62,0.8668
COQ3,0.8667
skatole,0.8667
resveratrol,0.8665999999999999
RAB4A,0.8665
HAL,0.8664000000000001
FBXO11,0.8663
oxcarbazepine,0.8663
raltitrexed,0.8662000000000001
TAF13,0.8662000000000001
fenoterol,0.8661
STK33,0.8658
piperidolate,0.8649
KCNQ1,0.8648
etoposide,0.8648
SRT-1720,0.8645999999999999
SNX11,0.8645
NOTCH1,0.8642
zacopride,0.8640000000000001
GALT,0.8636
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.8633
SPAG4,0.8629000000000001
FRAT2,0.8629000000000001
PPARD,0.8628
NPY1R,0.8628
buspirone,0.8628
RNF5,0.8626999999999999
etamivan,0.8626999999999999
UBTF,0.8626999999999999
CTNS,0.8623000000000001
TGFB1,0.8619
reboxetine,0.8619
JTE-907,0.8618000000000001
POLA1,0.8618000000000001
rifaximin,0.8615999999999999
IGFBP3,0.8614
SALL4,0.861
pantoprazole,0.861
MSRA,0.8606
TIMM9,0.8606
zolmitriptan,0.8597
BMS-191011,0.8595999999999999
toltrazuril,0.8593000000000001
TER-14687,0.8593000000000001
MAD2L1BP,0.8586
tomelukast,0.8586
FGFR inhibitor,0.8584999999999999
BRD-K86682249,0.8584
FCHO1,0.8584
TSN,0.8582
YBX1,0.858
TXN,0.858
CDCA8,0.8578
SHC4,0.8576999999999999
BNTX,0.8576
farnesol,0.8576
ERGIC2,0.8575
hydrocortisone,0.8573000000000001
RICTOR,0.8571
CREB3L1,0.8571
androstenedione,0.857
PSMD9,0.857
RBBP7,0.8568000000000001
V type ATPases LOF,0.8565999999999999
ATP5G1,0.8565999999999999
SAL-1,0.8565999999999999
ATP5S,0.8565
RO-28-1675,0.8563
cycloheximide,0.8563
SMAD5,0.8561
YES1,0.8561
GPRC5A,0.8556999999999999
DLX3,0.8556
SLC25A20,0.8554999999999999
ROCK2,0.8554
ranitidine,0.8552
BRD-K98404142,0.8551000000000001
BRD-K51557114,0.855
GLTSCR1,0.8547
EMF-BCA1-64,0.8545
cytochalasin-d,0.8545
BCI-hydrochloride,0.8543999999999999
UNC-0321,0.8541
ATP6V1A,0.8539
PGF,0.8538
BRD-K16618170,0.8537
BRD-K97951054,0.8536
fillalbin,0.8536
CXCL2,0.8534999999999999
CASK,0.8531
TMEM50A,0.8531
Targets of VEGFR inhibitors GOF,0.8531
meptazinol,0.8527
ZNF212,0.8527
RAP1GAP,0.8526
EIF6,0.8523999999999999
STK24,0.8521
SN-38,0.852
CYP1B1,0.8519
MAOB,0.8513
SPRED2,0.8513
NRIP3,0.8511
etoposide,0.851
STAT2,0.8509
RS-67333,0.8509
GAA,0.8506999999999999
NVP-AUY922,0.8504999999999999
prostaglandin,0.8503000000000001
L-2167,0.85
PRKAG3,0.8499
TTNPB,0.8499
hesperidin,0.8499
KDM4B,0.8499
flucytosine,0.8497
TNFSF10,0.8495999999999999
entacapone,0.8495
GYS1,0.8493
VAT1,0.8492000000000001
TCEA1,0.8492000000000001
BCL6,0.8489
X linked mental retardation group 2 LOF,0.8489
BRL-50481,0.8489
estradiol,0.8484999999999999
AG-370,0.8482999999999999
STK19,0.8481000000000001
tretinoin,0.8481000000000001
SEC24B,0.8479000000000001
PBXIP1,0.8479000000000001
GSK3B,0.8478
GSK-429286A,0.8477
NRIP1,0.8473999999999999
flupirtine,0.8473999999999999
PRL-3-inhibitor-I,0.8473
tadalafil,0.8468000000000001
Androgen receptor modulator,0.8466
ITGB1,0.8465
indirubin,0.8465
rosmarinic-acid,0.8462999999999999
NRG1,0.8462999999999999
TNFRSF6B,0.8462000000000001
SLC25A3,0.8462000000000001
SB-216641,0.8462000000000001
MK-5108,0.8461
MAOA,0.8461
tetrabenazine,0.846
ANKZF1,0.846
GRK5,0.8453
GTDC1,0.8452
TRIB1,0.8452
GSTP1,0.8451000000000001
capsazepine,0.8445
TRAK2,0.8443
ABCB6,0.8441
trifluoperazine,0.8434999999999999
OXGR1,0.8434999999999999
BRD-K72817452,0.8432
tosyl-phenylalanyl-chloromethyl-ketone,0.8429000000000001
AS-604850,0.8428
SREBF1,0.8427
RND3,0.8419
ZNF521,0.8418000000000001
RARRES1,0.8417
PVRL2,0.8415
IER3,0.8415
profenamine,0.8415
KUC103904N,0.8412999999999999
quinidine,0.8412999999999999
PROKR1,0.8411
Integrin subunits beta LOF,0.841
Rho GTPase activating proteins LOF,0.8409
salicin,0.8409
eicosatetraynoic-acid,0.8408
C1S,0.8408
TMCO1,0.8408
methantheline,0.8406999999999999
ASF1B,0.8403
ipriflavone,0.8398
TMEM154,0.8393999999999999
RPS6KB1,0.8389
Y-27632,0.8389
CDC45,0.8384999999999999
tubacin,0.8382999999999999
CG-930,0.838
tyrphostin-51,0.8378
phenytoin,0.8375
MCM8,0.8373999999999999
ST-91,0.8373
harpagoside,0.8373
HEATR1,0.8371
UCHL1,0.8371
nTZDpa,0.8368000000000001
flunarizine,0.8367
