drug,score,moa
ctrp_Ki8751,0.350,Not Clinically Relevant
ctrp_CIL41,0.349,Not Clinically Relevant
ctrp_NSC48300,0.349,Not Clinically Relevant
gdsc_PHA-793887,0.348,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_NSC23766,0.348,Not Clinically Relevant
ctrp_Compound 1541A,0.347,Not Clinically Relevant
ctrp_SN-38,0.347,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_KU-55933,0.346,Not Clinically Relevant
ctrp_SGX-523,0.346, Met inhibitor
ctrp_trifluoperazine,0.345,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors "
ctrp_ML031,0.345,Not Clinically Relevant
ctrp_brivanib,0.345,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
ctrp_MGCD-265,0.344,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_tandutinib,0.344,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
gdsc_MPS-1-IN-1,0.343,Not Clinically Relevant
ctrp_PI-103,0.343,Not Clinically Relevant
ctrp_isoevodiamine,0.343,Not Clinically Relevant
ctrp_TG-100-115,0.343,PI3Kγ/δ inhibitor
ctrp_pifithrin-mu,0.343,Not Clinically Relevant
ctrp_tivozanib,0.342,VEGFR inhibitor
ctrp_PF-184,0.342,Not Clinically Relevant
ctrp_cabozantinib,0.342,"MET, AXL, VEGFR and RET inhibitor"
ctrp_BRD8899,0.341,Not Clinically Relevant
ccle_PLX4720,0.340,Not Clinically Relevant
ctrp_cediranib,0.339,VEGFR inhibitor
gdsc_HG-5-113-01,0.339,Not Clinically Relevant
ctrp_LBH-589,0.339,HDAC inhibitor
ctrp_ML006,0.338,Not Clinically Relevant
ctrp_crizotinib,0.338,"ALK, ROS1 and MET inhibitor"
ctrp_BIX-01294,0.336,Not Clinically Relevant
ctrp_BRD-K37390332,0.336,Not Clinically Relevant
ctrp_HLI 373,0.336,Not Clinically Relevant
ctrp_UNC0638,0.334,Not Clinically Relevant
ctrp_lomeguatrib,0.334,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. "
ctrp_etoposide,0.334,Topo II inhibitor
ctrp_sitagliptin,0.333,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body"
ctrp_nilotinib,0.333,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
ctrp_darinaparsin,0.333,organic arsenic compound composed of dimethylated arsenic linked to glutathione
ctrp_Compound 23 citrate,0.333,Not Clinically Relevant
ctrp_cucurbitacin I,0.333,Not Clinically Relevant
ctrp_NSC 74859,0.333,Not Clinically Relevant
ctrp_BRD-K80183349,0.332,Not Clinically Relevant
ctrp_cimetidine,0.332,(Tagamet) Antacid and antihistamine
ctrp_BRD-K90370028,0.332,Not Clinically Relevant
ctrp_parbendazole,0.332,Not Clinically Relevant
ctrp_968,0.331,Not Clinically Relevant
ctrp_LRRK2-IN-1,0.331,Not Clinically Relevant
ctrp_importazole,0.330,Not Clinically Relevant
ctrp_niclosamide,0.330,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_CIL70,0.330,Not Clinically Relevant
ctrp_AT-406,0.330,Not Clinically Relevant
ctrp_pandacostat,0.330,Not Clinically Relevant
ctrp_BIRB-796,0.330,Not Clinically Relevant
ctrp_decitabine,0.329,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)"
ctrp_BRD-K66532283,0.329,Not Clinically Relevant
gdsc_ZM447439,0.328,Not Clinically Relevant
ctrp_sildenafil,0.328,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
ctrp_BRD-K04800985,0.328,Not Clinically Relevant
ctrp_BRD-K61166597,0.328,Not Clinically Relevant
ctrp_BRD-K86535717,0.328,Not Clinically Relevant
ctrp_PDMP,0.328,Not Clinically Relevant
ctrp_cyclophosphamide,0.327,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
ctrp_erastin,0.326,Not Clinically Relevant
ctrp_FSC231,0.326,Not Clinically Relevant
ctrp_triazolothiadiazine,0.326,Not Clinically Relevant
gdsc_Fedratinib,0.326,JAK2 inhibitor
gdsc_AR-42,0.326,Not Clinically Relevant
ctrp_JW-480,0.325,Not Clinically Relevant
ctrp_AM-580,0.325,Not Clinically Relevant
ctrp_HC-067047,0.325,Not Clinically Relevant
ctrp_neuronal differentiation inducer III,0.324,Not Clinically Relevant
ctrp_tivantinib,0.324,Met inhibitor
ctrp_BRD-K44224150,0.324,Not Clinically Relevant
ctrp_RO4929097,0.323,Notch (gamma secretase) inhibitor
ctrp_MG-132,0.323,Not Clinically Relevant
ctrp_ETP-46464,0.323,Not Clinically Relevant
ctrp_QS-11,0.322,Not Clinically Relevant
ctrp_necrostatin-1,0.322,Not Clinically Relevant
ctrp_manumycin A,0.322,Not Clinically Relevant
ctrp_KU-0063794,0.322,Not Clinically Relevant
ctrp_navitoclax,0.322,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
gdsc_WZ3105,0.322,Not Clinically Relevant
ctrp_YK 4-279,0.321,Not Clinically Relevant
ctrp_nintedanib,0.320,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
ctrp_MK-2206,0.320,Akt1/2/3 inhibitor
ctrp_bendamustine,0.320,alkylating agent
ctrp_NVP-TAE684,0.320,Not Clinically Relevant
ctrp_BRD-K64610608,0.319,Not Clinically Relevant
ctrp_NSC95397,0.319,Not Clinically Relevant
ctrp_SB-525334,0.318,Not Clinically Relevant
gdsc_PIK-93,0.318,Not Clinically Relevant
ctrp_sunitinib,0.318,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_ML311,0.318,Not Clinically Relevant
ctrp_BRD-K29086754,0.318,Not Clinically Relevant
ctrp_GSK-3 inhibitor IX,0.317,Not Clinically Relevant
ctrp_BRD-K75293299,0.317,Not Clinically Relevant
gdsc_UNC0638,0.317,Not Clinically Relevant
ctrp_PL-DI,0.317,Not Clinically Relevant
ctrp_BRD-K84807411,0.317,Not Clinically Relevant
ctrp_teniposide,0.316,Topo II inhibitor
ctrp_FQI-2,0.316,Not Clinically Relevant
ctrp_pazopanib,0.316,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_doxorubicin,0.316,"Topo II inhibitor, DNA intercalator"
ctrp_BRD-K35604418,0.315,Not Clinically Relevant
ctrp_PYR-41,0.315,Not Clinically Relevant
gdsc_ZG-10,0.315,Not Clinically Relevant
ctrp_BRD-K85133207,0.313,Not Clinically Relevant
gdsc_QL-X-138,0.313,Not Clinically Relevant
gdsc_5-Fluorouracil,0.312,antimetabolite
ctrp_BRD-K02492147,0.312,Not Clinically Relevant
ccle_LBW242,0.312,Not Clinically Relevant
ctrp_STF-31,0.311,Not Clinically Relevant
ctrp_hyperforin,0.311,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA"
ctrp_mitomycin,0.311,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_entinostat,0.310,HDAC inhibitor
ctrp_ouabain,0.310,Not Clinically Relevant
gdsc_Belinostat,0.309,HDAC inhibitor (PXD101)
gdsc_Camptothecin,0.309,Not Clinically Relevant
ctrp_vorapaxar,0.308," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_quizartinib,0.308,Flt3 inhibitor
ctrp_Bax channel blocker,0.308,Not Clinically Relevant
ctrp_AZD6482,0.307,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
gdsc_NSC-207895,0.307,Not Clinically Relevant
ctrp_SU11274,0.307,Not Clinically Relevant
ctrp_tipifarnib-P2,0.306,Not Clinically Relevant
ctrp_BRD-K30019337,0.306,Not Clinically Relevant
ctrp_FGIN-1-27,0.306,Not Clinically Relevant
ctrp_BMS-536924,0.306,Not Clinically Relevant
ctrp_KX2-391,0.305,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
ctrp_GSK1059615,0.305,PI3Kα/β/δ/γ and mTOR inhibitor
gdsc_AT-7519,0.305,Not Clinically Relevant
ctrp_sorafenib,0.304,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_BRD-K70511574,0.304,Not Clinically Relevant
gdsc_I-BET-762,0.304,Not Clinically Relevant
ctrp_BRD-K96970199,0.304,Not Clinically Relevant
ctrp_necrosulfonamide,0.304,Not Clinically Relevant
ctrp_Ch-55,0.304,Not Clinically Relevant
ctrp_BRD-K34222889,0.303,Not Clinically Relevant
ctrp_PF-3758309,0.303,Not Clinically Relevant
ctrp_thalidomide,0.302,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_dacarbazine,0.302,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
ctrp_ciclopirox,0.301,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_B02,0.301,Not Clinically Relevant
ctrp_N9-isopropylolomoucine,0.301,Not Clinically Relevant
ctrp_CD-1530,0.301,Not Clinically Relevant
ctrp_BRD-A94377914,0.300,Not Clinically Relevant
ctrp_vincristine,0.300,"binds tubulin, disrupts microtubule dynamics"
ctrp_VX-680,0.300,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
ctrp_SCH-529074,0.299,Not Clinically Relevant
ctrp_gossypol,0.299,"Natural product, may function to inhibit Bcl2 family members"
ctrp_TGX-221,0.299,Not Clinically Relevant
ctrp_rigosertib,0.298,"ON-01910, Plk-1 inhibitor"
ctrp_MI-2,0.298,Not Clinically Relevant
ctrp_cerulenin,0.298,Not Clinically Relevant
ctrp_pitstop2,0.297,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.297,Not Clinically Relevant
ctrp_pifithrin-alpha,0.297,Not Clinically Relevant
ctrp_BRD-K45681478,0.297,Not Clinically Relevant
ctrp_nutlin-3,0.296,"Mdm2 antagonist, stabilizes p53 "
ctrp_NSC632839,0.296,Not Clinically Relevant
ctrp_GW-843682X,0.296,Not Clinically Relevant
ctrp_BRD-K78574327,0.296,Not Clinically Relevant
ctrp_MLN2480,0.294,"TAK-580, pan-Raf kinase inhibitor"
gdsc_Methotrexate,0.294,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ctrp_BRD1812,0.294,Not Clinically Relevant
ctrp_linifanib,0.293,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R"
gdsc_OSI-027,0.293,Not Clinically Relevant
ccle_PF2341066,0.292,"ALK, ROS1 and MET inhibitor"
ctrp_myriocin,0.292,Not Clinically Relevant
ctrp_curcumin,0.292,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_LY-2157299,0.292,Not Clinically Relevant
ctrp_BI-2536,0.292,"Plk1 inhibitor, less active against Plk2 and Plk3."
gdsc_Genentech Cpd 10,0.291,Not Clinically Relevant
ctrp_nakiterpiosin,0.291,Not Clinically Relevant
ctrp_fluorouracil,0.291,antimetabolite
ctrp_bardoxolone methyl,0.291,Not Clinically Relevant
ctrp_PIK-93,0.290,Not Clinically Relevant
gdsc_SNX-2112,0.290,Not Clinically Relevant
ctrp_fluvastatin,0.290,"HMG-CoA reductase inhibitor,"
ctrp_momelotinib,0.289,JAK1 and JAK2 inhibitor
ctrp_GSK2636771,0.289,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_daporinad,0.289,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_QW-BI-011,0.289,Not Clinically Relevant
ctrp_BYL-719,0.289,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ
ctrp_prochlorperazine,0.288,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_FQI-1,0.288,Not Clinically Relevant
ctrp_CAY10618,0.288,Not Clinically Relevant
ctrp_CIL55A,0.287,Not Clinically Relevant
ctrp_GDC-0941,0.287,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_KU-60019,0.286,Not Clinically Relevant
ctrp_purmorphamine,0.286,Not Clinically Relevant
ctrp_SMER-3,0.286,Not Clinically Relevant
gdsc_CAY10603,0.286,Not Clinically Relevant
ctrp_Merck60,0.285,Not Clinically Relevant
ctrp_CHM-1,0.285,Not Clinically Relevant
ctrp_piperlongumine,0.285,Not Clinically Relevant
ctrp_BRD-K66453893,0.285,Not Clinically Relevant
gdsc_Entinostat,0.285,HDAC inhibitor
ctrp_ZSTK474,0.285,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
ctrp_PHA-793887,0.285,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_Ko-143,0.284,Not Clinically Relevant
ctrp_BRD-A86708339,0.283,Not Clinically Relevant
ctrp_CAL-101,0.283,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_narciclasine,0.283,Not Clinically Relevant
ctrp_clofarabine,0.283,purine nucleoside antimetabolite
ctrp_CIL56,0.282,Not Clinically Relevant
ctrp_CD-437,0.282,Not Clinically Relevant
ctrp_OSI-027,0.282,Not Clinically Relevant
ctrp_NVP-231,0.282,Not Clinically Relevant
gdsc_CX-5461,0.282,Not Clinically Relevant
gdsc_GSK690693,0.281,Not Clinically Relevant
ctrp_temozolomide,0.281,alkylating agent
ctrp_TPCA-1,0.281,Not Clinically Relevant
ctrp_GSK461364,0.280,"Plk1 inhibitor, less active against Plk2 and Plk3."
gdsc_JW-7-24-1,0.280,Not Clinically Relevant
ctrp_parthenolide,0.280,Not Clinically Relevant
ctrp_alvocidib,0.280,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_BRD-K96431673,0.279,Not Clinically Relevant
ctrp_I-BET151,0.279,Not Clinically Relevant
ctrp_BRD-K34099515,0.278,Not Clinically Relevant
ctrp_triptolide,0.278,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
ctrp_SRT-1720,0.278,Not Clinically Relevant
gdsc_Dacinostat,0.278,Not Clinically Relevant
ctrp_pyrazolanthrone,0.278,Not Clinically Relevant
ctrp_tamatinib,0.277,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_regorafenib,0.277,VEGFR2-TIE2 inhibitor 
ctrp_PRIMA-1,0.277,Not Clinically Relevant
ctrp_PF-573228,0.276,Not Clinically Relevant
ctrp_MK-0752,0.276,Notch (gamma secretase) inhibitor
ctrp_R428,0.276,Not Clinically Relevant
ctrp_ciclosporin,0.276,
ctrp_NVP-BSK805,0.276,Not Clinically Relevant
ctrp_GANT-61,0.276,Not Clinically Relevant
ctrp_phloretin,0.275,Not Clinically Relevant
gdsc_CUDC-101,0.275,Not Clinically Relevant
ctrp_AGK-2,0.275,Not Clinically Relevant
gdsc_Etoposide,0.273,Topo II inhibitor
ctrp_ML258,0.273,Not Clinically Relevant
ctrp_dinaciclib,0.272,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_temsirolimus,0.272,Not Clinically Relevant
ctrp_SCH-79797,0.272,Not Clinically Relevant
ctrp_KH-CB19,0.272,Not Clinically Relevant
ctrp_semagacestat,0.272,Notch (gamma secretase) inhibitor
ctrp_ML210,0.270,Not Clinically Relevant
ctrp_gemcitabine,0.270,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ctrp_AZ-3146,0.269,Not Clinically Relevant
ctrp_bleomycin A2,0.269,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_3-Cl-AHPC,0.269,Not Clinically Relevant
ctrp_AT7867,0.268,Not Clinically Relevant
ctrp_salermide,0.267,Not Clinically Relevant
ctrp_silmitasertib,0.267,casein kinase 2 inhibitor 
ctrp_RAF265,0.267,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_YM-155,0.267,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_CR-1-31B,0.267,Not Clinically Relevant
ctrp_leptomycin B,0.266,Not Clinically Relevant
ctrp_BRD9876,0.265,Not Clinically Relevant
ctrp_cytochalasin B,0.265,Not Clinically Relevant
gdsc_PI-103,0.265,Not Clinically Relevant
ctrp_PAC-1,0.264,Not Clinically Relevant
ctrp_BMS-345541,0.264,Not Clinically Relevant
ctrp_JQ-1,0.263,Not Clinically Relevant
ctrp_TG-101348,0.262,JAK2 inhibitor
ctrp_methylstat,0.261,Not Clinically Relevant
gdsc_THZ-2-102-1,0.261,Not Clinically Relevant
ctrp_marinopyrrole A,0.260,Not Clinically Relevant
ctrp_dexamethasone,0.260,"synthetic corticosteroid, used to reduce inflammation"
ctrp_SR-II-138A,0.260,Not Clinically Relevant
ctrp_NVP-BEZ235,0.260,PI3K/mTOR inhibitor
ctrp_TW-37,0.260,Not Clinically Relevant
ctrp_blebbistatin,0.259,Not Clinically Relevant
ctrp_palmostatin B,0.259,Not Clinically Relevant
ctrp_SB-743921,0.259,kinesin spindle protein (KSP) inhibitor
ctrp_EX-527,0.259,SIRT1 inhibitor
ctrp_AZD7545,0.258,Not Clinically Relevant
ctrp_PF-750,0.258,Not Clinically Relevant
ctrp_CAY10594,0.257,Not Clinically Relevant
gdsc_CP466722,0.257,Not Clinically Relevant
ctrp_LE-135,0.257,Not Clinically Relevant
ctrp_GSK525762A,0.257,Not Clinically Relevant
ctrp_CHIR-99021,0.256,Not Clinically Relevant
ccle_AEW541,0.256,Not Clinically Relevant
ctrp_WZ4002,0.256,Not Clinically Relevant
ctrp_masitinib,0.255,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
ctrp_paclitaxel,0.255,disrupts microtubule dynamics
ctrp_MK-1775,0.255,Wee1 kinase inhibitor
ctrp_AZD7762,0.255, Chk1 / Chk2 inhibitor
gdsc_WIKI4,0.255,Not Clinically Relevant
ctrp_BRD-K27224038,0.255,Not Clinically Relevant
ctrp_BRD-K94991378,0.254,Not Clinically Relevant
ctrp_HBX-41108,0.254,Not Clinically Relevant
ctrp_lovastatin,0.253,"HMG-CoA reductase inhibitor,"
ctrp_GW-405833,0.252,Not Clinically Relevant
ctrp_bortezomib,0.251,proteasome inhibitor (Velcade)
ctrp_neopeltolide,0.251,Not Clinically Relevant
ctrp_myricetin,0.251,Not Clinically Relevant
ctrp_BRD-A02303741,0.251,Not Clinically Relevant
ctrp_fulvestrant,0.250,selective estrogen receptor degrader (SERD)
ctrp_BRD-K41334119,0.250,Not Clinically Relevant
ctrp_WP1130,0.250,Not Clinically Relevant
ctrp_obatoclax,0.249,Not Clinically Relevant
ctrp_CI-976,0.248,Not Clinically Relevant
ctrp_sirolimus,0.248,"rapamycin, mTOR inhibitor"
