,MB009
gdsc_DMOG,-0.2761621401593114
ctrp_austocystin D,-0.2777956558740788
ctrp_SR8278,-0.28070555446846174
ccle_PD-0325901,-0.2813153071730585
ccle_Panobinostat,-0.28140440124845606
ctrp_VER-155008,-0.28357349178106733
gdsc_Lestauritinib,-0.2836554277275837
gdsc_JQ1,-0.28432543693025486
ctrp_GDC-0879,-0.28446770992792775
ccle_PD-0332991,-0.2846216031143876
ctrp_BRD-K27986637,-0.28559839840822987
ctrp_VAF-347,-0.28614804716826736
ctrp_gefitinib,-0.28740135894939967
gdsc_BAY-61-3606,-0.2884411860949395
ctrp_neratinib,-0.2886228061516877
ctrp_ML334 diastereomer,-0.2901969749433613
ctrp_fumonisin B1,-0.2905622772963026
ctrp_nelarabine,-0.29156845985469965
gdsc_Vinorelbine,-0.2924416577438487
gdsc_Shikonin,-0.2925036568697524
gdsc_GSK650394,-0.29311950325816366
ctrp_AT13387,-0.29353895007450814
ccle_PHA-665752,-0.29370004239565056
ctrp_C6-ceramide,-0.2951766386265225
ccle_Nutlin-3,-0.29519216664216047
gdsc_THZ-2-49,-0.29567133561191744
gdsc_Elesclomol,-0.2959664598596224
gdsc_Omipalisib,-0.2971079312220078
ctrp_BRD-A05715709,-0.2978514885566736
ctrp_VU0155056,-0.2978987855822298
ctrp_saracatinib,-0.29867683792719596
gdsc_Epothilone B,-0.29909793658012346
ctrp_pluripotin,-0.29926542303953085
ctrp_CID-5951923,-0.3012217458232715
gdsc_BX796,-0.304404264427284
ctrp_OSI-930,-0.3051305355972423
gdsc_GW843682X,-0.3057053195962009
gdsc_Vinblastine,-0.30607320617829464
ctrp_ifosfamide,-0.3071719624130085
ctrp_AA-COCF3,-0.3077134548377229
ctrp_A-804598,-0.307964886015202
ctrp_PF-543,-0.30865158388905833
ccle_Lapatinib,-0.3090738874789558
ctrp_BCL-LZH-4,-0.30919128826402204
ctrp_NPC-26,-0.3092838154518584
ctrp_istradefylline,-0.3104366143517474
gdsc_OSU-03012,-0.3108491935468066
ctrp_erismodegib,-0.3111574362289109
ctrp_BRD-K50799972,-0.3128595650900869
ctrp_PD318088,-0.3130992136750549
ctrp_GSK4112,-0.31437337567635565
gdsc_KIN001-244,-0.3147206106510675
gdsc_Ponatinib,-0.3157648003001181
gdsc_AZD7762,-0.31858014006253554
gdsc_AS605240,-0.3186326170197138
ctrp_BRD-K17060750,-0.3192946014055674
ctrp_BRD-K71781559,-0.3216236243714684
gdsc_Seliciclib,-0.32348609520092725
gdsc_JQ12,-0.3234899553029918
ctrp_WAY-362450,-0.32432370611013833
ctrp_BRD-K33199242,-0.32436945950980384
ctrp_trametinib,-0.3249880123521839
ctrp_BRD-K41597374,-0.3252675471627125
gdsc_YK-4-279,-0.32590221641959294
gdsc_PFI-1,-0.32811970661197415
ctrp_BRD-K16147474,-0.3283504707991649
ctrp_azacitidine,-0.3289983872621115
gdsc_XMD8-92,-0.3298793408193689
ctrp_ML029,-0.3301667900754183
ctrp_L-685458,-0.33030892856669664
gdsc_CMK,-0.33031882734368273
ctrp_lapatinib,-0.3326610585406359
ctrp_BRD9647,-0.33493070334152575
gdsc_Cytarabine,-0.33509960493368374
ctrp_abiraterone,-0.3362275399700369
gdsc_Pictilisib,-0.3365439780404217
gdsc_BI-2536,-0.3367636805960367
gdsc_CCT-018159,-0.3369586499132169
gdsc_Thapsigargin,-0.33716542785208115
ctrp_MI-1,-0.3385944352401099
ctrp_BRD-K19103580,-0.33920445166042934
ctrp_BRD-K09587429,-0.3395525698144458
ccle_Erlotinib,-0.33993058465453063
gdsc_Palbociclib,-0.34018167904195656
ctrp_IC-87114,-0.34184272307835845
gdsc_Erlotinib,-0.34293962307256337
ctrp_afatinib,-0.34327502538299687
gdsc_AZD8055,-0.34402999464847406
gdsc_GSK269962A,-0.3455006142690258
gdsc_SN-38,-0.34679995073313985
ctrp_ruxolitinib,-0.3474365102922015
ctrp_procarbazine,-0.34755554314173337
ctrp_dasatinib,-0.3477039974687402
ccle_AZD6244,-0.34809006022533706
gdsc_ZSTK474,-0.3512239567121253
gdsc_Luminespib,-0.35344091608452805
gdsc_Lapatinib,-0.3535211266505168
gdsc_A-443654,-0.353526974737732
gdsc_Pyrimethamine,-0.3535296706974726
gdsc_MK-2206,-0.3541361240606481
ctrp_ibrutinib,-0.3547883838506241
ctrp_isonicotinohydroxamic acid,-0.35613172228589285
gdsc_Embelin,-0.3561602231696108
gdsc_S-Trityl-L-cysteine,-0.356774199931537
gdsc_AICA Ribonucleotide,-0.3567989451517619
gdsc_Bleomycin,-0.35688638001713646
ctrp_etomoxir,-0.35703645211313206
ctrp_CBB-1007,-0.3580423188471435
gdsc_Docetaxel,-0.35873360315613684
gdsc_Serdemetan,-0.3589724451648123
ccle_Nilotinib,-0.3609659833933574
gdsc_Enzastaurin,-0.36212369532985755
gdsc_PD0325901,-0.3649168940662359
gdsc_Cisplatin,-0.36590145814019104
ctrp_SB-431542,-0.369487191927541
gdsc_HG6-64-1,-0.37098320285978376
gdsc_SGC0946,-0.3715199296831203
gdsc_Zibotentan,-0.37186787348030187
gdsc_JNK-9L,-0.37253504719791747
gdsc_Saracatinib,-0.3731357389207547
gdsc_Tipifarnib,-0.37382281200152295
gdsc_(5Z)-7-Oxozeaenol,-0.3764127052699158
ctrp_PD 153035,-0.3776113957319296
gdsc_Bicalutamide,-0.3781861796902751
gdsc_Piperlongumine,-0.380417300021997
gdsc_FH535,-0.38093106742325256
gdsc_Dactolisib,-0.38127201284982415
gdsc_NVP-BHG712,-0.38202940538004004
gdsc_AKT inhibitor VIII,-0.38277249574136835
ctrp_BRD-K52037352,-0.38299384034447287
ctrp_birinapant,-0.3831563403737878
gdsc_Obatoclax Mesylate,-0.38319093292822426
gdsc_QL-VIII-58,-0.3849288309660256
gdsc_OSI-930,-0.3857571788394581
gdsc_PF-562271,-0.38727443427895886
ctrp_zebularine,-0.388735273064863
gdsc_XMD11-85h,-0.3906039008456199
gdsc_MG-132,-0.39129372888900693
gdsc_Lenalidomide,-0.3938149508194168
gdsc_AS601245,-0.3952119593174256
gdsc_Midostaurin,-0.3976336437295786
gdsc_UNC1215,-0.4000198102268669
gdsc_Bleomycin (50 uM),-0.4005436969616066
gdsc_Salubrinal,-0.4024032632234666
gdsc_Pevonedistat,-0.40263019703244735
ctrp_erlotinib,-0.4039334632907282
gdsc_BMS-536924,-0.4058605166601044
gdsc_BMS-509744,-0.406026815995537
