drug,score,moa
ctrp_barasertib,0.408,highly selective Aurora B kinase inhibitor
ctrp_BMS-270394,0.403,Not Clinically Relevant
ctrp_ML203,0.403,Not Clinically Relevant
ctrp_BRD-M00053801,0.403,Not Clinically Relevant
ctrp_PRIMA-1-Met,0.402,Not Clinically Relevant
ctrp_tipifarnib-P1,0.401,Not Clinically Relevant
ctrp_sotrastaurin,0.399,pan-PKC inhibitor
ctrp_ML239,0.399,Not Clinically Relevant
ctrp_belinostat,0.399,HDAC inhibitor (PXD101)
ctrp_16-beta-bromoandrosterone,0.399,Not Clinically Relevant
gdsc_KIN001-266,0.398,Not Clinically Relevant
gdsc_NPK76-II-72-1,0.396,Not Clinically Relevant
ctrp_BRD-K28456706,0.394,Not Clinically Relevant
ctrp_sitagliptin,0.392,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body"
ctrp_BRD-K13999467,0.391,Not Clinically Relevant
ctrp_BRD-K88742110,0.391,Not Clinically Relevant
ctrp_olaparib,0.391,PARP Inhibitor
ctrp_foretinib,0.391,c-Met/VEGFR2 inhibitor
gdsc_KIN001-236,0.390,Not Clinically Relevant
gdsc_Daporinad,0.389,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_isoliquiritigenin,0.388,Not Clinically Relevant
ctrp_axitinib,0.387,"VEGFR, c-KIT and PDGFR inhibitor"
ctrp_BRD-K24690302,0.387,Not Clinically Relevant
gdsc_KIN001-270,0.386,Not Clinically Relevant
ctrp_bexarotene,0.385,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis "
ctrp_skepinone-L,0.384,Not Clinically Relevant
gdsc_TPCA-1,0.383,Not Clinically Relevant
ctrp_Compound 7d-cis,0.381,Not Clinically Relevant
ctrp_BRD-K30019337,0.380,Not Clinically Relevant
ctrp_Repligen 136,0.379,Not Clinically Relevant
ctrp_alisertib,0.378,Aurora A kinase inhibitor
gdsc_BMS-345541,0.376,Not Clinically Relevant
ctrp_SZ4TA2,0.376,Not Clinically Relevant
ctrp_BRD-K29313308,0.373,Not Clinically Relevant
ctrp_IU1,0.373,Not Clinically Relevant
ctrp_compound 1B,0.372,Not Clinically Relevant
ctrp_BRD1835,0.371,Not Clinically Relevant
ctrp_BRD-K78574327,0.371,Not Clinically Relevant
ctrp_BRD-K84807411,0.371,Not Clinically Relevant
ctrp_necrostatin-7,0.370,Not Clinically Relevant
ctrp_lenvatinib,0.369,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)"
ctrp_tamoxifen,0.368,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes"
ctrp_RG-108,0.368,Not Clinically Relevant
ctrp_Compound 1541A,0.367,Not Clinically Relevant
ctrp_SR1001,0.365,Not Clinically Relevant
ctrp_ABT-199,0.365,Bcl2 inhibitor
ctrp_KPT185,0.365,Not Clinically Relevant
ctrp_AC55649,0.364,Not Clinically Relevant
ctrp_itraconazole,0.364,"Anti-fungal, hedgehog antagonist"
gdsc_Vorinostat,0.364,HDAC inhibitor (SAHA)
ctrp_CAY10576,0.364,Not Clinically Relevant
ctrp_BRD-K19103580,0.363,Not Clinically Relevant
ctrp_fingolimod,0.363,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis"
ctrp_BRD-K99006945,0.363,Not Clinically Relevant
ctrp_cytarabine hydrochloride,0.362,Not Clinically Relevant
ctrp_CIL41,0.361,Not Clinically Relevant
gdsc_Cisplatin,0.358,Not Clinically Relevant
ctrp_JW-74,0.358,Not Clinically Relevant
ctrp_JW-55,0.357,Not Clinically Relevant
ctrp_PX-12,0.357,thioredoxin-1 (Trx-1) inhibitor
ctrp_PDMP,0.357,Not Clinically Relevant
ctrp_ceranib-2,0.357,Not Clinically Relevant
ctrp_KW-2449,0.357,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;"
ctrp_cabozantinib,0.357,"MET, AXL, VEGFR and RET inhibitor"
ctrp_PF-4800567 hydrochloride,0.357,Not Clinically Relevant
ctrp_HC-067047,0.357,Not Clinically Relevant
ctrp_BRD-K02492147,0.356,Not Clinically Relevant
ctrp_BRD-K42260513,0.355,Not Clinically Relevant
ctrp_NSC30930,0.355,Not Clinically Relevant
ctrp_SB-225002,0.353,Not Clinically Relevant
ctrp_MST-312,0.352,Not Clinically Relevant
ctrp_BMS-754807,0.352,Not Clinically Relevant
ctrp_Ki8751,0.351,Not Clinically Relevant
ctrp_LY-2183240,0.351,Not Clinically Relevant
ctrp_elocalcitol,0.351,vitamin D receptor agonist
ctrp_Compound 23 citrate,0.351,Not Clinically Relevant
ctrp_SKI-II,0.350,Not Clinically Relevant
ctrp_crizotinib,0.350,"ALK, ROS1 and MET inhibitor"
ctrp_BRD-K86535717,0.350,Not Clinically Relevant
ctrp_BRD-K11533227,0.350,Not Clinically Relevant
ctrp_BRD-K75293299,0.349,Not Clinically Relevant
ctrp_BIBR-1532,0.349,Not Clinically Relevant
ctrp_NSC 74859,0.349,Not Clinically Relevant
ctrp_NSC19630,0.349,Not Clinically Relevant
ctrp_BRD-K02251932,0.348,Not Clinically Relevant
ctrp_omacetaxine mepesuccinate,0.347,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_FGIN-1-27,0.347,Not Clinically Relevant
gdsc_PHA-793887,0.347,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_BRD-K92856060,0.347,Not Clinically Relevant
ctrp_lomeguatrib,0.346,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. "
ctrp_BRD-K29086754,0.346,Not Clinically Relevant
ctrp_Mdivi-1,0.345,Not Clinically Relevant
ctrp_apicidin,0.345,Not Clinically Relevant
ctrp_NVP-ADW742,0.345,Not Clinically Relevant
ctrp_BRD-K51831558,0.344,Not Clinically Relevant
gdsc_MPS-1-IN-1,0.344,Not Clinically Relevant
ctrp_NSC48300,0.344,Not Clinically Relevant
ctrp_PLX-4032,0.344,BRAF (V600E) inhibitor
ctrp_tacedinaline,0.343,Not Clinically Relevant
ctrp_LRRK2-IN-1,0.343,Not Clinically Relevant
ctrp_ELCPK,0.342,Not Clinically Relevant
ctrp_PD 153035,0.342,Not Clinically Relevant
ctrp_JW-480,0.341,Not Clinically Relevant
ctrp_RITA,0.339,Not Clinically Relevant
ctrp_BRD6340,0.338,Not Clinically Relevant
gdsc_YM201636,0.338,Not Clinically Relevant
ctrp_NSC23766,0.338,Not Clinically Relevant
ctrp_sildenafil,0.338,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
ctrp_BRD-K44224150,0.338,Not Clinically Relevant
ctrp_pifithrin-mu,0.337,Not Clinically Relevant
gdsc_AICA Ribonucleotide,0.336,Not Clinically Relevant
ctrp_isoevodiamine,0.335,Not Clinically Relevant
ctrp_BRD-K61166597,0.335,Not Clinically Relevant
gdsc_HG-5-113-01,0.335,Not Clinically Relevant
ctrp_PI-103,0.335,Not Clinically Relevant
ctrp_NSC95397,0.335,Not Clinically Relevant
ctrp_LBH-589,0.335,HDAC inhibitor
ctrp_PF-184,0.335,Not Clinically Relevant
ctrp_ML162,0.335,Not Clinically Relevant
ctrp_necrostatin-1,0.334,Not Clinically Relevant
ctrp_TG-100-115,0.333,PI3Kγ/δ inhibitor
ctrp_968,0.333,Not Clinically Relevant
ctrp_BIRB-796,0.333,Not Clinically Relevant
ctrp_darinaparsin,0.333,organic arsenic compound composed of dimethylated arsenic linked to glutathione
ctrp_ML083,0.333,Not Clinically Relevant
ctrp_BIX-01294,0.333,Not Clinically Relevant
ctrp_MGCD-265,0.332,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_cimetidine,0.332,(Tagamet) Antacid and antihistamine
ctrp_FSC231,0.331,Not Clinically Relevant
ctrp_BRD-K96970199,0.331,Not Clinically Relevant
ctrp_pandacostat,0.330,Not Clinically Relevant
ctrp_GSK1059615,0.330,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_SN-38,0.330,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_etoposide,0.329,Topo II inhibitor
ctrp_BYL-719,0.329,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ
gdsc_AR-42,0.329,Not Clinically Relevant
ctrp_GMX-1778,0.329,Not Clinically Relevant
ctrp_ISOX,0.329,Not Clinically Relevant
ctrp_KU-55933,0.329,Not Clinically Relevant
ctrp_AZD1480,0.328,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_PL-DI,0.328,Not Clinically Relevant
ctrp_bendamustine,0.327,alkylating agent
ctrp_triazolothiadiazine,0.327,Not Clinically Relevant
ctrp_vorinostat,0.327,HDAC inhibitor (SAHA)
gdsc_PIK-93,0.326,Not Clinically Relevant
ctrp_tivantinib,0.325,Met inhibitor
ccle_LBW242,0.325,Not Clinically Relevant
ctrp_GW-843682X,0.325,Not Clinically Relevant
gdsc_I-BET-762,0.324,Not Clinically Relevant
ctrp_BRD-K66532283,0.324,Not Clinically Relevant
ctrp_ML006,0.324,Not Clinically Relevant
ctrp_mitomycin,0.324,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_erastin,0.323,Not Clinically Relevant
ctrp_ML031,0.322,Not Clinically Relevant
ctrp_SGX-523,0.322, Met inhibitor
ctrp_topotecan,0.321,Topo I inhibitor
gdsc_UNC0638,0.320,Not Clinically Relevant
ctrp_BRD-K70511574,0.320,Not Clinically Relevant
ctrp_sorafenib,0.320,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_decitabine,0.319,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)"
ctrp_BRD8899,0.319,Not Clinically Relevant
ctrp_BRD-K90370028,0.319,Not Clinically Relevant
ctrp_myriocin,0.319,Not Clinically Relevant
gdsc_Methotrexate,0.319,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ctrp_CIL70,0.319,Not Clinically Relevant
ctrp_KH-CB19,0.319,Not Clinically Relevant
ctrp_MK-2206,0.318,Akt1/2/3 inhibitor
ctrp_trifluoperazine,0.318,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors "
gdsc_Entinostat,0.318,HDAC inhibitor
gdsc_BMS-754807,0.317,Not Clinically Relevant
gdsc_WZ3105,0.316,Not Clinically Relevant
ctrp_BRD-K96431673,0.315,Not Clinically Relevant
ctrp_Ch-55,0.315,Not Clinically Relevant
gdsc_5-Fluorouracil,0.315,antimetabolite
ctrp_cyclophosphamide,0.315,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
ctrp_hyperforin,0.314,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA"
ctrp_parbendazole,0.314,Not Clinically Relevant
ctrp_AM-580,0.314,Not Clinically Relevant
ctrp_manumycin A,0.313,Not Clinically Relevant
ctrp_brivanib,0.313,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
gdsc_Fedratinib,0.313,JAK2 inhibitor
ctrp_navitoclax,0.313,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_pitstop2,0.312,Not Clinically Relevant
ctrp_BRD-K34222889,0.312,Not Clinically Relevant
ctrp_narciclasine,0.312,Not Clinically Relevant
ctrp_cediranib,0.312,VEGFR inhibitor
ctrp_BRD-K80183349,0.311,Not Clinically Relevant
ctrp_necrosulfonamide,0.311,Not Clinically Relevant
ctrp_AZD4547,0.311,"FGFR-1,2 and 3 inhibitor"
ctrp_PYR-41,0.310,Not Clinically Relevant
ctrp_MI-1,0.309,Not Clinically Relevant
ctrp_YK 4-279,0.309,Not Clinically Relevant
ctrp_niclosamide,0.309,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_VX-680,0.308,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
ctrp_neuronal differentiation inducer III,0.307,Not Clinically Relevant
ctrp_entinostat,0.306,HDAC inhibitor
ctrp_cerulenin,0.306,Not Clinically Relevant
ctrp_gossypol,0.306,"Natural product, may function to inhibit Bcl2 family members"
gdsc_SNX-2112,0.306,Not Clinically Relevant
ctrp_cucurbitacin I,0.306,Not Clinically Relevant
ctrp_rigosertib,0.306,"ON-01910, Plk-1 inhibitor"
gdsc_CAY10603,0.306,Not Clinically Relevant
ctrp_tipifarnib-P2,0.306,Not Clinically Relevant
ctrp_pluripotin,0.305,Not Clinically Relevant
ctrp_GSK-3 inhibitor IX,0.305,Not Clinically Relevant
gdsc_Camptothecin,0.305,Not Clinically Relevant
ctrp_BRD-K66453893,0.305,Not Clinically Relevant
ctrp_RO4929097,0.304,Notch (gamma secretase) inhibitor
ctrp_dacarbazine,0.304,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
ctrp_Bax channel blocker,0.304,Not Clinically Relevant
ctrp_AT-406,0.303,Not Clinically Relevant
ctrp_ML311,0.303,Not Clinically Relevant
ctrp_BRD-K37390332,0.303,Not Clinically Relevant
ctrp_HLI 373,0.302,Not Clinically Relevant
ctrp_FQI-2,0.302,Not Clinically Relevant
ctrp_BRD-K17060750,0.301,Not Clinically Relevant
ctrp_PIK-93,0.301,Not Clinically Relevant
ctrp_pazopanib,0.301,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_SB-525334,0.301,Not Clinically Relevant
ctrp_temozolomide,0.301,alkylating agent
ctrp_ETP-46464,0.300,Not Clinically Relevant
ctrp_SU11274,0.300,Not Clinically Relevant
ctrp_BRD-K41334119,0.299,Not Clinically Relevant
ctrp_CD-437,0.299,Not Clinically Relevant
gdsc_ZM447439,0.299,Not Clinically Relevant
ctrp_ciclopirox,0.299,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_vorapaxar,0.299," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_BRD1812,0.298,Not Clinically Relevant
ctrp_NVP-TAE684,0.298,Not Clinically Relevant
ctrp_OSI-027,0.298,Not Clinically Relevant
gdsc_ZG-10,0.297,Not Clinically Relevant
ctrp_N9-isopropylolomoucine,0.297,Not Clinically Relevant
ctrp_KU-0063794,0.297,Not Clinically Relevant
ctrp_Merck60,0.297,Not Clinically Relevant
ctrp_nintedanib,0.297,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
gdsc_Genentech Cpd 10,0.297,Not Clinically Relevant
ctrp_UNC0638,0.297,Not Clinically Relevant
gdsc_AT-7519,0.296,Not Clinically Relevant
ctrp_sunitinib,0.296,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
gdsc_KIN001-244,0.295,Not Clinically Relevant
gdsc_Belinostat,0.295,HDAC inhibitor (PXD101)
ctrp_B02,0.293,Not Clinically Relevant
ctrp_CIL55A,0.293,Not Clinically Relevant
gdsc_JW-7-24-1,0.293,Not Clinically Relevant
ctrp_GDC-0941,0.293,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_QS-11,0.293,Not Clinically Relevant
ctrp_temsirolimus,0.292,Not Clinically Relevant
ctrp_BRD-K35604418,0.292,Not Clinically Relevant
ctrp_methylstat,0.292,Not Clinically Relevant
ctrp_importazole,0.292,Not Clinically Relevant
ctrp_KU-60019,0.292,Not Clinically Relevant
gdsc_QL-X-138,0.291,Not Clinically Relevant
gdsc_Dacinostat,0.291,Not Clinically Relevant
ctrp_STF-31,0.291,Not Clinically Relevant
ctrp_KX2-391,0.291,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
gdsc_CX-5461,0.290,Not Clinically Relevant
ctrp_CIL56,0.289,Not Clinically Relevant
ctrp_PF-3758309,0.289,Not Clinically Relevant
ctrp_LY-2157299,0.289,Not Clinically Relevant
ctrp_momelotinib,0.288,JAK1 and JAK2 inhibitor
ctrp_bardoxolone methyl,0.288,Not Clinically Relevant
ctrp_CAL-101,0.288,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_GANT-61,0.288,Not Clinically Relevant
ctrp_GSK461364,0.288,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_nakiterpiosin,0.287,Not Clinically Relevant
ctrp_tamatinib,0.287,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_vincristine,0.287,"binds tubulin, disrupts microtubule dynamics"
ctrp_doxorubicin,0.287,"Topo II inhibitor, DNA intercalator"
gdsc_OSI-027,0.286,Not Clinically Relevant
ctrp_quizartinib,0.286,Flt3 inhibitor
ctrp_silmitasertib,0.286,casein kinase 2 inhibitor 
ctrp_ouabain,0.286,Not Clinically Relevant
ctrp_thalidomide,0.286,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_TGX-221,0.285,Not Clinically Relevant
ctrp_docetaxel,0.285,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_salermide,0.285,Not Clinically Relevant
ctrp_BRD-K27224038,0.285,Not Clinically Relevant
ctrp_clofarabine,0.285,purine nucleoside antimetabolite
gdsc_NSC-207895,0.285,Not Clinically Relevant
ctrp_BRD-K30748066,0.285,Not Clinically Relevant
ctrp_ZSTK474,0.284,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
ctrp_fluorouracil,0.284,antimetabolite
ctrp_BI-2536,0.284,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_piperlongumine,0.283,Not Clinically Relevant
ctrp_BRD-K34099515,0.283,Not Clinically Relevant
ctrp_MI-2,0.283,Not Clinically Relevant
ctrp_PF-750,0.283,Not Clinically Relevant
ctrp_CAY10618,0.281,Not Clinically Relevant
ctrp_NSC632839,0.280,Not Clinically Relevant
ctrp_alvocidib,0.280,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_ciclosporin,0.280,
ctrp_SRT-1720,0.279,Not Clinically Relevant
ctrp_curcumin,0.278,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_tandutinib,0.278,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
ctrp_blebbistatin,0.278,Not Clinically Relevant
ctrp_Ko-143,0.277,Not Clinically Relevant
ctrp_MG-132,0.277,Not Clinically Relevant
ctrp_PF-573228,0.277,Not Clinically Relevant
ctrp_semagacestat,0.276,Notch (gamma secretase) inhibitor
ctrp_ML312,0.275,Not Clinically Relevant
ctrp_bleomycin A2,0.274,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_PRIMA-1,0.274,Not Clinically Relevant
ctrp_AZD6482,0.274,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ctrp_QW-BI-011,0.274,Not Clinically Relevant
ctrp_CD-1530,0.274,Not Clinically Relevant
gdsc_GSK690693,0.273,Not Clinically Relevant
ctrp_regorafenib,0.273,VEGFR2-TIE2 inhibitor 
ctrp_TPCA-1,0.273,Not Clinically Relevant
ctrp_teniposide,0.272,Topo II inhibitor
gdsc_CUDC-101,0.272,Not Clinically Relevant
ctrp_NVP-231,0.272,Not Clinically Relevant
ctrp_BRD-A94377914,0.271,Not Clinically Relevant
ctrp_3-Cl-AHPC,0.271,Not Clinically Relevant
ctrp_MK-1775,0.271,Wee1 kinase inhibitor
ctrp_NVP-BEZ235,0.271,PI3K/mTOR inhibitor
ctrp_purmorphamine,0.270,Not Clinically Relevant
ctrp_SCH-529074,0.270,Not Clinically Relevant
ctrp_BMS-536924,0.269,Not Clinically Relevant
ctrp_MK-0752,0.269,Notch (gamma secretase) inhibitor
ctrp_triptolide,0.269,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
ctrp_cyanoquinoline 11,0.268,Not Clinically Relevant
ctrp_FQI-1,0.268,Not Clinically Relevant
ctrp_PHA-793887,0.267,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_CHM-1,0.267,Not Clinically Relevant
ctrp_BRD-A86708339,0.267,Not Clinically Relevant
ctrp_WZ4002,0.267,Not Clinically Relevant
ctrp_GW-405833,0.267,Not Clinically Relevant
ctrp_fulvestrant,0.267,selective estrogen receptor degrader (SERD)
ctrp_CR-1-31B,0.266,Not Clinically Relevant
ctrp_WZ8040,0.266,Not Clinically Relevant
ctrp_linifanib,0.266,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R"
ctrp_BRD-K45681478,0.265,Not Clinically Relevant
ctrp_dinaciclib,0.265,"CDK inhibitor, esp CDK1, 2, 5, and 9"
gdsc_Etoposide,0.265,Topo II inhibitor
ctrp_SR-II-138A,0.265,Not Clinically Relevant
ctrp_SCH-79797,0.264,Not Clinically Relevant
ctrp_AZD7762,0.263, Chk1 / Chk2 inhibitor
ctrp_SB-743921,0.263,kinesin spindle protein (KSP) inhibitor
ctrp_paclitaxel,0.263,disrupts microtubule dynamics
ctrp_CI-976,0.263,Not Clinically Relevant
ctrp_SMER-3,0.263,Not Clinically Relevant
ctrp_daporinad,0.263,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_leptomycin B,0.263,Not Clinically Relevant
ctrp_fluvastatin,0.262,"HMG-CoA reductase inhibitor,"
ctrp_GSK2636771,0.262,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_NVP-BSK805,0.261,Not Clinically Relevant
ctrp_phloretin,0.261,Not Clinically Relevant
gdsc_CP466722,0.261,Not Clinically Relevant
ctrp_R428,0.261,Not Clinically Relevant
ctrp_AZ-3146,0.260,Not Clinically Relevant
ctrp_AT7867,0.260,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.260,Not Clinically Relevant
ctrp_nutlin-3,0.260,"Mdm2 antagonist, stabilizes p53 "
ctrp_canertinib,0.259,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. "
ctrp_RAF265,0.257,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_AGK-2,0.256,Not Clinically Relevant
ctrp_bosutinib,0.256,"BCR-Abl, Src, Lyn and Hck inhibitor"
gdsc_PI-103,0.256,Not Clinically Relevant
gdsc_THZ-2-102-1,0.256,Not Clinically Relevant
ctrp_CHIR-99021,0.255,Not Clinically Relevant
ctrp_cytochalasin B,0.255,Not Clinically Relevant
ctrp_prochlorperazine,0.255,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_pevonedistat,0.254,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)"
ctrp_tosedostat,0.254,inhibitor of the M1 family of aminopeptidases
ctrp_I-BET151,0.253,Not Clinically Relevant
ctrp_parthenolide,0.253,Not Clinically Relevant
ccle_Irinotecan,0.251,"aka CPT-11, inhibitor of Topo I"
ctrp_HBX-41108,0.250,Not Clinically Relevant
ctrp_AZD8055,0.250,mTOR inhibitor
ctrp_CAY10594,0.249,Not Clinically Relevant
ctrp_JQ-1,0.247,Not Clinically Relevant
ctrp_DBeQ,0.247,Not Clinically Relevant
ctrp_BRD-A02303741,0.247,Not Clinically Relevant
ctrp_pifithrin-alpha,0.247,Not Clinically Relevant
ctrp_marinopyrrole A,0.246,Not Clinically Relevant
ctrp_BRD9876,0.246,Not Clinically Relevant
ctrp_gemcitabine,0.245,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ccle_AEW541,0.245,Not Clinically Relevant
ctrp_WP1130,0.245,Not Clinically Relevant
ctrp_TW-37,0.245,Not Clinically Relevant
ctrp_YM-155,0.245,"YM155 (Sepantronium Bromide), survivin suppressant "
"ctrp_1S,3R-RSL-3",0.244,Not Clinically Relevant
ctrp_palmostatin B,0.244,Not Clinically Relevant
ctrp_sirolimus,0.242,"rapamycin, mTOR inhibitor"
ctrp_oligomycin A,0.242,Not Clinically Relevant
ctrp_PAC-1,0.242,Not Clinically Relevant
ctrp_BRD-K01737880,0.240,Not Clinically Relevant
ctrp_TG-101348,0.240,JAK2 inhibitor
