,moa,GDSC,CTRP,CCLE,drug,score,evidence
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.319,,ctrp_fingolimod,0.319,.+.
968,Not Clinically Relevant,,0.318,,ctrp_968,0.318,.+.
cisplatin,Not Clinically Relevant,0.318,,,gdsc_Cisplatin,0.318,+..
myriocin,Not Clinically Relevant,,0.316,,ctrp_myriocin,0.316,.+.
tacedinaline,Not Clinically Relevant,,0.314,,ctrp_tacedinaline,0.314,.+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.4,0.228,,ctrp_masitinib,0.314,++.
ac55649,Not Clinically Relevant,,0.313,,ctrp_AC55649,0.313,.+.
brd-k16147474,Not Clinically Relevant,,0.312,,ctrp_BRD-K16147474,0.312,.+.
elocalcitol,vitamin D receptor agonist,,0.311,,ctrp_elocalcitol,0.311,.+.
ym201636,Not Clinically Relevant,0.311,,,gdsc_YM201636,0.311,+..
brd-k02251932,Not Clinically Relevant,,0.311,,ctrp_BRD-K02251932,0.311,.+.
mst-312,Not Clinically Relevant,,0.311,,ctrp_MST-312,0.311,.+.
nvp-adw742,Not Clinically Relevant,,0.311,,ctrp_NVP-ADW742,0.311,.+.
zg-10,Not Clinically Relevant,0.31,,,gdsc_ZG-10,0.31,+..
fgin-1-27,Not Clinically Relevant,,0.31,,ctrp_FGIN-1-27,0.31,.+.
rg-108,Not Clinically Relevant,,0.31,,ctrp_RG-108,0.31,.+.
nsc19630,Not Clinically Relevant,,0.31,,ctrp_NSC19630,0.31,.+.
ski-ii,Not Clinically Relevant,,0.31,,ctrp_SKI-II,0.31,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.309,,ctrp_PX-12,0.309,.+.
at-406,Not Clinically Relevant,,0.308,,ctrp_AT-406,0.308,.+.
jw-480,Not Clinically Relevant,,0.307,,ctrp_JW-480,0.307,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.307,,ctrp_brivanib,0.307,.+.
pf-184,Not Clinically Relevant,,0.305,,ctrp_PF-184,0.305,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.305,,ctrp_cytarabine hydrochloride,0.305,.+.
bendamustine,alkylating agent,,0.304,,ctrp_bendamustine,0.304,.+.
sgx-523, Met inhibitor,,0.304,,ctrp_SGX-523,0.304,.+.
hg-5-113-01,Not Clinically Relevant,0.304,,,gdsc_HG-5-113-01,0.304,+..
cediranib,VEGFR inhibitor,,0.303,,ctrp_cediranib,0.303,.+.
fedratinib,JAK2 inhibitor,0.303,,,gdsc_Fedratinib,0.303,+..
ml006,Not Clinically Relevant,,0.303,,ctrp_ML006,0.303,.+.
nsc23766,Not Clinically Relevant,,0.302,,ctrp_NSC23766,0.302,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.302,,ctrp_sildenafil,0.302,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.301,,ctrp_AZD1480,0.301,.+.
mi-1,Not Clinically Relevant,,0.3,,ctrp_MI-1,0.3,.+.
brd-k96970199,Not Clinically Relevant,,0.3,,ctrp_BRD-K96970199,0.3,.+.
plx-4032,BRAF (V600E) inhibitor,,0.299,,ctrp_PLX-4032,0.299,.+.
fsc231,Not Clinically Relevant,,0.299,,ctrp_FSC231,0.299,.+.
nsc48300,Not Clinically Relevant,,0.298,,ctrp_NSC48300,0.298,.+.
ml162,Not Clinically Relevant,,0.298,,ctrp_ML162,0.298,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.298,,ctrp_nintedanib,0.298,.+.
brd-k02492147,Not Clinically Relevant,,0.297,,ctrp_BRD-K02492147,0.297,.+.
qs-11,Not Clinically Relevant,,0.297,,ctrp_QS-11,0.297,.+.
teniposide,Topo II inhibitor,,0.297,,ctrp_teniposide,0.297,.+.
tpca-1,Not Clinically Relevant,0.35,0.24100000000000002,,ctrp_TPCA-1,0.296,++.
cil55a,Not Clinically Relevant,,0.295,,ctrp_CIL55A,0.295,.+.
brd-k44224150,Not Clinically Relevant,,0.295,,ctrp_BRD-K44224150,0.295,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.294,,ctrp_RO4929097,0.294,.+.
bms-754807,Not Clinically Relevant,0.301,0.28600000000000003,,ctrp_BMS-754807,0.294,++.
nsc95397,Not Clinically Relevant,,0.294,,ctrp_NSC95397,0.294,.+.
brd-k86535717,Not Clinically Relevant,,0.294,,ctrp_BRD-K86535717,0.294,.+.
ki8751,Not Clinically Relevant,,0.293,,ctrp_Ki8751,0.293,.+.
brd-k27224038,Not Clinically Relevant,,0.293,,ctrp_BRD-K27224038,0.293,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.292,,ctrp_omacetaxine mepesuccinate,0.292,.+.
brd8899,Not Clinically Relevant,,0.292,,ctrp_BRD8899,0.292,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.292,,ctrp_GSK-3 inhibitor IX,0.292,.+.
birb-796,Not Clinically Relevant,,0.29100000000000004,,ctrp_BIRB-796,0.291,.+.
hc-067047,Not Clinically Relevant,,0.29100000000000004,,ctrp_HC-067047,0.291,.+.
pyr-41,Not Clinically Relevant,,0.29100000000000004,,ctrp_PYR-41,0.291,.+.
vorinostat,HDAC inhibitor (SAHA),0.299,0.282,,ctrp_vorinostat,0.29,++.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.29,,ctrp_hyperforin,0.29,.+.
brd-k66532283,Not Clinically Relevant,,0.29,,ctrp_BRD-K66532283,0.29,.+.
pitstop2,Not Clinically Relevant,,0.29,,ctrp_pitstop2,0.29,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.29,,ctrp_tandutinib,0.29,.+.
brd-k30019337,Not Clinically Relevant,,0.28800000000000003,,ctrp_BRD-K30019337,0.288,.+.
brd-k41334119,Not Clinically Relevant,,0.28800000000000003,,ctrp_BRD-K41334119,0.288,.+.
unc0638,Not Clinically Relevant,0.29100000000000004,0.285,,ctrp_UNC0638,0.288,++.
compound 23 citrate,Not Clinically Relevant,,0.287,,ctrp_Compound 23 citrate,0.287,.+.
lrrk2-in-1,Not Clinically Relevant,,0.287,,ctrp_LRRK2-IN-1,0.287,.+.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.287,,ctrp_trifluoperazine,0.287,.+.
apicidin,Not Clinically Relevant,,0.287,,ctrp_apicidin,0.287,.+.
ku-0063794,Not Clinically Relevant,,0.287,,ctrp_KU-0063794,0.287,.+.
camptothecin,Not Clinically Relevant,0.285,,,gdsc_Camptothecin,0.285,+..
ml083,Not Clinically Relevant,,0.285,,ctrp_ML083,0.285,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.285,,ctrp_vorapaxar,0.285,.+.
i-bet-762,Not Clinically Relevant,0.285,,,gdsc_I-BET-762,0.285,+..
isoevodiamine,Not Clinically Relevant,,0.284,,ctrp_isoevodiamine,0.284,.+.
brd-k90370028,Not Clinically Relevant,,0.284,,ctrp_BRD-K90370028,0.284,.+.
belinostat,HDAC inhibitor (PXD101),0.267,0.3,,gdsc_Belinostat,0.284,++.
tgx-221,Not Clinically Relevant,,0.28300000000000003,,ctrp_TGX-221,0.283,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.28300000000000003,,ctrp_N9-isopropylolomoucine,0.283,.+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.28600000000000003,0.28,,ctrp_SN-38,0.283,++.
sb-225002,Not Clinically Relevant,,0.28300000000000003,,ctrp_SB-225002,0.283,.+.
cil70,Not Clinically Relevant,,0.282,,ctrp_CIL70,0.282,.+.
brd-k80183349,Not Clinically Relevant,,0.282,,ctrp_BRD-K80183349,0.282,.+.
alisertib,Aurora A kinase inhibitor,,0.282,,ctrp_alisertib,0.282,.+.
brd-k34099515,Not Clinically Relevant,,0.281,,ctrp_BRD-K34099515,0.281,.+.
brd-k37390332,Not Clinically Relevant,,0.28,,ctrp_BRD-K37390332,0.28,.+.
ly-2157299,Not Clinically Relevant,,0.28,,ctrp_LY-2157299,0.28,.+.
ml031,Not Clinically Relevant,,0.28,,ctrp_ML031,0.28,.+.
importazole,Not Clinically Relevant,,0.28,,ctrp_importazole,0.28,.+.
brd-k85133207,Not Clinically Relevant,,0.27899999999999997,,ctrp_BRD-K85133207,0.279,.+.
hli 373,Not Clinically Relevant,,0.27899999999999997,,ctrp_HLI 373,0.279,.+.
npc-26,Not Clinically Relevant,,0.278,,ctrp_NPC-26,0.278,.+.
brd-k78574327,Not Clinically Relevant,,0.278,,ctrp_BRD-K78574327,0.278,.+.
cay10603,Not Clinically Relevant,0.278,,,gdsc_CAY10603,0.278,+..
nsc-207895,Not Clinically Relevant,0.278,,,gdsc_NSC-207895,0.278,+..
mps-1-in-1,Not Clinically Relevant,0.278,,,gdsc_MPS-1-IN-1,0.278,+..
ku-60019,Not Clinically Relevant,,0.27699999999999997,,ctrp_KU-60019,0.277,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.27699999999999997,,ctrp_dacarbazine,0.277,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.358,0.19399999999999998,,ctrp_daporinad,0.276,++.
ml312,Not Clinically Relevant,,0.276,,ctrp_ML312,0.276,.+.
ceranib-2,Not Clinically Relevant,,0.276,,ctrp_ceranib-2,0.276,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.276,,ctrp_semagacestat,0.276,.+.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.276,,ctrp_cyclophosphamide,0.276,.+.
wz3105,Not Clinically Relevant,0.275,,,gdsc_WZ3105,0.275,+..
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.275,,ctrp_ciclopirox,0.275,.+.
pl-di,Not Clinically Relevant,,0.27399999999999997,,ctrp_PL-DI,0.274,.+.
vx-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.27399999999999997,,ctrp_VX-680,0.274,.+.
cytochalasin b,Not Clinically Relevant,,0.27399999999999997,,ctrp_cytochalasin B,0.274,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.273,,ctrp_CAL-101,0.273,.+.
erastin,Not Clinically Relevant,,0.273,,ctrp_erastin,0.273,.+.
manumycin a,Not Clinically Relevant,,0.273,,ctrp_manumycin A,0.273,.+.
yk 4-279,Not Clinically Relevant,,0.273,,ctrp_YK 4-279,0.273,.+.
bix-01294,Not Clinically Relevant,,0.273,,ctrp_BIX-01294,0.273,.+.
gw-843682x,Not Clinically Relevant,,0.273,,ctrp_GW-843682X,0.273,.+.
pifithrin-alpha,Not Clinically Relevant,,0.272,,ctrp_pifithrin-alpha,0.272,.+.
isox,Not Clinically Relevant,,0.271,,ctrp_ISOX,0.271,.+.
genentech cpd 10,Not Clinically Relevant,0.271,,,gdsc_Genentech Cpd 10,0.271,+..
kin001-244,Not Clinically Relevant,0.27,,,gdsc_KIN001-244,0.27,+..
cx-5461,Not Clinically Relevant,0.27,,,gdsc_CX-5461,0.27,+..
ar-42,Not Clinically Relevant,0.27,,,gdsc_AR-42,0.27,+..
cimetidine,(Tagamet) Antacid and antihistamine,,0.27,,ctrp_cimetidine,0.27,.+.
ly-2183240,Not Clinically Relevant,,0.27,,ctrp_LY-2183240,0.27,.+.
gant-61,Not Clinically Relevant,,0.26899999999999996,,ctrp_GANT-61,0.269,.+.
bax channel blocker,Not Clinically Relevant,,0.26899999999999996,,ctrp_Bax channel blocker,0.269,.+.
pik-93,Not Clinically Relevant,0.267,0.26899999999999996,,gdsc_PIK-93,0.268,++.
momelotinib,JAK1 and JAK2 inhibitor,,0.267,,ctrp_momelotinib,0.267,.+.
kpt185,Not Clinically Relevant,,0.267,,ctrp_KPT185,0.267,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.267,,ctrp_PRL-3 inhibitor I,0.267,.+.
brd-k17060750,Not Clinically Relevant,,0.267,,ctrp_BRD-K17060750,0.267,.+.
ko-143,Not Clinically Relevant,,0.266,,ctrp_Ko-143,0.266,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.265,,ctrp_niclosamide,0.265,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.265,,ctrp_fluvastatin,0.265,.+.
brd-k34222889,Not Clinically Relevant,,0.265,,ctrp_BRD-K34222889,0.265,.+.
brd-k96431673,Not Clinically Relevant,,0.264,,ctrp_BRD-K96431673,0.264,.+.
purmorphamine,Not Clinically Relevant,,0.264,,ctrp_purmorphamine,0.264,.+.
vu0155056,Not Clinically Relevant,,0.263,,ctrp_VU0155056,0.263,.+.
r428,Not Clinically Relevant,,0.262,,ctrp_R428,0.262,.+.
su11274,Not Clinically Relevant,,0.262,,ctrp_SU11274,0.262,.+.
fqi-1,Not Clinically Relevant,,0.261,,ctrp_FQI-1,0.261,.+.
blebbistatin,Not Clinically Relevant,,0.26,,ctrp_blebbistatin,0.26,.+.
agk-2,Not Clinically Relevant,,0.26,,ctrp_AGK-2,0.26,.+.
triazolothiadiazine,Not Clinically Relevant,,0.26,,ctrp_triazolothiadiazine,0.26,.+.
cd-1530,Not Clinically Relevant,,0.26,,ctrp_CD-1530,0.26,.+.
zm447439,Not Clinically Relevant,0.259,,,gdsc_ZM447439,0.259,+..
jw-7-24-1,Not Clinically Relevant,0.259,,,gdsc_JW-7-24-1,0.259,+..
gmx-1778,Not Clinically Relevant,,0.258,,ctrp_GMX-1778,0.258,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.258,,ctrp_tamatinib,0.258,.+.
qw-bi-011,Not Clinically Relevant,,0.258,,ctrp_QW-BI-011,0.258,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.258,,ctrp_gossypol,0.258,.+.
pi-103,Not Clinically Relevant,0.209,0.307,,gdsc_PI-103,0.258,++.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.257,,ctrp_tigecycline,0.257,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.257,,ctrp_GSK1059615,0.257,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.256,,ctrp_rigosertib,0.256,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.256,,ctrp_bleomycin A2,0.256,.+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.29,0.222,,ctrp_PHA-793887,0.256,++.
tipifarnib-p2,Not Clinically Relevant,,0.256,,ctrp_tipifarnib-P2,0.256,.+.
ch-55,Not Clinically Relevant,,0.255,,ctrp_Ch-55,0.255,.+.
parbendazole,Not Clinically Relevant,,0.255,,ctrp_parbendazole,0.255,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.255,,ctrp_thalidomide,0.255,.+.
cucurbitacin i,Not Clinically Relevant,,0.255,,ctrp_cucurbitacin I,0.255,.+.
simvastatin,"HMG-CoA reductase inhibitor,",,0.254,,ctrp_simvastatin,0.254,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.254,,ctrp_silmitasertib,0.254,.+.
brd1812,Not Clinically Relevant,,0.254,,ctrp_BRD1812,0.254,.+.
etp-46464,Not Clinically Relevant,,0.254,,ctrp_ETP-46464,0.254,.+.
fqi-2,Not Clinically Relevant,,0.253,,ctrp_FQI-2,0.253,.+.
brd-k35604418,Not Clinically Relevant,,0.253,,ctrp_BRD-K35604418,0.253,.+.
brd-k14844214,Not Clinically Relevant,,0.253,,ctrp_BRD-K14844214,0.253,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.252,,ctrp_GSK461364,0.252,.+.
b02,Not Clinically Relevant,,0.252,,ctrp_B02,0.252,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.252,,ctrp_vincristine,0.252,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.252,,ctrp_KX2-391,0.252,.+.
osi-027,Not Clinically Relevant,0.262,0.24100000000000002,,ctrp_OSI-027,0.252,++.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.25,,ctrp_mitomycin,0.25,.+.
cerulenin,Not Clinically Relevant,,0.25,,ctrp_cerulenin,0.25,.+.
brd-k70511574,Not Clinically Relevant,,0.25,,ctrp_BRD-K70511574,0.25,.+.
am-580,Not Clinically Relevant,,0.249,,ctrp_AM-580,0.249,.+.
3-cl-ahpc,Not Clinically Relevant,,0.249,,ctrp_3-Cl-AHPC,0.249,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.249,,ctrp_GSK2636771,0.249,.+.
brd-k66453893,Not Clinically Relevant,,0.248,,ctrp_BRD-K66453893,0.248,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.248,,ctrp_curcumin,0.248,.+.
at7867,Not Clinically Relevant,,0.247,,ctrp_AT7867,0.247,.+.
pf-750,Not Clinically Relevant,,0.24600000000000002,,ctrp_PF-750,0.246,.+.
ql-x-138,Not Clinically Relevant,0.24600000000000002,,,gdsc_QL-X-138,0.246,+..
cp466722,Not Clinically Relevant,0.24600000000000002,,,gdsc_CP466722,0.246,+..
sb-525334,Not Clinically Relevant,,0.245,,ctrp_SB-525334,0.245,.+.
ml311,Not Clinically Relevant,,0.245,,ctrp_ML311,0.245,.+.
ci-976,Not Clinically Relevant,,0.245,,ctrp_CI-976,0.245,.+.
brd-k45681478,Not Clinically Relevant,,0.244,,ctrp_BRD-K45681478,0.244,.+.
