,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
kin001-260,gdsc_KIN001-260,Not Clinically Relevant,0.502,,,0.502,,+...,13,186,13.0
xmd14-99,gdsc_XMD14-99,Not Clinically Relevant,0.495,,,0.495,,+...,14,187,14.0
tubastatin a,ctrp_tubastatin A,Not Clinically Relevant,0.581,0.391,,0.486,,++..,15,188,15.0
cladribine,cmap_cladribine,"purine analog, inhibits adenosine deaminase, which interferes with DNA sythesis. Used for leukemia",,,,,0.8059999999999999,...+,684,18,18.0
amuvatinib,gdsc_Amuvatinib,Not Clinically Relevant,0.44,,,0.44,,+...,19,189,19.0
xmd13-2,gdsc_XMD13-2,Not Clinically Relevant,0.433,,,0.433,,+...,20,190,20.0
brd-k99006945,ctrp_BRD-K99006945,Not Clinically Relevant,,0.41700000000000004,,0.417,,.+..,21,191,21.0
raltitrexed,cmap_raltitrexed,"antimetabolite,  inhibitor of thymidylate synthase",,,,,0.784,...+,685,21,21.0
thiotepa,cmap_thiotepa,"alkylating agent, ethylenimine family, causes crosslinks in DNA, which prevents DNA replication and DNA transcription",,,,,0.767,...+,686,22,22.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.414,,0.414,,.+..,22,192,22.0
escitalopram,cmap_escitalopram,Selective Serotonin Reuptake Inhibitor (SSRI),,,,,0.76,...+,687,23,23.0
xl765,ctrp_XL765,PI3K/mTOR inhibitor,,0.408,,0.408,,.+..,24,193,24.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.725,...+,688,24,24.0
amsacrine,cmap_amsacrine,"Intercalator, inhibits Topo II and blocks both DNA replication and transcription, used in ALL",,,,,0.7170000000000001,...+,689,25,25.0
bms-195614,ctrp_BMS-195614,Not Clinically Relevant,,0.405,,0.405,,.+..,25,194,25.0
hg-5-88-01,gdsc_HG-5-88-01,Not Clinically Relevant,0.39299999999999996,,,0.393,,+...,26,195,26.0
olaparib,ctrp_olaparib,PARP Inhibitor,0.39299999999999996,0.35200000000000004,,0.372,0.907,++.+,40,14,27.0
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.695,...+,691,27,27.0
ispinesib mesylate,gdsc_Ispinesib Mesylate,Not Clinically Relevant,0.392,,,0.392,,+...,27,196,27.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.39,,0.39,,.+..,28,197,28.0
altretamine,cmap_altretamine,alkylating antineoplastic agent,,,,,0.63,...+,694,29,29.0
sb-505124,gdsc_SB-505124,Not Clinically Relevant,0.389,,,0.389,,+...,29,198,29.0
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.38799999999999996,,0.388,,.+..,30,199,30.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.626,...+,695,30,30.0
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.386,,0.386,0.691,.+.+,33,28,30.5
gsk319347a,gdsc_GSK319347A,Not Clinically Relevant,0.38799999999999996,,,0.388,,+...,31,200,31.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.387,,0.387,,.+..,32,201,32.0
axitinib,ctrp_axitinib,"VEGFR, c-KIT and PDGFR inhibitor",0.47700000000000004,0.34299999999999997,,0.41,0.45899999999999996,++.+,23,45,34.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.382,,,0.382,,+...,34,202,34.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.379,,,0.379,,+...,35,203,35.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.373,,0.373,0.601,.+.+,39,32,35.5
kin001-236,gdsc_KIN001-236,Not Clinically Relevant,0.377,,,0.377,,+...,36,204,36.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.377,,0.377,,.+..,37,205,37.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.55,...+,696,38,38.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.376,,0.376,,.+..,38,206,38.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.345,,0.345,0.9520000000000001,.+.+,70,7,38.5
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.517,...+,697,40,40.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,41,207,41.0
brd-k26531177,ctrp_BRD-K26531177,Not Clinically Relevant,,0.37,,0.37,,.+..,42,208,42.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.512,...+,698,42,42.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.37,,0.37,,.+..,43,209,43.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.368,,0.368,,.+..,44,210,44.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.46399999999999997,...+,699,44,44.0
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.368,,0.368,,.+..,45,211,45.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,0.45399999999999996,...+,700,46,46.0
cct036477,ctrp_CCT036477,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,46,212,46.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.366,,,0.366,,+...,47,213,47.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.664,0.289,,0.477,0.081,++.+,16,80,48.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,0.44949999999999996,...++,693,48,48.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.365,,0.365,,.+..,48,214,48.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.364,,0.364,,.+..,49,215,49.0
mercaptopurine,cmap_mercaptopurine,"purine antagonist, competes with hypoxanthine and guanine for the enzyme HGPRT",,,,,0.43,...+,701,49,49.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.364,,,0.364,,+...,50,216,50.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.359,,0.359,,.+..,51,217,51.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.418,...+,702,51,51.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.358,,0.358,,.+..,52,218,52.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,0.41225,...+++,681,52,52.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.358,,0.358,,.+..,53,219,53.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.358,,0.358,,.+..,54,220,54.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,55,221,55.0
brd-k19103580,ctrp_BRD-K19103580,Not Clinically Relevant,,0.355,,0.355,,.+..,56,222,56.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.354,,0.354,,.+..,57,223,57.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.37,...+,703,58,58.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.354,,0.354,,.+..,58,224,58.0
barasertib,ctrp_barasertib,highly selective Aurora B kinase inhibitor,,0.34,,0.34,0.493,.+.+,73,43,58.0
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.369,...+,704,59,59.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.353,,0.353,,.+..,59,225,59.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.353,,0.353,,.+..,60,226,60.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.326,...+-,683,61,61.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,61,227,61.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,62,228,62.0
avrainvillamide,ctrp_avrainvillamide,Not Clinically Relevant,,0.35,,0.35,,.+..,63,229,63.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.35,,0.35,,.+..,64,230,64.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.294,...+,705,64,64.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.23600000000000002,...+,706,66,66.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,66,231,66.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.345,,0.345,,.+..,67,232,67.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.348,,0.348,0.22075,.+.+++,65,69,67.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.23399999999999999,...+,707,67,67.0
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.345,,0.345,,.+..,68,233,68.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.345,,0.345,,.+..,69,234,69.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.18600000000000003,...+,708,71,71.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,71,235,71.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.34,,0.34,,.+..,72,236,72.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.33899999999999997,,0.339,,.+..,74,237,74.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,75,238,75.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.337,,0.337,,.+..,76,239,76.0
brd-k49290616,ctrp_BRD-K49290616,Not Clinically Relevant,,0.336,,0.336,,.+..,77,240,77.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.335,,0.335,,.+..,78,241,78.0
exemestane,cmap_exemestane,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,0.08350000000000002,...+-,690,79,79.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.33399999999999996,,0.334,,.+..,79,242,79.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.33399999999999996,,0.334,,.+..,80,243,80.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.297,,0.297,0.789,.+.+,141,20,80.5
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.05649999999999994,...+-,675,81,81.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,81,244,81.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.302,,0.302,0.599,.+.++,130,33,81.5
unc1215,gdsc_UNC1215,Not Clinically Relevant,0.33299999999999996,,,0.333,,+...,82,245,82.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.332,,0.332,,.+..,83,246,83.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.332,,0.332,,.+..,84,247,84.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.33,,0.33,,.+..,85,248,85.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.11800000000000001,...-,709,86,86.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.33,,0.33,,.+..,87,249,87.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,88,250,88.0
vorinostat,ctrp_vorinostat,HDAC inhibitor (SAHA),0.299,0.282,,0.29,0.813,++.+,159,17,88.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.29,,0.29,0.838,.+.+,161,15,88.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.327,,0.327,,.+..,89,251,89.0
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.16699999999999998,...-,711,89,89.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.607,0.408,,0.507,-0.953,++.-,10,169,89.5
quizartinib,ctrp_quizartinib,Flt3 inhibitor,0.614,0.265,,0.44,-0.9129999999999999,++.-,18,161,89.5
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.326,,0.326,,.+..,90,252,90.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,91,253,91.0
carmofur,cmap_carmofur,"derivative of fluorouracil, pyrimidine analog",,,,,-0.23399999999999999,...-,712,92,92.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,92,254,92.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.322,,0.322,,.+..,93,255,93.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.282,,0.282,0.9570000000000001,.+.+,183,4,93.5
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.322,,0.322,,.+..,94,256,94.0
masitinib,ctrp_masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.4,0.228,,0.314,-0.085,++.-,103,85,94.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.307,,0.307,0.23,.+.+,120,68,94.0
brd-k34485477,ctrp_BRD-K34485477,Not Clinically Relevant,,0.322,,0.322,,.+..,95,257,95.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.289,...-,713,96,96.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.321,,0.321,,.+..,96,258,96.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.29300000000000004,...+--,692,97,97.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.32,,0.32,,.+..,97,259,97.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.319,,0.319,,.+..,98,260,98.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.319,,0.319,,.+..,99,261,99.0
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.344,...--,710,100,100.0
968,ctrp_968,Not Clinically Relevant,,0.318,,0.318,,.+..,100,262,100.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.318,,,0.318,,+...,101,263,101.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.3661875,...++++---,677,101,101.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.37,...-,714,102,102.0
myriocin,ctrp_myriocin,Not Clinically Relevant,,0.316,,0.316,,.+..,102,264,102.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.303,,0.303,0.121,.+.+,128,77,102.5
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.33,,0.33,-0.515,.+.-,86,119,102.5
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.314,,0.314,,.+..,104,265,104.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.313,,0.313,,.+..,105,266,105.0
brd-k16147474,ctrp_BRD-K16147474,Not Clinically Relevant,,0.312,,0.312,,.+..,106,267,106.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.287,,0.287,0.451,.+.+,165,47,106.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.408,...-,715,106,106.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.311,,0.311,,.+..,107,268,107.0
sn-38,ctrp_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.28600000000000003,0.28,,0.283,0.5529999999999999,++.+,179,36,107.5
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.433,...-,716,108,108.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.311,,,0.311,,+...,108,269,108.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.311,,0.311,,.+..,109,270,109.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.311,,0.311,,.+..,110,271,110.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.311,,0.311,,.+..,111,272,111.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.31,,0.31,,.+..,112,273,112.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.31,,0.31,,.+..,113,274,113.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.31,,0.31,,.+..,114,275,114.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.31,,0.31,,.+..,115,276,115.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.489,...-,718,115,115.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.267,0.3,,0.284,0.389,++.+,176,54,115.0
zg-10,gdsc_ZG-10,Not Clinically Relevant,0.31,,,0.31,,+...,116,277,116.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.309,,0.309,,.+..,117,278,117.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.507,...-,719,117,117.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.308,,0.308,,.+..,118,279,118.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,-0.512,...-,720,118,118.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.307,,0.307,,.+..,119,280,119.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,-0.545,...-,721,121,121.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.305,,0.305,,.+..,121,281,121.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.305,,0.305,,.+..,122,282,122.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.304,,0.304,,.+..,123,283,123.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.304,,,0.304,,+...,124,284,124.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.575,...-,722,124,124.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.304,,0.304,,.+..,125,285,125.0
fedratinib,gdsc_Fedratinib,JAK2 inhibitor,0.303,,,0.303,,+...,126,286,126.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.303,,0.303,,.+..,127,287,127.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.59375,...---,717,128,128.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.302,,0.302,,.+..,129,288,129.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.607,...-,723,130,130.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.626,...-,724,131,131.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.301,,0.301,,.+..,131,289,131.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.637,...-,725,132,132.0
mi-1,ctrp_MI-1,Not Clinically Relevant,,0.3,,0.3,,.+..,132,290,132.0
brd-k96970199,ctrp_BRD-K96970199,Not Clinically Relevant,,0.3,,0.3,,.+..,133,291,133.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.649,...-,726,133,133.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.299,,0.299,,.+..,134,292,134.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.299,,0.299,,.+..,135,293,135.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.664,...-,727,135,135.0
nintedanib,ctrp_nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.298,,0.298,,.+..,136,294,136.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.682,...-,729,136,136.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.298,,0.298,,.+..,137,295,137.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.6829999999999999,...-,730,137,137.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.298,,0.298,,.+..,138,296,138.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.706,...-,731,139,139.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.297,,0.297,,.+..,139,297,139.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.7090000000000001,...-,732,140,140.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.297,,0.297,,.+..,140,298,140.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.35,0.24100000000000002,,0.296,,++..,142,299,142.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.7354999999999999,...--,728,142,142.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.29,,0.29,-0.5920000000000001,.+.-,158,127,142.5
cil55a,ctrp_CIL55A,Not Clinically Relevant,,0.295,,0.295,,.+..,143,300,143.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.258,,0.258,0.5429999999999999,.+.+,248,39,143.5
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.295,,0.295,,.+..,144,301,144.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.294,,0.294,,.+..,145,302,145.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.294,,0.294,,.+..,146,303,146.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.77,...-,733,146,146.0
ro4929097,ctrp_RO4929097,Notch (gamma secretase) inhibitor,,0.294,,0.294,,.+..,147,304,147.0
bms-754807,ctrp_BMS-754807,Not Clinically Relevant,0.301,0.28600000000000003,,0.294,,++..,148,305,148.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.802,...-,734,149,149.0
brd-k27224038,ctrp_BRD-K27224038,Not Clinically Relevant,,0.293,,0.293,,.+..,149,306,149.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.293,,0.293,,.+..,150,307,150.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.292,,0.292,,.+..,151,308,151.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.855,...-,735,151,151.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.27,,0.27,-0.045999999999999985,.+.+-,218,84,151.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.292,,0.292,,.+..,152,309,152.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.882,...-,736,152,152.0
