,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.677,0.313,,0.495,-0.153,++.-,16,97,56.5
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.435,,0.435,0.153,.+.+,32,81,56.5
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.402,,0.402,,.+..,57,219,57.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.401,,0.401,,.+..,58,220,58.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.4,,0.4,,.+..,59,221,59.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.4,,0.4,,.+..,60,222,60.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.39899999999999997,,0.399,,.+..,61,223,61.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.366,...+,699,61,61.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.397,,0.397,,.+..,62,224,62.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.34600000000000003,...+,701,62,62.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,0.341,...+,702,63,63.0
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.397,,0.397,,.+..,63,225,63.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.396,,0.396,,.+..,64,226,64.0
brd-k49290616,ctrp_BRD-K49290616,Not Clinically Relevant,,0.396,,0.396,,.+..,65,227,65.0
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.304,...+,703,66,66.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.395,,0.395,,.+..,66,228,66.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.39299999999999996,,0.393,,.+..,67,229,67.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.391,,0.391,,.+..,68,230,68.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.35200000000000004,,0.352,0.977,.+.+,134,3,68.5
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.282,...+,704,69,69.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.389,,,0.389,,+...,69,231,69.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.38799999999999996,,,0.388,,+...,70,232,70.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.433,,0.433,-0.302,.+.-,33,108,70.5
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.27399999999999997,...+,705,71,71.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.387,,0.387,,.+..,71,233,71.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.386,,0.386,,.+..,72,234,72.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.386,,0.386,,.+..,73,235,73.0
vorinostat,ctrp_vorinostat,HDAC inhibitor (SAHA),0.36700000000000005,0.35600000000000004,,0.362,0.642,++.+,114,33,73.5
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.257,...+,706,74,74.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.384,,0.384,,.+..,74,236,74.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.251,...+,707,75,75.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.384,,0.384,,.+..,75,237,75.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.382,,0.382,,.+..,76,238,76.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.379,,0.379,,.+..,77,239,77.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.379,,0.379,,.+..,78,240,78.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.379,,0.379,,.+..,79,241,79.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.379,,0.379,,.+..,80,242,80.0
sb-431542,ctrp_SB-431542,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,81,243,81.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,0.135,...+,708,82,82.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,82,244,82.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.377,,0.377,,.+..,83,245,83.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.377,,0.377,,.+..,84,246,84.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.13,...+,709,84,84.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.374,,0.374,,.+..,85,247,85.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.374,,0.374,,.+..,86,248,86.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.10099999999999999,...+,710,87,87.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.374,,0.374,,.+..,87,249,87.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,88,250,88.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.08800000000000001,...+,711,88,88.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,89,251,89.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.336,,0.336,0.9209999999999999,.+.+,169,10,89.5
sn-38,ctrp_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.34,0.335,,0.338,0.852,++.+,162,17,89.5
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.37,,0.37,,.+..,90,252,90.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.369,,0.369,0.076,.+.+,92,89,90.5
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.626,0.484,,0.555,-0.981,++.-,8,174,91.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.37,,0.37,,.+..,91,253,91.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,-0.0015000000000000568,...+-,678,92,92.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.336,,0.336,0.843,.+.+,168,18,93.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.368,,0.368,,.+..,93,254,93.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.368,,0.368,,.+..,94,255,94.0
quizartinib,ctrp_quizartinib,Flt3 inhibitor,0.624,0.278,,0.451,-0.883,++.-,29,160,94.5
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.368,,0.368,,.+..,95,256,95.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.152,...-,712,96,96.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,96,257,96.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.366,,0.366,,.+..,97,258,97.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.17,...-,713,98,98.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.366,,0.366,,.+..,98,259,98.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.366,,,0.366,,+...,99,260,99.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.20199999999999999,...-,714,99,99.0
brd-k19103580,ctrp_BRD-K19103580,Not Clinically Relevant,,0.366,,0.366,,.+..,100,261,100.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.365,,0.365,,.+..,101,262,101.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.21600000000000003,...-,715,101,101.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.365,,0.365,,.+..,102,263,102.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.365,,0.365,,.+..,103,264,103.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.364,,0.364,,.+..,104,265,104.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.364,,0.364,,.+..,105,266,105.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.29653125,...+++++--,673,106,106.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.364,,0.364,,.+..,106,267,106.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.301,...-,716,107,107.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.364,,0.364,,.+..,107,268,107.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.33299999999999996,,0.333,0.5615,.+.++,178,37,107.5
tivantinib,ctrp_tivantinib,Met inhibitor,,0.363,,0.363,,.+..,108,269,108.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,-0.30425,...++-,700,109,109.0
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.363,,0.363,,.+..,109,270,109.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.363,,0.363,,.+..,110,271,110.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.363,,0.363,,.+..,111,272,111.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,112,273,112.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.36200000000000004,,0.362,,.+..,113,274,113.0
brd-k41597374,ctrp_BRD-K41597374,Not Clinically Relevant,,0.361,,0.361,,.+..,115,275,115.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.361,,0.361,,.+..,116,276,116.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.40775,...+--,696,116,116.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.361,,0.361,,.+..,117,277,117.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.293,0.429,,0.361,-0.473,++.-,118,118,118.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.33799999999999997,,0.338,0.185,.+.+,160,78,119.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.359,,0.359,,.+..,119,278,119.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.513,...-,718,120,120.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.359,,0.359,,.+..,120,279,120.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.359,,0.359,,.+..,121,280,121.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.514,...-,719,121,121.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.359,,0.359,,.+..,122,281,122.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.358,,0.358,,.+..,123,282,123.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.522,...-,721,123,123.0
masitinib,ctrp_masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.446,0.258,,0.352,-0.37200000000000005,++.-,133,114,123.5
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.35700000000000004,,,0.357,,+...,124,283,124.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.522,...-,720,124,124.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.35600000000000004,,,0.356,,+...,125,284,125.0
unc1215,gdsc_UNC1215,Not Clinically Relevant,0.35600000000000004,,,0.356,,+...,126,285,126.0
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.589,...-,722,127,127.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.35600000000000004,,0.356,,.+..,127,286,127.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.354,,0.354,,.+..,128,287,128.0
altretamine,cmap_altretamine,alkylating antineoplastic agent,,,,,-0.5920000000000001,...-,723,128,128.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.354,,0.354,,.+..,129,288,129.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.594,...-,724,129,129.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.354,,0.354,,.+..,130,289,130.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,-0.6025,...--,717,130,130.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.353,,0.353,,.+..,131,290,131.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.608,...-,725,132,132.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.353,,0.353,,.+..,132,291,132.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.309,,0.309,0.774,.+.+,245,22,133.5
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.32299999999999995,,0.323,0.321,.+.+,205,64,134.5
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,135,292,135.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,136,293,136.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.654,...-,726,136,136.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,137,294,137.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.664,...-,727,137,137.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.35,,0.35,,.+..,138,295,138.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.693,...-,728,138,138.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.349,,0.349,,.+..,139,296,139.0
rita,ctrp_RITA,Not Clinically Relevant,,0.349,,0.349,,.+..,140,297,140.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.349,,0.349,,.+..,141,298,141.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.349,,0.349,,.+..,142,299,142.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.348,,0.348,,.+..,143,300,143.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.348,,0.348,,.+..,144,301,144.0
bms-536924,ctrp_BMS-536924,Not Clinically Relevant,0.375,0.321,,0.348,,++..,145,302,145.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.34700000000000003,,0.347,,.+..,146,303,146.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.7759999999999999,...-,731,146,146.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.7895000000000001,...--,730,147,147.0
aica ribonucleotide,gdsc_AICA Ribonucleotide,Not Clinically Relevant,0.34600000000000003,,,0.346,,+...,147,304,147.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,148,305,148.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.7909999999999999,...-,732,148,148.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,149,306,149.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.344,,0.344,,.+..,150,307,150.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.344,,0.344,,.+..,151,308,151.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.344,,0.344,,.+..,152,309,152.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.836,...-,733,152,152.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.303,,0.303,0.561,.+.+,267,38,152.5
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.306,,0.306,0.4,.+.+,252,54,153.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.341,,0.341,,.+..,153,310,153.0
am-580,ctrp_AM-580,Not Clinically Relevant,,0.341,,0.341,,.+..,154,311,154.0
ibrutinib,ctrp_ibrutinib,BTK kinase inhibitor,,0.341,,0.341,,.+..,155,312,155.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.843,...-,734,155,155.0
