,moa,GDSC,CTRP,CCLE,drug,score,evidence
brd-k13999467,Not Clinically Relevant,,0.386,,ctrp_BRD-K13999467,0.386,.+.
brd1835,Not Clinically Relevant,,0.386,,ctrp_BRD1835,0.386,.+.
ly-2183240,Not Clinically Relevant,,0.386,,ctrp_LY-2183240,0.386,.+.
prima-1-met,Not Clinically Relevant,,0.386,,ctrp_PRIMA-1-Met,0.386,.+.
rg-108,Not Clinically Relevant,,0.385,,ctrp_RG-108,0.385,.+.
brd-k42260513,Not Clinically Relevant,,0.384,,ctrp_BRD-K42260513,0.384,.+.
compound 1b,Not Clinically Relevant,,0.38299999999999995,,ctrp_compound 1B,0.383,.+.
iu1,Not Clinically Relevant,,0.382,,ctrp_IU1,0.382,.+.
brd-a71883111,Not Clinically Relevant,,0.381,,ctrp_BRD-A71883111,0.381,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.381,,ctrp_omacetaxine mepesuccinate,0.381,.+.
mst-312,Not Clinically Relevant,,0.38,,ctrp_MST-312,0.38,.+.
nsc30930,Not Clinically Relevant,,0.38,,ctrp_NSC30930,0.38,.+.
ac55649,Not Clinically Relevant,,0.379,,ctrp_AC55649,0.379,.+.
ml203,Not Clinically Relevant,,0.379,,ctrp_ML203,0.379,.+.
brd-k92856060,Not Clinically Relevant,,0.37799999999999995,,ctrp_BRD-K92856060,0.378,.+.
jw-55,Not Clinically Relevant,,0.37799999999999995,,ctrp_JW-55,0.378,.+.
alisertib,Aurora A kinase inhibitor,,0.377,,ctrp_alisertib,0.377,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.377,,ctrp_lenvatinib,0.377,.+.
ski-ii,Not Clinically Relevant,,0.374,,ctrp_SKI-II,0.374,.+.
brd-k11533227,Not Clinically Relevant,,0.373,,ctrp_BRD-K11533227,0.373,.+.
brd-k29313308,Not Clinically Relevant,,0.373,,ctrp_BRD-K29313308,0.373,.+.
necrostatin-7,Not Clinically Relevant,,0.37200000000000005,,ctrp_necrostatin-7,0.372,.+.
brd-k02251932,Not Clinically Relevant,,0.37200000000000005,,ctrp_BRD-K02251932,0.372,.+.
bms-754807,Not Clinically Relevant,0.379,0.365,,ctrp_BMS-754807,0.372,++.
repligen 136,Not Clinically Relevant,,0.371,,ctrp_Repligen 136,0.371,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.37,,ctrp_itraconazole,0.37,.+.
mdivi-1,Not Clinically Relevant,,0.369,,ctrp_Mdivi-1,0.369,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.369,,ctrp_PX-12,0.369,.+.
16-beta-bromoandrosterone,Not Clinically Relevant,,0.369,,ctrp_16-beta-bromoandrosterone,0.369,.+.
bibr-1532,Not Clinically Relevant,,0.368,,ctrp_BIBR-1532,0.368,.+.
belinostat,HDAC inhibitor (PXD101),0.309,0.423,,gdsc_Belinostat,0.366,++.
abt-199,Bcl2 inhibitor,,0.365,,ctrp_ABT-199,0.365,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.365,,ctrp_AZD1480,0.365,.+.
elcpk,Not Clinically Relevant,,0.363,,ctrp_ELCPK,0.363,.+.
ml162,Not Clinically Relevant,,0.363,,ctrp_ML162,0.363,.+.
brd6340,Not Clinically Relevant,,0.36200000000000004,,ctrp_BRD6340,0.362,.+.
kpt185,Not Clinically Relevant,,0.36200000000000004,,ctrp_KPT185,0.362,.+.
apicidin,Not Clinically Relevant,,0.361,,ctrp_apicidin,0.361,.+.
ceranib-2,Not Clinically Relevant,,0.361,,ctrp_ceranib-2,0.361,.+.
cay10576,Not Clinically Relevant,,0.36,,ctrp_CAY10576,0.36,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.36,,ctrp_cytarabine hydrochloride,0.36,.+.
nsc19630,Not Clinically Relevant,,0.36,,ctrp_NSC19630,0.36,.+.
brd-k49290616,Not Clinically Relevant,,0.358,,ctrp_BRD-K49290616,0.358,.+.
nvp-adw742,Not Clinically Relevant,,0.358,,ctrp_NVP-ADW742,0.358,.+.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.35700000000000004,,ctrp_AZD4547,0.357,.+.
elocalcitol,vitamin D receptor agonist,,0.35600000000000004,,ctrp_elocalcitol,0.356,.+.
sb-225002,Not Clinically Relevant,,0.355,,ctrp_SB-225002,0.355,.+.
plx-4032,BRAF (V600E) inhibitor,,0.355,,ctrp_PLX-4032,0.355,.+.
isox,Not Clinically Relevant,,0.354,,ctrp_ISOX,0.354,.+.
sz4ta2,Not Clinically Relevant,,0.354,,ctrp_SZ4TA2,0.354,.+.
vorinostat,HDAC inhibitor (SAHA),0.35200000000000004,0.354,,gdsc_Vorinostat,0.353,++.
tacedinaline,Not Clinically Relevant,,0.353,,ctrp_tacedinaline,0.353,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.353,,ctrp_fingolimod,0.353,.+.
rita,Not Clinically Relevant,,0.353,,ctrp_RITA,0.353,.+.
ipr-456,Not Clinically Relevant,,0.35200000000000004,,ctrp_IPR-456,0.352,.+.
gmx-1778,Not Clinically Relevant,,0.35200000000000004,,ctrp_GMX-1778,0.352,.+.
jw-74,Not Clinically Relevant,,0.35100000000000003,,ctrp_JW-74,0.351,.+.
ml083,Not Clinically Relevant,,0.35100000000000003,,ctrp_ML083,0.351,.+.
ki8751,Not Clinically Relevant,,0.35,,ctrp_Ki8751,0.35,.+.
ym201636,Not Clinically Relevant,0.35,,,gdsc_YM201636,0.35,+..
cil41,Not Clinically Relevant,,0.349,,ctrp_CIL41,0.349,.+.
nsc48300,Not Clinically Relevant,,0.349,,ctrp_NSC48300,0.349,.+.
nsc23766,Not Clinically Relevant,,0.348,,ctrp_NSC23766,0.348,.+.
compound 1541a,Not Clinically Relevant,,0.34700000000000003,,ctrp_Compound 1541A,0.347,.+.
sgx-523, Met inhibitor,,0.34600000000000003,,ctrp_SGX-523,0.346,.+.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.345,,ctrp_trifluoperazine,0.345,.+.
ml031,Not Clinically Relevant,,0.345,,ctrp_ML031,0.345,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.345,,ctrp_brivanib,0.345,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.344,,ctrp_tandutinib,0.344,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.344,,ctrp_MGCD-265,0.344,.+.
pifithrin-mu,Not Clinically Relevant,,0.34299999999999997,,ctrp_pifithrin-mu,0.343,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.34299999999999997,,ctrp_TG-100-115,0.343,.+.
isoevodiamine,Not Clinically Relevant,,0.34299999999999997,,ctrp_isoevodiamine,0.343,.+.
mps-1-in-1,Not Clinically Relevant,0.34299999999999997,,,gdsc_MPS-1-IN-1,0.343,+..
pf-184,Not Clinically Relevant,,0.342,,ctrp_PF-184,0.342,.+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.42700000000000005,0.255,,ctrp_masitinib,0.341,++.
brd8899,Not Clinically Relevant,,0.341,,ctrp_BRD8899,0.341,.+.
plx4720,Not Clinically Relevant,,,0.34,ccle_PLX4720,0.34,..+
tpca-1,Not Clinically Relevant,0.397,0.281,,ctrp_TPCA-1,0.339,++.
cediranib,VEGFR inhibitor,,0.33899999999999997,,ctrp_cediranib,0.339,.+.
hg-5-113-01,Not Clinically Relevant,0.33899999999999997,,,gdsc_HG-5-113-01,0.339,+..
lbh-589,HDAC inhibitor,,0.33899999999999997,,ctrp_LBH-589,0.339,.+.
ml006,Not Clinically Relevant,,0.33799999999999997,,ctrp_ML006,0.338,.+.
brd-k37390332,Not Clinically Relevant,,0.336,,ctrp_BRD-K37390332,0.336,.+.
bix-01294,Not Clinically Relevant,,0.336,,ctrp_BIX-01294,0.336,.+.
hli 373,Not Clinically Relevant,,0.336,,ctrp_HLI 373,0.336,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.384,0.289,,ctrp_daporinad,0.336,++.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.33399999999999996,,ctrp_lomeguatrib,0.334,.+.
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.33299999999999996,,ctrp_sitagliptin,0.333,.+.
darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.33299999999999996,,ctrp_darinaparsin,0.333,.+.
compound 23 citrate,Not Clinically Relevant,,0.33299999999999996,,ctrp_Compound 23 citrate,0.333,.+.
nsc 74859,Not Clinically Relevant,,0.33299999999999996,,ctrp_NSC 74859,0.333,.+.
cucurbitacin i,Not Clinically Relevant,,0.33299999999999996,,ctrp_cucurbitacin I,0.333,.+.
brd-k80183349,Not Clinically Relevant,,0.332,,ctrp_BRD-K80183349,0.332,.+.
parbendazole,Not Clinically Relevant,,0.332,,ctrp_parbendazole,0.332,.+.
brd-k90370028,Not Clinically Relevant,,0.332,,ctrp_BRD-K90370028,0.332,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.332,,ctrp_cimetidine,0.332,.+.
lrrk2-in-1,Not Clinically Relevant,,0.331,,ctrp_LRRK2-IN-1,0.331,.+.
968,Not Clinically Relevant,,0.331,,ctrp_968,0.331,.+.
birb-796,Not Clinically Relevant,,0.33,,ctrp_BIRB-796,0.33,.+.
pandacostat,Not Clinically Relevant,,0.33,,ctrp_pandacostat,0.33,.+.
at-406,Not Clinically Relevant,,0.33,,ctrp_AT-406,0.33,.+.
cil70,Not Clinically Relevant,,0.33,,ctrp_CIL70,0.33,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.33,,ctrp_niclosamide,0.33,.+.
importazole,Not Clinically Relevant,,0.33,,ctrp_importazole,0.33,.+.
brd-k66532283,Not Clinically Relevant,,0.32899999999999996,,ctrp_BRD-K66532283,0.329,.+.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.32899999999999996,,ctrp_decitabine,0.329,.+.
pdmp,Not Clinically Relevant,,0.32799999999999996,,ctrp_PDMP,0.328,.+.
zm447439,Not Clinically Relevant,0.32799999999999996,,,gdsc_ZM447439,0.328,+..
brd-k04800985,Not Clinically Relevant,,0.32799999999999996,,ctrp_BRD-K04800985,0.328,.+.
brd-k61166597,Not Clinically Relevant,,0.32799999999999996,,ctrp_BRD-K61166597,0.328,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.32799999999999996,,ctrp_sildenafil,0.328,.+.
brd-k86535717,Not Clinically Relevant,,0.32799999999999996,,ctrp_BRD-K86535717,0.328,.+.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.327,,ctrp_cyclophosphamide,0.327,.+.
fedratinib,JAK2 inhibitor,0.326,,,gdsc_Fedratinib,0.326,+..
erastin,Not Clinically Relevant,,0.326,,ctrp_erastin,0.326,.+.
fsc231,Not Clinically Relevant,,0.326,,ctrp_FSC231,0.326,.+.
triazolothiadiazine,Not Clinically Relevant,,0.326,,ctrp_triazolothiadiazine,0.326,.+.
unc0638,Not Clinically Relevant,0.317,0.33399999999999996,,gdsc_UNC0638,0.326,++.
ar-42,Not Clinically Relevant,0.326,,,gdsc_AR-42,0.326,+..
am-580,Not Clinically Relevant,,0.325,,ctrp_AM-580,0.325,.+.
hc-067047,Not Clinically Relevant,,0.325,,ctrp_HC-067047,0.325,.+.
jw-480,Not Clinically Relevant,,0.325,,ctrp_JW-480,0.325,.+.
tivantinib,Met inhibitor,,0.324,,ctrp_tivantinib,0.324,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.324,,ctrp_neuronal differentiation inducer III,0.324,.+.
brd-k44224150,Not Clinically Relevant,,0.324,,ctrp_BRD-K44224150,0.324,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.32299999999999995,,ctrp_RO4929097,0.323,.+.
etp-46464,Not Clinically Relevant,,0.32299999999999995,,ctrp_ETP-46464,0.323,.+.
qs-11,Not Clinically Relevant,,0.322,,ctrp_QS-11,0.322,.+.
necrostatin-1,Not Clinically Relevant,,0.322,,ctrp_necrostatin-1,0.322,.+.
ku-0063794,Not Clinically Relevant,,0.322,,ctrp_KU-0063794,0.322,.+.
wz3105,Not Clinically Relevant,0.322,,,gdsc_WZ3105,0.322,+..
manumycin a,Not Clinically Relevant,,0.322,,ctrp_manumycin A,0.322,.+.
yk 4-279,Not Clinically Relevant,,0.321,,ctrp_YK 4-279,0.321,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.32,,ctrp_nintedanib,0.32,.+.
bendamustine,alkylating agent,,0.32,,ctrp_bendamustine,0.32,.+.
brd-k64610608,Not Clinically Relevant,,0.319,,ctrp_BRD-K64610608,0.319,.+.
nsc95397,Not Clinically Relevant,,0.319,,ctrp_NSC95397,0.319,.+.
brd-k29086754,Not Clinically Relevant,,0.318,,ctrp_BRD-K29086754,0.318,.+.
ml311,Not Clinically Relevant,,0.318,,ctrp_ML311,0.318,.+.
sb-525334,Not Clinically Relevant,,0.318,,ctrp_SB-525334,0.318,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.317,,ctrp_GSK-3 inhibitor IX,0.317,.+.
brd-k75293299,Not Clinically Relevant,,0.317,,ctrp_BRD-K75293299,0.317,.+.
pl-di,Not Clinically Relevant,,0.317,,ctrp_PL-DI,0.317,.+.
brd-k84807411,Not Clinically Relevant,,0.317,,ctrp_BRD-K84807411,0.317,.+.
teniposide,Topo II inhibitor,,0.316,,ctrp_teniposide,0.316,.+.
fqi-2,Not Clinically Relevant,,0.316,,ctrp_FQI-2,0.316,.+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.348,0.285,,ctrp_PHA-793887,0.316,++.
bms-345541,Not Clinically Relevant,0.369,0.264,,ctrp_BMS-345541,0.316,++.
pyr-41,Not Clinically Relevant,,0.315,,ctrp_PYR-41,0.315,.+.
brd-k35604418,Not Clinically Relevant,,0.315,,ctrp_BRD-K35604418,0.315,.+.
zg-10,Not Clinically Relevant,0.315,,,gdsc_ZG-10,0.315,+..
brd-k85133207,Not Clinically Relevant,,0.313,,ctrp_BRD-K85133207,0.313,.+.
ql-x-138,Not Clinically Relevant,0.313,,,gdsc_QL-X-138,0.313,+..
5-fluorouracil,antimetabolite,0.312,,,gdsc_5-Fluorouracil,0.312,+..
brd-k02492147,Not Clinically Relevant,,0.312,,ctrp_BRD-K02492147,0.312,.+.
lbw242,Not Clinically Relevant,,,0.312,ccle_LBW242,0.312,..+
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.311,,ctrp_hyperforin,0.311,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.311,,ctrp_mitomycin,0.311,.+.
stf-31,Not Clinically Relevant,,0.311,,ctrp_STF-31,0.311,.+.
ouabain,Not Clinically Relevant,,0.31,,ctrp_ouabain,0.31,.+.
camptothecin,Not Clinically Relevant,0.309,,,gdsc_Camptothecin,0.309,+..
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.308,,ctrp_vorapaxar,0.308,.+.
bax channel blocker,Not Clinically Relevant,,0.308,,ctrp_Bax channel blocker,0.308,.+.
nsc-207895,Not Clinically Relevant,0.307,,,gdsc_NSC-207895,0.307,+..
su11274,Not Clinically Relevant,,0.307,,ctrp_SU11274,0.307,.+.
tipifarnib-p2,Not Clinically Relevant,,0.306,,ctrp_tipifarnib-P2,0.306,.+.
brd-k30019337,Not Clinically Relevant,,0.306,,ctrp_BRD-K30019337,0.306,.+.
fgin-1-27,Not Clinically Relevant,,0.306,,ctrp_FGIN-1-27,0.306,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.305,,ctrp_KX2-391,0.305,.+.
at-7519,Not Clinically Relevant,0.305,,,gdsc_AT-7519,0.305,+..
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.305,,ctrp_GSK1059615,0.305,.+.
pik-93,Not Clinically Relevant,0.318,0.29,,ctrp_PIK-93,0.304,++.
brd-k96970199,Not Clinically Relevant,,0.304,,ctrp_BRD-K96970199,0.304,.+.
etoposide,Topo II inhibitor,0.273,0.33399999999999996,,gdsc_Etoposide,0.304,++.
brd-k70511574,Not Clinically Relevant,,0.304,,ctrp_BRD-K70511574,0.304,.+.
i-bet-762,Not Clinically Relevant,0.304,,,gdsc_I-BET-762,0.304,+..
ch-55,Not Clinically Relevant,,0.304,,ctrp_Ch-55,0.304,.+.
pi-103,Not Clinically Relevant,0.265,0.34299999999999997,,gdsc_PI-103,0.304,++.
necrosulfonamide,Not Clinically Relevant,,0.304,,ctrp_necrosulfonamide,0.304,.+.
pf-3758309,Not Clinically Relevant,,0.303,,ctrp_PF-3758309,0.303,.+.
brd-k34222889,Not Clinically Relevant,,0.303,,ctrp_BRD-K34222889,0.303,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.302,,ctrp_dacarbazine,0.302,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.302,,ctrp_thalidomide,0.302,.+.
cd-1530,Not Clinically Relevant,,0.301,,ctrp_CD-1530,0.301,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.301,,ctrp_N9-isopropylolomoucine,0.301,.+.
b02,Not Clinically Relevant,,0.301,,ctrp_B02,0.301,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.301,,ctrp_ciclopirox,0.301,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.3,,ctrp_vincristine,0.3,.+.
vx-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.3,,ctrp_VX-680,0.3,.+.
brd-a94377914,Not Clinically Relevant,,0.3,,ctrp_BRD-A94377914,0.3,.+.
tgx-221,Not Clinically Relevant,,0.299,,ctrp_TGX-221,0.299,.+.
sch-529074,Not Clinically Relevant,,0.299,,ctrp_SCH-529074,0.299,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.299,,ctrp_gossypol,0.299,.+.
mi-2,Not Clinically Relevant,,0.298,,ctrp_MI-2,0.298,.+.
entinostat,HDAC inhibitor,0.285,0.31,,gdsc_Entinostat,0.298,++.
cerulenin,Not Clinically Relevant,,0.298,,ctrp_cerulenin,0.298,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.298,,ctrp_rigosertib,0.298,.+.
pifithrin-alpha,Not Clinically Relevant,,0.297,,ctrp_pifithrin-alpha,0.297,.+.
pitstop2,Not Clinically Relevant,,0.297,,ctrp_pitstop2,0.297,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.297,,ctrp_PRL-3 inhibitor I,0.297,.+.
brd-k45681478,Not Clinically Relevant,,0.297,,ctrp_BRD-K45681478,0.297,.+.
brd-k78574327,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K78574327,0.296,.+.
gw-843682x,Not Clinically Relevant,,0.29600000000000004,,ctrp_GW-843682X,0.296,.+.
nsc632839,Not Clinically Relevant,,0.29600000000000004,,ctrp_NSC632839,0.296,.+.
brd1812,Not Clinically Relevant,,0.294,,ctrp_BRD1812,0.294,.+.
mln2480,"TAK-580, pan-Raf kinase inhibitor",,0.294,,ctrp_MLN2480,0.294,.+.
ly-2157299,Not Clinically Relevant,,0.292,,ctrp_LY-2157299,0.292,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.292,,ctrp_curcumin,0.292,.+.
myriocin,Not Clinically Relevant,,0.292,,ctrp_myriocin,0.292,.+.
pf2341066,"ALK, ROS1 and MET inhibitor",,,0.292,ccle_PF2341066,0.292,..+
fluorouracil,antimetabolite,,0.29100000000000004,,ctrp_fluorouracil,0.291,.+.
bardoxolone methyl,Not Clinically Relevant,,0.29100000000000004,,ctrp_bardoxolone methyl,0.291,.+.
genentech cpd 10,Not Clinically Relevant,0.29100000000000004,,,gdsc_Genentech Cpd 10,0.291,+..
nakiterpiosin,Not Clinically Relevant,,0.29100000000000004,,ctrp_nakiterpiosin,0.291,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.29,,ctrp_fluvastatin,0.29,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.289,,ctrp_GSK2636771,0.289,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.289,,ctrp_momelotinib,0.289,.+.
qw-bi-011,Not Clinically Relevant,,0.289,,ctrp_QW-BI-011,0.289,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.289,,ctrp_BYL-719,0.289,.+.
cay10618,Not Clinically Relevant,,0.28800000000000003,,ctrp_CAY10618,0.288,.+.
fqi-1,Not Clinically Relevant,,0.28800000000000003,,ctrp_FQI-1,0.288,.+.
osi-027,Not Clinically Relevant,0.293,0.282,,ctrp_OSI-027,0.288,++.
