,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
ispinesib mesylate,gdsc_Ispinesib Mesylate,Not Clinically Relevant,0.451,,,0.451,,+...,20,190,20.0
barasertib,ctrp_barasertib,highly selective Aurora B kinase inhibitor,,0.44299999999999995,,0.443,0.8079999999999999,.+.+,24,17,20.5
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,0.74,...+,684,21,21.0
gsk319347a,gdsc_GSK319347A,Not Clinically Relevant,0.446,,,0.446,,+...,21,191,21.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.445,,0.445,,.+..,22,192,22.0
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.43,,0.43,0.85,.+.+,34,10,22.0
brd-k99006945,ctrp_BRD-K99006945,Not Clinically Relevant,,0.445,,0.445,,.+..,23,193,23.0
axitinib,ctrp_axitinib,"VEGFR, c-KIT and PDGFR inhibitor",0.513,0.42700000000000005,,0.47,0.66,++.+,17,29,23.0
carmofur,cmap_carmofur,"derivative of fluorouracil, pyrimidine analog",,,,,0.725,...+,685,23,23.0
mercaptopurine,cmap_mercaptopurine,"purine antagonist, competes with hypoxanthine and guanine for the enzyme HGPRT",,,,,0.695,...+,687,24,24.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.415,,0.415,0.9209999999999999,.+.+,40,8,24.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.442,,0.442,,.+..,25,194,25.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.6809999999999999,...+,688,25,25.0
jnj-26854165,cmap_jnj-26854165,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",,,,,0.6779999999999999,...+,689,26,26.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.44,,,0.44,,+...,26,195,26.0
brd-k26531177,ctrp_BRD-K26531177,Not Clinically Relevant,,0.43700000000000006,,0.437,,.+..,27,196,27.0
cct036477,ctrp_CCT036477,Not Clinically Relevant,,0.43700000000000006,,0.437,,.+..,28,197,28.0
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.433,,0.433,,.+..,29,198,29.0
sb-505124,gdsc_SB-505124,Not Clinically Relevant,0.43200000000000005,,,0.432,,+...,30,199,30.0
bms-195614,ctrp_BMS-195614,Not Clinically Relevant,,0.43200000000000005,,0.432,,.+..,31,200,31.0
nsc-87877,gdsc_NSC-87877,Not Clinically Relevant,0.43,,,0.43,,+...,32,201,32.0
sotrastaurin,ctrp_sotrastaurin,pan-PKC inhibitor,,0.43,,0.43,,.+..,33,202,33.0
skepinone-l,ctrp_skepinone-L,Not Clinically Relevant,,0.42700000000000005,,0.427,,.+..,35,203,35.0
olaparib,gdsc_Olaparib,PARP Inhibitor,0.415,0.415,,0.415,0.6579999999999999,++.+,41,30,35.5
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.42700000000000005,,0.427,,.+..,36,204,36.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.615,...+,691,36,36.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.424,,0.424,,.+..,37,205,37.0
brd-k34485477,ctrp_BRD-K34485477,Not Clinically Relevant,,0.42200000000000004,,0.422,,.+..,38,206,38.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,0.564,...+,692,39,39.0
brd-k49290616,ctrp_BRD-K49290616,Not Clinically Relevant,,0.42,,0.42,,.+..,39,207,39.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.41200000000000003,,0.412,,.+..,42,208,42.0
amsacrine,cmap_amsacrine,"Intercalator, inhibits Topo II and blocks both DNA replication and transcription, used in ALL",,,,,0.526,...+,693,43,43.0
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.41200000000000003,,0.412,,.+..,43,209,43.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.41100000000000003,,,0.411,,+...,44,210,44.0
mitotane,cmap_mitotane,"steroidogenesis inhibitor, cytostatic drug used in the treatment of adrenocortical carcinoma ",,,,,0.514,...+,694,44,44.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.406,,0.406,,.+..,46,211,46.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.40399999999999997,,0.404,,.+..,47,212,47.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.46,...+,695,47,47.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.368,,0.368,0.951,.+.+,92,4,48.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.40299999999999997,,,0.403,,+...,48,213,48.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.45299999999999996,...+,696,49,49.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.401,,0.401,,.+..,49,214,49.0
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.447,...+,697,50,50.0
raloxifene,cmap_raloxifene," selective estrogen receptor modulator (SERM), has estrogenic actions on bone and anti-estrogenic actions on uterus and breast",,,,,0.442,...+,698,51,51.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.39799999999999996,,0.398,,.+..,51,215,51.0
escitalopram,cmap_escitalopram,Selective Serotonin Reuptake Inhibitor (SSRI),,,,,0.43799999999999994,...+,699,52,52.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.397,,0.397,,.+..,52,216,52.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.395,,0.395,,.+..,53,217,53.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.395,,0.395,,.+..,54,218,54.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.395,,0.395,,.+..,55,219,55.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.39299999999999996,,0.393,,.+..,56,220,56.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.408,,0.408,0.222,.+.+,45,68,56.5
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.392,,0.392,,.+..,57,221,57.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.6920000000000001,0.298,,0.495,-0.271,++.-,14,101,57.5
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.392,,0.392,,.+..,58,222,58.0
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.37799999999999995,...+,700,59,59.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.391,,0.391,,.+..,59,223,59.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.391,,0.391,,.+..,60,224,60.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.39,,0.39,,.+..,61,225,61.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.39,,0.39,,.+..,62,226,62.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.39,,0.39,,.+..,63,227,63.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,0.304,...+,702,63,63.0
xl765,ctrp_XL765,PI3K/mTOR inhibitor,,0.38799999999999996,,0.388,,.+..,64,228,64.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.303,...+,703,64,64.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.387,,0.387,,.+..,65,229,65.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,0.258,...+,704,66,66.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.386,,0.386,,.+..,66,230,66.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.379,,0.379,0.397,.+.++-,76,56,66.0
pf-4800567 hydrochloride,ctrp_PF-4800567 hydrochloride,Not Clinically Relevant,,0.386,,0.386,,.+..,67,231,67.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.385,,0.385,,.+..,68,232,68.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.385,,0.385,,.+..,69,233,69.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.38299999999999995,,0.383,,.+..,70,234,70.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.215,...+,705,70,70.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.38299999999999995,,0.383,,.+..,71,235,71.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.213,...+,706,71,71.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.381,,0.381,,.+..,72,236,72.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,0.15449999999999997,...++-,686,72,72.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.13699999999999998,...+,707,73,73.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.381,,0.381,,.+..,73,237,73.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.38,,0.38,,.+..,74,238,74.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,0.133,...+,708,74,74.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.379,,0.379,,.+..,75,239,75.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.056499999999999995,...+-,690,77,77.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.379,,0.379,,.+..,77,240,77.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.377,,0.377,,.+..,78,241,78.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.016,...+,709,79,79.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.377,,0.377,,.+..,79,242,79.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.376,,0.376,,.+..,80,243,80.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.4,,0.4,-0.431,.+.-,50,111,80.5
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.375,,0.375,,.+..,81,244,81.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.002999999999999947,...+-,676,81,81.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.375,,0.375,,.+..,82,245,82.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.375,,0.375,,.+..,83,246,83.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.373,,0.373,,.+..,84,247,84.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,-0.128,...-,710,85,85.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,85,248,85.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,86,249,86.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.371,,0.371,,.+..,87,250,87.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.37,,0.37,,.+..,88,251,88.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.37,,0.37,,.+..,89,252,89.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.369,,0.369,,.+..,90,253,90.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.6509999999999999,0.494,,0.572,-0.975,++.-,8,173,90.5
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.369,,,0.369,,+...,91,254,91.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.368,,0.368,,.+..,93,255,93.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.36700000000000005,,0.367,,.+..,94,256,94.0
vorinostat,gdsc_Vorinostat,HDAC inhibitor (SAHA),0.292,0.35700000000000004,,0.324,0.813,++.+,174,16,95.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.22004687500000003,...+++++--,675,95,95.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.366,,0.366,,.+..,95,257,95.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.366,,0.366,,.+..,96,258,96.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.226,...-,712,96,96.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.365,,0.365,,.+..,97,259,97.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.365,,0.365,,.+..,98,260,98.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.364,,0.364,,.+..,99,261,99.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.363,,0.363,,.+..,100,262,100.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.35,,0.35,0.105,.+.+,126,75,100.5
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.363,,0.363,,.+..,101,263,101.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.28300000000000003,...-,713,102,102.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.359,,0.359,,.+..,102,264,102.0
sn-38,ctrp_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.337,0.332,,0.334,0.45399999999999996,++.+,156,48,102.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.359,,0.359,,.+..,103,265,103.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.359,,0.359,,.+..,104,266,104.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,-0.327,...-,714,105,105.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.358,,0.358,,.+..,105,267,105.0
bms-754807,gdsc_BMS-754807,Not Clinically Relevant,0.342,0.373,,0.358,,++..,106,268,106.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.247,0.439,,0.343,0.076,++.+,136,76,106.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,-0.36200000000000004,...-,715,107,107.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.358,,0.358,,.+..,107,269,107.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,-0.36249999999999993,...--,711,108,108.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,108,270,108.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.36700000000000005,...-,716,109,109.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,109,271,109.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.418,...-,717,110,110.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,110,272,110.0
rita,ctrp_RITA,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,111,273,111.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,112,274,112.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.332,,0.332,0.375,.+.+,164,60,112.0
968,ctrp_968,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,113,275,113.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.341,,0.341,-0.15524999999999997,.+.+--,141,86,113.5
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,114,276,114.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.355,,0.355,,.+..,115,277,115.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.511,...-,718,115,115.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.355,,0.355,,.+..,116,278,116.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.522,...-,719,116,116.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.336,,0.336,-0.09200000000000003,.+.+-,149,83,116.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.354,,0.354,,.+..,117,279,117.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.315,,0.315,0.587,.+.++,198,38,118.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.354,,,0.354,,+...,118,280,118.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.354,,0.354,,.+..,119,281,119.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.535,...-,720,119,119.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.354,,0.354,,.+..,120,282,120.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.53875,...+--,701,120,120.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,121,283,121.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.35200000000000004,,,0.352,,+...,122,284,122.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,123,285,123.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,124,286,124.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.303,,0.303,0.726,.+.+,226,22,124.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.331,,0.331,-0.098,.+.-,166,84,125.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,125,287,125.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.308,,0.308,0.611,.+.+,214,37,125.5
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.61,...-,721,126,126.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.348,,0.348,,.+..,127,288,127.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.618,...-,722,127,127.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.348,,0.348,,.+..,128,289,128.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.653,...-,724,128,128.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,129,290,129.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.305,,0.305,0.633,.+.+,223,35,129.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.244,0.34299999999999997,,0.294,0.8345,++.++,248,12,130.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.67,...-,725,130,130.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,130,291,130.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,131,292,131.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,132,293,132.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,133,294,133.0
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.6915,...--,723,133,133.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.345,,0.345,,.+..,134,295,134.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.703,...-,727,135,135.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.345,,0.345,,.+..,135,296,135.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.321,,0.321,-0.195,.+.-,181,91,136.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.34299999999999997,,0.343,,.+..,137,297,137.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.7140000000000001,...-,728,138,138.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,138,298,138.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.7170000000000001,...-,729,139,139.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,139,299,139.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,140,300,140.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.34,,0.34,,.+..,142,301,142.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.34,,0.34,,.+..,143,302,143.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.34,,0.34,,.+..,144,303,144.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.35700000000000004,0.321,,0.339,,++..,145,304,145.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.7929999999999999,...--,730,145,145.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.337,,0.337,,.+..,146,305,146.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.7945,...---,726,146,146.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.337,,0.337,,.+..,147,306,147.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.337,,0.337,,.+..,148,307,148.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.802,...-,731,148,148.0
stf-31,ctrp_STF-31,Not Clinically Relevant,,0.336,,0.336,,.+..,150,308,150.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.336,,0.336,,.+..,151,309,151.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.38,0.29,,0.335,,++..,152,310,152.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.8420000000000001,...-,732,152,152.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.335,,0.335,,.+..,153,311,153.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.843,...-,733,153,153.0
