,moa,GDSC,CTRP,CCLE,drug,score,evidence
abt-737,Bcl-2/Bcl-xL inhibitor,,0.43,,ctrp_ABT-737,0.43,.+.
sotrastaurin,pan-PKC inhibitor,,0.43,,ctrp_sotrastaurin,0.43,.+.
nsc-87877,Not Clinically Relevant,0.43,,,gdsc_NSC-87877,0.43,+..
skepinone-l,Not Clinically Relevant,,0.42700000000000005,,ctrp_skepinone-L,0.427,.+.
brd-k88742110,Not Clinically Relevant,,0.42700000000000005,,ctrp_BRD-K88742110,0.427,.+.
brd-k51490254,Not Clinically Relevant,,0.424,,ctrp_BRD-K51490254,0.424,.+.
brd-k34485477,Not Clinically Relevant,,0.42200000000000004,,ctrp_BRD-K34485477,0.422,.+.
brd-k49290616,Not Clinically Relevant,,0.42,,ctrp_BRD-K49290616,0.42,.+.
alisertib,Aurora A kinase inhibitor,,0.415,,ctrp_alisertib,0.415,.+.
olaparib,PARP Inhibitor,0.415,0.415,,gdsc_Olaparib,0.415,++.
brd-k28456706,Not Clinically Relevant,,0.41200000000000003,,ctrp_BRD-K28456706,0.412,.+.
cil55,Not Clinically Relevant,,0.41200000000000003,,ctrp_CIL55,0.412,.+.
kin001-266,Not Clinically Relevant,0.41100000000000003,,,gdsc_KIN001-266,0.411,+..
chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.408,,ctrp_chlorambucil,0.408,.+.
tipifarnib-p1,Not Clinically Relevant,,0.406,,ctrp_tipifarnib-P1,0.406,.+.
isoliquiritigenin,Not Clinically Relevant,,0.40399999999999997,,ctrp_isoliquiritigenin,0.404,.+.
kin001-270,Not Clinically Relevant,0.40299999999999997,,,gdsc_KIN001-270,0.403,+..
brd-m00053801,Not Clinically Relevant,,0.401,,ctrp_BRD-M00053801,0.401,.+.
darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.4,,ctrp_darinaparsin,0.4,.+.
compound 1541a,Not Clinically Relevant,,0.39799999999999996,,ctrp_Compound 1541A,0.398,.+.
compound 7d-cis,Not Clinically Relevant,,0.397,,ctrp_Compound 7d-cis,0.397,.+.
kw-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.395,,ctrp_KW-2449,0.395,.+.
epigallocatechin-3-monogallate,Not Clinically Relevant,,0.395,,ctrp_epigallocatechin-3-monogallate,0.395,.+.
ml050,Not Clinically Relevant,,0.395,,ctrp_ML050,0.395,.+.
brd-k92856060,Not Clinically Relevant,,0.39299999999999996,,ctrp_BRD-K92856060,0.393,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.392,,ctrp_PX-12,0.392,.+.
sz4ta2,Not Clinically Relevant,,0.392,,ctrp_SZ4TA2,0.392,.+.
jw-74,Not Clinically Relevant,,0.391,,ctrp_JW-74,0.391,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.391,,ctrp_AZD1480,0.391,.+.
ly-2183240,Not Clinically Relevant,,0.39,,ctrp_LY-2183240,0.39,.+.
foretinib,c-Met/VEGFR2 inhibitor,,0.39,,ctrp_foretinib,0.39,.+.
brd-a71883111,Not Clinically Relevant,,0.39,,ctrp_BRD-A71883111,0.39,.+.
xl765,PI3K/mTOR inhibitor,,0.38799999999999996,,ctrp_XL765,0.388,.+.
ceranib-2,Not Clinically Relevant,,0.387,,ctrp_ceranib-2,0.387,.+.
pf-4800567 hydrochloride,Not Clinically Relevant,,0.386,,ctrp_PF-4800567 hydrochloride,0.386,.+.
rg-108,Not Clinically Relevant,,0.386,,ctrp_RG-108,0.386,.+.
brd-k13999467,Not Clinically Relevant,,0.385,,ctrp_BRD-K13999467,0.385,.+.
vx-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.385,,ctrp_VX-680,0.385,.+.
16-beta-bromoandrosterone,Not Clinically Relevant,,0.38299999999999995,,ctrp_16-beta-bromoandrosterone,0.383,.+.
iu1,Not Clinically Relevant,,0.38299999999999995,,ctrp_IU1,0.383,.+.
necrostatin-7,Not Clinically Relevant,,0.381,,ctrp_necrostatin-7,0.381,.+.
ml203,Not Clinically Relevant,,0.381,,ctrp_ML203,0.381,.+.
gmx-1778,Not Clinically Relevant,,0.38,,ctrp_GMX-1778,0.38,.+.
tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.379,,ctrp_tacrolimus,0.379,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.379,,ctrp_lenvatinib,0.379,.+.
brd-k51831558,Not Clinically Relevant,,0.379,,ctrp_BRD-K51831558,0.379,.+.
brd-k29313308,Not Clinically Relevant,,0.377,,ctrp_BRD-K29313308,0.377,.+.
cil41,Not Clinically Relevant,,0.377,,ctrp_CIL41,0.377,.+.
brd-k24690302,Not Clinically Relevant,,0.376,,ctrp_BRD-K24690302,0.376,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.375,,ctrp_cytarabine hydrochloride,0.375,.+.
tacedinaline,Not Clinically Relevant,,0.375,,ctrp_tacedinaline,0.375,.+.
bms-270394,Not Clinically Relevant,,0.375,,ctrp_BMS-270394,0.375,.+.
repligen 136,Not Clinically Relevant,,0.373,,ctrp_Repligen 136,0.373,.+.
mdivi-1,Not Clinically Relevant,,0.37200000000000005,,ctrp_Mdivi-1,0.372,.+.
brd-k29086754,Not Clinically Relevant,,0.37200000000000005,,ctrp_BRD-K29086754,0.372,.+.
cay10576,Not Clinically Relevant,,0.371,,ctrp_CAY10576,0.371,.+.
nvp-adw742,Not Clinically Relevant,,0.37,,ctrp_NVP-ADW742,0.37,.+.
prima-1-met,Not Clinically Relevant,,0.37,,ctrp_PRIMA-1-Met,0.37,.+.
brd-k42260513,Not Clinically Relevant,,0.369,,ctrp_BRD-K42260513,0.369,.+.
npk76-ii-72-1,Not Clinically Relevant,0.369,,,gdsc_NPK76-II-72-1,0.369,+..
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.368,,ctrp_sitagliptin,0.368,.+.
sb-225002,Not Clinically Relevant,,0.368,,ctrp_SB-225002,0.368,.+.
lbh-589,HDAC inhibitor,,0.36700000000000005,,ctrp_LBH-589,0.367,.+.
apicidin,Not Clinically Relevant,,0.366,,ctrp_apicidin,0.366,.+.
compound 1b,Not Clinically Relevant,,0.366,,ctrp_compound 1B,0.366,.+.
lrrk2-in-1,Not Clinically Relevant,,0.365,,ctrp_LRRK2-IN-1,0.365,.+.
tivantinib,Met inhibitor,,0.365,,ctrp_tivantinib,0.365,.+.
necrosulfonamide,Not Clinically Relevant,,0.364,,ctrp_necrosulfonamide,0.364,.+.
sr1001,Not Clinically Relevant,,0.363,,ctrp_SR1001,0.363,.+.
triazolothiadiazine,Not Clinically Relevant,,0.363,,ctrp_triazolothiadiazine,0.363,.+.
kpt185,Not Clinically Relevant,,0.359,,ctrp_KPT185,0.359,.+.
nsc19630,Not Clinically Relevant,,0.359,,ctrp_NSC19630,0.359,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.359,,ctrp_fingolimod,0.359,.+.
nsc48300,Not Clinically Relevant,,0.358,,ctrp_NSC48300,0.358,.+.
nsc30930,Not Clinically Relevant,,0.358,,ctrp_NSC30930,0.358,.+.
bms-754807,Not Clinically Relevant,0.342,0.373,,gdsc_BMS-754807,0.358,++.
ml162,Not Clinically Relevant,,0.35700000000000004,,ctrp_ML162,0.357,.+.
mst-312,Not Clinically Relevant,,0.35600000000000004,,ctrp_MST-312,0.356,.+.
ac55649,Not Clinically Relevant,,0.35600000000000004,,ctrp_AC55649,0.356,.+.
rita,Not Clinically Relevant,,0.35600000000000004,,ctrp_RITA,0.356,.+.
isox,Not Clinically Relevant,,0.35600000000000004,,ctrp_ISOX,0.356,.+.
968,Not Clinically Relevant,,0.35600000000000004,,ctrp_968,0.356,.+.
brd-k11533227,Not Clinically Relevant,,0.35600000000000004,,ctrp_BRD-K11533227,0.356,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.355,,ctrp_omacetaxine mepesuccinate,0.355,.+.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.355,,ctrp_AZD4547,0.355,.+.
abt-199,Bcl2 inhibitor,,0.354,,ctrp_ABT-199,0.354,.+.
nsc23766,Not Clinically Relevant,,0.354,,ctrp_NSC23766,0.354,.+.
parbendazole,Not Clinically Relevant,,0.354,,ctrp_parbendazole,0.354,.+.
cisplatin,Not Clinically Relevant,0.354,,,gdsc_Cisplatin,0.354,+..
brd1835,Not Clinically Relevant,,0.35200000000000004,,ctrp_BRD1835,0.352,.+.
ym201636,Not Clinically Relevant,0.35200000000000004,,,gdsc_YM201636,0.352,+..
elcpk,Not Clinically Relevant,,0.35200000000000004,,ctrp_ELCPK,0.352,.+.
ki8751,Not Clinically Relevant,,0.35100000000000003,,ctrp_Ki8751,0.351,.+.
ski-ii,Not Clinically Relevant,,0.35100000000000003,,ctrp_SKI-II,0.351,.+.
cediranib,VEGFR inhibitor,,0.35,,ctrp_cediranib,0.35,.+.
pf-184,Not Clinically Relevant,,0.348,,ctrp_PF-184,0.348,.+.
isoevodiamine,Not Clinically Relevant,,0.348,,ctrp_isoevodiamine,0.348,.+.
brd6340,Not Clinically Relevant,,0.34700000000000003,,ctrp_BRD6340,0.347,.+.
qs-11,Not Clinically Relevant,,0.34700000000000003,,ctrp_QS-11,0.347,.+.
pdmp,Not Clinically Relevant,,0.34700000000000003,,ctrp_PDMP,0.347,.+.
brd-k90370028,Not Clinically Relevant,,0.34600000000000003,,ctrp_BRD-K90370028,0.346,.+.
cil70,Not Clinically Relevant,,0.34600000000000003,,ctrp_CIL70,0.346,.+.
bix-01294,Not Clinically Relevant,,0.345,,ctrp_BIX-01294,0.345,.+.
bibr-1532,Not Clinically Relevant,,0.345,,ctrp_BIBR-1532,0.345,.+.
belinostat,HDAC inhibitor (PXD101),0.247,0.439,,gdsc_Belinostat,0.343,++.
nsc 74859,Not Clinically Relevant,,0.34299999999999997,,ctrp_NSC 74859,0.343,.+.
bendamustine,alkylating agent,,0.34299999999999997,,ctrp_bendamustine,0.343,.+.
fgin-1-27,Not Clinically Relevant,,0.34299999999999997,,ctrp_FGIN-1-27,0.343,.+.
gw-843682x,Not Clinically Relevant,,0.34299999999999997,,ctrp_GW-843682X,0.343,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.341,,ctrp_vincristine,0.341,.+.
pifithrin-mu,Not Clinically Relevant,,0.34,,ctrp_pifithrin-mu,0.34,.+.
compound 23 citrate,Not Clinically Relevant,,0.34,,ctrp_Compound 23 citrate,0.34,.+.
brd-k75293299,Not Clinically Relevant,,0.34,,ctrp_BRD-K75293299,0.34,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.35700000000000004,0.321,,ctrp_daporinad,0.339,++.
nsc95397,Not Clinically Relevant,,0.337,,ctrp_NSC95397,0.337,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.337,,ctrp_TG-100-115,0.337,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.337,,ctrp_MGCD-265,0.337,.+.
pl-di,Not Clinically Relevant,,0.336,,ctrp_PL-DI,0.336,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.336,,ctrp_cimetidine,0.336,.+.
stf-31,Not Clinically Relevant,,0.336,,ctrp_STF-31,0.336,.+.
tpca-1,Not Clinically Relevant,0.38,0.29,,ctrp_TPCA-1,0.335,++.
cucurbitacin i,Not Clinically Relevant,,0.335,,ctrp_cucurbitacin I,0.335,.+.
brd-k84807411,Not Clinically Relevant,,0.335,,ctrp_BRD-K84807411,0.335,.+.
erastin,Not Clinically Relevant,,0.33399999999999996,,ctrp_erastin,0.334,.+.
brd-k86535717,Not Clinically Relevant,,0.33399999999999996,,ctrp_BRD-K86535717,0.334,.+.
yk 4-279,Not Clinically Relevant,,0.33399999999999996,,ctrp_YK 4-279,0.334,.+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.337,0.332,,ctrp_SN-38,0.334,++.
etp-46464,Not Clinically Relevant,,0.33299999999999996,,ctrp_ETP-46464,0.333,.+.
brd-k61166597,Not Clinically Relevant,,0.332,,ctrp_BRD-K61166597,0.332,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.332,,ctrp_KX2-391,0.332,.+.
mps-1-in-1,Not Clinically Relevant,0.332,,,gdsc_MPS-1-IN-1,0.332,+..
hg-5-113-01,Not Clinically Relevant,0.332,,,gdsc_HG-5-113-01,0.332,+..
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.332,,ctrp_decitabine,0.332,.+.
mi-2,Not Clinically Relevant,,0.331,,ctrp_MI-2,0.331,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.331,,ctrp_itraconazole,0.331,.+.
necrostatin-1,Not Clinically Relevant,,0.33,,ctrp_necrostatin-1,0.33,.+.
sgx-523, Met inhibitor,,0.33,,ctrp_SGX-523,0.33,.+.
jw-55,Not Clinically Relevant,,0.327,,ctrp_JW-55,0.327,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.326,,ctrp_rigosertib,0.326,.+.
brd-k34222889,Not Clinically Relevant,,0.325,,ctrp_BRD-K34222889,0.325,.+.
brd-k02251932,Not Clinically Relevant,,0.325,,ctrp_BRD-K02251932,0.325,.+.
fqi-2,Not Clinically Relevant,,0.325,,ctrp_FQI-2,0.325,.+.
hli 373,Not Clinically Relevant,,0.324,,ctrp_HLI 373,0.324,.+.
ml006,Not Clinically Relevant,,0.324,,ctrp_ML006,0.324,.+.
vorinostat,HDAC inhibitor (SAHA),0.292,0.35700000000000004,,gdsc_Vorinostat,0.324,++.
brd-k66532283,Not Clinically Relevant,,0.32299999999999995,,ctrp_BRD-K66532283,0.323,.+.
brd-k41597374,Not Clinically Relevant,,0.322,,ctrp_BRD-K41597374,0.322,.+.
ml031,Not Clinically Relevant,,0.322,,ctrp_ML031,0.322,.+.
am-580,Not Clinically Relevant,,0.321,,ctrp_AM-580,0.321,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.321,,ctrp_thalidomide,0.321,.+.
at-406,Not Clinically Relevant,,0.32,,ctrp_AT-406,0.32,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.32,,ctrp_GSK461364,0.32,.+.
cay10618,Not Clinically Relevant,,0.32,,ctrp_CAY10618,0.32,.+.
su11274,Not Clinically Relevant,,0.318,,ctrp_SU11274,0.318,.+.
pandacostat,Not Clinically Relevant,,0.318,,ctrp_pandacostat,0.318,.+.
elocalcitol,vitamin D receptor agonist,,0.318,,ctrp_elocalcitol,0.318,.+.
birb-796,Not Clinically Relevant,,0.317,,ctrp_BIRB-796,0.317,.+.
manumycin a,Not Clinically Relevant,,0.317,,ctrp_manumycin A,0.317,.+.
ml311,Not Clinically Relevant,,0.317,,ctrp_ML311,0.317,.+.
brd-k35604418,Not Clinically Relevant,,0.317,,ctrp_BRD-K35604418,0.317,.+.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.317,,ctrp_lomeguatrib,0.317,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.317,,ctrp_neuronal differentiation inducer III,0.317,.+.
brd-k70511574,Not Clinically Relevant,,0.317,,ctrp_BRD-K70511574,0.317,.+.
brd-k66453893,Not Clinically Relevant,,0.316,,ctrp_BRD-K66453893,0.316,.+.
chm-1,Not Clinically Relevant,,0.316,,ctrp_CHM-1,0.316,.+.
ku-0063794,Not Clinically Relevant,,0.316,,ctrp_KU-0063794,0.316,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.315,,ctrp_sildenafil,0.315,.+.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.315,,ctrp_trifluoperazine,0.315,.+.
brd-k96431673,Not Clinically Relevant,,0.314,,ctrp_BRD-K96431673,0.314,.+.
plx-4032,BRAF (V600E) inhibitor,,0.314,,ctrp_PLX-4032,0.314,.+.
brd-a86708339,Not Clinically Relevant,,0.314,,ctrp_BRD-A86708339,0.314,.+.
tipifarnib-p2,Not Clinically Relevant,,0.313,,ctrp_tipifarnib-P2,0.313,.+.
nsc632839,Not Clinically Relevant,,0.312,,ctrp_NSC632839,0.312,.+.
brd-k80183349,Not Clinically Relevant,,0.312,,ctrp_BRD-K80183349,0.312,.+.
brd-k44224150,Not Clinically Relevant,,0.311,,ctrp_BRD-K44224150,0.311,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.311,,ctrp_ciclopirox,0.311,.+.
jw-480,Not Clinically Relevant,,0.311,,ctrp_JW-480,0.311,.+.
ml083,Not Clinically Relevant,,0.311,,ctrp_ML083,0.311,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.311,,ctrp_tandutinib,0.311,.+.
ly-2157299,Not Clinically Relevant,,0.308,,ctrp_LY-2157299,0.308,.+.
nsc-207895,Not Clinically Relevant,0.308,,,gdsc_NSC-207895,0.308,+..
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.308,,ctrp_brivanib,0.308,.+.
brd1812,Not Clinically Relevant,,0.308,,ctrp_BRD1812,0.308,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.308,,ctrp_gossypol,0.308,.+.
brd-k78574327,Not Clinically Relevant,,0.308,,ctrp_BRD-K78574327,0.308,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.307,,ctrp_curcumin,0.307,.+.
5-fluorouracil,antimetabolite,0.307,,,gdsc_5-Fluorouracil,0.307,+..
nakiterpiosin,Not Clinically Relevant,,0.306,,ctrp_nakiterpiosin,0.306,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.306,,ctrp_nintedanib,0.306,.+.
pitstop2,Not Clinically Relevant,,0.305,,ctrp_pitstop2,0.305,.+.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.305,,ctrp_hyperforin,0.305,.+.
b02,Not Clinically Relevant,,0.305,,ctrp_B02,0.305,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.305,,ctrp_mitomycin,0.305,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.304,,ctrp_BYL-719,0.304,.+.
teniposide,Topo II inhibitor,,0.303,,ctrp_teniposide,0.303,.+.
sb-525334,Not Clinically Relevant,,0.303,,ctrp_SB-525334,0.303,.+.
pf-3758309,Not Clinically Relevant,,0.302,,ctrp_PF-3758309,0.302,.+.
zg-10,Not Clinically Relevant,0.302,,,gdsc_ZG-10,0.302,+..
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.301,,ctrp_cyclophosphamide,0.301,.+.
brd8899,Not Clinically Relevant,,0.301,,ctrp_BRD8899,0.301,.+.
prima-1,Not Clinically Relevant,,0.301,,ctrp_PRIMA-1,0.301,.+.
camptothecin,Not Clinically Relevant,0.3,,,gdsc_Camptothecin,0.3,+..
hc-067047,Not Clinically Relevant,,0.3,,ctrp_HC-067047,0.3,.+.
fedratinib,JAK2 inhibitor,0.3,,,gdsc_Fedratinib,0.3,+..
brd-k34099515,Not Clinically Relevant,,0.299,,ctrp_BRD-K34099515,0.299,.+.
cerulenin,Not Clinically Relevant,,0.299,,ctrp_cerulenin,0.299,.+.
merck60,Not Clinically Relevant,,0.298,,ctrp_Merck60,0.298,.+.
pyr-41,Not Clinically Relevant,,0.298,,ctrp_PYR-41,0.298,.+.
cil55a,Not Clinically Relevant,,0.297,,ctrp_CIL55A,0.297,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.297,,ctrp_GSK1059615,0.297,.+.
at7867,Not Clinically Relevant,,0.297,,ctrp_AT7867,0.297,.+.
brd-k37390332,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K37390332,0.296,.+.
srt-1720,Not Clinically Relevant,,0.29600000000000004,,ctrp_SRT-1720,0.296,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.295,,ctrp_niclosamide,0.295,.+.
ch-55,Not Clinically Relevant,,0.294,,ctrp_Ch-55,0.294,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.294,,ctrp_fluvastatin,0.294,.+.
etoposide,Topo II inhibitor,0.244,0.34299999999999997,,gdsc_Etoposide,0.294,++.
fluorouracil,antimetabolite,,0.293,,ctrp_fluorouracil,0.293,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.293,,ctrp_GSK-3 inhibitor IX,0.293,.+.
brd-k96970199,Not Clinically Relevant,,0.293,,ctrp_BRD-K96970199,0.293,.+.
unc0638,Not Clinically Relevant,0.27399999999999997,0.309,,gdsc_UNC0638,0.292,++.
qw-bi-011,Not Clinically Relevant,,0.292,,ctrp_QW-BI-011,0.292,.+.
lbw242,Not Clinically Relevant,,,0.292,ccle_LBW242,0.292,..+
ko-143,Not Clinically Relevant,,0.292,,ctrp_Ko-143,0.292,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.292,,ctrp_RO4929097,0.292,.+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.31,0.272,,ctrp_PHA-793887,0.291,++.
cd-437,Not Clinically Relevant,,0.29100000000000004,,ctrp_CD-437,0.291,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.29100000000000004,,ctrp_N9-isopropylolomoucine,0.291,.+.
brd-a94377914,Not Clinically Relevant,,0.29100000000000004,,ctrp_BRD-A94377914,0.291,.+.
i-bet-762,Not Clinically Relevant,0.29,,,gdsc_I-BET-762,0.29,+..
brd-k30019337,Not Clinically Relevant,,0.289,,ctrp_BRD-K30019337,0.289,.+.
entinostat,HDAC inhibitor,0.26,0.315,,gdsc_Entinostat,0.288,++.
prl-3 inhibitor i,Not Clinically Relevant,,0.28800000000000003,,ctrp_PRL-3 inhibitor I,0.288,.+.
fqi-1,Not Clinically Relevant,,0.28800000000000003,,ctrp_FQI-1,0.288,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.287,,ctrp_vorapaxar,0.287,.+.
bms-345541,Not Clinically Relevant,0.32799999999999996,0.245,,ctrp_BMS-345541,0.286,++.
zm447439,Not Clinically Relevant,0.28600000000000003,,,gdsc_ZM447439,0.286,+..
osi-027,Not Clinically Relevant,0.281,0.29100000000000004,,gdsc_OSI-027,0.286,++.
nvp-231,Not Clinically Relevant,,0.285,,ctrp_NVP-231,0.285,.+.
bardoxolone methyl,Not Clinically Relevant,,0.285,,ctrp_bardoxolone methyl,0.285,.+.
pf-573228,Not Clinically Relevant,,0.285,,ctrp_PF-573228,0.285,.+.
pi-103,Not Clinically Relevant,0.22899999999999998,0.34,,gdsc_PI-103,0.284,++.
jq-1,Not Clinically Relevant,,0.284,,ctrp_JQ-1,0.284,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.284,,ctrp_dacarbazine,0.284,.+.
brd-k02492147,Not Clinically Relevant,,0.28300000000000003,,ctrp_BRD-K02492147,0.283,.+.
cytochalasin b,Not Clinically Relevant,,0.28300000000000003,,ctrp_cytochalasin B,0.283,.+.
ml210,Not Clinically Relevant,,0.28300000000000003,,ctrp_ML210,0.283,.+.
wz3105,Not Clinically Relevant,0.282,,,gdsc_WZ3105,0.282,+..
cx-5461,Not Clinically Relevant,0.282,,,gdsc_CX-5461,0.282,+..
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.282,,ctrp_triptolide,0.282,.+.
cr-1-31b,Not Clinically Relevant,,0.282,,ctrp_CR-1-31B,0.282,.+.
brd-k85133207,Not Clinically Relevant,,0.281,,ctrp_BRD-K85133207,0.281,.+.
sch-79797,Not Clinically Relevant,,0.27899999999999997,,ctrp_SCH-79797,0.279,.+.
ouabain,Not Clinically Relevant,,0.27899999999999997,,ctrp_ouabain,0.279,.+.
