,BT084
ctrp_BRD-K75293299,0.3484725798273212
ctrp_LY-2183240,0.34776719537806183
ctrp_bexarotene,0.3476211885242528
ctrp_apicidin,0.347058522326878
ctrp_sitagliptin,0.3469368722580475
ctrp_BMS-754807,0.3468373885954918
ctrp_FSC231,0.3466009356851583
ctrp_ceranib-2,0.3456753243588183
ctrp_TG-100-115,0.345533858115489
ctrp_ISOX,0.34552982652469555
ctrp_tacedinaline,0.3454478824001794
ctrp_Mdivi-1,0.34489261457718356
ctrp_BRD6340,0.3446641922197077
ctrp_fingolimod,0.34443877505445547
ctrp_BRD-K42260513,0.3439658873585787
ctrp_BRD-K61166597,0.3438446936492903
ctrp_AZD1480,0.34369088767408185
ctrp_elocalcitol,0.34325838505017897
ctrp_pazopanib,0.3429195071815085
ctrp_PF-184,0.34283468053382227
ctrp_PI-103,0.3418444386770683
ctrp_BRD-K29313308,0.340936586964833
ctrp_Ki8751,0.34043492230473804
ctrp_NSC95397,0.34040828553384883
ctrp_KPT185,0.338930766788388
ctrp_BRD-K80183349,0.33771347933096324
ctrp_NSC19630,0.3376159713899375
ctrp_BRD-K41597374,0.33731518809281846
ctrp_etoposide,0.33643502981261264
ctrp_vorinostat,0.33641443452559455
ctrp_BRD-K44224150,0.33581495274364626
ctrp_ML006,0.33564268880367615
ctrp_HC-067047,0.3355408290615668
ctrp_Compound 23 citrate,0.3350309259877013
ctrp_AT-406,0.33488037909691803
ctrp_isoevodiamine,0.3343079051307032
ctrp_BRD-K51831558,0.33359787938985314
ctrp_BRD-K84807411,0.33313079880131113
ctrp_lomeguatrib,0.3328709540232792
ctrp_necrostatin-1,0.3327788985554542
gdsc_Cisplatin,0.33240276570859284
ctrp_bendamustine,0.33166009830957904
ctrp_BRD-K02492147,0.3316583993661615
ctrp_BRD-K04800985,0.33061296169814647
ctrp_PLX-4032,0.3303908141074097
ctrp_JW-480,0.33029752859134964
ctrp_hyperforin,0.3296112491516441
ctrp_KU-55933,0.32874101586219134
ctrp_triazolothiadiazine,0.32866886610437424
ctrp_ETP-46464,0.32838829985849627
ctrp_SN-38,0.32837784701844025
ctrp_sorafenib,0.328212704412432
ctrp_QS-11,0.3279688787876243
ctrp_FQI-1,0.3278889053040207
ctrp_teniposide,0.3275337185647979
ctrp_brivanib,0.3271262259387824
ctrp_LRRK2-IN-1,0.32687256532511444
ctrp_NVP-TAE684,0.3266218001473838
ctrp_navitoclax,0.3264162793606004
ctrp_MI-2,0.32615471172341565
ctrp_parbendazole,0.32564978815968626
ctrp_BRD8899,0.3251610296977066
ctrp_PYR-41,0.32474203778168603
ctrp_SU11274,0.3246206345645291
ctrp_MK-2206,0.3243815563768902
ctrp_SGX-523,0.3232539621854394
gdsc_HG-5-113-01,0.3231308371102187
ctrp_ML162,0.32276299600581687
ctrp_gossypol,0.32242219670346617
ctrp_sunitinib,0.32195048166868656
ctrp_NSC48300,0.32187414131222897
ctrp_YK 4-279,0.3212267439414221
ctrp_MI-1,0.3210949150063924
ctrp_erastin,0.32075515120985343
ctrp_pandacostat,0.3204460598340005
ctrp_cyclophosphamide,0.3203134852369637
ctrp_BYL-719,0.3198019498134392
ctrp_GMX-1778,0.31978334286512533
ctrp_vincristine,0.31947145276929556
gdsc_BMS-754807,0.31946961159106685
ctrp_tivantinib,0.31939491940236797
ctrp_pifithrin-mu,0.3186959723334045
ctrp_KU-0063794,0.31863324855283454
ctrp_manumycin A,0.3183603842724229
gdsc_Vorinostat,0.3183284218417095
ctrp_topotecan,0.3178261550873155
ctrp_nintedanib,0.31753739216948673
ctrp_BRD-K86535717,0.3175269574779508
ctrp_BIX-01294,0.31749624159041423
ctrp_BRD-K85133207,0.3172352349717282
ctrp_AM-580,0.3168396037556298
ctrp_RO4929097,0.31681421112534164
ctrp_decitabine,0.3168126590892838
ctrp_itraconazole,0.3163644205261849
ctrp_FQI-2,0.31634422654258143
ctrp_FGIN-1-27,0.3156598075315987
ctrp_vorapaxar,0.31492990476288785
ctrp_BRD-K70511574,0.31474725890273497
ctrp_CAY10576,0.31407596485393047
ctrp_BIRB-796,0.3140625316290365
ctrp_NVP-231,0.3137467179749354
ctrp_N9-isopropylolomoucine,0.3137415548852427
ctrp_entinostat,0.3132614924388798
ctrp_ML083,0.31231750331165975
ctrp_ML311,0.31215224803592484
ctrp_BRD-K34222889,0.3116594619695057
ctrp_BI-2536,0.31141495347690407
ctrp_BRD-K96970199,0.3112682298069319
ctrp_myriocin,0.31046755722616126
ctrp_ciclopirox,0.3100144036726804
ctrp_GSK1059615,0.309913305038918
ctrp_crizotinib,0.30955524316861005
ctrp_VX-680,0.30947219958316047
ctrp_BMS-536924,0.3092965543200207
ctrp_BRD-K16147474,0.3091477638916584
ctrp_importazole,0.3083993925828789
ctrp_BRD-K34099515,0.30832386959985586
ctrp_PL-DI,0.30821734113954335
ctrp_BRD-K66532283,0.30794523626334375
ctrp_BRD-K66453893,0.3076093089520491
ctrp_KX2-391,0.30748047852453486
ctrp_temozolomide,0.3065088669512379
gdsc_NSC-207895,0.30610672436751063
ctrp_BRD-K30019337,0.30594387568940595
ctrp_CIL70,0.3055934328657083
gdsc_MPS-1-IN-1,0.3054265621346024
ctrp_ML312,0.30452987586592395
ctrp_L-685458,0.30450387788751304
gdsc_ZM447439,0.30429925999164603
ctrp_tandutinib,0.30400789465057076
ctrp_cediranib,0.30244559403985755
ctrp_CAY10618,0.302171055009405
ctrp_BRD-K90370028,0.30169210091604537
ctrp_dacarbazine,0.30165030235616297
ctrp_GSK-3 inhibitor IX,0.30156233282653044
ctrp_NPC-26,0.3015350715014217
ctrp_pitstop2,0.3013396345990132
ctrp_tipifarnib-P2,0.30107882759667504
ctrp_BRD1812,0.30085181792055105
ctrp_BRD-K17060750,0.3005384630535443
ctrp_HLI 373,0.3001440933455059
ctrp_PF-573228,0.2999570655945669
gdsc_YM201636,0.2996976234597206
ctrp_ML031,0.2996745602100477
ctrp_neopeltolide,0.299669952135183
ctrp_cucurbitacin I,0.2987022803218769
ctrp_mitomycin,0.2985531337771609
ctrp_B02,0.29813716997609907
ctrp_I-BET151,0.2978491047997656
ctrp_necrosulfonamide,0.2978347709666816
ctrp_neuronal differentiation inducer III,0.2974272749218084
ctrp_LY-2157299,0.29644748209121563
ctrp_linifanib,0.2957446408080309
ctrp_pifithrin-alpha,0.29547870787315084
ctrp_PIK-93,0.29519208069957836
ctrp_QW-BI-011,0.29501363442554995
ctrp_BRD-A94377914,0.294410529445748
ctrp_GSK461364,0.2942367094515545
ctrp_CD-1530,0.2941137762453252
ctrp_PHA-793887,0.2937039198759431
gdsc_WZ3105,0.29346798121721207
ctrp_CIL55A,0.29334148061669896
ctrp_trifluoperazine,0.2933064266370834
ctrp_AZD6482,0.2928629696222654
ctrp_nakiterpiosin,0.29216758636888207
ctrp_Bax channel blocker,0.2915611363061097
ctrp_BRD-K35604418,0.29147870547228993
ctrp_alvocidib,0.2907519948006968
ctrp_STF-31,0.290347973896422
ctrp_curcumin,0.2893975979948381
gdsc_ZG-10,0.2891539017790184
ctrp_rigosertib,0.28907149366794327
ctrp_KU-60019,0.28872683872184035
ctrp_OSI-027,0.2884671618948018
ctrp_fluorouracil,0.2873341648337354
ctrp_silmitasertib,0.28713465953944767
ctrp_thalidomide,0.28711370365072264
ctrp_NVP-BEZ235,0.2867777855984875
ctrp_GDC-0941,0.28673951300822736
ctrp_ZSTK474,0.2867376530151334
ctrp_TGX-221,0.2865430008403618
ctrp_Ch-55,0.2864422798286703
ctrp_TW-37,0.28608566214024256
ctrp_momelotinib,0.28586707394494193
ctrp_CD-437,0.2850095842013829
ctrp_GSK525762A,0.2843392208435226
ctrp_salermide,0.2841129794629969
ctrp_UNC0638,0.28371981125799156
ctrp_daporinad,0.2836544315711982
ctrp_GANT-61,0.2833553246100232
ctrp_MK-1775,0.2833230209984119
ctrp_BRD-K37390332,0.2828858961664593
gdsc_OSI-027,0.282870463270893
ctrp_tamatinib,0.2821486003354667
ctrp_cerulenin,0.2819986109104024
ctrp_bardoxolone methyl,0.2818152056623869
ctrp_dinaciclib,0.2814507254918469
ctrp_Ko-143,0.2813051592435799
ctrp_BRD-K96431673,0.28104135754438153
ctrp_doxorubicin,0.2808339271318152
ctrp_Merck60,0.2805923598263708
ctrp_cimetidine,0.2802369559847809
ctrp_3-Cl-AHPC,0.28012326043334046
ctrp_purmorphamine,0.2792723206776442
ctrp_BRD9876,0.27913953171567113
gdsc_CX-5461,0.27910504795104374
ctrp_TPCA-1,0.27909953951215355
ctrp_narciclasine,0.27898897016172525
ctrp_tigecycline,0.2784106278390391
ctrp_SRT-1720,0.2784038160102843
ctrp_clofarabine,0.2782055695005875
ctrp_AZ-3146,0.27764941294828976
ctrp_NSC632839,0.2769925317062346
ctrp_CR-1-31B,0.27678774086431523
ctrp_PF-3758309,0.2763698230839205
ctrp_triptolide,0.27627328813220037
ctrp_ML258,0.2761220053962178
ctrp_JQ-1,0.2752796245821317
ctrp_SB-525334,0.2752703838996627
ctrp_MG-132,0.2740897453734971
ctrp_CHM-1,0.2736721423211978
ctrp_CHIR-99021,0.2732998921523978
ctrp_SCH-79797,0.2727464639499383
ctrp_phloretin,0.27159677417309214
ctrp_PRL-3 inhibitor I,0.2709474974017574
ctrp_quizartinib,0.27044683913884093
ctrp_GW-405833,0.2702489901945262
ctrp_OSI-930,0.27022047058256166
ctrp_niclosamide,0.26990685477821
ctrp_cyanoquinoline 11,0.26942220058165356
ctrp_ciclosporin,0.2688528532737201
ctrp_SCH-529074,0.26866703009464576
ctrp_CAL-101,0.26861643058659335
ctrp_paclitaxel,0.2673929747579632
ctrp_gemcitabine,0.26729822195996683
gdsc_AR-42,0.26652158226132233
ctrp_BRD-K45681478,0.26638144317183815
ctrp_prochlorperazine,0.26623919516053907
ctrp_CIL56,0.26605358685819847
ctrp_R428,0.26568962278439817
ctrp_leptomycin B,0.26497007635795133
gdsc_QL-X-138,0.26414352276725656
ctrp_bleomycin A2,0.26236171530703445
ctrp_semagacestat,0.26232906783358717
ctrp_ML320,0.2621432791086201
gdsc_UNC0638,0.2620282336703008
ctrp_piperlongumine,0.2611864312945428
ctrp_SB-743921,0.26072724111291845
ctrp_NVP-BSK805,0.26072146398094326
gdsc_CAY10603,0.2605071133271686
ctrp_SMER-3,0.26041556246010555
ctrp_GSK2636771,0.260321361464704
ctrp_temsirolimus,0.2600111237901701
ctrp_sirolimus,0.25972395763421074
ctrp_cytochalasin B,0.25897619516454545
ctrp_CAY10594,0.25886640230323077
ctrp_fluvastatin,0.25869449502000796
ctrp_PF-750,0.25848888965991196
ctrp_PAC-1,0.25813723439709996
ctrp_methylstat,0.25810920719189895
ctrp_obatoclax,0.2580654067094902
ctrp_MK-0752,0.2580265327591105
ctrp_PRIMA-1,0.2578500622885583
ctrp_CI-976,0.2577948915905366
ctrp_blebbistatin,0.2574991816652338
ctrp_BRD-K27224038,0.25733514017569303
ctrp_BRD-K78574327,0.25708279517143745
ctrp_WZ4002,0.2570734595827689
ctrp_BRD-A02303741,0.25681480938176937
ctrp_UNC0321,0.2562092711162846
ctrp_EX-527,0.2560864113445058
ctrp_SR-II-138A,0.2552650882175202
ctrp_WP1130,0.25446640061883097
ctrp_nutlin-3,0.25440354316973784
gdsc_Belinostat,0.25426503787069293
ctrp_HBX-41108,0.253934132845882
ctrp_LE-135,0.25338676890342143
ctrp_BRD-K41334119,0.2530168310698302
ctrp_palmostatin B,0.2530023611775583
ctrp_docetaxel,0.2525618485285155
ctrp_RAF265,0.2524851293983673
ctrp_regorafenib,0.2524488841414933
ctrp_dexamethasone,0.2524394553834928
ctrp_KU 0060648,0.25157516887676046
ctrp_pyrazolanthrone,0.2509014777045304
ctrp_AGK-2,0.2503416953027792
ctrp_BRD-K14844214,0.25016568990768057
ctrp_TG-101348,0.24710121428383494
ctrp_ouabain,0.24703096406097713
ctrp_bosutinib,0.24651290780594684
ctrp_oligomycin A,0.24641362936095956
ctrp_parthenolide,0.2460815446616306
gdsc_CUDC-101,0.24580676448023472
ctrp_WZ8040,0.24515772685428455
ctrp_vandetanib,0.2437622124099906
gdsc_GSK690693,0.2429215278044207
ctrp_betulinic acid,0.24290571233320707
ctrp_KH-CB19,0.24185594609193112
ctrp_AZD8055,0.24140298259945542
ctrp_BRD-K01737880,0.24116663020577483
ctrp_ML210,0.24054239385991097
ctrp_pevonedistat,0.24030571506478207
ctrp_AZD7762,0.23924099920179254
gdsc_JW-7-24-1,0.23797332409668945
ctrp_AT7867,0.23725226455011478
gdsc_PI-103,0.23715759086444954
ctrp_BMS-345541,0.23686135310654155
ctrp_DBeQ,0.23531184441181993
gdsc_Genentech Cpd 10,0.23412655788575087
"ctrp_1S,3R-RSL-3",0.2316146522638138
ctrp_BRD-K30748066,0.23147043843502454
ctrp_StemRegenin 1,0.23140696122198098
ctrp_lovastatin,0.22847870145103738
ctrp_BRD4132,0.22835836282741315
ccle_AEW541,0.22813636341549057
ctrp_MLN2480,0.22802185856037513
gdsc_WIKI4,0.22464950574900455
ctrp_SNS-032,0.2190446903262979
ctrp_myricetin,0.20583436875628985
gdsc_Mitomycin-C,0.2012305953346897
ctrp_fulvestrant,0.1988127631682501
gdsc_THZ-2-102-1,0.18927701383674936
ctrp_methotrexate,0.1879283422877916
ctrp_BRD-K71935468,-0.1798825195252787
gdsc_Etoposide,-0.19972772249542253
gdsc_Sepantronium bromide,-0.20601549225124285
ctrp_bafilomycin A1,-0.20874007993612154
gdsc_IPA-3,-0.21461649500656296
ctrp_SID 26681509,-0.21853493600905807
ctrp_BRD-K33514849,-0.21885069465613144
ccle_RAF265,-0.22489987476532727
gdsc_Doxorubicin,-0.2251427245825441
gdsc_Vinorelbine,-0.22531582611640705
ctrp_BRD-K97651142,-0.22629502803119952
ctrp_YM-155,-0.2266477387648157
ctrp_BRD-K63431240,-0.2293442053746408
ccle_AZD0530,-0.23082930078610764
gdsc_Phenformin,-0.23090374100584385
ctrp_bortezomib,-0.23229314354930947
ccle_Lapatinib,-0.2326048982076197
gdsc_Dacinostat,-0.23424384779247198
gdsc_TW 37,-0.23435944018653265
ccle_17-AAG,-0.23553403170938303
gdsc_QL-XII-47,-0.23711760419222566
gdsc_Nilotinib,-0.2378188989625463
ctrp_neratinib,-0.23942750008059668
ctrp_BRD8958,-0.24014558177061365
ccle_TAE684,-0.24294078540154357
ctrp_austocystin D,-0.2434356957741891
gdsc_Gemcitabine,-0.24413664354892678
ctrp_BRD-K48477130,-0.24491390270742225
ctrp_avicin D,-0.24515356177527514
gdsc_TL-1-85,-0.24617098836040374
ccle_Topotecan,-0.24640812783676946
ccle_ZD-6474,-0.24793888832350552
ctrp_MLN2238,-0.24819951290304765
ctrp_gefitinib,-0.24904124393762614
ctrp_selumetinib,-0.24924151929599606
ctrp_brefeldin A,-0.24927911997506133
ctrp_BRD-K09344309,-0.2503741740459554
gdsc_Lestauritinib,-0.252036320211707
ctrp_SNX-2112,-0.25287864325929477
gdsc_SB590885,-0.25297083772273804
ctrp_spautin-1,-0.25511234914814285
ctrp_BEC,-0.25515156743346146
ctrp_valdecoxib,-0.2551639268845074
ctrp_tanespimycin,-0.25552170739780206
gdsc_NG-25,-0.25682223039338953
ctrp_BRD-K94991378,-0.2573965888218692
ctrp_BRD-A05715709,-0.2578306584780803
gdsc_SNX-2112,-0.2578758818620197
ctrp_COL-3,-0.25791398789098297
ctrp_VU0155056,-0.2582951412935127
gdsc_JQ1,-0.25869803578710154
ccle_Erlotinib,-0.2601909473059076
ctrp_marinopyrrole A,-0.2607614476352413
ctrp_saracatinib,-0.26079020284948695
ctrp_canertinib,-0.2608058284141301
ctrp_BCL-LZH-4,-0.2608809247507356
gdsc_5-Fluorouracil,-0.2611843832552782
ctrp_BRD-A86708339,-0.2612709920868573
ctrp_KHS101,-0.26157606423553653
gdsc_Camptothecin,-0.2618250856686789
gdsc_YK-4-279,-0.26193849835095845
ctrp_VER-155008,-0.2637330162723569
gdsc_Elesclomol,-0.2653734956123891
ccle_TKI258,-0.26628379831758586
ctrp_GSK-J4,-0.2667933158380841
ccle_Paclitaxel,-0.26755524843176265
gdsc_Epothilone B,-0.2682851420095629
ctrp_C6-ceramide,-0.26844006354063965
ctrp_tosedostat,-0.27028176259852055
ctrp_AZD7545,-0.27073368345416954
gdsc_Vinblastine,-0.2711987498734902
gdsc_DMOG,-0.2719281036195641
gdsc_Imatinib,-0.2720282320507407
gdsc_Omipalisib,-0.27229721720947725
gdsc_BAY-61-3606,-0.27320189101399306
ctrp_BRD-K55116708,-0.27389235960924213
ctrp_BRD-K48334597,-0.274664159499896
gdsc_CP466722,-0.2749248879882799
gdsc_Methotrexate,-0.27496398199042915
gdsc_AZD7762,-0.2750101476295711
ctrp_masitinib,-0.2750396871926552
gdsc_GSK650394,-0.2750829189121881
gdsc_THZ-2-49,-0.2756115042517399
ctrp_BRD-K71781559,-0.2771652607934522
gdsc_Seliciclib,-0.27791510385238527
ccle_Sorafenib,-0.2785209391450307
ctrp_veliparib,-0.2789187714608737
gdsc_GW843682X,-0.28032238619166
ctrp_nelarabine,-0.2812243166181519
gdsc_Erlotinib,-0.282322234497231
gdsc_BX796,-0.2830306057183239
gdsc_Fedratinib,-0.28386626677575727
ctrp_SJ-172550,-0.28388148055860235
ctrp_CID-5951923,-0.28426800026284094
ctrp_lapatinib,-0.2846479950076437
ctrp_simvastatin,-0.2855535092120698
gdsc_PFI-1,-0.28830198077936225
ccle_PD-0325901,-0.29060141039252574
gdsc_Lapatinib,-0.2925264572533472
gdsc_Shikonin,-0.2928118232910878
gdsc_Pyrimethamine,-0.29399720106906907
gdsc_Thapsigargin,-0.29516872095641217
gdsc_AT-7519,-0.29557916418816027
ctrp_ifosfamide,-0.2971376858044334
ctrp_azacitidine,-0.2976568869999941
gdsc_Entinostat,-0.297693310467853
ctrp_ML334 diastereomer,-0.2977330900280019
ccle_PD-0332991,-0.29776274786440576
ccle_PLX4720,-0.2983180854240399
gdsc_PHA-793887,-0.299376111422747
gdsc_BI-2536,-0.2996312552197608
ctrp_GDC-0879,-0.29988043958777494
gdsc_AS605240,-0.30000051485753887
gdsc_KIN001-244,-0.30006798926802253
ctrp_PD318088,-0.3005343968537508
ccle_Irinotecan,-0.30056704791275085
ccle_PF2341066,-0.3014717627155627
ctrp_WAY-362450,-0.3024199489963168
gdsc_Embelin,-0.3036775024693271
ctrp_AA-COCF3,-0.30371760526909664
gdsc_OSU-03012,-0.30374790408724534
gdsc_I-BET-762,-0.30557751668879074
ctrp_erismodegib,-0.30594852633993685
ctrp_pluripotin,-0.3059904579836839
ctrp_fumonisin B1,-0.30611465978582325
ctrp_afatinib,-0.3065017757285217
ctrp_BRD-K64610608,-0.3075900975968881
gdsc_JQ12,-0.3079956233794716
ccle_PHA-665752,-0.30832994725343316
gdsc_PIK-93,-0.3092720830465984
ctrp_tivozanib,-0.30952266964016734
ctrp_trametinib,-0.3099921566966312
gdsc_Bleomycin,-0.31009203151769055
ctrp_dasatinib,-0.3106603300291145
ctrp_BRD-K27986637,-0.310879669124483
ctrp_BRD-K50799972,-0.31109162504305754
ctrp_istradefylline,-0.31212674081437397
ccle_L-685458,-0.31382858330699787
ccle_LBW242,-0.31469627789201393
gdsc_Docetaxel,-0.3147659677077818
gdsc_AZD8055,-0.3153821684007339
gdsc_Pictilisib,-0.3159244058271965
ctrp_GSK4112,-0.3160514477809903
ctrp_VAF-347,-0.3168504466045603
ctrp_IC-87114,-0.3178427406588192
ctrp_AT13387,-0.3190085860333111
ctrp_ML029,-0.3191481592692458
ctrp_BRD-K29086754,-0.31949863386167626
gdsc_Luminespib,-0.3197656595994043
gdsc_Ponatinib,-0.32034991782756855
gdsc_SN-38,-0.3205418614125222
gdsc_Zibotentan,-0.3205997448032303
ccle_AZD6244,-0.3209856058205857
gdsc_XMD8-92,-0.3212562984458212
ctrp_IPR-456,-0.3216913295391922
gdsc_A-443654,-0.32242331833372573
gdsc_Saracatinib,-0.32346314306633733
gdsc_CMK,-0.3240979933658821
gdsc_Cytarabine,-0.3248057938225136
gdsc_Palbociclib,-0.3252871616166629
gdsc_JNK-9L,-0.32647283864119087
ctrp_BRD-K09587429,-0.3270746445267369
gdsc_CCT-018159,-0.3273480430076435
gdsc_GSK269962A,-0.32790856105378724
gdsc_ZSTK474,-0.3283199221941491
gdsc_S-Trityl-L-cysteine,-0.3288395627092483
gdsc_Obatoclax Mesylate,-0.32921381735946564
gdsc_Pevonedistat,-0.3295331278480995
gdsc_Tipifarnib,-0.33075384598970126
gdsc_Midostaurin,-0.33148756249796607
ccle_Nutlin-3,-0.33153622491584395
gdsc_MK-2206,-0.3320809240311369
ctrp_A-804598,-0.3336974634439355
gdsc_PF-562271,-0.33564415189135716
gdsc_Dactolisib,-0.3364020172674678
ctrp_SR8278,-0.33664456267237064
ctrp_PF-543,-0.3378848631068898
gdsc_QL-VIII-58,-0.3380507720749548
gdsc_Serdemetan,-0.338301575755311
gdsc_BMS-345541,-0.33964018065196394
gdsc_SGC0946,-0.3412509382652777
ctrp_BRD-K52037352,-0.3416594546406009
gdsc_Bleomycin (50 uM),-0.3419974710057013
gdsc_Paclitaxel,-0.34306144747363704
ctrp_ibrutinib,-0.34350615072631785
ctrp_BRD-K33199242,-0.3436965147615367
gdsc_(5Z)-7-Oxozeaenol,-0.3452437344008815
ctrp_ruxolitinib,-0.34564887940973693
ctrp_abiraterone,-0.3457843615785134
ctrp_RITA,-0.34683192821633935
gdsc_Piperlongumine,-0.34730219312790117
ctrp_erlotinib,-0.3473526105622317
ctrp_CBB-1007,-0.34790376744599016
gdsc_TGX221,-0.34897561393677273
gdsc_WH-4-023,-0.34983970369882794
gdsc_PD0325901,-0.3498566476661794
ctrp_procarbazine,-0.35024788519553085
gdsc_XMD11-85h,-0.3508466881239085
gdsc_HG6-64-1,-0.35165305276130937
gdsc_Bicalutamide,-0.3525697310736584
ctrp_etomoxir,-0.3549748000026479
ctrp_PD 153035,-0.35498118785593646
gdsc_Lenalidomide,-0.35724633089120905
ctrp_BRD9647,-0.35990018758886133
gdsc_AICA Ribonucleotide,-0.3607488179912761
gdsc_AS601245,-0.36109730649543637
gdsc_FH535,-0.36137941825877856
gdsc_BMS-536924,-0.3619315215252862
ctrp_isonicotinohydroxamic acid,-0.3627585660108903
gdsc_Enzastaurin,-0.36280071841021844
gdsc_KIN001-270,-0.36312141737059306
ctrp_zebularine,-0.3649284903146331
gdsc_AKT inhibitor VIII,-0.36662518470207134
ctrp_nilotinib,-0.36777191379852814
gdsc_LFM-A13,-0.36858162257650745
gdsc_TPCA-1,-0.36915121965304504
ctrp_BRD-K49290616,-0.37094112208655305
gdsc_BMS-509744,-0.37157768989786066
gdsc_Salubrinal,-0.3724376205180536
gdsc_EHT-1864,-0.37286524644089947
gdsc_A-770041,-0.3731147232071102
gdsc_MG-132,-0.3742874857053436
gdsc_NVP-BHG712,-0.3793853166624667
gdsc_SL0101,-0.3818511019953165
ctrp_imatinib,-0.3837962519499164
gdsc_Tamoxifen,-0.38438013876273375
