drug_name,MED2312
QARS,0.8811
GABRB3,0.8806999999999999
MIXL1,0.8806999999999999
TMEM50A,0.8805
PSMD5,0.8804000000000001
QX-222,0.8803
GNAI1,0.8801000000000001
ITGA4,0.88
ICMT,0.8798
IGFBP6,0.8798
gamma-homolinolenic-acid,0.8797
estropipate,0.8795999999999999
estrone,0.8795000000000001
ATRX,0.8794
duloxetine,0.8794
GW-9662,0.8793000000000001
CDK1-5-inhibitor,0.8793000000000001
ELK3,0.8793000000000001
CEBPZ,0.8792
PKM2,0.8789
desoxypeganine,0.8787999999999999
GSTP1,0.8786
CCND2,0.8786
SATB1,0.8785
ZNF212,0.8785
MRGPRD,0.8784000000000001
leu-enkephalin,0.878
PAFAH1B2,0.8779
SIX2,0.8778
CAY-10618,0.8774
CG-930,0.8772
GPSM2,0.8771
lonidamine,0.877
STK11,0.8765999999999999
FKBP3,0.8762000000000001
treprostinil,0.8761
GNAS,0.8756999999999999
U-0126,0.8755
ZD-7288,0.8748999999999999
EPN2,0.8748
FBXO11,0.8747
SLC7A5,0.8743000000000001
BRD-K63784565,0.8736
CHAF1B,0.8734999999999999
beclometasone,0.8732
TRIM9,0.8731
etoposide,0.8723000000000001
terbutaline,0.8722
safinamide,0.8718
HNF4A,0.8717
NDUFB6,0.8715
mirtazapine,0.8715
KYNU,0.8715
PDXK,0.8712000000000001
FGFRL1,0.871
KLF11,0.871
ICI-199441,0.8708
cilnidipine,0.8698999999999999
PIAS3,0.8698999999999999
ziprasidone,0.8694
ACBD3,0.8694
PTHLH,0.8693000000000001
KLHL21,0.8692
MED28,0.8690000000000001
MLLT10,0.8689
PLK2,0.8684999999999999
15-delta-prostaglandin-j2,0.8681
TNF,0.8681
QL-XI-92,0.8679000000000001
EMF-bca1-57,0.8673000000000001
SLC7A11,0.8673000000000001
betahistine,0.8672
BRD-K61463582,0.8672
rosmarinic-acid,0.8668
BRD-K73285375,0.8665999999999999
CUL2,0.8656
ISOX,0.8656
TCF7L1,0.8653
TBP,0.8651000000000001
STAP2,0.865
LSR,0.8649
tyrphostin-AG-112,0.8649
amcinonide,0.8645999999999999
PRKDC,0.8645
ARHGEF2,0.8645
U-0124,0.8645
etodolac,0.8643000000000001
oligomycin-a,0.8643000000000001
LIAS,0.8643000000000001
MLLT10,0.8643000000000001
dexamethasone,0.8643000000000001
doxapram,0.8637999999999999
SLC36A4,0.8637999999999999
ASNS,0.863
flubendazole,0.8628
melperone,0.8626999999999999
fluoropyruvate,0.8619
APBB2,0.8615999999999999
nTZDpa,0.8615
MCM8,0.8615
PTPN11,0.8612000000000001
YC-1,0.8612000000000001
CCRN4L,0.8612000000000001
LPHN1,0.8611
MED4,0.8606
POLRMT,0.8598
thiotepa,0.8591
CEBPB,0.8589
LAGE3,0.8587
TAOK2,0.8587
SET,0.8587
NDUFB4,0.8584
TAF13,0.8579000000000001
MBOAT7,0.8576
ornidazole,0.8575
DIS3,0.8573000000000001
TEAD2,0.857
IMPDH1,0.8565
benzanthrone,0.8562000000000001
NECA,0.8554
MYB,0.8551000000000001
BIRC2,0.8549
SOS1,0.8547
CLEC16A,0.8547
tacrolimus,0.8545999999999999
lithocholic-acid,0.8538
KIAA0922,0.8538
SGK3,0.8537
F3,0.8537
XPR1,0.8532
TM7SF2,0.8531
MLL3,0.8531
IER3,0.853
LAMA3,0.8527
BCL2L1,0.8527
EGR1,0.8525
FGFR4,0.852
BD-1047,0.8519
KIF20A,0.8512000000000001
MOK,0.8511
SP100,0.8511
TSPAN6,0.8511
TRIB3,0.8508
PT-630,0.8508
TARBP2,0.8506999999999999
SC5DL,0.8497
sildenafil,0.8495999999999999
LYN,0.8490000000000001
NDUFS4,0.8487
PRKRIR,0.8486
PPAT,0.8486
GPRC6A,0.8482999999999999
TRIB1,0.8481000000000001
ODC1,0.8476
ZNF114,0.8476
ganglioside,0.8473
guanfacine,0.8467
phenoxybenzamine,0.8466
CHAC1,0.8464
CD58,0.8462000000000001
MRGPRX1,0.8459
GRB7,0.8458
AS-703026,0.8458
PIM1,0.8453
eicosatetraynoic-acid,0.8453
tadalafil,0.8452
MPZL1,0.8452
UBP1,0.845
POU5F1,0.8448
CLPX,0.8443999999999999
ramipril,0.8443
RARRES3,0.8441
prostratin,0.8434
LPXN,0.8434
tosyl-phenylalanyl-chloromethyl-ketone,0.8432
MALT1,0.8431000000000001
LGALS1,0.8431000000000001
CREBBP,0.8428
PAFAH1B1,0.8422
TGIF2LY,0.8419
rivaroxaban,0.8419
ARF6,0.8416
LIMK2,0.8409
SNX17,0.8406
GALT,0.8403
BML-190,0.8402
TIMELESS,0.84
TTK,0.8399
BRD-K14048378,0.8399
amylocaine,0.8398
PIPOX,0.8395
CNOT4,0.8395
BAMBI,0.8393999999999999
IL1RAP,0.8392000000000001
ATP1A1,0.8391
CDK8,0.8391
CASP3,0.8391
lansoprazole,0.8389
PDGFRA,0.8386
MBNL2,0.8382999999999999
RBMS1,0.8379000000000001
LIF,0.8377
BLMH,0.8373
ABHD6,0.8373
tetrahydrocannabinol-7-oic-acid,0.8373
CP-55940,0.8368000000000001
USP47,0.8368000000000001
HG-5-113-01,0.8364
fluocinolone,0.8364
estradiol,0.8362
GSK-461364,0.8362
GSK-3-inhibitor-IX,0.8351000000000001
HBP1,0.8347
SIRPG,0.8345999999999999
MAN2A2,0.8345
GAK,0.8341
embelin,0.8340000000000001
ERCC3,0.8340000000000001
E2F6,0.8339
NUSAP1,0.8337
GPRC5A,0.8337
IKK-2-inhibitor,0.8331000000000001
DFFB,0.8327
cladribine,0.8326
LAP3,0.8323999999999999
SLC35F2,0.8319
ketoconazole,0.8318000000000001
BCL6B,0.8316
teniposide,0.8316
MAPKAPK2,0.8314
TCEA1,0.8308
JTE-013,0.8306
bisindolylmaleimide,0.8305
PIGB,0.8303
FBXO5,0.8303
TAF15,0.8298000000000001
sorafenib,0.8297
ANXA3,0.8295999999999999
ICAM1,0.8295
solanine,0.8292
CLASRP,0.8292
NFATC3,0.8289
GRHL3,0.8283
FGB,0.8279000000000001
SR-95639A,0.8278
ivachtin,0.8276
EED,0.8275
BTG3,0.8273999999999999
KCTD2,0.8273
pseudopelletierine,0.8270000000000001
GABARAPL1,0.8267
NR2C1,0.8266
METTL4,0.8265
POU5F1,0.8261
dexamethasone,0.8261
IGHMBP2,0.826
ergocornine,0.8259000000000001
oxymetholone,0.8256
POLR3D,0.8251000000000001
EGLN3,0.8251000000000001
ZNF174,0.8249
PEMT,0.8247
PRKAR2B,0.8245999999999999
BRD-K39187410,0.8245
L-701324,0.8244
BRL-50481,0.8244
PPM1L,0.8242
ADCY3,0.8240000000000001
KUC104502N,0.8239
dexketoprofen,0.8231999999999999
TNFRSF19,0.8231999999999999
IRF2,0.8225
flucytosine,0.8219
IL1RAP,0.8219
pindolol,0.8218000000000001
PPP3CA,0.8212999999999999
phenothiazine,0.821
EPO,0.8209000000000001
escitalopram,0.8201
RUVBL1,0.8201
PLEKHJ1,0.8198000000000001
PDIA5,0.8195
rifaximin,0.8192
FCHO1,0.8181
carmofur,0.8179000000000001
ANP32E,0.8177
ZNF577,0.8175
nocodazole,0.8173999999999999
rosiglitazone,0.8166
BRD-K72817452,0.8164
EMSY complex LOF,0.8161
OSGEP,0.8155
GHR,0.8148000000000001
BUD13,0.8148000000000001
liquiritigenin,0.8145
naproxol,0.8145
FADD,0.8138
VEGFC,0.8138
NRBF2,0.8137000000000001
LY-278584,0.8134
KCTD5,0.8128
GAA,0.8128
ARAF,0.8127
PLEKHM1,0.8127
felodipine,0.8125
S100A1,0.8123
hydrastinine,0.8120999999999999
tripelennamine,0.8118000000000001
BRD-K97274161,0.8116
MAP2K1,0.8116
ASAP2,0.8116
NRBF2,0.8116
physostigmine,0.8115000000000001
CGRRF1,0.8112999999999999
CHMP6,0.8109000000000001
NDUFA9,0.8105
ZBTB49,0.8101999999999999
RBM6,0.8101999999999999
FGF9,0.8099
MEIS2,0.8097
Tumor necrosis factor superfamily LOF,0.8096
ADAM10,0.8093
alclometasone,0.8092
Phospholipases LOF,0.8090999999999999
LGALS8,0.809
VU-0420363-1,0.8088
Interleukins GOF,0.8086
NU-1025,0.8085
SUCNR1,0.8085
KLF4,0.8085
PTPN4,0.8084
FPGS,0.8078
HIC2,0.8073999999999999
NDUFB1,0.8073
ABCB7,0.8073
LEPRE1,0.807
KIAA0528,0.8067
altanserin,0.8065000000000001
HDAC11,0.8064
MYCBP2,0.8058
5'-guanidinonaltrindole,0.8054000000000001
nicergoline,0.8051999999999999
zolpidem,0.8051999999999999
AGPAT2,0.8051999999999999
MAOA,0.8051
PKC activator,0.805
HEBP1,0.8045
altizide,0.8042
PFAS,0.8040999999999999
calycanthine,0.804
UBAP1,0.8039000000000001
ATMIN,0.8038
SNRNP70,0.8029999999999999
ELAC2,0.8029000000000001
SOX3,0.8029000000000001
TP53TG1,0.8029000000000001
cytochalasin-d,0.8028
SB-206553,0.8025
IRAK2,0.8024
RAB11FIP2,0.8023
SUZ12,0.8022
NFATC2,0.8019
carbetocin,0.8018000000000001
DNM1,0.8016
TNFSF8,0.8012999999999999
TFE3,0.8012999999999999
PHF19,0.8012999999999999
ZER1,0.8012999999999999
ALG9,0.8012
HEAT,0.8008
manumycin-a,0.8008
1-benzylimidazole,0.8006
catechin,0.8005
"4,5-dianilinophthalimide",0.8001999999999999
SCAF8,0.8001
KDM5B,0.7996
RAE1,0.7995
ZNF131,0.7993000000000001
MAMLD1,0.7992
BNIP2,0.799
vindesine,0.7989
SERPINB5,0.7988
nikkomycin,0.7986
EIF2AK1,0.7984
SB-269970,0.7984
STK11,0.7979
UAP1,0.7975
necrostatin-1,0.797
DNTTIP2,0.7968999999999999
altrenogest,0.7968000000000001
STO-609,0.7966
tomelukast,0.7966
quinine,0.7965000000000001
phenprobamate,0.7962
PROS1,0.7955
testosterone,0.7954000000000001
DIDO1,0.7948999999999999
IL10,0.7945
SLC35A3,0.7939
chlortalidone,0.7938
SERPINF2,0.7938
ECD,0.7937000000000001
EPHX1,0.7934
ZNF433,0.7934
harpagoside,0.7933
NAT1,0.7933
amonafide,0.7931999999999999
gemcitabine,0.7929999999999999
resorcinol,0.7928000000000001
GALNS,0.7926000000000001
SERPINB6,0.7920999999999999
desoxycortone,0.7918999999999999
EZH1,0.7916
BAMBI,0.7914
ipsapirone,0.7914
docosatrienoic-acid,0.7914
hypericin,0.7909
PD-173074,0.7907
scoulerine,0.7906
MAD2L1BP,0.7903
SLC25A13,0.7896
FLT1,0.7895
PHGDH,0.7890999999999999
G2E3,0.7888
CTNS,0.7886
FZD6,0.7886
SUPT3H,0.7886
ZNF521,0.7885
MDL-11939,0.7883
propantheline,0.7881999999999999
toremifene,0.7881
exemestane,0.7881
ERCC2,0.7879999999999999
V type ATPases LOF,0.7878000000000001
alfacalcidol,0.7873
