drug,score,moa
ctrp_sitagliptin,0.327,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body"
ctrp_ABT-199,0.327,Bcl2 inhibitor
gdsc_NPK76-II-72-1,0.326,Not Clinically Relevant
ctrp_AZD1480,0.325,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_Compound 1541A,0.325,Not Clinically Relevant
ctrp_SKI-II,0.322,Not Clinically Relevant
ctrp_JW-55,0.322,Not Clinically Relevant
ctrp_ML162,0.322,Not Clinically Relevant
ctrp_epigallocatechin-3-monogallate,0.321,Not Clinically Relevant
ctrp_QS-11,0.320,Not Clinically Relevant
ctrp_necrostatin-7,0.319,Not Clinically Relevant
ctrp_fingolimod,0.318,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis"
ctrp_cabozantinib,0.318,"MET, AXL, VEGFR and RET inhibitor"
ctrp_KW-2449,0.318,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;"
ctrp_CIL41,0.318,Not Clinically Relevant
ctrp_MST-312,0.318,Not Clinically Relevant
ctrp_elocalcitol,0.316,vitamin D receptor agonist
ctrp_ELCPK,0.316,Not Clinically Relevant
ctrp_PLX-4032,0.316,BRAF (V600E) inhibitor
ctrp_AZD4547,0.315,"FGFR-1,2 and 3 inhibitor"
ctrp_bendamustine,0.313,alkylating agent
ctrp_BRD-K44224150,0.311,Not Clinically Relevant
ctrp_BRD-K02251932,0.311,Not Clinically Relevant
ctrp_NSC23766,0.311,Not Clinically Relevant
ctrp_AT-406,0.310,Not Clinically Relevant
ctrp_PDMP,0.309,Not Clinically Relevant
ctrp_FGIN-1-27,0.308,Not Clinically Relevant
ctrp_BIBR-1532,0.308,Not Clinically Relevant
ctrp_omacetaxine mepesuccinate,0.308,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_brivanib,0.308,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
ctrp_BRD-K92856060,0.307,Not Clinically Relevant
ctrp_darinaparsin,0.307,organic arsenic compound composed of dimethylated arsenic linked to glutathione
ctrp_itraconazole,0.307,"Anti-fungal, hedgehog antagonist"
ctrp_alisertib,0.307,Aurora A kinase inhibitor
ctrp_SGX-523,0.306, Met inhibitor
gdsc_BMS-754807,0.304,Not Clinically Relevant
ctrp_tivozanib,0.304,VEGFR inhibitor
ctrp_MGCD-265,0.304,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_BRD6340,0.303,Not Clinically Relevant
ctrp_necrostatin-1,0.303,Not Clinically Relevant
ctrp_VX-680,0.302,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
ctrp_cediranib,0.302,VEGFR inhibitor
ctrp_BIRB-796,0.301,Not Clinically Relevant
ctrp_PF-184,0.301,Not Clinically Relevant
ctrp_KU-55933,0.300,Not Clinically Relevant
ctrp_sildenafil,0.300,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
gdsc_Daporinad,0.300,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
gdsc_SN-38,0.300,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_cytarabine hydrochloride,0.300,Not Clinically Relevant
ctrp_PX-12,0.299,thioredoxin-1 (Trx-1) inhibitor
ctrp_ceranib-2,0.298,Not Clinically Relevant
ctrp_BRD-K90370028,0.298,Not Clinically Relevant
ctrp_apicidin,0.298,Not Clinically Relevant
ctrp_HC-067047,0.297,Not Clinically Relevant
ctrp_BRD-K75293299,0.297,Not Clinically Relevant
ctrp_JW-480,0.297,Not Clinically Relevant
ctrp_tacedinaline,0.297,Not Clinically Relevant
ctrp_Ki8751,0.296,Not Clinically Relevant
ctrp_GSK-3 inhibitor IX,0.296,Not Clinically Relevant
ctrp_BRD8899,0.294,Not Clinically Relevant
ctrp_myriocin,0.294,Not Clinically Relevant
ctrp_KPT185,0.293,Not Clinically Relevant
ctrp_trifluoperazine,0.292,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors "
ctrp_PI-103,0.292,Not Clinically Relevant
gdsc_YM201636,0.291,Not Clinically Relevant
ctrp_NSC48300,0.290,Not Clinically Relevant
ctrp_tandutinib,0.289,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
ctrp_BRD-K04800985,0.289,Not Clinically Relevant
ctrp_BMS-754807,0.289,Not Clinically Relevant
ctrp_erastin,0.289,Not Clinically Relevant
ctrp_AZD6482,0.288,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ctrp_NVP-ADW742,0.288,Not Clinically Relevant
ctrp_thalidomide,0.287,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_BIX-01294,0.287,Not Clinically Relevant
ctrp_BRD-K66532283,0.286,Not Clinically Relevant
ctrp_ML006,0.285,Not Clinically Relevant
ctrp_NSC95397,0.284,Not Clinically Relevant
ctrp_FSC231,0.284,Not Clinically Relevant
ctrp_ML083,0.284,Not Clinically Relevant
ctrp_vorapaxar,0.283," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_LY-2183240,0.282,Not Clinically Relevant
ctrp_pazopanib,0.282,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_isoevodiamine,0.280,Not Clinically Relevant
ctrp_ISOX,0.280,Not Clinically Relevant
ctrp_UNC0638,0.280,Not Clinically Relevant
ctrp_BRD-K34099515,0.280,Not Clinically Relevant
ctrp_BYL-719,0.279,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ
ctrp_CIL55A,0.279,Not Clinically Relevant
ctrp_SB-225002,0.279,Not Clinically Relevant
ctrp_LY-2157299,0.279,Not Clinically Relevant
ctrp_BRD-K37390332,0.278,Not Clinically Relevant
ctrp_navitoclax,0.277,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_BRD-K80183349,0.276,Not Clinically Relevant
ctrp_MK-2206,0.275,Akt1/2/3 inhibitor
ctrp_simvastatin,0.275,"HMG-CoA reductase inhibitor,"
ctrp_GSK2636771,0.274,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_Compound 23 citrate,0.274,Not Clinically Relevant
ctrp_PYR-41,0.274,Not Clinically Relevant
ctrp_BRD-K17060750,0.274,Not Clinically Relevant
ctrp_RO4929097,0.273,Notch (gamma secretase) inhibitor
ctrp_PIK-93,0.273,Not Clinically Relevant
ctrp_MG-132,0.273,Not Clinically Relevant
ctrp_BRD-K02492147,0.272,Not Clinically Relevant
ctrp_YK 4-279,0.272,Not Clinically Relevant
ctrp_importazole,0.272,Not Clinically Relevant
ctrp_cucurbitacin I,0.272,Not Clinically Relevant
ctrp_cytochalasin B,0.272,Not Clinically Relevant
ctrp_topotecan,0.272,Topo I inhibitor
ctrp_niclosamide,0.271,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_KU-0063794,0.271,Not Clinically Relevant
ctrp_SN-38,0.271,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_ETP-46464,0.271,Not Clinically Relevant
ctrp_pitstop2,0.270,Not Clinically Relevant
ctrp_BRD-K86535717,0.270,Not Clinically Relevant
ctrp_sunitinib,0.270,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_NSC19630,0.269,Not Clinically Relevant
ctrp_GMX-1778,0.269,Not Clinically Relevant
ctrp_GSK1059615,0.269,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_TGX-221,0.269,Not Clinically Relevant
ctrp_triazolothiadiazine,0.268,Not Clinically Relevant
ctrp_BRD-K30019337,0.267,Not Clinically Relevant
ctrp_CAL-101,0.267,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_NVP-TAE684,0.267,Not Clinically Relevant
ctrp_etoposide,0.266,Topo II inhibitor
ctrp_cimetidine,0.266,(Tagamet) Antacid and antihistamine
ctrp_BRD-K27224038,0.265,Not Clinically Relevant
ctrp_fluvastatin,0.265,"HMG-CoA reductase inhibitor,"
gdsc_ZG-10,0.264,Not Clinically Relevant
ctrp_BRD-K78574327,0.264,Not Clinically Relevant
ctrp_pifithrin-alpha,0.264,Not Clinically Relevant
ctrp_BRD-K96970199,0.263,Not Clinically Relevant
ctrp_AM-580,0.263,Not Clinically Relevant
ctrp_nintedanib,0.263,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
ctrp_SU11274,0.263,Not Clinically Relevant
ctrp_quizartinib,0.263,Flt3 inhibitor
ctrp_fumonisin B1,0.263,Not Clinically Relevant
ctrp_BRD-K71781559,0.263,Not Clinically Relevant
ctrp_CD-1530,0.262,Not Clinically Relevant
ctrp_dacarbazine,0.262,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
ctrp_LRRK2-IN-1,0.262,Not Clinically Relevant
gdsc_HG-5-113-01,0.262,Not Clinically Relevant
ctrp_parbendazole,0.261,Not Clinically Relevant
ctrp_manumycin A,0.260,Not Clinically Relevant
ctrp_ML312,0.260,Not Clinically Relevant
ctrp_cyclophosphamide,0.260,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
ctrp_sorafenib,0.260,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_HLI 373,0.259,Not Clinically Relevant
ctrp_tamatinib,0.259,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_momelotinib,0.258,JAK1 and JAK2 inhibitor
ctrp_GW-843682X,0.257,Not Clinically Relevant
gdsc_NSC-207895,0.256,Not Clinically Relevant
ctrp_AT7867,0.256,Not Clinically Relevant
ctrp_ML311,0.256,Not Clinically Relevant
ctrp_temozolomide,0.256,alkylating agent
ctrp_rigosertib,0.255,"ON-01910, Plk-1 inhibitor"
ctrp_BRD-K41334119,0.255,Not Clinically Relevant
ctrp_ZSTK474,0.255,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
gdsc_AR-42,0.253,Not Clinically Relevant
ctrp_semagacestat,0.253,Notch (gamma secretase) inhibitor
ctrp_CD-437,0.253,Not Clinically Relevant
ctrp_CIL70,0.253,Not Clinically Relevant
ctrp_CIL56,0.253,Not Clinically Relevant
ctrp_FQI-1,0.252,Not Clinically Relevant
ctrp_curcumin,0.251,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_TPCA-1,0.251,Not Clinically Relevant
gdsc_Camptothecin,0.251,Not Clinically Relevant
ctrp_R428,0.251,Not Clinically Relevant
ctrp_ML031,0.251,Not Clinically Relevant
ctrp_FQI-2,0.251,Not Clinically Relevant
ctrp_BRD-K70511574,0.250,Not Clinically Relevant
ctrp_teniposide,0.249,Topo II inhibitor
ctrp_silmitasertib,0.249,casein kinase 2 inhibitor 
ctrp_KX2-391,0.249,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
ctrp_BRD-K66453893,0.249,Not Clinically Relevant
ctrp_mitomycin,0.249,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_nakiterpiosin,0.248,Not Clinically Relevant
ctrp_BRD-K94991378,0.248,Not Clinically Relevant
ctrp_salermide,0.248,Not Clinically Relevant
ctrp_tipifarnib-P2,0.248,Not Clinically Relevant
ctrp_OSI-027,0.248,Not Clinically Relevant
ctrp_Bax channel blocker,0.247,Not Clinically Relevant
ctrp_GANT-61,0.247,Not Clinically Relevant
ctrp_ouabain,0.246,Not Clinically Relevant
gdsc_TW 37,0.245,Not Clinically Relevant
ctrp_Ch-55,0.245,Not Clinically Relevant
gdsc_UNC0638,0.245,Not Clinically Relevant
ctrp_bardoxolone methyl,0.245,Not Clinically Relevant
ctrp_NVP-231,0.244,Not Clinically Relevant
ctrp_BMS-536924,0.244,Not Clinically Relevant
gdsc_Belinostat,0.244,HDAC inhibitor (PXD101)
ctrp_STF-31,0.244,Not Clinically Relevant
ctrp_BRD-K48334597,0.244,Not Clinically Relevant
ctrp_BRD-K96431673,0.244,Not Clinically Relevant
ctrp_3-Cl-AHPC,0.243,Not Clinically Relevant
ctrp_GDC-0941,0.243,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_BRD-K14844214,0.242,Not Clinically Relevant
ctrp_tivantinib,0.242,Met inhibitor
ctrp_BRD-K35604418,0.242,Not Clinically Relevant
ctrp_Ko-143,0.241,Not Clinically Relevant
ctrp_I-BET151,0.241,Not Clinically Relevant
ctrp_AZD7762,0.241, Chk1 / Chk2 inhibitor
ctrp_BRD-K34222889,0.241,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.239,Not Clinically Relevant
ctrp_TG-101348,0.238,JAK2 inhibitor
ctrp_CI-976,0.238,Not Clinically Relevant
ctrp_NVP-BEZ235,0.238,PI3K/mTOR inhibitor
gdsc_CAY10603,0.237,Not Clinically Relevant
ctrp_clofarabine,0.237,purine nucleoside antimetabolite
ctrp_bleomycin A2,0.237,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_MK-0752,0.237,Notch (gamma secretase) inhibitor
ctrp_KH-CB19,0.237,Not Clinically Relevant
ctrp_YM-155,0.236,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_UNC0321,0.235,Not Clinically Relevant
ctrp_fulvestrant,0.235,selective estrogen receptor degrader (SERD)
ctrp_blebbistatin,0.235,Not Clinically Relevant
ctrp_SCH-79797,0.235,Not Clinically Relevant
ctrp_purmorphamine,0.235,Not Clinically Relevant
ctrp_vincristine,0.234,"binds tubulin, disrupts microtubule dynamics"
ctrp_VU0155056,0.234,Not Clinically Relevant
ctrp_GSK461364,0.233,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_CHIR-99021,0.233,Not Clinically Relevant
gdsc_CX-5461,0.233,Not Clinically Relevant
ctrp_BRD1812,0.232,Not Clinically Relevant
ctrp_CAY10618,0.231,Not Clinically Relevant
ctrp_doxorubicin,0.231,"Topo II inhibitor, DNA intercalator"
ctrp_PRIMA-1,0.231,Not Clinically Relevant
ctrp_MK-1775,0.231,Wee1 kinase inhibitor
ctrp_PF-573228,0.231,Not Clinically Relevant
ctrp_NVP-BSK805,0.231,Not Clinically Relevant
ctrp_SRT-1720,0.231,Not Clinically Relevant
ctrp_ML210,0.231,Not Clinically Relevant
ctrp_dexamethasone,0.231,"synthetic corticosteroid, used to reduce inflammation"
ctrp_BRD-A02303741,0.230,Not Clinically Relevant
ctrp_palmostatin B,0.230,Not Clinically Relevant
ctrp_docetaxel,0.230,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_nutlin-3,0.229,"Mdm2 antagonist, stabilizes p53 "
ctrp_phloretin,0.229,Not Clinically Relevant
ctrp_PHA-793887,0.229,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
gdsc_Genentech Cpd 10,0.229,Not Clinically Relevant
ctrp_AZ-3146,0.229,Not Clinically Relevant
ctrp_alvocidib,0.228,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_ciclosporin,0.228,
ctrp_BI-2536,0.227,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_PF-3758309,0.226,Not Clinically Relevant
ctrp_B02,0.226,Not Clinically Relevant
ctrp_SCH-529074,0.226,Not Clinically Relevant
ctrp_JQ-1,0.226,Not Clinically Relevant
ctrp_ML320,0.225,Not Clinically Relevant
ctrp_leptomycin B,0.225,Not Clinically Relevant
ctrp_narciclasine,0.225,Not Clinically Relevant
ctrp_CAY10594,0.225,Not Clinically Relevant
ctrp_LE-135,0.224,Not Clinically Relevant
ctrp_paclitaxel,0.223,disrupts microtubule dynamics
ctrp_SB-743921,0.223,kinesin spindle protein (KSP) inhibitor
ctrp_regorafenib,0.222,VEGFR2-TIE2 inhibitor 
ctrp_RAF265,0.221,inhibitor of C-Raf/B-Raf/B-Raf V600E
"ctrp_1S,3R-RSL-3",0.221,Not Clinically Relevant
ctrp_neopeltolide,0.220,Not Clinically Relevant
gdsc_WIKI4,0.220,Not Clinically Relevant
ctrp_daporinad,0.220,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_CHM-1,0.220,Not Clinically Relevant
ctrp_NSC632839,0.219,Not Clinically Relevant
ctrp_QW-BI-011,0.219,Not Clinically Relevant
ctrp_SMER-3,0.217,Not Clinically Relevant
ctrp_BRD9876,0.216,Not Clinically Relevant
ctrp_pevonedistat,0.216,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)"
ctrp_prochlorperazine,0.216,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_BRD4132,0.213,Not Clinically Relevant
ctrp_temsirolimus,0.213,Not Clinically Relevant
ctrp_KU 0060648,0.213,Not Clinically Relevant
ctrp_EX-527,0.212,SIRT1 inhibitor
ctrp_DBeQ,0.209,Not Clinically Relevant
ctrp_methylstat,0.206,Not Clinically Relevant
ctrp_TW-37,0.206,Not Clinically Relevant
ctrp_tigecycline,0.205,antibiotic used to treat a number of bacterial infections
ctrp_GW-405833,0.205,Not Clinically Relevant
ctrp_gemcitabine,0.204,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
gdsc_Etoposide,0.204,Topo II inhibitor
ctrp_vandetanib,0.203,"VEGFR, EGFR and RET inhibitor"
ccle_AEW541,0.203,Not Clinically Relevant
ctrp_oligomycin A,0.202,Not Clinically Relevant
ctrp_sirolimus,0.201,"rapamycin, mTOR inhibitor"
ctrp_AZD8055,0.200,mTOR inhibitor
ctrp_lovastatin,0.200,"HMG-CoA reductase inhibitor,"
ctrp_parthenolide,0.199,Not Clinically Relevant
ctrp_obatoclax,0.199,Not Clinically Relevant
ctrp_dinaciclib,0.198,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_methotrexate,0.193,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ctrp_myricetin,0.188,Not Clinically Relevant
ctrp_BRD-K71935468,0.165,Not Clinically Relevant
ctrp_BRD-K30748066,0.131,Not Clinically Relevant
gdsc_Mitomycin-C,-0.172,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_MLN2480,-0.182,"TAK-580, pan-Raf kinase inhibitor"
gdsc_Doxorubicin,-0.184,"Topo II inhibitor, DNA intercalator"
gdsc_Gemcitabine,-0.191,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ctrp_SID 26681509,-0.193,Not Clinically Relevant
ctrp_avicin D,-0.195,Not Clinically Relevant
ctrp_BRD-K33514849,-0.196,Not Clinically Relevant
gdsc_Sepantronium bromide,-0.197,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_BRD-K09344309,-0.197,Not Clinically Relevant
ccle_RAF265,-0.199,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_HBX-41108,-0.202,Not Clinically Relevant
ctrp_PAC-1,-0.205,Not Clinically Relevant
ctrp_bortezomib,-0.209,proteasome inhibitor (Velcade)
ccle_AZD0530,-0.209,"kinase inhibitor, with selectivity against Src and Bcr-Abl"
ctrp_BEC,-0.209,Not Clinically Relevant
gdsc_Vinorelbine,-0.211,Not Clinically Relevant
ctrp_WP1130,-0.211,Not Clinically Relevant
ctrp_BRD-K63431240,-0.211,Not Clinically Relevant
gdsc_THZ-2-102-1,-0.211,Not Clinically Relevant
ctrp_BMS-345541,-0.212,Not Clinically Relevant
ctrp_StemRegenin 1,-0.212,Not Clinically Relevant
ctrp_BRD-K01737880,-0.212,Not Clinically Relevant
ccle_Topotecan,-0.216,Topo I inhibitor
ctrp_PF-750,-0.217,Not Clinically Relevant
ccle_Paclitaxel,-0.220,disrupts microtubule dynamics
ctrp_masitinib,-0.220,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
ctrp_BRD-K55116708,-0.220,Not Clinically Relevant
ctrp_MLN2238,-0.222,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome "
ctrp_SNX-2112,-0.223,Not Clinically Relevant
gdsc_Nilotinib,-0.224,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
ctrp_SNS-032,-0.225,"CDK inhibitor, esp CDK2 , 7 and 9 "
gdsc_Epothilone B,-0.225,Not Clinically Relevant
ccle_17-AAG,-0.226,Not Clinically Relevant
ctrp_betulinic acid,-0.226,Not Clinically Relevant
ctrp_WZ8040,-0.226,Not Clinically Relevant
ctrp_saracatinib,-0.227,"kinase inhibitor, with selectivity against Src and Bcr-Abl"
ctrp_SR-II-138A,-0.227,Not Clinically Relevant
gdsc_QL-XII-47,-0.228,Not Clinically Relevant
ctrp_bosutinib,-0.228,"BCR-Abl, Src, Lyn and Hck inhibitor"
ctrp_cerulenin,-0.229,Not Clinically Relevant
ctrp_WZ4002,-0.229,Not Clinically Relevant
gdsc_DMOG,-0.229,Not Clinically Relevant
ctrp_AGK-2,-0.232,Not Clinically Relevant
ctrp_GSK525762A,-0.234,Not Clinically Relevant
ctrp_ML258,-0.235,Not Clinically Relevant
ctrp_nelarabine,-0.236,"purine nucleoside analog, which causes inhibition of DNA synthesis and cytotoxicity"
ctrp_bafilomycin A1,-0.237,Not Clinically Relevant
gdsc_JQ1,-0.237,Not Clinically Relevant
ctrp_BRD8958,-0.237,Not Clinically Relevant
ccle_Sorafenib,-0.239,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ccle_ZD-6474,-0.240,"VEGFR, EGFR and RET inhibitor"
ctrp_canertinib,-0.241,"pan-ErbB inhibitor for EGFR and ErbB2,  no activity to PDGFR, FGFR, InsR, PKC, or CDK1/2/4. "
ctrp_BRD-K45681478,-0.242,Not Clinically Relevant
ctrp_brefeldin A,-0.243,Not Clinically Relevant
ctrp_BRD-K48477130,-0.244,Not Clinically Relevant
ccle_TAE684,-0.245,Not Clinically Relevant
ctrp_piperlongumine,-0.246,Not Clinically Relevant
gdsc_CUDC-101,-0.246,Not Clinically Relevant
ccle_TKI258,-0.246,Not Clinically Relevant
ctrp_selumetinib,-0.247,MEK1 inhibitor
gdsc_Lestauritinib,-0.247,Not Clinically Relevant
