,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.434,,0.434,,.+..,30,198,30.0
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.457,,0.457,0.607,.+.+,26,37,31.5
olaparib,gdsc_Olaparib,PARP Inhibitor,0.426,0.441,,0.434,0.6579999999999999,++.+,31,33,32.0
brd-k99006945,ctrp_BRD-K99006945,Not Clinically Relevant,,0.43200000000000005,,0.432,,.+..,32,199,32.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.4,,0.4,0.98,.+.+,63,2,32.5
sb-505124,gdsc_SB-505124,Not Clinically Relevant,0.43200000000000005,,,0.432,,+...,33,200,33.0
raloxifene,cmap_raloxifene," selective estrogen receptor modulator (SERM), has estrogenic actions on bone and anti-estrogenic actions on uterus and breast",,,,,0.637,...+,693,34,34.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.428,,0.428,,.+..,35,201,35.0
carmofur,cmap_carmofur,"derivative of fluorouracil, pyrimidine analog",,,,,0.635,...+,694,35,35.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.425,,0.425,,.+..,36,202,36.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.424,,0.424,,.+..,37,203,37.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.424,,0.424,,.+..,38,204,38.0
sotrastaurin,ctrp_sotrastaurin,pan-PKC inhibitor,,0.423,,0.423,,.+..,39,205,39.0
bms-195614,ctrp_BMS-195614,Not Clinically Relevant,,0.418,,0.418,,.+..,40,206,40.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.585,...+,695,40,40.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.41700000000000004,,,0.417,,+...,41,207,41.0
jnj-26854165,cmap_jnj-26854165,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",,,,,0.583,...+,696,41,41.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.41700000000000004,,0.417,,.+..,42,208,42.0
altretamine,cmap_altretamine,alkylating antineoplastic agent,,,,,0.547,...+,697,42,42.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.41600000000000004,,0.416,,.+..,43,209,43.0
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.537,...+,698,44,44.0
pf-4800567 hydrochloride,ctrp_PF-4800567 hydrochloride,Not Clinically Relevant,,0.41600000000000004,,0.416,,.+..,44,210,44.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.414,,,0.414,,+...,45,211,45.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.414,,0.414,,.+..,46,212,46.0
xl765,ctrp_XL765,PI3K/mTOR inhibitor,,0.413,,0.413,,.+..,47,213,47.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.413,,0.413,,.+..,48,214,48.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.41200000000000003,,,0.412,,+...,49,215,49.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.47700000000000004,...+,699,51,51.0
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.41,,0.41,,.+..,51,216,51.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.41100000000000003,,0.411,0.44325,.+.++-,50,53,51.5
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.409,,0.409,,.+..,52,217,52.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.409,,0.409,,.+..,53,218,53.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.408,,0.408,,.+..,54,219,54.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.40700000000000003,,0.407,,.+..,55,220,55.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.40399999999999997,...+,701,56,56.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.406,,0.406,,.+..,56,221,56.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.405,,0.405,,.+..,57,222,57.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.40399999999999997,,0.404,,.+..,58,223,58.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.431,,0.431,0.177,.+.+,34,83,58.5
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.723,0.319,,0.521,-0.20600000000000002,++.-,13,104,58.5
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.40399999999999997,,0.404,,.+..,59,224,59.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.402,,0.402,,.+..,60,225,60.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,0.384,...+,702,60,60.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.401,,0.401,,.+..,61,226,61.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.381,...+,703,61,61.0
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.4,,0.4,,.+..,62,227,62.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.35700000000000004,,0.357,0.973,.+.+,123,3,63.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.33799999999999997,...+,704,64,64.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.39899999999999997,,0.399,,.+..,64,228,64.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.39799999999999996,,0.398,,.+..,65,229,65.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.33299999999999996,...+,705,66,66.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.397,,0.397,,.+..,66,230,66.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.397,,0.397,,.+..,67,231,67.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.395,,0.395,,.+..,68,232,68.0
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.32899999999999996,...+,706,68,68.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.391,,0.391,,.+..,69,233,69.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,0.312,...+,707,70,70.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.39,,0.39,,.+..,70,234,70.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.39,,0.39,,.+..,71,235,71.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.386,,0.386,,.+..,72,236,72.0
tivantinib,ctrp_tivantinib,Met inhibitor,,0.385,,0.385,,.+..,73,237,73.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.28650000000000003,...+-,686,73,73.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.384,,0.384,,.+..,74,238,74.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.38299999999999995,,,0.383,,+...,75,239,75.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.6679999999999999,0.49700000000000005,,0.582,-0.68,++.-,7,145,76.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.38299999999999995,,0.383,,.+..,76,240,76.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.38299999999999995,,0.383,,.+..,77,241,77.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.382,,0.382,,.+..,78,242,78.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.22899999999999998,...+,708,78,78.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.382,,0.382,,.+..,79,243,79.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.381,,0.381,,.+..,80,244,80.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.38,,0.38,,.+..,81,245,81.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.38,,0.38,,.+..,82,246,82.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.179,...+,709,82,82.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.379,,0.379,,.+..,83,247,83.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,84,248,84.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.363,,0.363,0.38799999999999996,.+.+,110,58,84.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.156,...+,710,85,85.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,85,249,85.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,0.14400000000000002,...+,711,86,86.0
vorinostat,gdsc_Vorinostat,HDAC inhibitor (SAHA),0.33899999999999997,0.35100000000000003,,0.345,0.7140000000000001,++.+,143,29,86.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,86,250,86.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.377,,0.377,,.+..,87,251,87.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.376,,0.376,,.+..,88,252,88.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.376,,0.376,,.+..,89,253,89.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.376,,0.376,,.+..,90,254,90.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.376,,0.376,,.+..,91,255,91.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.077,...+,712,92,92.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.375,,0.375,,.+..,92,256,92.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.057,...+,713,93,93.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.373,,0.373,,.+..,93,257,93.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.03199999999999992,...+-,677,94,94.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.371,,0.371,,.+..,94,258,94.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.371,,0.371,,.+..,95,259,95.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.371,,0.371,,.+..,96,260,96.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.369,,0.369,,.+..,97,261,97.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,-0.1355,...++-,692,98,98.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.369,,0.369,,.+..,98,262,98.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.364,,0.364,0.133,.+.+,109,87,98.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.369,,0.369,,.+..,99,263,99.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.369,,0.369,,.+..,100,264,100.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.33399999999999996,,0.334,0.733,.+.+,174,26,100.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.16399999999999998,...-,714,100,100.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.17800000000000002,...-,715,101,101.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.368,,0.368,,.+..,101,265,101.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.368,,0.368,,.+..,102,266,102.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,-0.20049999999999998,...+-,700,103,103.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.36700000000000005,,,0.367,,+...,103,267,103.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.366,,0.366,,.+..,104,268,104.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.33799999999999997,,0.338,0.49350000000000005,.+.++,159,50,104.5
isox,ctrp_ISOX,Not Clinically Relevant,,0.366,,0.366,,.+..,105,269,105.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.365,,0.365,,.+..,106,270,106.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.364,,0.364,,.+..,107,271,107.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.364,,0.364,,.+..,108,272,108.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.2420625,...++++++-,673,108,108.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.248,...-,716,109,109.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,111,273,111.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,112,274,112.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,113,275,113.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.317,...-,717,113,113.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.335,,0.335,0.40825,.+.+++,171,55,113.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.32100000000000006,...+--,681,114,114.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.361,,0.361,,.+..,114,276,114.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.36,,0.36,,.+..,115,277,115.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.33799999999999997,,0.338,0.32799999999999996,.+.+,161,69,115.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.36,,0.36,,.+..,116,278,116.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.34299999999999997,...-,718,116,116.0
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.36150000000000004,...--,719,117,117.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.36,,0.36,,.+..,117,279,117.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.284,0.426,,0.355,-0.23199999999999998,++.-,128,107,117.5
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.359,,0.359,,.+..,118,280,118.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.358,,0.358,,.+..,119,281,119.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.401,...-,721,120,120.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.358,,0.358,,.+..,120,282,120.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.358,,0.358,,.+..,121,283,121.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.44,...-,723,122,122.0
brd-k19103580,ctrp_BRD-K19103580,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,122,284,122.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.313,,0.313,0.757,.+.+,224,22,123.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,124,285,124.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.335,,0.335,0.233,.+.+,173,76,124.5
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.33299999999999996,,0.333,0.275,.+.+,175,74,124.5
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.513,...--,722,125,125.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,125,286,125.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,126,287,126.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,127,288,127.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.519,...-,724,127,127.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.522,...-,725,128,128.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.355,,0.355,,.+..,129,289,129.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.523,...-,726,129,129.0
parbendazole,ctrp_parbendazole,Not Clinically Relevant,,0.355,,0.355,,.+..,130,290,130.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.544,...-,727,131,131.0
fqi-2,ctrp_FQI-2,Not Clinically Relevant,,0.354,,0.354,,.+..,131,291,131.0
bms-754807,gdsc_BMS-754807,Not Clinically Relevant,0.33899999999999997,0.365,,0.352,,++..,132,292,132.0
brd-k41597374,ctrp_BRD-K41597374,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,133,293,133.0
968,ctrp_968,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,134,294,134.0
triazolothiadiazine,ctrp_triazolothiadiazine,Not Clinically Relevant,,0.349,,0.349,,.+..,135,295,135.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.59,...-,728,136,136.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.349,,0.349,,.+..,136,296,136.0
gsk1059615,ctrp_GSK1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.349,,0.349,,.+..,137,297,137.0
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.598,...-,729,137,137.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,138,298,138.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.606,...-,730,138,138.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.24600000000000002,0.349,,0.298,0.7845,++.++,259,17,138.0
gw-843682x,ctrp_GW-843682X,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,139,299,139.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.64125,...---,720,140,140.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,140,300,140.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,141,301,141.0
rita,ctrp_RITA,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,142,302,142.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.32799999999999996,,0.328,-0.14550000000000007,.+.+-,189,99,144.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.345,,,0.345,,+...,144,303,144.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.344,,0.344,,.+..,145,304,145.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.324,,0.324,0.1,.+.+,202,90,146.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.684,...-,731,146,146.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.344,,0.344,,.+..,146,305,146.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.344,,0.344,,.+..,147,306,147.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.6920000000000001,...-,732,147,147.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,148,307,148.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,149,308,149.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.342,,0.342,,.+..,150,309,150.0
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.342,,0.342,,.+..,151,310,151.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.335,,0.335,-0.5870000000000001,.+.-,169,135,152.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.385,0.297,,0.341,,++..,152,311,152.0
