,moa,GDSC,CTRP,CCLE,drug,score,evidence
indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.45799999999999996,,ctrp_indisulam,0.458,.+.
barasertib,highly selective Aurora B kinase inhibitor,,0.45799999999999996,,ctrp_barasertib,0.458,.+.
axitinib,"VEGFR, c-KIT and PDGFR inhibitor",0.501,0.413,,ctrp_axitinib,0.457,++.
abt-737,Bcl-2/Bcl-xL inhibitor,,0.457,,ctrp_ABT-737,0.457,.+.
gsk319347a,Not Clinically Relevant,0.451,,,gdsc_GSK319347A,0.451,+..
cct036477,Not Clinically Relevant,,0.44799999999999995,,ctrp_CCT036477,0.448,.+.
brd-k34485477,Not Clinically Relevant,,0.446,,ctrp_BRD-K34485477,0.446,.+.
brd-k28456706,Not Clinically Relevant,,0.434,,ctrp_BRD-K28456706,0.434,.+.
olaparib,PARP Inhibitor,0.426,0.441,,gdsc_Olaparib,0.434,++.
brd-k99006945,Not Clinically Relevant,,0.43200000000000005,,ctrp_BRD-K99006945,0.432,.+.
sb-505124,Not Clinically Relevant,0.43200000000000005,,,gdsc_SB-505124,0.432,+..
chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.431,,ctrp_chlorambucil,0.431,.+.
ml239,Not Clinically Relevant,,0.428,,ctrp_ML239,0.428,.+.
staurosporine,Not Clinically Relevant,,0.425,,ctrp_staurosporine,0.425,.+.
brd-k51490254,Not Clinically Relevant,,0.424,,ctrp_BRD-K51490254,0.424,.+.
compound 7d-cis,Not Clinically Relevant,,0.424,,ctrp_Compound 7d-cis,0.424,.+.
sotrastaurin,pan-PKC inhibitor,,0.423,,ctrp_sotrastaurin,0.423,.+.
bms-195614,Not Clinically Relevant,,0.418,,ctrp_BMS-195614,0.418,.+.
talazoparib,Not Clinically Relevant,0.41700000000000004,,,gdsc_Talazoparib,0.417,+..
brd-m00053801,Not Clinically Relevant,,0.41700000000000004,,ctrp_BRD-M00053801,0.417,.+.
pf-4800567 hydrochloride,Not Clinically Relevant,,0.41600000000000004,,ctrp_PF-4800567 hydrochloride,0.416,.+.
epigallocatechin-3-monogallate,Not Clinically Relevant,,0.41600000000000004,,ctrp_epigallocatechin-3-monogallate,0.416,.+.
kin001-270,Not Clinically Relevant,0.414,,,gdsc_KIN001-270,0.414,+..
iu1,Not Clinically Relevant,,0.414,,ctrp_IU1,0.414,.+.
xl765,PI3K/mTOR inhibitor,,0.413,,ctrp_XL765,0.413,.+.
ml050,Not Clinically Relevant,,0.413,,ctrp_ML050,0.413,.+.
kin001-266,Not Clinically Relevant,0.41200000000000003,,,gdsc_KIN001-266,0.412,+..
tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.41100000000000003,,ctrp_tacrolimus,0.411,.+.
sz4ta2,Not Clinically Relevant,,0.41,,ctrp_SZ4TA2,0.41,.+.
foretinib,c-Met/VEGFR2 inhibitor,,0.409,,ctrp_foretinib,0.409,.+.
brd-k42260513,Not Clinically Relevant,,0.409,,ctrp_BRD-K42260513,0.409,.+.
kw-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.408,,ctrp_KW-2449,0.408,.+.
brd-a71883111,Not Clinically Relevant,,0.40700000000000003,,ctrp_BRD-A71883111,0.407,.+.
brd-k51831558,Not Clinically Relevant,,0.406,,ctrp_BRD-K51831558,0.406,.+.
rg-108,Not Clinically Relevant,,0.405,,ctrp_RG-108,0.405,.+.
16-beta-bromoandrosterone,Not Clinically Relevant,,0.40399999999999997,,ctrp_16-beta-bromoandrosterone,0.404,.+.
kpt185,Not Clinically Relevant,,0.40399999999999997,,ctrp_KPT185,0.404,.+.
tipifarnib-p1,Not Clinically Relevant,,0.402,,ctrp_tipifarnib-P1,0.402,.+.
ceranib-2,Not Clinically Relevant,,0.401,,ctrp_ceranib-2,0.401,.+.
brd-k88742110,Not Clinically Relevant,,0.4,,ctrp_BRD-K88742110,0.4,.+.
alisertib,Aurora A kinase inhibitor,,0.4,,ctrp_alisertib,0.4,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.39899999999999997,,ctrp_AZD1480,0.399,.+.
jw-74,Not Clinically Relevant,,0.39799999999999996,,ctrp_JW-74,0.398,.+.
ly-2183240,Not Clinically Relevant,,0.397,,ctrp_LY-2183240,0.397,.+.
prima-1-met,Not Clinically Relevant,,0.397,,ctrp_PRIMA-1-Met,0.397,.+.
cil55,Not Clinically Relevant,,0.395,,ctrp_CIL55,0.395,.+.
compound 1541a,Not Clinically Relevant,,0.391,,ctrp_Compound 1541A,0.391,.+.
brd-k29313308,Not Clinically Relevant,,0.39,,ctrp_BRD-K29313308,0.39,.+.
brd-k13999467,Not Clinically Relevant,,0.39,,ctrp_BRD-K13999467,0.39,.+.
sr1001,Not Clinically Relevant,,0.386,,ctrp_SR1001,0.386,.+.
tivantinib,Met inhibitor,,0.385,,ctrp_tivantinib,0.385,.+.
ac55649,Not Clinically Relevant,,0.384,,ctrp_AC55649,0.384,.+.
vx-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.38299999999999995,,ctrp_VX-680,0.383,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.38299999999999995,,ctrp_lenvatinib,0.383,.+.
npk76-ii-72-1,Not Clinically Relevant,0.38299999999999995,,,gdsc_NPK76-II-72-1,0.383,+..
brd-k92856060,Not Clinically Relevant,,0.382,,ctrp_BRD-K92856060,0.382,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.382,,ctrp_PX-12,0.382,.+.
nsc23766,Not Clinically Relevant,,0.381,,ctrp_NSC23766,0.381,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.38,,ctrp_cytarabine hydrochloride,0.38,.+.
isoliquiritigenin,Not Clinically Relevant,,0.38,,ctrp_isoliquiritigenin,0.38,.+.
necrostatin-7,Not Clinically Relevant,,0.379,,ctrp_necrostatin-7,0.379,.+.
ml203,Not Clinically Relevant,,0.37799999999999995,,ctrp_ML203,0.378,.+.
bibr-1532,Not Clinically Relevant,,0.37799999999999995,,ctrp_BIBR-1532,0.378,.+.
bms-270394,Not Clinically Relevant,,0.37799999999999995,,ctrp_BMS-270394,0.378,.+.
sb-225002,Not Clinically Relevant,,0.377,,ctrp_SB-225002,0.377,.+.
brd6340,Not Clinically Relevant,,0.376,,ctrp_BRD6340,0.376,.+.
brd1835,Not Clinically Relevant,,0.376,,ctrp_BRD1835,0.376,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.376,,ctrp_fingolimod,0.376,.+.
mst-312,Not Clinically Relevant,,0.376,,ctrp_MST-312,0.376,.+.
nsc30930,Not Clinically Relevant,,0.375,,ctrp_NSC30930,0.375,.+.
abt-199,Bcl2 inhibitor,,0.373,,ctrp_ABT-199,0.373,.+.
mdivi-1,Not Clinically Relevant,,0.371,,ctrp_Mdivi-1,0.371,.+.
brd-k24690302,Not Clinically Relevant,,0.371,,ctrp_BRD-K24690302,0.371,.+.
ml162,Not Clinically Relevant,,0.371,,ctrp_ML162,0.371,.+.
ski-ii,Not Clinically Relevant,,0.369,,ctrp_SKI-II,0.369,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.369,,ctrp_MGCD-265,0.369,.+.
ki8751,Not Clinically Relevant,,0.369,,ctrp_Ki8751,0.369,.+.
jw-55,Not Clinically Relevant,,0.369,,ctrp_JW-55,0.369,.+.
nsc19630,Not Clinically Relevant,,0.368,,ctrp_NSC19630,0.368,.+.
repligen 136,Not Clinically Relevant,,0.368,,ctrp_Repligen 136,0.368,.+.
cisplatin,Not Clinically Relevant,0.36700000000000005,,,gdsc_Cisplatin,0.367,+..
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.366,,ctrp_omacetaxine mepesuccinate,0.366,.+.
isox,Not Clinically Relevant,,0.366,,ctrp_ISOX,0.366,.+.
nsc48300,Not Clinically Relevant,,0.365,,ctrp_NSC48300,0.365,.+.
cil41,Not Clinically Relevant,,0.364,,ctrp_CIL41,0.364,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.364,,ctrp_itraconazole,0.364,.+.
brd-k11533227,Not Clinically Relevant,,0.364,,ctrp_BRD-K11533227,0.364,.+.
darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.363,,ctrp_darinaparsin,0.363,.+.
isoevodiamine,Not Clinically Relevant,,0.36200000000000004,,ctrp_isoevodiamine,0.362,.+.
brd-k02251932,Not Clinically Relevant,,0.36200000000000004,,ctrp_BRD-K02251932,0.362,.+.
elcpk,Not Clinically Relevant,,0.36200000000000004,,ctrp_ELCPK,0.362,.+.
tacedinaline,Not Clinically Relevant,,0.361,,ctrp_tacedinaline,0.361,.+.
nsc 74859,Not Clinically Relevant,,0.36,,ctrp_NSC 74859,0.36,.+.
cay10576,Not Clinically Relevant,,0.36,,ctrp_CAY10576,0.36,.+.
brd-k84807411,Not Clinically Relevant,,0.36,,ctrp_BRD-K84807411,0.36,.+.
gmx-1778,Not Clinically Relevant,,0.359,,ctrp_GMX-1778,0.359,.+.
sgx-523, Met inhibitor,,0.358,,ctrp_SGX-523,0.358,.+.
brd-k30019337,Not Clinically Relevant,,0.358,,ctrp_BRD-K30019337,0.358,.+.
compound 23 citrate,Not Clinically Relevant,,0.358,,ctrp_Compound 23 citrate,0.358,.+.
brd-k19103580,Not Clinically Relevant,,0.35700000000000004,,ctrp_BRD-K19103580,0.357,.+.
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.35700000000000004,,ctrp_sitagliptin,0.357,.+.
pf-184,Not Clinically Relevant,,0.35700000000000004,,ctrp_PF-184,0.357,.+.
pifithrin-mu,Not Clinically Relevant,,0.35700000000000004,,ctrp_pifithrin-mu,0.357,.+.
lrrk2-in-1,Not Clinically Relevant,,0.35600000000000004,,ctrp_LRRK2-IN-1,0.356,.+.
apicidin,Not Clinically Relevant,,0.35600000000000004,,ctrp_apicidin,0.356,.+.
nvp-adw742,Not Clinically Relevant,,0.355,,ctrp_NVP-ADW742,0.355,.+.
parbendazole,Not Clinically Relevant,,0.355,,ctrp_parbendazole,0.355,.+.
belinostat,HDAC inhibitor (PXD101),0.284,0.426,,gdsc_Belinostat,0.355,++.
fqi-2,Not Clinically Relevant,,0.354,,ctrp_FQI-2,0.354,.+.
bms-754807,Not Clinically Relevant,0.33899999999999997,0.365,,gdsc_BMS-754807,0.352,++.
brd-k41597374,Not Clinically Relevant,,0.35200000000000004,,ctrp_BRD-K41597374,0.352,.+.
968,Not Clinically Relevant,,0.35100000000000003,,ctrp_968,0.351,.+.
triazolothiadiazine,Not Clinically Relevant,,0.349,,ctrp_triazolothiadiazine,0.349,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.349,,ctrp_TG-100-115,0.349,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.349,,ctrp_GSK1059615,0.349,.+.
rita,Not Clinically Relevant,,0.34600000000000003,,ctrp_RITA,0.346,.+.
cucurbitacin i,Not Clinically Relevant,,0.34600000000000003,,ctrp_cucurbitacin I,0.346,.+.
pdmp,Not Clinically Relevant,,0.34600000000000003,,ctrp_PDMP,0.346,.+.
brd-k90370028,Not Clinically Relevant,,0.34600000000000003,,ctrp_BRD-K90370028,0.346,.+.
gw-843682x,Not Clinically Relevant,,0.34600000000000003,,ctrp_GW-843682X,0.346,.+.
vorinostat,HDAC inhibitor (SAHA),0.33899999999999997,0.35100000000000003,,gdsc_Vorinostat,0.345,++.
hg-5-113-01,Not Clinically Relevant,0.345,,,gdsc_HG-5-113-01,0.345,+..
brd-k86535717,Not Clinically Relevant,,0.344,,ctrp_BRD-K86535717,0.344,.+.
lbh-589,HDAC inhibitor,,0.344,,ctrp_LBH-589,0.344,.+.
necrostatin-1,Not Clinically Relevant,,0.344,,ctrp_necrostatin-1,0.344,.+.
brd-k61166597,Not Clinically Relevant,,0.34299999999999997,,ctrp_BRD-K61166597,0.343,.+.
brd-k29086754,Not Clinically Relevant,,0.34299999999999997,,ctrp_BRD-K29086754,0.343,.+.
necrosulfonamide,Not Clinically Relevant,,0.342,,ctrp_necrosulfonamide,0.342,.+.
hc-067047,Not Clinically Relevant,,0.342,,ctrp_HC-067047,0.342,.+.
tpca-1,Not Clinically Relevant,0.385,0.297,,ctrp_TPCA-1,0.341,++.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.385,0.297,,ctrp_daporinad,0.341,++.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.34,,ctrp_AZD4547,0.34,.+.
elocalcitol,vitamin D receptor agonist,,0.34,,ctrp_elocalcitol,0.34,.+.
yk 4-279,Not Clinically Relevant,,0.34,,ctrp_YK 4-279,0.34,.+.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.33899999999999997,,ctrp_lomeguatrib,0.339,.+.
at-406,Not Clinically Relevant,,0.33899999999999997,,ctrp_AT-406,0.339,.+.
pl-di,Not Clinically Relevant,,0.33799999999999997,,ctrp_PL-DI,0.338,.+.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.33799999999999997,,ctrp_decitabine,0.338,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.33799999999999997,,ctrp_sildenafil,0.338,.+.
ym201636,Not Clinically Relevant,0.337,,,gdsc_YM201636,0.337,+..
bendamustine,alkylating agent,,0.337,,ctrp_bendamustine,0.337,.+.
nsc95397,Not Clinically Relevant,,0.337,,ctrp_NSC95397,0.337,.+.
erastin,Not Clinically Relevant,,0.336,,ctrp_erastin,0.336,.+.
ml031,Not Clinically Relevant,,0.336,,ctrp_ML031,0.336,.+.
brd-k70511574,Not Clinically Relevant,,0.336,,ctrp_BRD-K70511574,0.336,.+.
am-580,Not Clinically Relevant,,0.336,,ctrp_AM-580,0.336,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.335,,ctrp_vincristine,0.335,.+.
cediranib,VEGFR inhibitor,,0.335,,ctrp_cediranib,0.335,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.335,,ctrp_mitomycin,0.335,.+.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.335,,ctrp_trifluoperazine,0.335,.+.
pf-3758309,Not Clinically Relevant,,0.335,,ctrp_PF-3758309,0.335,.+.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.33399999999999996,,ctrp_hyperforin,0.334,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.33299999999999996,,ctrp_brivanib,0.333,.+.
mps-1-in-1,Not Clinically Relevant,0.33299999999999996,,,gdsc_MPS-1-IN-1,0.333,+..
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.33299999999999996,,ctrp_GSK461364,0.333,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.33299999999999996,,ctrp_KX2-391,0.333,.+.
brd-k01737880,Not Clinically Relevant,,0.332,,ctrp_BRD-K01737880,0.332,.+.
brd-k16147474,Not Clinically Relevant,,0.332,,ctrp_BRD-K16147474,0.332,.+.
brd-k34222889,Not Clinically Relevant,,0.331,,ctrp_BRD-K34222889,0.331,.+.
manumycin a,Not Clinically Relevant,,0.331,,ctrp_manumycin A,0.331,.+.
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.331,,ctrp_alvocidib,0.331,.+.
ml029,Not Clinically Relevant,,0.33,,ctrp_ML029,0.33,.+.
brd-k66532283,Not Clinically Relevant,,0.33,,ctrp_BRD-K66532283,0.33,.+.
nakiterpiosin,Not Clinically Relevant,,0.33,,ctrp_nakiterpiosin,0.33,.+.
jw-480,Not Clinically Relevant,,0.32899999999999996,,ctrp_JW-480,0.329,.+.
etp-46464,Not Clinically Relevant,,0.32899999999999996,,ctrp_ETP-46464,0.329,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.32799999999999996,,ctrp_cimetidine,0.328,.+.
pandacostat,Not Clinically Relevant,,0.32799999999999996,,ctrp_pandacostat,0.328,.+.
ml006,Not Clinically Relevant,,0.327,,ctrp_ML006,0.327,.+.
mi-2,Not Clinically Relevant,,0.327,,ctrp_MI-2,0.327,.+.
stf-31,Not Clinically Relevant,,0.327,,ctrp_STF-31,0.327,.+.
fgin-1-27,Not Clinically Relevant,,0.326,,ctrp_FGIN-1-27,0.326,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.326,,ctrp_rigosertib,0.326,.+.
bix-01294,Not Clinically Relevant,,0.326,,ctrp_BIX-01294,0.326,.+.
fedratinib,JAK2 inhibitor,0.325,,,gdsc_Fedratinib,0.325,+..
birb-796,Not Clinically Relevant,,0.325,,ctrp_BIRB-796,0.325,.+.
brd-k02492147,Not Clinically Relevant,,0.325,,ctrp_BRD-K02492147,0.325,.+.
brd-k35604418,Not Clinically Relevant,,0.324,,ctrp_BRD-K35604418,0.324,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.324,,ctrp_niclosamide,0.324,.+.
zg-10,Not Clinically Relevant,0.324,,,gdsc_ZG-10,0.324,+..
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.35200000000000004,0.295,,ctrp_PHA-793887,0.324,++.
ipr-456,Not Clinically Relevant,,0.32299999999999995,,ctrp_IPR-456,0.323,.+.
plx-4032,BRAF (V600E) inhibitor,,0.321,,ctrp_PLX-4032,0.321,.+.
hli 373,Not Clinically Relevant,,0.321,,ctrp_HLI 373,0.321,.+.
ml311,Not Clinically Relevant,,0.321,,ctrp_ML311,0.321,.+.
brd8899,Not Clinically Relevant,,0.321,,ctrp_BRD8899,0.321,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.32,,ctrp_curcumin,0.32,.+.
nsc632839,Not Clinically Relevant,,0.32,,ctrp_NSC632839,0.32,.+.
ku-0063794,Not Clinically Relevant,,0.318,,ctrp_KU-0063794,0.318,.+.
brd-k75293299,Not Clinically Relevant,,0.318,,ctrp_BRD-K75293299,0.318,.+.
cil70,Not Clinically Relevant,,0.318,,ctrp_CIL70,0.318,.+.
cerulenin,Not Clinically Relevant,,0.317,,ctrp_cerulenin,0.317,.+.
brd-k66453893,Not Clinically Relevant,,0.317,,ctrp_BRD-K66453893,0.317,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.316,,ctrp_BYL-719,0.316,.+.
narciclasine,Not Clinically Relevant,,0.316,,ctrp_narciclasine,0.316,.+.
brd-k80183349,Not Clinically Relevant,,0.316,,ctrp_BRD-K80183349,0.316,.+.
i-bet-762,Not Clinically Relevant,0.316,,,gdsc_I-BET-762,0.316,+..
neuronal differentiation inducer iii,Not Clinically Relevant,,0.315,,ctrp_neuronal differentiation inducer III,0.315,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.315,,ctrp_RO4929097,0.315,.+.
teniposide,Topo II inhibitor,,0.313,,ctrp_teniposide,0.313,.+.
bardoxolone methyl,Not Clinically Relevant,,0.313,,ctrp_bardoxolone methyl,0.313,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.313,,ctrp_ciclopirox,0.313,.+.
su11274,Not Clinically Relevant,,0.312,,ctrp_SU11274,0.312,.+.
ch-55,Not Clinically Relevant,,0.312,,ctrp_Ch-55,0.312,.+.
merck60,Not Clinically Relevant,,0.312,,ctrp_Merck60,0.312,.+.
brd-k78574327,Not Clinically Relevant,,0.311,,ctrp_BRD-K78574327,0.311,.+.
brd-k44224150,Not Clinically Relevant,,0.311,,ctrp_BRD-K44224150,0.311,.+.
zm447439,Not Clinically Relevant,0.311,,,gdsc_ZM447439,0.311,+..
qs-11,Not Clinically Relevant,,0.309,,ctrp_QS-11,0.309,.+.
brd-a86708339,Not Clinically Relevant,,0.308,,ctrp_BRD-A86708339,0.308,.+.
b02,Not Clinically Relevant,,0.308,,ctrp_B02,0.308,.+.
methylstat,Not Clinically Relevant,,0.308,,ctrp_methylstat,0.308,.+.
fqi-1,Not Clinically Relevant,,0.308,,ctrp_FQI-1,0.308,.+.
ouabain,Not Clinically Relevant,,0.307,,ctrp_ouabain,0.307,.+.
chm-1,Not Clinically Relevant,,0.307,,ctrp_CHM-1,0.307,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.306,,ctrp_tandutinib,0.306,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.306,,ctrp_gossypol,0.306,.+.
sb-525334,Not Clinically Relevant,,0.306,,ctrp_SB-525334,0.306,.+.
cd-1530,Not Clinically Relevant,,0.306,,ctrp_CD-1530,0.306,.+.
wz3105,Not Clinically Relevant,0.306,,,gdsc_WZ3105,0.306,+..
cay10618,Not Clinically Relevant,,0.305,,ctrp_CAY10618,0.305,.+.
tipifarnib-p2,Not Clinically Relevant,,0.305,,ctrp_tipifarnib-P2,0.305,.+.
camptothecin,Not Clinically Relevant,0.304,,,gdsc_Camptothecin,0.304,+..
qw-bi-011,Not Clinically Relevant,,0.304,,ctrp_QW-BI-011,0.304,.+.
pik-93,Not Clinically Relevant,0.307,0.302,,ctrp_PIK-93,0.304,++.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.303,,ctrp_CAL-101,0.303,.+.
ku-60019,Not Clinically Relevant,,0.302,,ctrp_KU-60019,0.302,.+.
fsc231,Not Clinically Relevant,,0.302,,ctrp_FSC231,0.302,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.302,,ctrp_N9-isopropylolomoucine,0.302,.+.
brd-k37390332,Not Clinically Relevant,,0.302,,ctrp_BRD-K37390332,0.302,.+.
bms-345541,Not Clinically Relevant,0.342,0.261,,ctrp_BMS-345541,0.302,++.
pluripotin,Not Clinically Relevant,,0.301,,ctrp_pluripotin,0.301,.+.
sch-79797,Not Clinically Relevant,,0.3,,ctrp_SCH-79797,0.3,.+.
pitstop2,Not Clinically Relevant,,0.3,,ctrp_pitstop2,0.3,.+.
brd1812,Not Clinically Relevant,,0.299,,ctrp_BRD1812,0.299,.+.
nsc-207895,Not Clinically Relevant,0.299,,,gdsc_NSC-207895,0.299,+..
etoposide,Topo II inhibitor,0.24600000000000002,0.349,,gdsc_Etoposide,0.298,++.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.297,,ctrp_dacarbazine,0.297,.+.
cd-437,Not Clinically Relevant,,0.297,,ctrp_CD-437,0.297,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.297,,ctrp_vorapaxar,0.297,.+.
unc0638,Not Clinically Relevant,0.281,0.31,,gdsc_UNC0638,0.296,++.
brd-k85133207,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K85133207,0.296,.+.
pi-103,Not Clinically Relevant,0.26,0.33299999999999996,,gdsc_PI-103,0.296,++.
nvp-bez235,PI3K/mTOR inhibitor,,0.295,,ctrp_NVP-BEZ235,0.295,.+.
osi-027,Not Clinically Relevant,0.294,0.29600000000000004,,gdsc_OSI-027,0.295,++.
ar-42,Not Clinically Relevant,0.295,,,gdsc_AR-42,0.295,+..
3-cl-ahpc,Not Clinically Relevant,,0.295,,ctrp_3-Cl-AHPC,0.295,.+.
purmorphamine,Not Clinically Relevant,,0.295,,ctrp_purmorphamine,0.295,.+.
srt-1720,Not Clinically Relevant,,0.294,,ctrp_SRT-1720,0.294,.+.
fluorouracil,antimetabolite,,0.294,,ctrp_fluorouracil,0.294,.+.
pyr-41,Not Clinically Relevant,,0.294,,ctrp_PYR-41,0.294,.+.
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.294,,ctrp_dinaciclib,0.294,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.294,,ctrp_fluvastatin,0.294,.+.
pf-573228,Not Clinically Relevant,,0.293,,ctrp_PF-573228,0.293,.+.
clofarabine,purine nucleoside antimetabolite,,0.292,,ctrp_clofarabine,0.292,.+.
brd-k96431673,Not Clinically Relevant,,0.292,,ctrp_BRD-K96431673,0.292,.+.
tgx-221,Not Clinically Relevant,,0.29100000000000004,,ctrp_TGX-221,0.291,.+.
cytochalasin b,Not Clinically Relevant,,0.29100000000000004,,ctrp_cytochalasin B,0.291,.+.
brd-k27224038,Not Clinically Relevant,,0.29100000000000004,,ctrp_BRD-K27224038,0.291,.+.
importazole,Not Clinically Relevant,,0.29100000000000004,,ctrp_importazole,0.291,.+.
ko-143,Not Clinically Relevant,,0.29,,ctrp_Ko-143,0.29,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.29,,ctrp_tamatinib,0.29,.+.
nvp-231,Not Clinically Relevant,,0.289,,ctrp_NVP-231,0.289,.+.
prima-1,Not Clinically Relevant,,0.289,,ctrp_PRIMA-1,0.289,.+.
brd-k96970199,Not Clinically Relevant,,0.289,,ctrp_BRD-K96970199,0.289,.+.
