drug,score,moa
ctrp_ABT-199,0.374,Bcl2 inhibitor
ctrp_BMS-270394,0.374,Not Clinically Relevant
ctrp_foretinib,0.373,c-Met/VEGFR2 inhibitor
ctrp_BRD-K42260513,0.373,Not Clinically Relevant
ctrp_SZ4TA2,0.373,Not Clinically Relevant
ctrp_AC55649,0.372,Not Clinically Relevant
ctrp_RG-108,0.371,Not Clinically Relevant
ctrp_BRD-K29313308,0.369,Not Clinically Relevant
ctrp_SR1001,0.369,Not Clinically Relevant
ctrp_itraconazole,0.368,"Anti-fungal, hedgehog antagonist"
ctrp_compound 1B,0.368,Not Clinically Relevant
ctrp_alisertib,0.368,Aurora A kinase inhibitor
ctrp_BRD-K29086754,0.368,Not Clinically Relevant
gdsc_Daporinad,0.368,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_Repligen 136,0.367,Not Clinically Relevant
ctrp_MST-312,0.367,Not Clinically Relevant
ctrp_JW-55,0.367,Not Clinically Relevant
ctrp_cytarabine hydrochloride,0.366,Not Clinically Relevant
ctrp_fingolimod,0.366,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis"
ctrp_NSC30930,0.364,Not Clinically Relevant
ctrp_QS-11,0.363,Not Clinically Relevant
ctrp_CAY10576,0.363,Not Clinically Relevant
ctrp_imatinib,0.363,"Bcr-abl, c-kit and PDGFR inhibitor"
ctrp_BRD-K92856060,0.362,Not Clinically Relevant
ctrp_RITA,0.362,Not Clinically Relevant
ctrp_BRD-K84807411,0.362,Not Clinically Relevant
ctrp_968,0.360,Not Clinically Relevant
ctrp_necrostatin-7,0.360,Not Clinically Relevant
ctrp_lenvatinib,0.359,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)"
ctrp_ML006,0.358,Not Clinically Relevant
ctrp_LY-2183240,0.358,Not Clinically Relevant
ctrp_BRD1835,0.357,Not Clinically Relevant
ctrp_KW-2449,0.357,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;"
ctrp_myriocin,0.357,Not Clinically Relevant
ctrp_SKI-II,0.356,Not Clinically Relevant
ctrp_NSC 74859,0.356,Not Clinically Relevant
gdsc_NPK76-II-72-1,0.356,Not Clinically Relevant
ctrp_BRD-K75293299,0.355,Not Clinically Relevant
ctrp_ML162,0.354,Not Clinically Relevant
ctrp_brivanib,0.354,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
ctrp_FGIN-1-27,0.353,Not Clinically Relevant
ctrp_BRD-K34099515,0.352,Not Clinically Relevant
ctrp_FSC231,0.352,Not Clinically Relevant
ctrp_NSC48300,0.351,Not Clinically Relevant
ctrp_MGCD-265,0.351,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_bexarotene,0.351,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis "
ctrp_BRD-K16147474,0.350,Not Clinically Relevant
ctrp_lomeguatrib,0.349,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. "
ccle_PLX4720,0.349,Not Clinically Relevant
ctrp_Mdivi-1,0.348,Not Clinically Relevant
gdsc_BMS-754807,0.347,Not Clinically Relevant
ctrp_tamoxifen,0.347,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes"
ctrp_BMS-754807,0.347,Not Clinically Relevant
ctrp_ceranib-2,0.346,Not Clinically Relevant
ctrp_BRD-K02251932,0.346,Not Clinically Relevant
ctrp_NVP-ADW742,0.345,Not Clinically Relevant
ctrp_TG-100-115,0.345,PI3Kγ/δ inhibitor
ctrp_PX-12,0.344,thioredoxin-1 (Trx-1) inhibitor
ctrp_BRD8899,0.343,Not Clinically Relevant
ctrp_BRD-K78574327,0.343,Not Clinically Relevant
gdsc_BMS-345541,0.343,Not Clinically Relevant
ctrp_necrostatin-1,0.343,Not Clinically Relevant
ctrp_elocalcitol,0.342,vitamin D receptor agonist
ctrp_KPT185,0.342,Not Clinically Relevant
ctrp_NSC23766,0.342,Not Clinically Relevant
gdsc_HG-5-113-01,0.342,Not Clinically Relevant
ctrp_PDMP,0.341,Not Clinically Relevant
ctrp_bendamustine,0.341,alkylating agent
ctrp_apicidin,0.341,Not Clinically Relevant
ctrp_JW-480,0.340,Not Clinically Relevant
ctrp_BRD6340,0.339,Not Clinically Relevant
ctrp_SGX-523,0.339, Met inhibitor
ctrp_GMX-1778,0.339,Not Clinically Relevant
ctrp_Compound 23 citrate,0.339,Not Clinically Relevant
ctrp_BIBR-1532,0.339,Not Clinically Relevant
ctrp_nilotinib,0.338,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
ctrp_PLX-4032,0.336,BRAF (V600E) inhibitor
ccle_LBW242,0.336,Not Clinically Relevant
ctrp_omacetaxine mepesuccinate,0.335,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_SN-38,0.335,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_ML083,0.335,Not Clinically Relevant
ctrp_navitoclax,0.335,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_Ki8751,0.335,Not Clinically Relevant
ctrp_BRD-K66532283,0.335,Not Clinically Relevant
ctrp_BRD-K30019337,0.335,Not Clinically Relevant
ctrp_topotecan,0.334,Topo I inhibitor
ctrp_erastin,0.334,Not Clinically Relevant
ctrp_CIL70,0.333,Not Clinically Relevant
ctrp_cediranib,0.333,VEGFR inhibitor
ctrp_BIRB-796,0.332,Not Clinically Relevant
ctrp_KU-55933,0.331,Not Clinically Relevant
ctrp_cimetidine,0.330,(Tagamet) Antacid and antihistamine
ctrp_ISOX,0.329,Not Clinically Relevant
ctrp_tandutinib,0.329,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
ctrp_SB-225002,0.329,Not Clinically Relevant
ctrp_hyperforin,0.328,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA"
ctrp_tivozanib,0.328,VEGFR inhibitor
ctrp_sildenafil,0.328,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
ctrp_ETP-46464,0.327,Not Clinically Relevant
ctrp_BRD-K37390332,0.327,Not Clinically Relevant
ctrp_ML031,0.326,Not Clinically Relevant
ctrp_pifithrin-mu,0.326,Not Clinically Relevant
ctrp_HLI 373,0.326,Not Clinically Relevant
ctrp_tacedinaline,0.326,Not Clinically Relevant
ctrp_vorinostat,0.326,HDAC inhibitor (SAHA)
ctrp_RO4929097,0.326,Notch (gamma secretase) inhibitor
gdsc_MPS-1-IN-1,0.325,Not Clinically Relevant
ctrp_etoposide,0.325,Topo II inhibitor
ctrp_PI-103,0.325,Not Clinically Relevant
ctrp_isoevodiamine,0.324,Not Clinically Relevant
ctrp_BIX-01294,0.324,Not Clinically Relevant
ctrp_AT-406,0.324,Not Clinically Relevant
ctrp_BRD-K04800985,0.324,Not Clinically Relevant
gdsc_Vorinostat,0.323,HDAC inhibitor (SAHA)
ctrp_PL-DI,0.322,Not Clinically Relevant
ctrp_BRD-K44224150,0.322,Not Clinically Relevant
ctrp_BRD-K85133207,0.322,Not Clinically Relevant
ctrp_BRD-K80183349,0.322,Not Clinically Relevant
ctrp_PYR-41,0.322,Not Clinically Relevant
ctrp_NSC95397,0.321,Not Clinically Relevant
ctrp_LBH-589,0.321,HDAC inhibitor
gdsc_YM201636,0.321,Not Clinically Relevant
ctrp_NSC19630,0.320,Not Clinically Relevant
ctrp_neuronal differentiation inducer III,0.320,Not Clinically Relevant
ctrp_CIL55A,0.320,Not Clinically Relevant
gdsc_NSC-207895,0.320,Not Clinically Relevant
ctrp_tipifarnib-P2,0.319,Not Clinically Relevant
ctrp_AM-580,0.319,Not Clinically Relevant
ctrp_PF-184,0.319,Not Clinically Relevant
ctrp_triazolothiadiazine,0.319,Not Clinically Relevant
ctrp_AZD4547,0.318,"FGFR-1,2 and 3 inhibitor"
ctrp_BRD-K90370028,0.318,Not Clinically Relevant
ctrp_crizotinib,0.318,"ALK, ROS1 and MET inhibitor"
ctrp_pazopanib,0.318,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_dacarbazine,0.317,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
ctrp_HC-067047,0.317,Not Clinically Relevant
ctrp_cucurbitacin I,0.315,Not Clinically Relevant
ctrp_decitabine,0.315,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)"
ctrp_cabozantinib,0.314,"MET, AXL, VEGFR and RET inhibitor"
ctrp_MI-2,0.314,Not Clinically Relevant
ctrp_BRD-K02492147,0.314,Not Clinically Relevant
ctrp_QW-BI-011,0.314,Not Clinically Relevant
ctrp_LRRK2-IN-1,0.313,Not Clinically Relevant
ctrp_pifithrin-alpha,0.313,Not Clinically Relevant
ctrp_ciclopirox,0.310,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_teniposide,0.310,Topo II inhibitor
ctrp_sorafenib,0.310,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_parbendazole,0.310,Not Clinically Relevant
ctrp_BRD-K61166597,0.310,Not Clinically Relevant
ctrp_KU-0063794,0.309,Not Clinically Relevant
ctrp_NVP-TAE684,0.309,Not Clinically Relevant
ctrp_SU11274,0.308,Not Clinically Relevant
ctrp_BRD-K35604418,0.308,Not Clinically Relevant
ctrp_BRD-A94377914,0.308,Not Clinically Relevant
ctrp_niclosamide,0.307,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_fluvastatin,0.307,"HMG-CoA reductase inhibitor,"
ctrp_necrosulfonamide,0.307,Not Clinically Relevant
ctrp_CIL56,0.306,Not Clinically Relevant
gdsc_ZG-10,0.304,Not Clinically Relevant
ctrp_AZD1480,0.304,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_sunitinib,0.304,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_OSI-930,0.303," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck"
ctrp_MK-2206,0.303,Akt1/2/3 inhibitor
ctrp_BRD-K34222889,0.303,Not Clinically Relevant
ctrp_ML311,0.302,Not Clinically Relevant
ctrp_TGX-221,0.302,Not Clinically Relevant
ctrp_BRD-K41334119,0.302,Not Clinically Relevant
ctrp_nutlin-3,0.301,"Mdm2 antagonist, stabilizes p53 "
ctrp_BRD-K96431673,0.301,Not Clinically Relevant
ctrp_pandacostat,0.301,Not Clinically Relevant
ctrp_YK 4-279,0.301,Not Clinically Relevant
gdsc_ZM447439,0.300,Not Clinically Relevant
ctrp_GSK-3 inhibitor IX,0.300,Not Clinically Relevant
ctrp_mitomycin,0.299,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_vorapaxar,0.298," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_manumycin A,0.298,Not Clinically Relevant
ctrp_FQI-1,0.298,Not Clinically Relevant
ctrp_pitstop2,0.297,Not Clinically Relevant
ctrp_BRD1812,0.297,Not Clinically Relevant
ctrp_CD-1530,0.297,Not Clinically Relevant
ctrp_BRD-K70511574,0.296,Not Clinically Relevant
ctrp_tivantinib,0.296,Met inhibitor
ctrp_alvocidib,0.295,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_importazole,0.295,Not Clinically Relevant
ctrp_STF-31,0.294,Not Clinically Relevant
ctrp_MG-132,0.293,Not Clinically Relevant
gdsc_Camptothecin,0.293,Not Clinically Relevant
ctrp_SB-525334,0.293,Not Clinically Relevant
ctrp_BRD-K45681478,0.293,Not Clinically Relevant
ctrp_vincristine,0.293,"binds tubulin, disrupts microtubule dynamics"
ctrp_BRD-K66453893,0.293,Not Clinically Relevant
ctrp_ouabain,0.293,Not Clinically Relevant
gdsc_UNC0638,0.293,Not Clinically Relevant
gdsc_AR-42,0.292,Not Clinically Relevant
ctrp_tamatinib,0.292,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_OSI-027,0.292,Not Clinically Relevant
ctrp_UNC0638,0.291,Not Clinically Relevant
gdsc_WZ3105,0.291,Not Clinically Relevant
ctrp_cytochalasin B,0.291,Not Clinically Relevant
ctrp_Merck60,0.291,Not Clinically Relevant
ctrp_temozolomide,0.291,alkylating agent
ccle_PF2341066,0.291,"ALK, ROS1 and MET inhibitor"
ctrp_cerulenin,0.290,Not Clinically Relevant
ctrp_GSK2636771,0.290,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_SCH-529074,0.290,Not Clinically Relevant
gdsc_Entinostat,0.290,HDAC inhibitor
ctrp_BYL-719,0.288,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ
ctrp_doxorubicin,0.288,"Topo II inhibitor, DNA intercalator"
ctrp_thalidomide,0.287,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_nintedanib,0.287,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
gdsc_Methotrexate,0.287,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ctrp_BMS-536924,0.287,Not Clinically Relevant
ctrp_rigosertib,0.287,"ON-01910, Plk-1 inhibitor"
ctrp_BRD-K27224038,0.286,Not Clinically Relevant
ctrp_Bax channel blocker,0.286,Not Clinically Relevant
ctrp_GW-843682X,0.286,Not Clinically Relevant
ctrp_CHM-1,0.286,Not Clinically Relevant
ctrp_blebbistatin,0.285,Not Clinically Relevant
ctrp_AZD6482,0.285,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ctrp_quizartinib,0.285,Flt3 inhibitor
ctrp_marinopyrrole A,0.285,Not Clinically Relevant
ctrp_CAL-101,0.285,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_SMER-3,0.284,Not Clinically Relevant
ctrp_Ch-55,0.284,Not Clinically Relevant
ctrp_NSC632839,0.284,Not Clinically Relevant
ctrp_FQI-2,0.284,Not Clinically Relevant
ctrp_GSK461364,0.283,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_CD-437,0.283,Not Clinically Relevant
ctrp_ML312,0.282,Not Clinically Relevant
ctrp_KX2-391,0.282,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
ccle_AEW541,0.282,Not Clinically Relevant
ctrp_silmitasertib,0.281,casein kinase 2 inhibitor 
ctrp_curcumin,0.281,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_GSK1059615,0.281,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_entinostat,0.281,HDAC inhibitor
ctrp_CAY10618,0.281,Not Clinically Relevant
ctrp_nakiterpiosin,0.281,Not Clinically Relevant
ctrp_AGK-2,0.280,Not Clinically Relevant
ctrp_gossypol,0.280,"Natural product, may function to inhibit Bcl2 family members"
ctrp_I-BET151,0.280,Not Clinically Relevant
ctrp_GANT-61,0.279,Not Clinically Relevant
gdsc_5-Fluorouracil,0.278,antimetabolite
ctrp_momelotinib,0.278,JAK1 and JAK2 inhibitor
ctrp_R428,0.278,Not Clinically Relevant
ctrp_CR-1-31B,0.278,Not Clinically Relevant
ctrp_PRIMA-1,0.278,Not Clinically Relevant
ctrp_MK-0752,0.277,Notch (gamma secretase) inhibitor
ctrp_B02,0.277,Not Clinically Relevant
gdsc_CAY10603,0.277,Not Clinically Relevant
ctrp_daporinad,0.277,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_BI-2536,0.276,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_prochlorperazine,0.276,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_NVP-231,0.276,Not Clinically Relevant
ctrp_bleomycin A2,0.276,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_JQ-1,0.276,Not Clinically Relevant
ctrp_PHA-793887,0.275,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_PIK-93,0.275,Not Clinically Relevant
ctrp_TPCA-1,0.275,Not Clinically Relevant
ctrp_GDC-0941,0.275,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_SRT-1720,0.275,Not Clinically Relevant
ctrp_narciclasine,0.274,Not Clinically Relevant
ctrp_methylstat,0.274,Not Clinically Relevant
ctrp_tigecycline,0.274,antibiotic used to treat a number of bacterial infections
ctrp_salermide,0.274,Not Clinically Relevant
gdsc_CX-5461,0.273,Not Clinically Relevant
ctrp_simvastatin,0.273,"HMG-CoA reductase inhibitor,"
gdsc_GSK690693,0.273,Not Clinically Relevant
gdsc_QL-X-138,0.273,Not Clinically Relevant
ctrp_piperlongumine,0.273,Not Clinically Relevant
ctrp_leptomycin B,0.272,Not Clinically Relevant
gdsc_Belinostat,0.272,HDAC inhibitor (PXD101)
ctrp_regorafenib,0.272,VEGFR2-TIE2 inhibitor 
ctrp_PF-3758309,0.272,Not Clinically Relevant
ctrp_purmorphamine,0.271,Not Clinically Relevant
ctrp_ZSTK474,0.271,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
ctrp_bardoxolone methyl,0.270,Not Clinically Relevant
ctrp_EX-527,0.270,SIRT1 inhibitor
ctrp_KH-CB19,0.270,Not Clinically Relevant
ctrp_ML210,0.270,Not Clinically Relevant
ctrp_RAF265,0.269,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_PRL-3 inhibitor I,0.269,Not Clinically Relevant
gdsc_CUDC-101,0.269,Not Clinically Relevant
ctrp_MK-1775,0.267,Wee1 kinase inhibitor
ctrp_GSK525762A,0.267,Not Clinically Relevant
ctrp_clofarabine,0.265,purine nucleoside antimetabolite
ctrp_AZ-3146,0.265,Not Clinically Relevant
ctrp_HBX-41108,0.265,Not Clinically Relevant
ctrp_NVP-BSK805,0.264,Not Clinically Relevant
gdsc_WIKI4,0.264,Not Clinically Relevant
ctrp_AZD7762,0.263, Chk1 / Chk2 inhibitor
ctrp_semagacestat,0.263,Notch (gamma secretase) inhibitor
ctrp_UNC0321,0.263,Not Clinically Relevant
ctrp_CAY10594,0.263,Not Clinically Relevant
ctrp_neopeltolide,0.262,Not Clinically Relevant
ctrp_dinaciclib,0.262,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_BRD9876,0.262,Not Clinically Relevant
ctrp_AT7867,0.262,Not Clinically Relevant
ctrp_BRD-K14844214,0.261,Not Clinically Relevant
ctrp_WZ4002,0.261,Not Clinically Relevant
ctrp_parthenolide,0.260,Not Clinically Relevant
ctrp_temsirolimus,0.260,Not Clinically Relevant
gdsc_OSI-027,0.260,Not Clinically Relevant
ctrp_SB-743921,0.260,kinesin spindle protein (KSP) inhibitor
ctrp_fulvestrant,0.259,selective estrogen receptor degrader (SERD)
ctrp_docetaxel,0.259,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_gemcitabine,0.258,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ctrp_CHIR-99021,0.257,Not Clinically Relevant
ctrp_3-Cl-AHPC,0.257,Not Clinically Relevant
ctrp_SCH-79797,0.257,Not Clinically Relevant
ctrp_phloretin,0.256,Not Clinically Relevant
ctrp_PF-573228,0.256,Not Clinically Relevant
ctrp_MLN2480,0.255,"TAK-580, pan-Raf kinase inhibitor"
ctrp_NVP-BEZ235,0.255,PI3K/mTOR inhibitor
ctrp_BRD-A86708339,0.255,Not Clinically Relevant
ctrp_YM-155,0.255,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_paclitaxel,0.254,disrupts microtubule dynamics
ccle_TKI258,0.252,Not Clinically Relevant
ctrp_PAC-1,0.251,Not Clinically Relevant
ctrp_SR-II-138A,0.251,Not Clinically Relevant
ctrp_TW-37,0.251,Not Clinically Relevant
gdsc_Genentech Cpd 10,0.250,Not Clinically Relevant
ctrp_obatoclax,0.250,Not Clinically Relevant
ctrp_BMS-345541,0.249,Not Clinically Relevant
gdsc_Etoposide,0.248,Topo II inhibitor
gdsc_QL-XII-47,0.248,Not Clinically Relevant
"ctrp_1S,3R-RSL-3",0.246,Not Clinically Relevant
gdsc_PI-103,0.246,Not Clinically Relevant
ctrp_BRD-K94991378,0.246,Not Clinically Relevant
ctrp_PF-750,0.245,Not Clinically Relevant
ctrp_CI-976,0.245,Not Clinically Relevant
ctrp_ML320,0.245,Not Clinically Relevant
ctrp_oligomycin A,0.244,Not Clinically Relevant
ccle_TAE684,0.244,Not Clinically Relevant
ctrp_TG-101348,0.243,JAK2 inhibitor
ctrp_masitinib,0.243,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
ctrp_GW-405833,0.243,Not Clinically Relevant
ctrp_BRD-A02303741,0.242,Not Clinically Relevant
ctrp_pevonedistat,0.238,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)"
ctrp_dexamethasone,0.236,"synthetic corticosteroid, used to reduce inflammation"
ctrp_AZD8055,0.236,mTOR inhibitor
ccle_Irinotecan,0.236,"aka CPT-11, inhibitor of Topo I"
ctrp_bortezomib,0.234,proteasome inhibitor (Velcade)
ctrp_LE-135,0.233,Not Clinically Relevant
ctrp_BRD-K01737880,0.233,Not Clinically Relevant
ctrp_DBeQ,0.231,Not Clinically Relevant
ctrp_lovastatin,0.230,"HMG-CoA reductase inhibitor,"
gdsc_Mitomycin-C,0.230,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_sirolimus,0.229,"rapamycin, mTOR inhibitor"
ctrp_WP1130,0.227,Not Clinically Relevant
ctrp_myricetin,0.225,Not Clinically Relevant
ctrp_palmostatin B,0.223,Not Clinically Relevant
ctrp_BRD4132,0.222,Not Clinically Relevant
ctrp_KU 0060648,0.214,Not Clinically Relevant
ctrp_SID 26681509,0.213,Not Clinically Relevant
gdsc_THZ-2-102-1,0.211,Not Clinically Relevant
ctrp_methotrexate,0.205,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ccle_Topotecan,0.205,Topo I inhibitor
ctrp_GSK-J4,0.194,Not Clinically Relevant
ctrp_BRD-K30748066,0.190,Not Clinically Relevant
ctrp_BRD-K71935468,-0.195,Not Clinically Relevant
ctrp_BRD-K33514849,-0.198,Not Clinically Relevant
ccle_RAF265,-0.204,inhibitor of C-Raf/B-Raf/B-Raf V600E
ccle_Paclitaxel,-0.216,disrupts microtubule dynamics
