,moa,GDSC,CTRP,CCLE,drug,score,evidence
isox,Not Clinically Relevant,,0.293,,ctrp_ISOX,0.293,.+.
ml006,Not Clinically Relevant,,0.292,,ctrp_ML006,0.292,.+.
am-580,Not Clinically Relevant,,0.292,,ctrp_AM-580,0.292,.+.
lrrk2-in-1,Not Clinically Relevant,,0.29100000000000004,,ctrp_LRRK2-IN-1,0.291,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.29,,ctrp_GSK1059615,0.29,.+.
brd-k17060750,Not Clinically Relevant,,0.29,,ctrp_BRD-K17060750,0.29,.+.
triazolothiadiazine,Not Clinically Relevant,,0.29,,ctrp_triazolothiadiazine,0.29,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.29,,ctrp_thalidomide,0.29,.+.
yk 4-279,Not Clinically Relevant,,0.289,,ctrp_YK 4-279,0.289,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.289,,ctrp_GSK-3 inhibitor IX,0.289,.+.
birb-796,Not Clinically Relevant,,0.28800000000000003,,ctrp_BIRB-796,0.288,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.287,,ctrp_dacarbazine,0.287,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28600000000000003,,ctrp_GSK461364,0.286,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.285,,ctrp_N9-isopropylolomoucine,0.285,.+.
brd-k34099515,Not Clinically Relevant,,0.285,,ctrp_BRD-K34099515,0.285,.+.
pi-103,Not Clinically Relevant,0.265,0.305,,gdsc_PI-103,0.285,++.
zm447439,Not Clinically Relevant,0.284,,,gdsc_ZM447439,0.284,+..
teniposide,Topo II inhibitor,,0.284,,ctrp_teniposide,0.284,.+.
cucurbitacin i,Not Clinically Relevant,,0.284,,ctrp_cucurbitacin I,0.284,.+.
pl-di,Not Clinically Relevant,,0.28300000000000003,,ctrp_PL-DI,0.283,.+.
hc-067047,Not Clinically Relevant,,0.28300000000000003,,ctrp_HC-067047,0.283,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.28300000000000003,,ctrp_momelotinib,0.283,.+.
cil55a,Not Clinically Relevant,,0.28300000000000003,,ctrp_CIL55A,0.283,.+.
pluripotin,Not Clinically Relevant,,0.28300000000000003,,ctrp_pluripotin,0.283,.+.
cd-437,Not Clinically Relevant,,0.28300000000000003,,ctrp_CD-437,0.283,.+.
compound 23 citrate,Not Clinically Relevant,,0.282,,ctrp_Compound 23 citrate,0.282,.+.
brd-k66532283,Not Clinically Relevant,,0.281,,ctrp_BRD-K66532283,0.281,.+.
mps-1-in-1,Not Clinically Relevant,0.281,,,gdsc_MPS-1-IN-1,0.281,+..
ro4929097,Notch (gamma secretase) inhibitor,,0.281,,ctrp_RO4929097,0.281,.+.
brd-k34222889,Not Clinically Relevant,,0.281,,ctrp_BRD-K34222889,0.281,.+.
manumycin a,Not Clinically Relevant,,0.281,,ctrp_manumycin A,0.281,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.27899999999999997,,ctrp_mitomycin,0.279,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.27899999999999997,,ctrp_vorapaxar,0.279,.+.
parbendazole,Not Clinically Relevant,,0.27899999999999997,,ctrp_parbendazole,0.279,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.32,0.23800000000000002,,ctrp_daporinad,0.279,++.
tw 37,Not Clinically Relevant,0.27899999999999997,,,gdsc_TW 37,0.279,+..
zg-10,Not Clinically Relevant,0.278,,,gdsc_ZG-10,0.278,+..
brd-k27224038,Not Clinically Relevant,,0.27699999999999997,,ctrp_BRD-K27224038,0.277,.+.
brd-k86535717,Not Clinically Relevant,,0.27699999999999997,,ctrp_BRD-K86535717,0.277,.+.
hg-5-113-01,Not Clinically Relevant,0.276,,,gdsc_HG-5-113-01,0.276,+..
cd-1530,Not Clinically Relevant,,0.276,,ctrp_CD-1530,0.276,.+.
ch-55,Not Clinically Relevant,,0.275,,ctrp_Ch-55,0.275,.+.
brd-k85133207,Not Clinically Relevant,,0.275,,ctrp_BRD-K85133207,0.275,.+.
srt-1720,Not Clinically Relevant,,0.275,,ctrp_SRT-1720,0.275,.+.
ku-60019,Not Clinically Relevant,,0.27399999999999997,,ctrp_KU-60019,0.274,.+.
brd-k30019337,Not Clinically Relevant,,0.27399999999999997,,ctrp_BRD-K30019337,0.274,.+.
brd-k96970199,Not Clinically Relevant,,0.27399999999999997,,ctrp_BRD-K96970199,0.274,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.273,,ctrp_cimetidine,0.273,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.272,,ctrp_tandutinib,0.272,.+.
ml311,Not Clinically Relevant,,0.272,,ctrp_ML311,0.272,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.271,,ctrp_rigosertib,0.271,.+.
cil56,Not Clinically Relevant,,0.271,,ctrp_CIL56,0.271,.+.
ml031,Not Clinically Relevant,,0.27,,ctrp_ML031,0.27,.+.
brd-k02492147,Not Clinically Relevant,,0.27,,ctrp_BRD-K02492147,0.27,.+.
tivantinib,Met inhibitor,,0.27,,ctrp_tivantinib,0.27,.+.
brd-k35604418,Not Clinically Relevant,,0.268,,ctrp_BRD-K35604418,0.268,.+.
b02,Not Clinically Relevant,,0.268,,ctrp_B02,0.268,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.268,,ctrp_gossypol,0.268,.+.
pifithrin-alpha,Not Clinically Relevant,,0.268,,ctrp_pifithrin-alpha,0.268,.+.
at7867,Not Clinically Relevant,,0.268,,ctrp_AT7867,0.268,.+.
stf-31,Not Clinically Relevant,,0.267,,ctrp_STF-31,0.267,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.267,,ctrp_CAL-101,0.267,.+.
camptothecin,Not Clinically Relevant,0.267,,,gdsc_Camptothecin,0.267,+..
fqi-2,Not Clinically Relevant,,0.266,,ctrp_FQI-2,0.266,.+.
brd-k78574327,Not Clinically Relevant,,0.266,,ctrp_BRD-K78574327,0.266,.+.
brd-k70511574,Not Clinically Relevant,,0.266,,ctrp_BRD-K70511574,0.266,.+.
hli 373,Not Clinically Relevant,,0.266,,ctrp_HLI 373,0.266,.+.
etp-46464,Not Clinically Relevant,,0.266,,ctrp_ETP-46464,0.266,.+.
unc0638,Not Clinically Relevant,0.278,0.255,,ctrp_UNC0638,0.266,++.
cay10618,Not Clinically Relevant,,0.265,,ctrp_CAY10618,0.265,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.265,,ctrp_GDC-0941,0.265,.+.
kh-cb19,Not Clinically Relevant,,0.264,,ctrp_KH-CB19,0.264,.+.
brd-k96431673,Not Clinically Relevant,,0.264,,ctrp_BRD-K96431673,0.264,.+.
etoposide,Topo II inhibitor,0.23600000000000002,0.292,,gdsc_Etoposide,0.264,++.
bax channel blocker,Not Clinically Relevant,,0.263,,ctrp_Bax channel blocker,0.263,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.262,,ctrp_silmitasertib,0.262,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.262,,ctrp_KX2-391,0.262,.+.
pf-3758309,Not Clinically Relevant,,0.261,,ctrp_PF-3758309,0.261,.+.
tgx-221,Not Clinically Relevant,,0.261,,ctrp_TGX-221,0.261,.+.
pf-573228,Not Clinically Relevant,,0.26,,ctrp_PF-573228,0.26,.+.
brd-k66453893,Not Clinically Relevant,,0.26,,ctrp_BRD-K66453893,0.26,.+.
osi-027,Not Clinically Relevant,0.264,0.254,,ctrp_OSI-027,0.259,++.
cytochalasin b,Not Clinically Relevant,,0.259,,ctrp_cytochalasin B,0.259,.+.
r428,Not Clinically Relevant,,0.259,,ctrp_R428,0.259,.+.
tipifarnib-p2,Not Clinically Relevant,,0.259,,ctrp_tipifarnib-P2,0.259,.+.
bardoxolone methyl,Not Clinically Relevant,,0.259,,ctrp_bardoxolone methyl,0.259,.+.
jw-7-24-1,Not Clinically Relevant,0.258,,,gdsc_JW-7-24-1,0.258,+..
gant-61,Not Clinically Relevant,,0.258,,ctrp_GANT-61,0.258,.+.
nsc632839,Not Clinically Relevant,,0.258,,ctrp_NSC632839,0.258,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.257,,ctrp_YM-155,0.257,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.256,,ctrp_fluvastatin,0.256,.+.
nvp-231,Not Clinically Relevant,,0.256,,ctrp_NVP-231,0.256,.+.
brd-k45681478,Not Clinically Relevant,,0.255,,ctrp_BRD-K45681478,0.255,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.255,,ctrp_vincristine,0.255,.+.
3-cl-ahpc,Not Clinically Relevant,,0.254,,ctrp_3-Cl-AHPC,0.254,.+.
blebbistatin,Not Clinically Relevant,,0.254,,ctrp_blebbistatin,0.254,.+.
ar-42,Not Clinically Relevant,0.254,,,gdsc_AR-42,0.254,+..
brd-a02303741,Not Clinically Relevant,,0.253,,ctrp_BRD-A02303741,0.253,.+.
salermide,Not Clinically Relevant,,0.253,,ctrp_salermide,0.253,.+.
ku-0063794,Not Clinically Relevant,,0.253,,ctrp_KU-0063794,0.253,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.252,,ctrp_curcumin,0.252,.+.
gsk690693,Not Clinically Relevant,0.25,,,gdsc_GSK690693,0.25,+..
nvp-bez235,PI3K/mTOR inhibitor,,0.249,,ctrp_NVP-BEZ235,0.249,.+.
simvastatin,"HMG-CoA reductase inhibitor,",,0.249,,ctrp_simvastatin,0.249,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.249,,ctrp_niclosamide,0.249,.+.
purmorphamine,Not Clinically Relevant,,0.249,,ctrp_purmorphamine,0.249,.+.
brd1812,Not Clinically Relevant,,0.248,,ctrp_BRD1812,0.248,.+.
wiki4,Not Clinically Relevant,0.247,,,gdsc_WIKI4,0.247,+..
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.247,,ctrp_bleomycin A2,0.247,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.24600000000000002,,ctrp_tamatinib,0.246,.+.
tigecycline,antibiotic used to treat a number of bacterial infections,,0.245,,ctrp_tigecycline,0.245,.+.
fqi-1,Not Clinically Relevant,,0.245,,ctrp_FQI-1,0.245,.+.
nakiterpiosin,Not Clinically Relevant,,0.244,,ctrp_nakiterpiosin,0.244,.+.
genentech cpd 10,Not Clinically Relevant,0.244,,,gdsc_Genentech Cpd 10,0.244,+..
brd-k41334119,Not Clinically Relevant,,0.244,,ctrp_BRD-K41334119,0.244,.+.
tg-101348,JAK2 inhibitor,,0.244,,ctrp_TG-101348,0.244,.+.
prochlorperazine,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo.",,0.243,,ctrp_prochlorperazine,0.243,.+.
pf-750,Not Clinically Relevant,,0.243,,ctrp_PF-750,0.243,.+.
ml320,Not Clinically Relevant,,0.243,,ctrp_ML320,0.243,.+.
cay10603,Not Clinically Relevant,0.243,,,gdsc_CAY10603,0.243,+..
