drug_name,ICB1487
tropisetron,0.9912000000000001
CNOT4,0.9912000000000001
EYA1,0.9912000000000001
INPP1,0.9911
RAB31,0.9908
ethisterone,0.9908
TRAF1,0.9906999999999999
ABCC4,0.9906
POLD4,0.9904999999999999
vecuronium,0.9904999999999999
QX-222,0.9904999999999999
norgestimate,0.9904999999999999
SRC,0.9903
PPM1L,0.9903
GSK-1904529A,0.9898
GLDC,0.9898
acebutolol,0.9898
CHAC1,0.9897
QRFPR,0.9897
TSPAN4,0.9897
UCK2,0.9895999999999999
TCF7L2,0.9895
triacsin-c,0.9894
actarit,0.9893000000000001
lenalidomide,0.9892
SEC24B,0.9892
ITGA4,0.9892
losartan,0.9891
NTRK1,0.9890000000000001
MAPK3,0.9889
EPHX2,0.9886
ponalrestat,0.9884999999999999
COX4I1,0.9884000000000001
ODC1,0.9884000000000001
ARHGEF6,0.9884000000000001
SCYL3,0.9884000000000001
norepinephrine,0.9884000000000001
beta-CCP,0.9883
SHMT2,0.9882
NNT,0.9882
SLC38A2,0.9881
flumazenil,0.988
CEP72,0.988
TNFSF8,0.9879000000000001
LRP4,0.9879000000000001
seneciphylline,0.9876999999999999
RPS6KA4,0.9876999999999999
TG100-115,0.9876999999999999
PRKCH,0.9873999999999999
BRD-K67258146,0.9873000000000001
POLA2,0.9872
olanzapine,0.9872
acetohydroxamic-acid,0.9871
UAP1,0.9869
BRD-K06817181,0.9868000000000001
PI3K Signaling LOF,0.9865999999999999
SIRPG,0.9864
POR,0.9863
ACD,0.9863
CELSR2,0.9863
NRP1,0.9861
RAB11FIP2,0.9861
NDUFA3,0.9861
gliquidone,0.9859
carbetocin,0.9856999999999999
ICAM3,0.9856
GRPR,0.9856
CISH,0.9854
HSF2,0.9853000000000001
ZW10,0.9853000000000001
ATG4A,0.9853000000000001
PPP1R8,0.9852
MGST2,0.9852
BCL9,0.9852
ZNF562,0.9852
DUSP7,0.985
GW-843682X,0.9849
IP6K2,0.9848
CLEC16A,0.9847
n-arachidonyl-GABA,0.9847
TSPAN8,0.9847
KAT2B,0.9847
SMAD7,0.9847
KCTD5,0.9845999999999999
GNA15,0.9845
AP2M1,0.9845
SLC36A4,0.9845
MIF,0.9843999999999999
STK24,0.9843000000000001
sitagliptin,0.9841
farnesylthioacetic-acid,0.9841
MED28,0.9840000000000001
ZNF398,0.9839
BRD-K16618170,0.9838
danoprevir,0.9838
CERK,0.9837
USP14,0.9837
HAL,0.9833
SERPINC1,0.9833
MCOLN1,0.9832
PJA1,0.9832
diltiazem,0.9831
PRL-3-inhibitor-I,0.9831
LOXL1,0.983
Poly ADP ribose polymerases LOF,0.983
RBBP4,0.983
SLC29A2,0.9829000000000001
melperone,0.9826
etodolac,0.9823999999999999
P2RY6,0.9823999999999999
isoxicam,0.9823000000000001
IGFBP6,0.9817
SPHK2,0.9815999999999999
LAMB1,0.9815999999999999
EDNRB,0.9815
huperzine-a,0.9815
PAK1,0.9815
GABBR1,0.9813
FGFR4,0.9811
CDK5,0.981
doxepin,0.981
parthenolide,0.981
POLQ,0.9809
SOX10,0.9808
SET,0.9806
SATB1,0.9806
TP53TG1,0.9806
TRAK2,0.9804999999999999
IKK-2-inhibitor,0.9804999999999999
SCP2,0.9803000000000001
propantheline,0.98
POLE3,0.9797
LYN,0.9795999999999999
RRM2,0.9795
ABCA5,0.9795
AKR1C2,0.9795
RIPK2,0.9793999999999999
liothyronine,0.9792000000000001
EMD-386088,0.9792000000000001
OXA1L,0.9792000000000001
LPGAT1,0.9792000000000001
RASD1,0.9792000000000001
VEGFA,0.9791
etacrynic-acid,0.9790000000000001
desoxypeganine,0.9787
IRF9,0.9784
LDLR,0.9784
L-701324,0.9783
NIPSNAP1,0.9782
UFD1L,0.9782
CERS3,0.9782
SH2B3,0.978
rhodomyrtoxin,0.9777
ESRRA,0.9776
TOPBP1,0.9776
SMO,0.9776
STUB1,0.9775
IL6,0.9773999999999999
BRD-K91485395,0.9773000000000001
4-(2-Amino-ethyl)-benzenesulfonamide,0.9773000000000001
MELK,0.9773000000000001
P2RY2,0.977
RAB11FIP2,0.9769
General transcription factors group 1 LOF,0.9768000000000001
tetrabenazine,0.9767
IFIH1,0.9765
MAPK1,0.9764
CDK8,0.9764
SULT2A1,0.9762000000000001
GS-39783,0.9761
retinol,0.976
INS,0.9756999999999999
n-(3-acetamidophenyl)-3-chlorobenzamide,0.9756999999999999
LRPAP1,0.9756
desoxycortone,0.9756
esmolol,0.9753000000000001
rescinnamine,0.9753000000000001
CASK,0.9751000000000001
pentoxifylline,0.975
LGALS1,0.975
RNH1,0.9747
phenprobamate,0.9745999999999999
ZNF444,0.9745
gedunin,0.9743
MAOA,0.9743
NOTCH1,0.9742000000000001
SLC1A5,0.9741
SIRT7,0.9741
PFN2,0.9741
IDH2,0.9739
BRPF1,0.9738
OR52B2,0.9736
methantheline,0.9734
hydrocortisone,0.9734
DLD,0.9732
FZD6,0.9732
X linked mental retardation group 2 LOF,0.9732
SIAH2,0.973
TFE3,0.973
altanserin,0.9729000000000001
CD97,0.9729000000000001
BRD-K73285375,0.9728
PEMT,0.9727
KIAA0317,0.9726
AGPAT2,0.9725
tetracycline,0.9722
Targets of VEGFR inhibitors GOF,0.9721
avrainvillamide-analog-3,0.972
STAT2,0.9719
WARS,0.9719
SRT-1720,0.9714
mirin,0.9711
indirubin,0.9711
ofloxacin,0.971
HDAC1-selective,0.9708
phensuximide,0.9704
enalapril,0.9701000000000001
ISOC1,0.9698
HG-5-88-01,0.9697
MYNN,0.9695
FPL-64176,0.9695
LPAR6,0.9693999999999999
VU-0365114-2,0.9693
PDXK,0.9692000000000001
zolpidem,0.9691
PIK3CD,0.9690000000000001
LONRF2,0.9686
nikkomycin,0.9684999999999999
IGF2,0.9681000000000001
PCGF2,0.9681000000000001
TEAD2,0.968
FKBP3,0.968
SOX4,0.968
BRD-A80383043,0.968
PTGER4,0.9678
quinine,0.9677
lonidamine,0.9675
pantoprazole,0.9675
MAS1L,0.9675
CPNE3,0.9673999999999999
CXCL2,0.9673
NSC-94258,0.9673
BRD-K28680267,0.9672
SPA17,0.9671
YBX1,0.9670000000000001
TTNPB,0.9669
RAB5B,0.9667
PIN1,0.9667
GNAI1,0.9667
CPT1A,0.9666
RELA,0.9662000000000001
BCL2L11,0.9658
PIGA,0.9658
PEBP1,0.9656999999999999
PPP2R2C,0.9656999999999999
F12,0.9656
COQ3,0.9655
trioxsalen,0.9653
etodolac,0.9653
BRD-K87426499,0.9652
ANKZF1,0.9652
POLG2,0.9652
AS-604850,0.965
GBA,0.965
MDM inhibitor,0.9649
piperidolate,0.9648
GMPR2,0.9648
CALM2,0.9647
TPM1,0.9645
LIF,0.9645
TYRO3,0.9645
MRGPRX1,0.9645
idarubicin,0.9643999999999999
SRP14,0.9642000000000001
PAF1,0.9641
etomidate,0.9641
SLC25A5,0.9641
BRD-K86682249,0.9640000000000001
ITPKA,0.9637
EIF5,0.9636
PRKCI,0.9634999999999999
testosterone,0.9632999999999999
F10,0.9632999999999999
PTPN4,0.9631000000000001
DTX3L,0.963
CRCP,0.9629000000000001
HINT1,0.9628
estropipate,0.9627
BRD-K79511609,0.9627
CRYZ,0.9625
PSMA8,0.9623999999999999
YWHAH,0.9621999999999999
GW-0742,0.9621
JX-401,0.9620000000000001
iobenguane,0.9619
ingenol,0.9619
CFL1,0.9619
niflumic-acid,0.9619
ATF1,0.9618000000000001
CPD,0.9617
sulfafurazole,0.9617
SJ-172550,0.9616
arctigenin,0.9616
CAT,0.9615
etamivan,0.9615
LGALS3,0.9609000000000001
SLC22A4,0.9609000000000001
NIPBL,0.9608
ZNF595,0.9606999999999999
BRD-K15107389,0.9605
CCRN4L,0.9604
IL1RAP,0.9603
FZD7,0.9601999999999999
NQO2,0.9595999999999999
PIAS4,0.9595
spectinomycin,0.9595
ZNF77,0.9595
TNF,0.9591
POLR3D,0.9590000000000001
doxercalciferol,0.9587
linezolid,0.9586
pindolol,0.9584999999999999
PLEKHJ1,0.9582999999999999
nicardipine,0.9582999999999999
STAP2,0.9582999999999999
POU2AF1,0.9581000000000001
pseudoephedrine,0.958
FBRS,0.958
MPL,0.9579000000000001
ergocornine,0.9579000000000001
RPS6KL1,0.9579000000000001
ERCC4,0.9579000000000001
cholic-acid,0.9577
Bile acid,0.9573999999999999
CTTN,0.9573
ZNF77,0.9571999999999999
HEAT,0.9570000000000001
danazol,0.9567
naftopidil,0.9567
PT-630,0.9566
GPR83,0.9566
NDUFB1,0.9566
FGFR1,0.9566
FBXO5,0.9565
SLC16A6,0.9562999999999999
enzastaurin,0.9562999999999999
ARHGEF2,0.9562999999999999
LSR,0.9561
TM7SF2,0.9559000000000001
MIXL1,0.9559000000000001
cyclopiazonic-acid,0.9558
SANT-1,0.9555
tyrphostin-B44,0.9554
idebenone,0.9553
FOXJ2,0.9551999999999999
TEAD4,0.955
VX-222,0.9549
salubrinal,0.9549
GSK-461364,0.9549
FGFRL1,0.9549
RRM2,0.9544
STAMBP,0.9543
fluoropyruvate,0.9542
OSGEP,0.9542
rimexolone,0.9542
BRD-K07872006,0.9542
cefatrizine,0.9540000000000001
CDKAL1,0.9539
GSK-429286A,0.9539
ALDH3B2,0.9538
SQLE,0.9537
tretinoin,0.9534999999999999
ZNF619,0.9534
PTPN1,0.9534
flunarizine,0.9534
alisertib,0.9533
NR2C1,0.9531999999999999
BAY-K8644,0.9531999999999999
ASAP2,0.9529000000000001
PHF19,0.9528
RBBP7,0.9527
IL12B,0.9523
NFATC2,0.9521
bromocriptine,0.9521
olaparib,0.9517
OXSR1,0.9516
Bacterial 30S ribosomal subunit inhibitor,0.9512999999999999
BIRC2,0.9512999999999999
flupirtine,0.9512
betamethasone,0.9512
tropicamide,0.9509000000000001
skatole,0.9509000000000001
mercaptopurine,0.9508
UTP14A,0.9508
treprostinil,0.9506999999999999
SPAG4,0.9506999999999999
ABCF1,0.9505
FZD3,0.9501999999999999
nocodazole,0.9501999999999999
RRP8,0.95
HMOX1,0.9499
IFI30,0.9499
ITGA3,0.9498000000000001
TSN,0.9498000000000001
PRKAB1,0.9494
TCEB3,0.9489
KIAA0528,0.9488
XPO7,0.9487000000000001
ZNF266,0.9486
DIS3,0.9486
PCGF6,0.9484
RHEB,0.9484
RITA,0.9481999999999999
LIAS,0.9481
SRC-kinase-inhibitor-II,0.9476
metanephrine,0.9476
RPS27A,0.9476
PTPRF,0.9475
PROKR1,0.9473999999999999
FOXN3,0.9473999999999999
androstenol,0.9470000000000001
S1PR3,0.9470000000000001
benzanthrone,0.9470000000000001
AP4S1,0.9468000000000001
CASK,0.9468000000000001
ZNF85,0.9466
celecoxib,0.9466
TIMELESS,0.9465
harpagoside,0.9462999999999999
SERPINB5,0.9462999999999999
epibatidine,0.9462999999999999
CHD1,0.9462
DHX8,0.9462
FCGR2A,0.9462
MVP,0.9460999999999999
UBE2E3,0.9454
CNQX,0.9454
PSMD3,0.9453
RNF7,0.9453
biperiden,0.9453
rifaximin,0.945
embelin,0.945
ERO1L,0.9448000000000001
dicloxacillin,0.9447
TES,0.9445999999999999
Serpin peptidase inhibitors LOF,0.9445
Vitamin D receptor agonist,0.9445
ALAS1,0.9445
nizatidine,0.9445
APBB2,0.9442
DNAJC15,0.9440000000000001
CARD11,0.9440000000000001
ZNF354B,0.9440000000000001
RHOBTB1,0.9440000000000001
RAB5A,0.9434999999999999
PDXK,0.9431
bendroflumethiazide,0.943
ALDH1A1,0.9427
TOMM22,0.9426000000000001
NF-449,0.9422
BRL-37344,0.9419
UTP18,0.9418000000000001
BRD-A93048969,0.9418000000000001
ZRSR2,0.9416
BAMBI,0.9414
GTF3C2,0.9414
EED,0.9412
BUD31,0.9411
diethylcarbamazine,0.941
SLC6A8,0.9408
flecainide,0.9408
AKR1C3,0.9406
LPHN2,0.9406
gamma-homolinolenic-acid,0.9405
BCKDHA,0.9403
NISCH,0.9403
ZNF582,0.9401999999999999
BRL-50481,0.9401
VU-0420363-1,0.94
febuxostat,0.94
BHMT,0.94
catechin,0.94
RBBP4,0.9399
LM-1685,0.9398000000000001
BTG1,0.9395
SIN3A,0.9394
SU-1498,0.9394
PRKRIR,0.9394
PPP2R1A,0.9394
DBI,0.9393
NRIP1,0.9393
CEBPZ,0.9389
PKC activator,0.9389
S100B,0.9388
BRD-K41143549,0.9388
DDB2,0.9387000000000001
orantinib,0.9387000000000001
YES1,0.9384999999999999
A2M,0.9384
RS-67506,0.9381999999999999
MBNL2,0.9381
IRL-2500,0.9378
FAM114A2,0.9373999999999999
vinorelbine,0.9373
PARP15,0.9373
LAP3,0.9372
NR0B1,0.9372
PPIA,0.937
RRAGB,0.9369
PPP2CA,0.9368000000000001
HS3ST3A1,0.9367
CAB39,0.9367
2-aminopurine,0.9367
NAA25,0.9365000000000001
eicosatetraynoic-acid,0.9364
AT-9283,0.9362
mepyramine,0.9361
CBR3,0.9361
ARFRP1,0.9361
SEC14L1,0.9359000000000001
BRD2,0.9353
MED4,0.9351999999999999
ST14,0.9351999999999999
SREBF1,0.9351
MDL-11939,0.935
MAPKAPK2,0.935
CHAF1B,0.9348000000000001
buspirone,0.9347
IGF2BP3,0.9340999999999999
EPO,0.9338
PKM2,0.9338
L-755507,0.9337000000000001
AP2A1,0.9336
RBMS1,0.9334
BRD-K21009077,0.9333
HIST1H2BK,0.9329999999999999
aminomethyltransferase,0.9323999999999999
ZNF572,0.9323
NLK,0.9323
MED26,0.9320999999999999
IFNGR1,0.9319
SOAT1,0.9319
felbamate,0.9318000000000001
MPDZ,0.9314
ANP32E,0.9314
prostaglandin-a1,0.9309999999999999
SMU1,0.9308
VU-0400071-3,0.9308
LAGE3,0.9308
KUC104502N,0.9307
MPZL1,0.9306
lansoprazole,0.9305
UCHL1,0.9301999999999999
sumatriptan,0.9299
FGFR inhibitor,0.9297
DNAJB6,0.9295
duloxetine,0.929
CREBBP,0.9288
fludarabine,0.9286
ORM1,0.9285
TNFRSF10A,0.9285
loreclezole,0.9284
GRB7,0.9284
SMC4,0.9281999999999999
TADA3,0.9279999999999999
butoconazole,0.9272
ETNK1,0.9270999999999999
SIX4,0.927
EIF1B,0.9259000000000001
CDIPT,0.9258
rosiglitazone,0.9254000000000001
BX-795,0.9253
FBXO11,0.9251999999999999
ERF,0.9251
PRD class homeoboxes and psudogenes LOF,0.9248000000000001
FRAT2,0.9246
GYS1,0.9242
TBK1,0.924
TBPL1,0.924
BRD-K63954456,0.9239
PAFAH1B2,0.9238
PAK4,0.9237000000000001
naloxone,0.9234
TLE1,0.9233
acetyl-geranygeranyl-cysteine,0.9231999999999999
RS-504393,0.9231
IRF2,0.9231
voriconazole,0.9229
prostratin,0.9227
ramipril,0.9227
atovaquone,0.9226000000000001
JAK2,0.9225
SNCA,0.9225
oxybutynin,0.9223
ZNF277,0.9222
CDK1-5-inhibitor,0.922
NMRAL1,0.922
ARHGAP1,0.9218999999999999
Norepinephrine reuptake inhibitor,0.9217
tacedinaline,0.9217
GPR82,0.9214
ITPK1,0.9209
tomelukast,0.9209
FKBP1A,0.9208
BML-190,0.9207
STRADB,0.9207
"androsta-1,4-dien-3,17-dione",0.9206
calycanthine,0.9205
BDKRB2,0.9203
SERPINB6,0.9203
VU-0400195-3,0.9203
PCCB,0.9201
AC-55649,0.9201
NAT1,0.9198999999999999
CNOT3,0.9198000000000001
NU-1025,0.9197
MAZ-51,0.9197
probucol,0.9196
C1S,0.9194
MOK,0.9192
VUF-5681,0.9183
ESYT1,0.9181
PTK2,0.9179
ATP5S,0.9177
ATP5G1,0.9176000000000001
S100A13,0.9174
CFD,0.9170999999999999
ZNF114,0.917
MAPK9,0.917
ZFP1,0.9167000000000001
fluocinonide,0.9161
Dihydrofolate reductase inhibitor,0.9159999999999999
ZC3H4,0.9159999999999999
STK17A,0.9158
niridazole,0.9155
FPGS,0.9154000000000001
BUB1B,0.9153
EIF2AK1,0.9151
Aromatase inhibitor,0.915
TMED9,0.9148000000000001
rilmenidine,0.9145
KIF20A,0.9145
BNIP1,0.9144
CSNK1G3,0.9143000000000001
guggulsterone,0.9142
B2M,0.9140999999999999
TCS-359,0.9137000000000001
BCKDK,0.9136
INHBE,0.9135
HADHB,0.9133
lumicolchicine,0.9131999999999999
MAD2L1BP,0.9128000000000001
TLR5,0.9126000000000001
LEPREL1,0.9124
GPATCH8,0.9124
GPRC6A,0.9122
androstenedione,0.9120999999999999
HAX1,0.9118999999999999
CCRN4L,0.9118
PBX4,0.9118
hispidin,0.9118
CEP55,0.9117000000000001
Mitogen activated protein kinases LOF,0.9114
dapsone,0.9113
GSTT1,0.9109999999999999
BCL6B,0.9109999999999999
ICAM1,0.9109999999999999
IFIT5,0.9107999999999999
ZSWIM2,0.9107999999999999
PIT,0.9107999999999999
KU-55933,0.9107999999999999
FKBP4,0.9107999999999999
UBE2N,0.9107
DYRK3,0.9105
amcinonide,0.9104000000000001
IB-MECA,0.9103
zafirlukast,0.9102
PHF17,0.9102
GPC1,0.9098999999999999
HOXA10,0.9098999999999999
MTSS1,0.9098
MCL1,0.9098
STAT4,0.9098
TCF7L2,0.9095
mestranol,0.9094
BCL6B,0.9093000000000001
L-689560,0.9092
HLA-DPB1,0.9087999999999999
POLRMT,0.9087000000000001
clobenpropit,0.9083
APEX1,0.9081999999999999
CHRAC1,0.9081
ZNF436,0.9075
PRUNE,0.9068999999999999
perospirone,0.9068
C2 domain containing LOF,0.9065000000000001
PPAT,0.9065000000000001
ATP1A1,0.9064
HSD17B4,0.9059
dexketoprofen,0.9057
APOE,0.9056000000000001
JTE-013,0.9056000000000001
CD320,0.9054000000000001
TBCB,0.9052
fenbendazole,0.9052
ambroxol,0.9048
CEBPB,0.9048
Phospholipases LOF,0.9046
PIK3C3,0.9046
MDH1,0.9045000000000001
NR1H3,0.9044
GAK,0.9044
synephrine,0.9043000000000001
FLT3,0.9042
oxcarbazepine,0.9037999999999999
NS-3694,0.9037000000000001
benzbromarone,0.9035
CHD8,0.9029
PREP,0.9025
TNFRSF6B,0.9025
CAY-10577,0.9025
ADNP2,0.9022
necrostatin-1,0.9020999999999999
SLC29A1,0.902
GABARAPL1,0.9018999999999999
NDUFA4,0.9018999999999999
ADCY9,0.9016
GLTSCR1,0.9016
PRDM1,0.9015000000000001
TNFSF10,0.9014
MLLT10,0.9012
RARRES1,0.9011
CTLA4,0.9009
ciclacillin,0.9007999999999999
SLC35F2,0.9007
LAMP2,0.9007
RAD51,0.9007
toltrazuril,0.9006000000000001
RPS6KA3,0.9
GLOD4,0.8998
GNA13,0.8994
CFTR,0.8992
ZFP28,0.8992
FZD2,0.899
XK,0.8989
RND3,0.8987999999999999
CRY1,0.8987999999999999
BRD-K72817452,0.8987999999999999
KDELR3,0.8986
HEATR1,0.8981999999999999
IFNGR2,0.8981999999999999
PBXIP1,0.8981
DR1,0.898
HLF,0.898
ergometrine,0.8979
PA2G4,0.8978
RNPS1,0.8976000000000001
clofazimine,0.8976000000000001
sertaconazole,0.8974
MALT1,0.8973
SMARCC2,0.8973
UROD,0.8973
entacapone,0.8967
PPOX,0.8967
NCL,0.8964
mitomycin-c,0.8963
fluvoxamine,0.8961
TRIM9,0.8959999999999999
bucladesine,0.8959999999999999
AP1S2,0.8955
L-368899,0.8954000000000001
ziprasidone,0.8953
GPR19,0.895
GPR174,0.895
guggulsterone,0.8948999999999999
CARS,0.8948
CREB3L1,0.8946999999999999
HDAC1,0.8946999999999999
ATRX,0.8943000000000001
YWHAZ,0.894
TFAP4,0.8939
aspirin,0.8939
ZNF200,0.8935
RPS6KB1,0.8933
PGAM1,0.893
SC-560,0.8929
PPP2R5E,0.8926999999999999
QARS,0.8925
IL8,0.8925
CELSR3,0.8924
LY-341495,0.8920999999999999
MYLIP,0.8920999999999999
roscovitine,0.8919
GSK3B,0.8919
LEPRE1,0.8919
PSMB8,0.8918
BRD-A05680309,0.8918
RPF1,0.8915000000000001
SV2A,0.8915000000000001
ibuprofen,0.8914
TARBP2,0.8913
RARRES3,0.8911
CSNK1A1L,0.8909999999999999
hydrastinine,0.8909
GR-79236,0.8908
COG2,0.8906000000000001
pseudopelletierine,0.8902
ALG2,0.8902
CAY-10618,0.8902
PLOD2,0.8901
sappanone-a,0.89
pyrimethamine,0.8896999999999999
FXR antagonist,0.8894
ZKSCAN2,0.8893000000000001
NONO,0.8892
amylocaine,0.8891
E2F3,0.889
NID1,0.8889
ZNF561,0.8889
FGF9,0.8883
TMEM174,0.8881999999999999
VDAC1,0.8881
resveratrol,0.8876999999999999
profenamine,0.8876999999999999
phentolamine,0.8876999999999999
RNF166,0.8874
CP-55940,0.8872
NDUFB4,0.887
POLR1A,0.8865999999999999
amonafide,0.8865000000000001
ASNS,0.8865000000000001
MCM8,0.8863
ABCC1,0.8862000000000001
HLF,0.8859999999999999
etoposide,0.8858
ANXA3,0.8858
OAT,0.8858
PFAS,0.8854000000000001
TCEA1,0.8851
baeomycesic-acid,0.885
trimipramine,0.8848999999999999
securinine,0.8848999999999999
SU-11274,0.8847
TCEA1,0.8845999999999999
terbutaline,0.8845000000000001
tranilast,0.8845000000000001
GPR151,0.8841
PAFAH1B3,0.8837999999999999
PRKCH,0.8835
SULT1A1,0.8834000000000001
metixene,0.8833
CTSL2,0.8832
tyrphostin-AG-112,0.8831
PIAS3,0.883
QS-11,0.883
thiotepa,0.8829
fexaramine,0.8828
ECH1,0.8826
L-2167,0.8825
CCND2,0.8824
ARAF,0.8824
docosatrienoic-acid,0.8822
USP1,0.882
TATDN2,0.8819
VX-745,0.8819
RXFP4,0.8815000000000001
SPECC1L,0.8814
HDAC11,0.8812000000000001
APOM,0.8812000000000001
CGP-37157,0.8811
FADD,0.8811
probenecid,0.8806999999999999
ACADSB,0.8806999999999999
BRD-K39187410,0.8801000000000001
SCAF8,0.8801000000000001
ASF1B,0.88
PPP2R3C,0.8798
SLC5A6,0.8795999999999999
SYK,0.8795000000000001
ZNF333,0.8795000000000001
IER3,0.8794
estradiol,0.8793000000000001
homosalate,0.8793000000000001
carbinoxamine,0.8793000000000001
UGP2,0.8792
PTDSS1,0.8792
STK33,0.8791
FUT1,0.8791
zidovudine,0.8787
IGHMBP2,0.878
lithocholic-acid,0.8778
NRIP3,0.8776999999999999
PPP2CB,0.8776999999999999
tosyl-phenylalanyl-chloromethyl-ketone,0.8775
DUT,0.8774
PPIG,0.8774
NKIRAS1,0.8773000000000001
SNX6,0.8771
TPI1,0.8765999999999999
isoliquiritigenin,0.8765999999999999
GW-9662,0.8765999999999999
HNF4A,0.8765000000000001
PTCH1,0.8764
PIM1,0.8756999999999999
POU5F2,0.8755
MAN2B1,0.8752
NRG1,0.8752
SGPL1,0.8752
BRD-K70693222,0.8751000000000001
AKTIP,0.875
coumarin,0.875
POLG,0.8748
MSRB2,0.8745999999999999
oligomycin-a,0.8745999999999999
SUFU,0.8743000000000001
arecaidine,0.8742
CSDA,0.8742
BRD-K97951054,0.8741
CDK19,0.8740000000000001
TFCP2,0.8739
MIF,0.8736
chlormadinone,0.8734999999999999
CTSK,0.8734000000000001
ZNF548,0.8732
NADH ubiquinone oxidoreductase supernumerary subunits LOF,0.8732
EMPTY_VECTOR,0.8731
anpirtoline,0.8731
GSTP1,0.8729
ibuprofen,0.8728
CHUK,0.8728
YC-1,0.8726
KRT26,0.8725
HMG20B,0.8723000000000001
CASP3,0.8723000000000001
MEST,0.8721
oleylethanolamide,0.8718
L-692585,0.8717
3-methyl-GABA,0.8715999999999999
SRSF8,0.8715
resveratrol,0.8715
PAFAH1B2,0.8714
POLR3D,0.8712000000000001
HLA-DRB1,0.8706
cytochalasin-d,0.8706
terreic-acid,0.8704999999999999
ITGA1,0.8703
PIAS1,0.8703
NPI-2358,0.8703
oleoylethanolamide,0.8703
SLC7A5,0.8698999999999999
tolazoline,0.8698
ebelactone-b,0.8695999999999999
SLC5A6,0.8695999999999999
ARNTL,0.8694
RHOD,0.8689
BRD-K26947839,0.8687999999999999
E2F8,0.8687
PSMA8,0.8687
TXLNA,0.8687
R-96544,0.8684999999999999
DTX2,0.8684000000000001
cladribine,0.8681
GTF2A2,0.868
S100A1,0.8679000000000001
TPR,0.8679000000000001
CDX2,0.8676999999999999
arecaidine,0.8676999999999999
RPL7,0.8675
phorbol-12-myristate-13-acetate,0.8672
ASAH1,0.8672
GPR84,0.8671
MST-312,0.8668
ABT-751,0.8665999999999999
ID1,0.8665
NBI-27914,0.8665
metyrapone,0.866
PNU-120596,0.8656999999999999
NPDC1,0.8654999999999999
PPT1,0.8653
MRGPRD,0.8651000000000001
USP9X,0.8647
TFAP2A,0.8645
ICI-199441,0.8645
CDKN1A,0.8644
Tachykinin antagonist,0.8642
GPX7,0.8640000000000001
barasertib,0.8636
LGALS8,0.8634999999999999
vanoxerine,0.8634000000000001
vincristine,0.8631
SLC22A18,0.8629000000000001
DNA synthesis inhibitor,0.8628
IMPDH2,0.8623999999999999
CDCA8,0.8623000000000001
resorcinol,0.8622
methysergide,0.862
TRAF2,0.8619
zaprinast,0.8612000000000001
SARS,0.8612000000000001
KLF6,0.8612000000000001
TNFRSF6B,0.8609
ZNF585A,0.8606999999999999
epoxycholesterol,0.8604
ZSCAN29,0.86
HOXA5,0.86
