,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
brd-k34485477,ctrp_BRD-K34485477,Not Clinically Relevant,,0.414,,0.414,,.+..,30,199,30.0
exemestane,cmap_exemestane,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,0.6655,...++,683,30,30.0
barasertib,ctrp_barasertib,highly selective Aurora B kinase inhibitor,,0.382,,0.382,0.895,.+.+,52,10,31.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.409,,,0.409,,+...,31,200,31.0
anagrelide,cmap_anagrelide,"phosphodiesterase inhibitor, inhibits maturation of platelets, used for CML",,,,,0.662,...+,689,31,31.0
brd-k26531177,ctrp_BRD-K26531177,Not Clinically Relevant,,0.40299999999999997,,0.403,,.+..,32,201,32.0
amsacrine,cmap_amsacrine,"Intercalator, inhibits Topo II and blocks both DNA replication and transcription, used in ALL",,,,,0.6609999999999999,...+,690,32,32.0
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.402,,0.402,,.+..,34,202,34.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.40299999999999997,,0.403,0.586,.+.+,33,36,34.5
mercaptopurine,cmap_mercaptopurine,"purine antagonist, competes with hypoxanthine and guanine for the enzyme HGPRT",,,,,0.5920000000000001,...+,691,35,35.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.401,,,0.401,,+...,35,203,35.0
olaparib,ctrp_olaparib,PARP Inhibitor,0.408,0.39,,0.399,0.547,++.+,36,37,36.5
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.361,,0.361,0.9740000000000001,.+.+,72,2,37.0
sotrastaurin,ctrp_sotrastaurin,pan-PKC inhibitor,,0.39899999999999997,,0.399,,.+..,37,204,37.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.39899999999999997,,,0.399,,+...,38,205,38.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.509,...+,692,39,39.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.397,,0.397,,.+..,39,206,39.0
sb-505124,gdsc_SB-505124,Not Clinically Relevant,0.397,,,0.397,,+...,40,207,40.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.397,,0.397,,.+..,41,208,41.0
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.489,...+,693,41,41.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.488,...+,694,42,42.0
bms-195614,ctrp_BMS-195614,Not Clinically Relevant,,0.39399999999999996,,0.394,,.+..,42,209,42.0
skepinone-l,ctrp_skepinone-L,Not Clinically Relevant,,0.39299999999999996,,0.393,,.+..,43,210,43.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.47200000000000003,...+,695,44,44.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.392,,0.392,,.+..,44,211,44.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.45799999999999996,...+,696,45,45.0
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.392,,0.392,,.+..,45,212,45.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.45799999999999996,...+,697,46,46.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.389,,0.389,,.+..,46,213,46.0
968,ctrp_968,Not Clinically Relevant,,0.384,,0.384,,.+..,47,214,47.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.344,,0.344,0.9470000000000001,.+.+,92,6,49.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.384,,0.384,,.+..,49,215,49.0
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.38299999999999995,,0.383,,.+..,50,216,50.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,0.366,...+,699,51,51.0
xl765,ctrp_XL765,PI3K/mTOR inhibitor,,0.38299999999999995,,0.383,,.+..,51,217,51.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.379,,0.379,,.+..,53,218,53.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.379,,0.379,,.+..,54,219,54.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,55,220,55.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.37799999999999995,,0.378,,.+..,56,221,56.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,0.33,...+,700,56,56.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.71,0.28300000000000003,,0.496,-0.247,++.-,17,96,56.5
sn-38,gdsc_SN-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.32799999999999996,0.33799999999999997,,0.333,0.9129999999999999,++.+,106,7,56.5
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.384,,0.384,0.244,.+.+,48,65,56.5
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.375,,,0.375,,+...,57,222,57.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.374,,0.374,,.+..,58,223,58.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,0.27699999999999997,...+,701,59,59.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.374,,0.374,,.+..,59,224,59.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,60,225,60.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.266,...+,702,61,61.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.37,,0.37,,.+..,61,226,61.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.369,,0.369,,.+..,62,227,62.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,63,228,63.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.35600000000000004,,0.356,0.388,.+.+++,77,50,63.5
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.257,...+,703,64,64.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,64,229,64.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,65,230,65.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.231,...+,705,66,66.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,66,231,66.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.35200000000000004,,0.352,0.33299999999999996,.+.+,79,55,67.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,0.231,...+,704,67,67.0
o-6-benzylguanine,ctrp_O-6-benzylguanine,"guanine analog, binds the DNA repair enzyme O(6)-alkylguanine DNA alkyltransferase (AGT) resulting in inhibition of AGT-mediated DNA repair",,0.364,,0.364,,.+..,67,232,67.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.363,,0.363,,.+..,68,233,68.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,0.20800000000000002,...+,707,68,68.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.363,,0.363,,.+..,69,234,69.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.363,,0.363,,.+..,70,235,70.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.18,...+,708,71,71.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,71,236,71.0
vorinostat,ctrp_vorinostat,HDAC inhibitor (SAHA),0.321,0.321,,0.321,0.897,++.+,134,9,71.5
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.171,...+,709,72,72.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.361,,0.361,,.+..,73,237,73.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.12149999999999994,...+-,684,74,74.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.359,,0.359,,.+..,74,238,74.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.358,,0.358,,.+..,75,239,75.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.07650000000000001,...+-,674,75,75.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.284,0.384,,0.334,0.40299999999999997,++.+,104,48,76.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,76,240,76.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.355,,0.355,,.+..,78,241,78.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,-0.023499999999999993,...+-,710,80,80.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.35,,0.35,,.+..,80,242,80.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.35,,,0.35,,+...,81,243,81.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.35,,0.35,,.+..,82,244,82.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.349,,0.349,,.+..,83,245,83.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.349,,0.349,,.+..,84,246,84.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.349,,0.349,,.+..,85,247,85.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.348,,0.348,,.+..,86,248,86.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.348,,0.348,,.+..,87,249,87.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,88,250,88.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,89,251,89.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.34700000000000003,,0.347,,.+..,90,252,90.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.16351562499999997,...+++++--,676,90,90.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.34600000000000003,,0.346,,.+..,91,253,91.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.645,0.449,,0.547,-0.9740000000000001,++.-,11,172,91.5
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.344,,0.344,,.+..,93,254,93.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,94,255,94.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,95,256,95.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,-0.2415,...+--,706,95,95.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,96,257,96.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.342,,0.342,,.+..,97,258,97.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.302,,0.302,0.8320000000000001,.+.+,179,16,97.5
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,98,259,98.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.33899999999999997,,0.339,,.+..,99,260,99.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.303,...-,712,100,100.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,100,261,100.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.314,,0.314,0.3605,.+.+-,148,52,100.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.307,...-,714,101,101.0
pf-4800567 hydrochloride,ctrp_PF-4800567 hydrochloride,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,101,262,101.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.32799999999999996,,0.328,-0.14800000000000002,.+.-,114,89,101.5
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,-0.307,...-,713,102,102.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,102,263,102.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.307,,0.307,0.48,.+.+,163,43,103.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.336,,0.336,,.+..,103,264,103.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,105,265,105.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,-0.391,...-,715,107,107.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,107,266,107.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.331,,0.331,,.+..,108,267,108.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.39399999999999996,...-,716,108,108.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.409,...-,717,109,109.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.331,,,0.331,,+...,109,268,109.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.4115,...+--,698,110,110.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.331,,0.331,,.+..,110,269,110.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,111,270,111.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,112,271,112.0
masitinib,ctrp_masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.401,0.247,,0.324,-0.256,++.-,127,97,112.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,113,272,113.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.43875000000000003,...---,711,114,114.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.327,,,0.327,,+...,115,273,115.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.327,,0.327,,.+..,116,274,116.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.46799999999999997,...-,718,116,116.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.327,,0.327,,.+..,117,275,117.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,-0.47100000000000003,...-,719,117,117.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.475,...-,720,118,118.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.327,,0.327,,.+..,118,276,118.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.326,,0.326,,.+..,119,277,119.0
tpca-1,ctrp_TPCA-1,Not Clinically Relevant,0.381,0.271,,0.326,,++..,120,278,120.0
fedratinib,gdsc_Fedratinib,JAK2 inhibitor,0.326,,,0.326,,+...,121,279,121.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.51,...-,721,121,121.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.513,...-,723,122,122.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.325,,0.325,,.+..,123,280,123.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.316,,0.316,-0.33899999999999997,.+.-,144,103,123.5
sgx-523,ctrp_SGX-523, Met inhibitor,,0.325,,0.325,,.+..,124,281,124.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.525,...-,724,124,124.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.31,,0.31,-0.221,.+.-,157,93,125.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.325,,0.325,,.+..,125,282,125.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.5265,...--,722,125,125.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.325,,0.325,,.+..,126,283,126.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.325,,0.325,-0.594,.+.-,122,131,126.5
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,-0.5589999999999999,...-,725,128,128.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.324,,0.324,,.+..,128,284,128.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.38,0.265,,0.322,,++..,129,285,129.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.247,0.318,,0.282,0.889,++.++,249,11,130.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.593,...-,726,130,130.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.322,,0.322,,.+..,130,286,130.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.322,,0.322,,.+..,131,287,131.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.617,...-,727,132,132.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.321,,0.321,,.+..,132,288,132.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.299,,0.299,-0.015000000000000013,.+.+-,187,78,132.5
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.321,,0.321,,.+..,133,289,133.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.321,,0.321,,.+..,135,290,135.0
pl-di,ctrp_PL-DI,Not Clinically Relevant,,0.321,,0.321,,.+..,136,291,136.0
qw-bi-011,ctrp_QW-BI-011,Not Clinically Relevant,,0.32,,0.32,,.+..,137,292,137.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.649,...-,728,138,138.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.32,,0.32,,.+..,138,293,138.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.319,,0.319,,.+..,139,294,139.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.6759999999999999,...-,729,139,139.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.317,,0.317,,.+..,140,295,140.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.317,,0.317,,.+..,141,296,141.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.735,...-,730,142,142.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.317,,0.317,,.+..,142,297,142.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.316,,0.316,,.+..,143,298,143.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.315,,0.315,,.+..,145,299,145.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.315,,0.315,,.+..,146,300,146.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.757,...-,731,147,147.0
bix-01294,ctrp_BIX-01294,Not Clinically Relevant,,0.315,,0.315,,.+..,147,301,147.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.76,...-,732,149,149.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.314,,0.314,,.+..,149,302,149.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.773,...-,733,150,150.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.312,,0.312,,.+..,150,303,150.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.777,...-,734,151,151.0
plx4720,ccle_PLX4720,Not Clinically Relevant,,,0.312,0.312,,..+.,151,304,151.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.29,,0.29,-0.11949999999999997,.+.+--,218,86,152.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.312,,0.312,,.+..,152,305,152.0
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.784,...-,735,152,152.0
