,moa,GDSC,CTRP,CCLE,drug,score,evidence
bms-270394,Not Clinically Relevant,,0.35,,ctrp_BMS-270394,0.35,.+.
tipifarnib-p1,Not Clinically Relevant,,0.349,,ctrp_tipifarnib-P1,0.349,.+.
kw-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.349,,ctrp_KW-2449,0.349,.+.
repligen 136,Not Clinically Relevant,,0.349,,ctrp_Repligen 136,0.349,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.348,,ctrp_cytarabine hydrochloride,0.348,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.348,,ctrp_lenvatinib,0.348,.+.
ski-ii,Not Clinically Relevant,,0.34700000000000003,,ctrp_SKI-II,0.347,.+.
abt-199,Bcl2 inhibitor,,0.34700000000000003,,ctrp_ABT-199,0.347,.+.
compound 1b,Not Clinically Relevant,,0.34700000000000003,,ctrp_compound 1B,0.347,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.34600000000000003,,ctrp_fingolimod,0.346,.+.
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.344,,ctrp_sitagliptin,0.344,.+.
sz4ta2,Not Clinically Relevant,,0.344,,ctrp_SZ4TA2,0.344,.+.
necrostatin-7,Not Clinically Relevant,,0.34299999999999997,,ctrp_necrostatin-7,0.343,.+.
cay10576,Not Clinically Relevant,,0.34299999999999997,,ctrp_CAY10576,0.343,.+.
mdivi-1,Not Clinically Relevant,,0.34299999999999997,,ctrp_Mdivi-1,0.343,.+.
brd-k11533227,Not Clinically Relevant,,0.342,,ctrp_BRD-K11533227,0.342,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.33899999999999997,,ctrp_AZD1480,0.339,.+.
nsc23766,Not Clinically Relevant,,0.33899999999999997,,ctrp_NSC23766,0.339,.+.
fsc231,Not Clinically Relevant,,0.33799999999999997,,ctrp_FSC231,0.338,.+.
brd-k29086754,Not Clinically Relevant,,0.33799999999999997,,ctrp_BRD-K29086754,0.338,.+.
pf-4800567 hydrochloride,Not Clinically Relevant,,0.33799999999999997,,ctrp_PF-4800567 hydrochloride,0.338,.+.
pdmp,Not Clinically Relevant,,0.336,,ctrp_PDMP,0.336,.+.
belinostat,HDAC inhibitor (PXD101),0.284,0.384,,gdsc_Belinostat,0.334,++.
brd-k29313308,Not Clinically Relevant,,0.33299999999999996,,ctrp_BRD-K29313308,0.333,.+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.32799999999999996,0.33799999999999997,,gdsc_SN-38,0.333,++.
sb-225002,Not Clinically Relevant,,0.33299999999999996,,ctrp_SB-225002,0.333,.+.
plx-4032,BRAF (V600E) inhibitor,,0.331,,ctrp_PLX-4032,0.331,.+.
tacedinaline,Not Clinically Relevant,,0.331,,ctrp_tacedinaline,0.331,.+.
hg-5-113-01,Not Clinically Relevant,0.331,,,gdsc_HG-5-113-01,0.331,+..
nsc30930,Not Clinically Relevant,,0.32899999999999996,,ctrp_NSC30930,0.329,.+.
bibr-1532,Not Clinically Relevant,,0.32899999999999996,,ctrp_BIBR-1532,0.329,.+.
ac55649,Not Clinically Relevant,,0.32799999999999996,,ctrp_AC55649,0.328,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.32799999999999996,,ctrp_itraconazole,0.328,.+.
ym201636,Not Clinically Relevant,0.327,,,gdsc_YM201636,0.327,+..
brd1835,Not Clinically Relevant,,0.327,,ctrp_BRD1835,0.327,.+.
qs-11,Not Clinically Relevant,,0.327,,ctrp_QS-11,0.327,.+.
ml203,Not Clinically Relevant,,0.327,,ctrp_ML203,0.327,.+.
fedratinib,JAK2 inhibitor,0.326,,,gdsc_Fedratinib,0.326,+..
tpca-1,Not Clinically Relevant,0.381,0.271,,ctrp_TPCA-1,0.326,++.
compound 23 citrate,Not Clinically Relevant,,0.326,,ctrp_Compound 23 citrate,0.326,.+.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.325,,ctrp_trifluoperazine,0.325,.+.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.325,,ctrp_AZD4547,0.325,.+.
sgx-523, Met inhibitor,,0.325,,ctrp_SGX-523,0.325,.+.
cil41,Not Clinically Relevant,,0.325,,ctrp_CIL41,0.325,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.325,,ctrp_MGCD-265,0.325,.+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.401,0.247,,ctrp_masitinib,0.324,++.
elocalcitol,vitamin D receptor agonist,,0.324,,ctrp_elocalcitol,0.324,.+.
isoevodiamine,Not Clinically Relevant,,0.322,,ctrp_isoevodiamine,0.322,.+.
pf-184,Not Clinically Relevant,,0.322,,ctrp_PF-184,0.322,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.38,0.265,,ctrp_daporinad,0.322,++.
apicidin,Not Clinically Relevant,,0.321,,ctrp_apicidin,0.321,.+.
nvp-adw742,Not Clinically Relevant,,0.321,,ctrp_NVP-ADW742,0.321,.+.
vorinostat,HDAC inhibitor (SAHA),0.321,0.321,,ctrp_vorinostat,0.321,++.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.321,,ctrp_PX-12,0.321,.+.
pl-di,Not Clinically Relevant,,0.321,,ctrp_PL-DI,0.321,.+.
qw-bi-011,Not Clinically Relevant,,0.32,,ctrp_QW-BI-011,0.32,.+.
isox,Not Clinically Relevant,,0.32,,ctrp_ISOX,0.32,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.319,,ctrp_TG-100-115,0.319,.+.
gmx-1778,Not Clinically Relevant,,0.317,,ctrp_GMX-1778,0.317,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.317,,ctrp_omacetaxine mepesuccinate,0.317,.+.
brd-k30019337,Not Clinically Relevant,,0.317,,ctrp_BRD-K30019337,0.317,.+.
ml162,Not Clinically Relevant,,0.316,,ctrp_ML162,0.316,.+.
cediranib,VEGFR inhibitor,,0.316,,ctrp_cediranib,0.316,.+.
brd-k66532283,Not Clinically Relevant,,0.315,,ctrp_BRD-K66532283,0.315,.+.
jw-74,Not Clinically Relevant,,0.315,,ctrp_JW-74,0.315,.+.
bix-01294,Not Clinically Relevant,,0.315,,ctrp_BIX-01294,0.315,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.314,,ctrp_sildenafil,0.314,.+.
ki8751,Not Clinically Relevant,,0.314,,ctrp_Ki8751,0.314,.+.
nsc 74859,Not Clinically Relevant,,0.312,,ctrp_NSC 74859,0.312,.+.
plx4720,Not Clinically Relevant,,,0.312,ccle_PLX4720,0.312,..+
at-406,Not Clinically Relevant,,0.312,,ctrp_AT-406,0.312,.+.
necrostatin-1,Not Clinically Relevant,,0.311,,ctrp_necrostatin-1,0.311,.+.
kpt185,Not Clinically Relevant,,0.311,,ctrp_KPT185,0.311,.+.
brd-k70511574,Not Clinically Relevant,,0.311,,ctrp_BRD-K70511574,0.311,.+.
nsc48300,Not Clinically Relevant,,0.31,,ctrp_NSC48300,0.31,.+.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.31,,ctrp_decitabine,0.31,.+.
yk 4-279,Not Clinically Relevant,,0.31,,ctrp_YK 4-279,0.31,.+.
triazolothiadiazine,Not Clinically Relevant,,0.31,,ctrp_triazolothiadiazine,0.31,.+.
lbw242,Not Clinically Relevant,,,0.309,ccle_LBW242,0.309,..+
brd6340,Not Clinically Relevant,,0.308,,ctrp_BRD6340,0.308,.+.
fqi-2,Not Clinically Relevant,,0.307,,ctrp_FQI-2,0.307,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.307,,ctrp_brivanib,0.307,.+.
parbendazole,Not Clinically Relevant,,0.307,,ctrp_parbendazole,0.307,.+.
lbh-589,HDAC inhibitor,,0.306,,ctrp_LBH-589,0.306,.+.
bms-754807,Not Clinically Relevant,0.303,0.307,,gdsc_BMS-754807,0.305,++.
ml083,Not Clinically Relevant,,0.305,,ctrp_ML083,0.305,.+.
brd-k44224150,Not Clinically Relevant,,0.305,,ctrp_BRD-K44224150,0.305,.+.
cil70,Not Clinically Relevant,,0.305,,ctrp_CIL70,0.305,.+.
i-bet-762,Not Clinically Relevant,0.304,,,gdsc_I-BET-762,0.304,+..
nsc-207895,Not Clinically Relevant,0.304,,,gdsc_NSC-207895,0.304,+..
brd-k78574327,Not Clinically Relevant,,0.303,,ctrp_BRD-K78574327,0.303,.+.
mps-1-in-1,Not Clinically Relevant,0.303,,,gdsc_MPS-1-IN-1,0.303,+..
brd-k37390332,Not Clinically Relevant,,0.303,,ctrp_BRD-K37390332,0.303,.+.
unc0638,Not Clinically Relevant,0.304,0.302,,ctrp_UNC0638,0.303,++.
cucurbitacin i,Not Clinically Relevant,,0.302,,ctrp_cucurbitacin I,0.302,.+.
teniposide,Topo II inhibitor,,0.302,,ctrp_teniposide,0.302,.+.
bendamustine,alkylating agent,,0.302,,ctrp_bendamustine,0.302,.+.
brd-k80183349,Not Clinically Relevant,,0.302,,ctrp_BRD-K80183349,0.302,.+.
tivantinib,Met inhibitor,,0.301,,ctrp_tivantinib,0.301,.+.
hli 373,Not Clinically Relevant,,0.301,,ctrp_HLI 373,0.301,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.301,,ctrp_rigosertib,0.301,.+.
brd-k02251932,Not Clinically Relevant,,0.301,,ctrp_BRD-K02251932,0.301,.+.
cay10603,Not Clinically Relevant,0.3,,,gdsc_CAY10603,0.3,+..
brd-k16147474,Not Clinically Relevant,,0.3,,ctrp_BRD-K16147474,0.3,.+.
zm447439,Not Clinically Relevant,0.299,,,gdsc_ZM447439,0.299,+..
cimetidine,(Tagamet) Antacid and antihistamine,,0.299,,ctrp_cimetidine,0.299,.+.
pifithrin-mu,Not Clinically Relevant,,0.299,,ctrp_pifithrin-mu,0.299,.+.
jw-480,Not Clinically Relevant,,0.299,,ctrp_JW-480,0.299,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.298,,ctrp_mitomycin,0.298,.+.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.297,,ctrp_lomeguatrib,0.297,.+.
brd-k90370028,Not Clinically Relevant,,0.297,,ctrp_BRD-K90370028,0.297,.+.
ic-87114,Not Clinically Relevant,,0.297,,ctrp_IC-87114,0.297,.+.
ar-42,Not Clinically Relevant,0.297,,,gdsc_AR-42,0.297,+..
brd-k27224038,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K27224038,0.296,.+.
lrrk2-in-1,Not Clinically Relevant,,0.29600000000000004,,ctrp_LRRK2-IN-1,0.296,.+.
cil55a,Not Clinically Relevant,,0.29600000000000004,,ctrp_CIL55A,0.296,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.29600000000000004,,ctrp_GSK1059615,0.296,.+.
fqi-1,Not Clinically Relevant,,0.29600000000000004,,ctrp_FQI-1,0.296,.+.
brd-k35604418,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K35604418,0.296,.+.
mi-2,Not Clinically Relevant,,0.295,,ctrp_MI-2,0.295,.+.
bardoxolone methyl,Not Clinically Relevant,,0.295,,ctrp_bardoxolone methyl,0.295,.+.
ql-x-138,Not Clinically Relevant,0.295,,,gdsc_QL-X-138,0.295,+..
manumycin a,Not Clinically Relevant,,0.295,,ctrp_manumycin A,0.295,.+.
tipifarnib-p2,Not Clinically Relevant,,0.295,,ctrp_tipifarnib-P2,0.295,.+.
nsc95397,Not Clinically Relevant,,0.294,,ctrp_NSC95397,0.294,.+.
gw-843682x,Not Clinically Relevant,,0.294,,ctrp_GW-843682X,0.294,.+.
ml006,Not Clinically Relevant,,0.293,,ctrp_ML006,0.293,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.293,,ctrp_GSK-3 inhibitor IX,0.293,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.293,,ctrp_niclosamide,0.293,.+.
pyr-41,Not Clinically Relevant,,0.293,,ctrp_PYR-41,0.293,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.292,,ctrp_vorapaxar,0.292,.+.
importazole,Not Clinically Relevant,,0.29100000000000004,,ctrp_importazole,0.291,.+.
nsc19630,Not Clinically Relevant,,0.29100000000000004,,ctrp_NSC19630,0.291,.+.
brd-k61166597,Not Clinically Relevant,,0.29,,ctrp_BRD-K61166597,0.29,.+.
hc-067047,Not Clinically Relevant,,0.29,,ctrp_HC-067047,0.29,.+.
pandacostat,Not Clinically Relevant,,0.29,,ctrp_pandacostat,0.29,.+.
brd-k75293299,Not Clinically Relevant,,0.29,,ctrp_BRD-K75293299,0.29,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.29,,ctrp_vincristine,0.29,.+.
stf-31,Not Clinically Relevant,,0.29,,ctrp_STF-31,0.29,.+.
ipr-456,Not Clinically Relevant,,0.289,,ctrp_IPR-456,0.289,.+.
brd8899,Not Clinically Relevant,,0.289,,ctrp_BRD8899,0.289,.+.
erastin,Not Clinically Relevant,,0.289,,ctrp_erastin,0.289,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.289,,ctrp_fluvastatin,0.289,.+.
brd-k02492147,Not Clinically Relevant,,0.28800000000000003,,ctrp_BRD-K02492147,0.288,.+.
brd-k34099515,Not Clinically Relevant,,0.28800000000000003,,ctrp_BRD-K34099515,0.288,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.28800000000000003,,ctrp_KX2-391,0.288,.+.
brd-k86535717,Not Clinically Relevant,,0.287,,ctrp_BRD-K86535717,0.287,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.287,,ctrp_tandutinib,0.287,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.287,,ctrp_N9-isopropylolomoucine,0.287,.+.
fgin-1-27,Not Clinically Relevant,,0.28600000000000003,,ctrp_FGIN-1-27,0.286,.+.
su11274,Not Clinically Relevant,,0.28600000000000003,,ctrp_SU11274,0.286,.+.
brd-k34222889,Not Clinically Relevant,,0.28600000000000003,,ctrp_BRD-K34222889,0.286,.+.
cytochalasin b,Not Clinically Relevant,,0.28600000000000003,,ctrp_cytochalasin B,0.286,.+.
ml311,Not Clinically Relevant,,0.28600000000000003,,ctrp_ML311,0.286,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.28600000000000003,,ctrp_neuronal differentiation inducer III,0.286,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.28600000000000003,,ctrp_ciclopirox,0.286,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.285,,ctrp_dacarbazine,0.285,.+.
jw-7-24-1,Not Clinically Relevant,0.285,,,gdsc_JW-7-24-1,0.285,+..
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.284,,ctrp_GSK2636771,0.284,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.284,,ctrp_RO4929097,0.284,.+.
sch-529074,Not Clinically Relevant,,0.284,,ctrp_SCH-529074,0.284,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28300000000000003,,ctrp_GSK461364,0.283,.+.
wz3105,Not Clinically Relevant,0.28300000000000003,,,gdsc_WZ3105,0.283,+..
nakiterpiosin,Not Clinically Relevant,,0.28300000000000003,,ctrp_nakiterpiosin,0.283,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.28300000000000003,,ctrp_curcumin,0.283,.+.
pifithrin-alpha,Not Clinically Relevant,,0.28300000000000003,,ctrp_pifithrin-alpha,0.283,.+.
birb-796,Not Clinically Relevant,,0.28300000000000003,,ctrp_BIRB-796,0.283,.+.
etoposide,Topo II inhibitor,0.247,0.318,,gdsc_Etoposide,0.282,++.
pitstop2,Not Clinically Relevant,,0.281,,ctrp_pitstop2,0.281,.+.
topotecan,Topo I inhibitor,,0.342,0.218,ccle_Topotecan,0.28,.++
necrosulfonamide,Not Clinically Relevant,,0.28,,ctrp_necrosulfonamide,0.28,.+.
genentech cpd 10,Not Clinically Relevant,0.27899999999999997,,,gdsc_Genentech Cpd 10,0.279,+..
brd-k96431673,Not Clinically Relevant,,0.27899999999999997,,ctrp_BRD-K96431673,0.279,.+.
pi-103,Not Clinically Relevant,0.251,0.308,,gdsc_PI-103,0.279,++.
osi-027,Not Clinically Relevant,0.27,0.28800000000000003,,gdsc_OSI-027,0.279,++.
pik-93,Not Clinically Relevant,0.292,0.264,,ctrp_PIK-93,0.278,++.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.308,0.248,,ctrp_PHA-793887,0.278,++.
cay10618,Not Clinically Relevant,,0.27699999999999997,,ctrp_CAY10618,0.277,.+.
ml031,Not Clinically Relevant,,0.27699999999999997,,ctrp_ML031,0.277,.+.
ku-0063794,Not Clinically Relevant,,0.27699999999999997,,ctrp_KU-0063794,0.277,.+.
ly-2157299,Not Clinically Relevant,,0.27699999999999997,,ctrp_LY-2157299,0.277,.+.
bms-345541,Not Clinically Relevant,0.33299999999999996,0.221,,ctrp_BMS-345541,0.277,++.
i-bet151,Not Clinically Relevant,,0.276,,ctrp_I-BET151,0.276,.+.
nvp-bsk805,Not Clinically Relevant,,0.276,,ctrp_NVP-BSK805,0.276,.+.
kin001-244,Not Clinically Relevant,0.276,,,gdsc_KIN001-244,0.276,+..
brd-k85133207,Not Clinically Relevant,,0.275,,ctrp_BRD-K85133207,0.275,.+.
bax channel blocker,Not Clinically Relevant,,0.275,,ctrp_Bax channel blocker,0.275,.+.
pluripotin,Not Clinically Relevant,,0.275,,ctrp_pluripotin,0.275,.+.
kh-cb19,Not Clinically Relevant,,0.275,,ctrp_KH-CB19,0.275,.+.
zg-10,Not Clinically Relevant,0.27399999999999997,,,gdsc_ZG-10,0.274,+..
etp-46464,Not Clinically Relevant,,0.27399999999999997,,ctrp_ETP-46464,0.274,.+.
pf-3758309,Not Clinically Relevant,,0.27399999999999997,,ctrp_PF-3758309,0.274,.+.
brd-k96970199,Not Clinically Relevant,,0.27399999999999997,,ctrp_BRD-K96970199,0.274,.+.
brd-k66453893,Not Clinically Relevant,,0.27399999999999997,,ctrp_BRD-K66453893,0.274,.+.
nvp-231,Not Clinically Relevant,,0.27399999999999997,,ctrp_NVP-231,0.274,.+.
am-580,Not Clinically Relevant,,0.273,,ctrp_AM-580,0.273,.+.
chm-1,Not Clinically Relevant,,0.273,,ctrp_CHM-1,0.273,.+.
cil56,Not Clinically Relevant,,0.272,,ctrp_CIL56,0.272,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.272,,ctrp_nintedanib,0.272,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.272,,ctrp_CAL-101,0.272,.+.
ml312,Not Clinically Relevant,,0.27,,ctrp_ML312,0.27,.+.
marinopyrrole a,Not Clinically Relevant,,0.27,,ctrp_marinopyrrole A,0.27,.+.
brd-k71781559,Not Clinically Relevant,,0.27,,ctrp_BRD-K71781559,0.27,.+.
