drug,score,moa
ctrp_barasertib,0.373,highly selective Aurora B kinase inhibitor
ctrp_PF-4800567 hydrochloride,0.372,Not Clinically Relevant
ctrp_compound 1B,0.371,Not Clinically Relevant
ctrp_axitinib,0.371,"VEGFR, c-KIT and PDGFR inhibitor"
ctrp_ELCPK,0.370,Not Clinically Relevant
ctrp_PRIMA-1-Met,0.369,Not Clinically Relevant
ctrp_belinostat,0.368,HDAC inhibitor (PXD101)
ctrp_ABT-199,0.367,Bcl2 inhibitor
ctrp_ML239,0.366,Not Clinically Relevant
ctrp_RG-108,0.364,Not Clinically Relevant
ctrp_IU1,0.363,Not Clinically Relevant
ctrp_SR1001,0.361,Not Clinically Relevant
ctrp_tacrolimus,0.361,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant"
ctrp_tipifarnib-P1,0.358,Not Clinically Relevant
ctrp_fingolimod,0.355,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis"
ctrp_darinaparsin,0.353,organic arsenic compound composed of dimethylated arsenic linked to glutathione
ctrp_ML050,0.352,Not Clinically Relevant
ctrp_Compound 1541A,0.352,Not Clinically Relevant
ctrp_sitagliptin,0.352,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body"
ctrp_BRD-K29086754,0.351,Not Clinically Relevant
ctrp_BRD-K42260513,0.351,Not Clinically Relevant
ctrp_cytarabine hydrochloride,0.350,Not Clinically Relevant
ctrp_necrostatin-7,0.350,Not Clinically Relevant
ctrp_lenvatinib,0.349,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)"
ctrp_FSC231,0.349,Not Clinically Relevant
ctrp_ceranib-2,0.349,Not Clinically Relevant
ctrp_BRD-K51831558,0.347,Not Clinically Relevant
ctrp_alisertib,0.347,Aurora A kinase inhibitor
ctrp_AC55649,0.346,Not Clinically Relevant
ctrp_BRD-K11533227,0.345,Not Clinically Relevant
ctrp_NSC30930,0.345,Not Clinically Relevant
ctrp_isoliquiritigenin,0.345,Not Clinically Relevant
ctrp_bexarotene,0.344,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis "
ctrp_CIL41,0.343,Not Clinically Relevant
ctrp_BRD-K84807411,0.341,Not Clinically Relevant
ctrp_tamoxifen,0.340,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes"
ctrp_MI-2,0.339,Not Clinically Relevant
ctrp_ruxolitinib,0.337,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera"
ctrp_Mdivi-1,0.337,Not Clinically Relevant
ctrp_MST-312,0.337,Not Clinically Relevant
ctrp_Repligen 136,0.336,Not Clinically Relevant
ctrp_BMS-270394,0.335,Not Clinically Relevant
ctrp_CAY10576,0.335,Not Clinically Relevant
ctrp_JW-74,0.335,Not Clinically Relevant
ctrp_BRD6340,0.334,Not Clinically Relevant
gdsc_Cisplatin,0.334,Not Clinically Relevant
ctrp_nilotinib,0.334,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
ctrp_SKI-II,0.334,Not Clinically Relevant
ctrp_epigallocatechin-3-monogallate,0.333,Not Clinically Relevant
ctrp_KW-2449,0.332,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;"
ctrp_topotecan,0.331,Topo I inhibitor
gdsc_BMS-754807,0.330,Not Clinically Relevant
ctrp_TG-100-115,0.330,PI3Kγ/δ inhibitor
ctrp_BIBR-1532,0.330,Not Clinically Relevant
ctrp_JW-55,0.329,Not Clinically Relevant
ctrp_brivanib,0.329,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
ctrp_MGCD-265,0.329,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_ML162,0.328,Not Clinically Relevant
ctrp_PX-12,0.327,thioredoxin-1 (Trx-1) inhibitor
ctrp_BRD-K92856060,0.327,Not Clinically Relevant
ctrp_itraconazole,0.327,"Anti-fungal, hedgehog antagonist"
ctrp_LY-2183240,0.327,Not Clinically Relevant
ctrp_sildenafil,0.326,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
ctrp_foretinib,0.326,c-Met/VEGFR2 inhibitor
ctrp_BRD-K44224150,0.326,Not Clinically Relevant
ctrp_BRD-K02251932,0.325,Not Clinically Relevant
ctrp_omacetaxine mepesuccinate,0.324,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_apicidin,0.324,Not Clinically Relevant
ctrp_SB-225002,0.323,Not Clinically Relevant
ctrp_NSC48300,0.323,Not Clinically Relevant
ctrp_pazopanib,0.323,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_NSC23766,0.323,Not Clinically Relevant
ctrp_lomeguatrib,0.323,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. "
ctrp_LBH-589,0.322,HDAC inhibitor
ctrp_BRD1835,0.322,Not Clinically Relevant
ctrp_QS-11,0.321,Not Clinically Relevant
gdsc_NPK76-II-72-1,0.321,Not Clinically Relevant
ctrp_SZ4TA2,0.321,Not Clinically Relevant
ctrp_PDMP,0.321,Not Clinically Relevant
ctrp_elocalcitol,0.320,vitamin D receptor agonist
ctrp_NVP-ADW742,0.320,Not Clinically Relevant
ctrp_NSC 74859,0.319,Not Clinically Relevant
ctrp_necrostatin-1,0.319,Not Clinically Relevant
gdsc_Daporinad,0.318,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_NSC95397,0.318,Not Clinically Relevant
ctrp_etoposide,0.317,Topo II inhibitor
ctrp_BRD8899,0.317,Not Clinically Relevant
ctrp_PF-184,0.317,Not Clinically Relevant
ctrp_SN-38,0.316,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_teniposide,0.316,Topo II inhibitor
ctrp_KPT185,0.315,Not Clinically Relevant
ctrp_pandacostat,0.315,Not Clinically Relevant
ctrp_Compound 23 citrate,0.315,Not Clinically Relevant
ctrp_isoevodiamine,0.315,Not Clinically Relevant
ctrp_CIL70,0.314,Not Clinically Relevant
ctrp_GSK-3 inhibitor IX,0.314,Not Clinically Relevant
ctrp_vorinostat,0.312,HDAC inhibitor (SAHA)
ctrp_bendamustine,0.312,alkylating agent
ctrp_AT-406,0.311,Not Clinically Relevant
ctrp_FQI-1,0.311,Not Clinically Relevant
gdsc_MPS-1-IN-1,0.311,Not Clinically Relevant
ctrp_ISOX,0.311,Not Clinically Relevant
ctrp_ML006,0.310,Not Clinically Relevant
ctrp_AZD4547,0.310,"FGFR-1,2 and 3 inhibitor"
ctrp_BMS-754807,0.310,Not Clinically Relevant
ctrp_ciclopirox,0.310,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_BRD-K61166597,0.309,Not Clinically Relevant
ctrp_cyclophosphamide,0.309,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
ctrp_doxorubicin,0.309,"Topo II inhibitor, DNA intercalator"
gdsc_Vorinostat,0.309,HDAC inhibitor (SAHA)
ctrp_PYR-41,0.308,Not Clinically Relevant
gdsc_HG-5-113-01,0.308,Not Clinically Relevant
ctrp_Ki8751,0.307,Not Clinically Relevant
ctrp_SGX-523,0.307, Met inhibitor
ctrp_pifithrin-mu,0.306,Not Clinically Relevant
ctrp_HC-067047,0.306,Not Clinically Relevant
ctrp_NSC19630,0.306,Not Clinically Relevant
ctrp_erastin,0.305,Not Clinically Relevant
ctrp_cediranib,0.305,VEGFR inhibitor
ctrp_FQI-2,0.304,Not Clinically Relevant
ctrp_tacedinaline,0.303,Not Clinically Relevant
ctrp_AZD1480,0.302,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_YK 4-279,0.302,Not Clinically Relevant
ctrp_BRD-K66532283,0.302,Not Clinically Relevant
ctrp_vorapaxar,0.301," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_KU-55933,0.301,Not Clinically Relevant
ctrp_HLI 373,0.300,Not Clinically Relevant
ctrp_mitomycin,0.300,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_GW-843682X,0.300,Not Clinically Relevant
ctrp_SU11274,0.300,Not Clinically Relevant
ctrp_PI-103,0.300,Not Clinically Relevant
ctrp_temozolomide,0.300,alkylating agent
ctrp_PLX-4032,0.299,BRAF (V600E) inhibitor
ctrp_QW-BI-011,0.299,Not Clinically Relevant
gdsc_YM201636,0.299,Not Clinically Relevant
ctrp_BRD-K27224038,0.299,Not Clinically Relevant
ctrp_GMX-1778,0.298,Not Clinically Relevant
ctrp_BRD-K30019337,0.298,Not Clinically Relevant
ctrp_nintedanib,0.298,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
ctrp_parbendazole,0.297,Not Clinically Relevant
ctrp_decitabine,0.297,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)"
ctrp_triazolothiadiazine,0.297,Not Clinically Relevant
ctrp_BRD-K85133207,0.296,Not Clinically Relevant
ctrp_momelotinib,0.296,JAK1 and JAK2 inhibitor
ctrp_neuronal differentiation inducer III,0.296,Not Clinically Relevant
ctrp_BRD-K80183349,0.295,Not Clinically Relevant
ctrp_cucurbitacin I,0.294,Not Clinically Relevant
ctrp_BRD-K70511574,0.294,Not Clinically Relevant
ctrp_ML083,0.294,Not Clinically Relevant
ctrp_gossypol,0.294,"Natural product, may function to inhibit Bcl2 family members"
ctrp_BIRB-796,0.294,Not Clinically Relevant
ctrp_hyperforin,0.293,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA"
ctrp_JW-480,0.293,Not Clinically Relevant
ctrp_BIX-01294,0.291,Not Clinically Relevant
ctrp_navitoclax,0.291,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_BRD-K90370028,0.290,Not Clinically Relevant
ctrp_BRD-K75293299,0.290,Not Clinically Relevant
ctrp_BRD-K16147474,0.289,Not Clinically Relevant
ctrp_sunitinib,0.289,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_PL-DI,0.288,Not Clinically Relevant
ctrp_sorafenib,0.288,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_manumycin A,0.288,Not Clinically Relevant
ctrp_necrosulfonamide,0.288,Not Clinically Relevant
ctrp_fluvastatin,0.288,"HMG-CoA reductase inhibitor,"
ctrp_NVP-TAE684,0.288,Not Clinically Relevant
ctrp_GSK461364,0.288,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_dacarbazine,0.287,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
gdsc_ZG-10,0.287,Not Clinically Relevant
ctrp_BRD-K37390332,0.286,Not Clinically Relevant
ctrp_BI-2536,0.285,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_cabozantinib,0.285,"MET, AXL, VEGFR and RET inhibitor"
ctrp_niclosamide,0.284,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_silmitasertib,0.283,casein kinase 2 inhibitor 
ctrp_BRD-K02492147,0.281,Not Clinically Relevant
ctrp_tivozanib,0.281,VEGFR inhibitor
ctrp_BRD-K01737880,0.281,Not Clinically Relevant
ctrp_vincristine,0.280,"binds tubulin, disrupts microtubule dynamics"
ctrp_NVP-231,0.280,Not Clinically Relevant
ctrp_FGIN-1-27,0.279,Not Clinically Relevant
ctrp_ML029,0.279,Not Clinically Relevant
gdsc_NSC-207895,0.279,Not Clinically Relevant
ctrp_TGX-221,0.279,Not Clinically Relevant
ctrp_tipifarnib-P2,0.278,Not Clinically Relevant
ctrp_STF-31,0.278,Not Clinically Relevant
ctrp_curcumin,0.278,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_AM-580,0.278,Not Clinically Relevant
ctrp_gemcitabine,0.278,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
gdsc_Entinostat,0.277,HDAC inhibitor
ctrp_UNC0638,0.277,Not Clinically Relevant
ctrp_entinostat,0.277,HDAC inhibitor
gdsc_ZM447439,0.277,Not Clinically Relevant
gdsc_WZ3105,0.277,Not Clinically Relevant
ctrp_BRD1812,0.277,Not Clinically Relevant
ctrp_KX2-391,0.276,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
ctrp_BRD-K34099515,0.276,Not Clinically Relevant
ctrp_KU-0063794,0.276,Not Clinically Relevant
ctrp_KU-60019,0.276,Not Clinically Relevant
ctrp_BRD-K66453893,0.275,Not Clinically Relevant
ctrp_nakiterpiosin,0.275,Not Clinically Relevant
ctrp_CIL56,0.275,Not Clinically Relevant
ctrp_CIL55A,0.275,Not Clinically Relevant
ctrp_pitstop2,0.274,Not Clinically Relevant
ctrp_GSK525762A,0.274,Not Clinically Relevant
ctrp_crizotinib,0.274,"ALK, ROS1 and MET inhibitor"
ctrp_ouabain,0.273,Not Clinically Relevant
ctrp_BRD-K34222889,0.273,Not Clinically Relevant
ctrp_blebbistatin,0.273,Not Clinically Relevant
ctrp_tandutinib,0.272,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
ctrp_tivantinib,0.272,Met inhibitor
ctrp_CR-1-31B,0.272,Not Clinically Relevant
ctrp_JQ-1,0.272,Not Clinically Relevant
ctrp_pluripotin,0.272,Not Clinically Relevant
ctrp_ciclosporin,0.271,
ctrp_CD-437,0.271,Not Clinically Relevant
ctrp_triptolide,0.270,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
ctrp_SCH-79797,0.270,Not Clinically Relevant
ctrp_tamatinib,0.270,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_CD-1530,0.270,Not Clinically Relevant
ctrp_BRD-K35604418,0.270,Not Clinically Relevant
ctrp_Ko-143,0.270,Not Clinically Relevant
ctrp_rigosertib,0.269,"ON-01910, Plk-1 inhibitor"
ctrp_quizartinib,0.269,Flt3 inhibitor
ctrp_BRD-A94377914,0.269,Not Clinically Relevant
ctrp_importazole,0.269,Not Clinically Relevant
ctrp_LRRK2-IN-1,0.269,Not Clinically Relevant
ctrp_GANT-61,0.268,Not Clinically Relevant
ctrp_ML031,0.268,Not Clinically Relevant
ctrp_cyanoquinoline 11,0.268,Not Clinically Relevant
ctrp_ML311,0.267,Not Clinically Relevant
ctrp_CHM-1,0.267,Not Clinically Relevant
ctrp_GSK1059615,0.267,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_TPCA-1,0.267,Not Clinically Relevant
ctrp_pifithrin-alpha,0.266,Not Clinically Relevant
ctrp_3-Cl-AHPC,0.266,Not Clinically Relevant
ctrp_PF-573228,0.266,Not Clinically Relevant
ctrp_GSK2636771,0.266,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_clofarabine,0.265,purine nucleoside antimetabolite
gdsc_CUDC-101,0.265,Not Clinically Relevant
ctrp_AA-COCF3,0.265,Not Clinically Relevant
ctrp_cimetidine,0.265,(Tagamet) Antacid and antihistamine
ctrp_CAY10618,0.264,Not Clinically Relevant
ctrp_thalidomide,0.264,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_BRD-K86535717,0.264,Not Clinically Relevant
ctrp_BRD-K78574327,0.264,Not Clinically Relevant
ctrp_narciclasine,0.264,Not Clinically Relevant
ctrp_fluorouracil,0.264,antimetabolite
ctrp_ETP-46464,0.263,Not Clinically Relevant
ctrp_CAL-101,0.263,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_MK-1775,0.262,Wee1 kinase inhibitor
ctrp_alvocidib,0.262,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_paclitaxel,0.261,disrupts microtubule dynamics
ctrp_bardoxolone methyl,0.261,Not Clinically Relevant
ctrp_LY-2157299,0.260,Not Clinically Relevant
ctrp_AZD7762,0.260, Chk1 / Chk2 inhibitor
ccle_TKI258,0.259,Not Clinically Relevant
ctrp_AZD6482,0.258,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ccle_Irinotecan,0.258,"aka CPT-11, inhibitor of Topo I"
ctrp_CHIR-99021,0.258,Not Clinically Relevant
ctrp_B02,0.257,Not Clinically Relevant
ctrp_simvastatin,0.257,"HMG-CoA reductase inhibitor,"
ctrp_SRT-1720,0.256,Not Clinically Relevant
ctrp_NSC632839,0.256,Not Clinically Relevant
ctrp_I-BET151,0.256,Not Clinically Relevant
ctrp_cytochalasin B,0.255,Not Clinically Relevant
ctrp_Merck60,0.255,Not Clinically Relevant
ctrp_WZ8040,0.255,Not Clinically Relevant
ctrp_AZ-3146,0.255,Not Clinically Relevant
ctrp_BMS-536924,0.254,Not Clinically Relevant
ctrp_OSI-027,0.254,Not Clinically Relevant
ctrp_RO4929097,0.254,Notch (gamma secretase) inhibitor
ctrp_OSI-930,0.254," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck"
ctrp_MK-2206,0.254,Akt1/2/3 inhibitor
ctrp_AGK-2,0.254,Not Clinically Relevant
ctrp_SCH-529074,0.254,Not Clinically Relevant
ctrp_Ch-55,0.253,Not Clinically Relevant
ctrp_PIK-93,0.253,Not Clinically Relevant
ctrp_ML210,0.253,Not Clinically Relevant
ctrp_Bax channel blocker,0.253,Not Clinically Relevant
ctrp_ML312,0.253,Not Clinically Relevant
ctrp_ML258,0.253,Not Clinically Relevant
ctrp_GSK-J4,0.253,Not Clinically Relevant
ctrp_GW-405833,0.252,Not Clinically Relevant
gdsc_WIKI4,0.252,Not Clinically Relevant
ctrp_BRD-K96431673,0.252,Not Clinically Relevant
gdsc_AR-42,0.251,Not Clinically Relevant
ctrp_PHA-793887,0.251,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
gdsc_UNC0638,0.251,Not Clinically Relevant
ctrp_BRD-K41334119,0.251,Not Clinically Relevant
ctrp_AZD7545,0.251,Not Clinically Relevant
ctrp_MG-132,0.251,Not Clinically Relevant
ctrp_bleomycin A2,0.250,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_leptomycin B,0.250,Not Clinically Relevant
ctrp_SB-743921,0.250,kinesin spindle protein (KSP) inhibitor
ctrp_docetaxel,0.250,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_phloretin,0.249,Not Clinically Relevant
ctrp_CAY10594,0.249,Not Clinically Relevant
ctrp_salermide,0.249,Not Clinically Relevant
ctrp_daporinad,0.248,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_TG-101348,0.248,JAK2 inhibitor
ctrp_cerulenin,0.247,Not Clinically Relevant
ctrp_CI-976,0.247,Not Clinically Relevant
ctrp_obatoclax,0.247,Not Clinically Relevant
ctrp_SMER-3,0.247,Not Clinically Relevant
ctrp_purmorphamine,0.247,Not Clinically Relevant
ctrp_LE-135,0.247,Not Clinically Relevant
ctrp_BRD-K94991378,0.247,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.246,Not Clinically Relevant
ctrp_semagacestat,0.246,Notch (gamma secretase) inhibitor
gdsc_OSI-027,0.246,Not Clinically Relevant
ctrp_ZSTK474,0.245,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
ctrp_piperlongumine,0.245,Not Clinically Relevant
ctrp_RAF265,0.245,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_PF-750,0.244,Not Clinically Relevant
ctrp_neopeltolide,0.244,Not Clinically Relevant
ctrp_TW-37,0.243,Not Clinically Relevant
gdsc_Belinostat,0.243,HDAC inhibitor (PXD101)
ctrp_NVP-BSK805,0.243,Not Clinically Relevant
ctrp_prochlorperazine,0.243,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
gdsc_Genentech Cpd 10,0.242,Not Clinically Relevant
gdsc_QL-X-138,0.242,Not Clinically Relevant
ctrp_BRD9876,0.242,Not Clinically Relevant
gdsc_CAY10603,0.241,Not Clinically Relevant
ctrp_nutlin-3,0.241,"Mdm2 antagonist, stabilizes p53 "
ctrp_WZ4002,0.240,Not Clinically Relevant
ctrp_dinaciclib,0.240,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_KH-CB19,0.239,Not Clinically Relevant
ctrp_DBeQ,0.239,Not Clinically Relevant
ctrp_UNC0321,0.239,Not Clinically Relevant
ctrp_BRD-A86708339,0.239,Not Clinically Relevant
ctrp_BRD-A02303741,0.239,Not Clinically Relevant
ctrp_BRD-K48334597,0.238,Not Clinically Relevant
ctrp_masitinib,0.237,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
gdsc_CX-5461,0.237,Not Clinically Relevant
ctrp_PRIMA-1,0.236,Not Clinically Relevant
ctrp_SR-II-138A,0.236,Not Clinically Relevant
ctrp_SB-525334,0.236,Not Clinically Relevant
ctrp_GDC-0941,0.236,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_PAC-1,0.236,Not Clinically Relevant
ctrp_BRD-K45681478,0.235,Not Clinically Relevant
ctrp_bosutinib,0.235,"BCR-Abl, Src, Lyn and Hck inhibitor"
ctrp_BMS-345541,0.234,Not Clinically Relevant
ctrp_regorafenib,0.233,VEGFR2-TIE2 inhibitor 
ctrp_R428,0.233,Not Clinically Relevant
ctrp_dexamethasone,0.233,"synthetic corticosteroid, used to reduce inflammation"
ctrp_ML320,0.233,Not Clinically Relevant
ctrp_methylstat,0.233,Not Clinically Relevant
ctrp_PF-3758309,0.232,Not Clinically Relevant
ctrp_palmostatin B,0.232,Not Clinically Relevant
ctrp_tigecycline,0.232,antibiotic used to treat a number of bacterial infections
ctrp_BRD-K14844214,0.231,Not Clinically Relevant
ctrp_AT7867,0.230,Not Clinically Relevant
ctrp_EX-527,0.229,SIRT1 inhibitor
"ctrp_1S,3R-RSL-3",0.229,Not Clinically Relevant
gdsc_PI-103,0.228,Not Clinically Relevant
ctrp_YM-155,0.226,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_BRD4132,0.225,Not Clinically Relevant
ctrp_pyrazolanthrone,0.225,Not Clinically Relevant
ccle_AEW541,0.224,Not Clinically Relevant
ctrp_MK-0752,0.224,Notch (gamma secretase) inhibitor
ctrp_oligomycin A,0.224,Not Clinically Relevant
ctrp_fulvestrant,0.222,selective estrogen receptor degrader (SERD)
ctrp_NVP-BEZ235,0.221,PI3K/mTOR inhibitor
ctrp_bortezomib,0.220,proteasome inhibitor (Velcade)
ctrp_lovastatin,0.220,"HMG-CoA reductase inhibitor,"
ctrp_myricetin,0.220,Not Clinically Relevant
ctrp_temsirolimus,0.219,Not Clinically Relevant
ctrp_StemRegenin 1,0.219,Not Clinically Relevant
ctrp_pevonedistat,0.215,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)"
ctrp_vandetanib,0.212,"VEGFR, EGFR and RET inhibitor"
ctrp_HBX-41108,0.209,Not Clinically Relevant
ctrp_WP1130,0.205,Not Clinically Relevant
ctrp_AZD8055,0.204,mTOR inhibitor
ctrp_SNX-2112,0.204,Not Clinically Relevant
ctrp_SID 26681509,0.204,Not Clinically Relevant
ctrp_sirolimus,0.200,"rapamycin, mTOR inhibitor"
ccle_Topotecan,0.200,Topo I inhibitor
ctrp_BRD-K30748066,0.198,Not Clinically Relevant
ctrp_MLN2238,0.197,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome "
ctrp_KU 0060648,0.197,Not Clinically Relevant
ctrp_MLN2480,0.192,"TAK-580, pan-Raf kinase inhibitor"
ctrp_methotrexate,0.183,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ctrp_BRD-K71935468,-0.174,Not Clinically Relevant
ctrp_SNS-032,-0.196,"CDK inhibitor, esp CDK2 , 7 and 9 "
gdsc_Sepantronium bromide,-0.198,"YM155 (Sepantronium Bromide), survivin suppressant "
