,moa,GDSC,CTRP,CCLE,drug,score,evidence
rg-108,Not Clinically Relevant,,0.364,,ctrp_RG-108,0.364,.+.
iu1,Not Clinically Relevant,,0.363,,ctrp_IU1,0.363,.+.
sr1001,Not Clinically Relevant,,0.361,,ctrp_SR1001,0.361,.+.
tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.361,,ctrp_tacrolimus,0.361,.+.
tipifarnib-p1,Not Clinically Relevant,,0.358,,ctrp_tipifarnib-P1,0.358,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.355,,ctrp_fingolimod,0.355,.+.
darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.353,,ctrp_darinaparsin,0.353,.+.
ml050,Not Clinically Relevant,,0.35200000000000004,,ctrp_ML050,0.352,.+.
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.35200000000000004,,ctrp_sitagliptin,0.352,.+.
compound 1541a,Not Clinically Relevant,,0.35200000000000004,,ctrp_Compound 1541A,0.352,.+.
brd-k29086754,Not Clinically Relevant,,0.35100000000000003,,ctrp_BRD-K29086754,0.351,.+.
brd-k42260513,Not Clinically Relevant,,0.35100000000000003,,ctrp_BRD-K42260513,0.351,.+.
necrostatin-7,Not Clinically Relevant,,0.35,,ctrp_necrostatin-7,0.35,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.35,,ctrp_cytarabine hydrochloride,0.35,.+.
ceranib-2,Not Clinically Relevant,,0.349,,ctrp_ceranib-2,0.349,.+.
fsc231,Not Clinically Relevant,,0.349,,ctrp_FSC231,0.349,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.349,,ctrp_lenvatinib,0.349,.+.
brd-k51831558,Not Clinically Relevant,,0.34700000000000003,,ctrp_BRD-K51831558,0.347,.+.
alisertib,Aurora A kinase inhibitor,,0.34700000000000003,,ctrp_alisertib,0.347,.+.
ac55649,Not Clinically Relevant,,0.34600000000000003,,ctrp_AC55649,0.346,.+.
brd-k11533227,Not Clinically Relevant,,0.345,,ctrp_BRD-K11533227,0.345,.+.
nsc30930,Not Clinically Relevant,,0.345,,ctrp_NSC30930,0.345,.+.
isoliquiritigenin,Not Clinically Relevant,,0.345,,ctrp_isoliquiritigenin,0.345,.+.
cil41,Not Clinically Relevant,,0.34299999999999997,,ctrp_CIL41,0.343,.+.
brd-k84807411,Not Clinically Relevant,,0.341,,ctrp_BRD-K84807411,0.341,.+.
mi-2,Not Clinically Relevant,,0.33899999999999997,,ctrp_MI-2,0.339,.+.
mdivi-1,Not Clinically Relevant,,0.337,,ctrp_Mdivi-1,0.337,.+.
mst-312,Not Clinically Relevant,,0.337,,ctrp_MST-312,0.337,.+.
repligen 136,Not Clinically Relevant,,0.336,,ctrp_Repligen 136,0.336,.+.
jw-74,Not Clinically Relevant,,0.335,,ctrp_JW-74,0.335,.+.
cay10576,Not Clinically Relevant,,0.335,,ctrp_CAY10576,0.335,.+.
bms-270394,Not Clinically Relevant,,0.335,,ctrp_BMS-270394,0.335,.+.
cisplatin,Not Clinically Relevant,0.33399999999999996,,,gdsc_Cisplatin,0.334,+..
brd6340,Not Clinically Relevant,,0.33399999999999996,,ctrp_BRD6340,0.334,.+.
ski-ii,Not Clinically Relevant,,0.33399999999999996,,ctrp_SKI-II,0.334,.+.
epigallocatechin-3-monogallate,Not Clinically Relevant,,0.33299999999999996,,ctrp_epigallocatechin-3-monogallate,0.333,.+.
kw-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.332,,ctrp_KW-2449,0.332,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.33,,ctrp_TG-100-115,0.33,.+.
bibr-1532,Not Clinically Relevant,,0.33,,ctrp_BIBR-1532,0.33,.+.
jw-55,Not Clinically Relevant,,0.32899999999999996,,ctrp_JW-55,0.329,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.32899999999999996,,ctrp_brivanib,0.329,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.32899999999999996,,ctrp_MGCD-265,0.329,.+.
ml162,Not Clinically Relevant,,0.32799999999999996,,ctrp_ML162,0.328,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.327,,ctrp_PX-12,0.327,.+.
ly-2183240,Not Clinically Relevant,,0.327,,ctrp_LY-2183240,0.327,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.327,,ctrp_itraconazole,0.327,.+.
brd-k92856060,Not Clinically Relevant,,0.327,,ctrp_BRD-K92856060,0.327,.+.
brd-k44224150,Not Clinically Relevant,,0.326,,ctrp_BRD-K44224150,0.326,.+.
foretinib,c-Met/VEGFR2 inhibitor,,0.326,,ctrp_foretinib,0.326,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.326,,ctrp_sildenafil,0.326,.+.
brd-k02251932,Not Clinically Relevant,,0.325,,ctrp_BRD-K02251932,0.325,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.324,,ctrp_omacetaxine mepesuccinate,0.324,.+.
apicidin,Not Clinically Relevant,,0.324,,ctrp_apicidin,0.324,.+.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.32299999999999995,,ctrp_lomeguatrib,0.323,.+.
nsc48300,Not Clinically Relevant,,0.32299999999999995,,ctrp_NSC48300,0.323,.+.
nsc23766,Not Clinically Relevant,,0.32299999999999995,,ctrp_NSC23766,0.323,.+.
sb-225002,Not Clinically Relevant,,0.32299999999999995,,ctrp_SB-225002,0.323,.+.
brd1835,Not Clinically Relevant,,0.322,,ctrp_BRD1835,0.322,.+.
lbh-589,HDAC inhibitor,,0.322,,ctrp_LBH-589,0.322,.+.
sz4ta2,Not Clinically Relevant,,0.321,,ctrp_SZ4TA2,0.321,.+.
npk76-ii-72-1,Not Clinically Relevant,0.321,,,gdsc_NPK76-II-72-1,0.321,+..
qs-11,Not Clinically Relevant,,0.321,,ctrp_QS-11,0.321,.+.
pdmp,Not Clinically Relevant,,0.321,,ctrp_PDMP,0.321,.+.
bms-754807,Not Clinically Relevant,0.33,0.31,,ctrp_BMS-754807,0.32,++.
nvp-adw742,Not Clinically Relevant,,0.32,,ctrp_NVP-ADW742,0.32,.+.
elocalcitol,vitamin D receptor agonist,,0.32,,ctrp_elocalcitol,0.32,.+.
nsc 74859,Not Clinically Relevant,,0.319,,ctrp_NSC 74859,0.319,.+.
necrostatin-1,Not Clinically Relevant,,0.319,,ctrp_necrostatin-1,0.319,.+.
nsc95397,Not Clinically Relevant,,0.318,,ctrp_NSC95397,0.318,.+.
brd8899,Not Clinically Relevant,,0.317,,ctrp_BRD8899,0.317,.+.
pf-184,Not Clinically Relevant,,0.317,,ctrp_PF-184,0.317,.+.
teniposide,Topo II inhibitor,,0.316,,ctrp_teniposide,0.316,.+.
kpt185,Not Clinically Relevant,,0.315,,ctrp_KPT185,0.315,.+.
pandacostat,Not Clinically Relevant,,0.315,,ctrp_pandacostat,0.315,.+.
compound 23 citrate,Not Clinically Relevant,,0.315,,ctrp_Compound 23 citrate,0.315,.+.
isoevodiamine,Not Clinically Relevant,,0.315,,ctrp_isoevodiamine,0.315,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.314,,ctrp_GSK-3 inhibitor IX,0.314,.+.
cil70,Not Clinically Relevant,,0.314,,ctrp_CIL70,0.314,.+.
bendamustine,alkylating agent,,0.312,,ctrp_bendamustine,0.312,.+.
at-406,Not Clinically Relevant,,0.311,,ctrp_AT-406,0.311,.+.
fqi-1,Not Clinically Relevant,,0.311,,ctrp_FQI-1,0.311,.+.
mps-1-in-1,Not Clinically Relevant,0.311,,,gdsc_MPS-1-IN-1,0.311,+..
isox,Not Clinically Relevant,,0.311,,ctrp_ISOX,0.311,.+.
vorinostat,HDAC inhibitor (SAHA),0.309,0.312,,gdsc_Vorinostat,0.31,++.
ml006,Not Clinically Relevant,,0.31,,ctrp_ML006,0.31,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.31,,ctrp_ciclopirox,0.31,.+.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.31,,ctrp_AZD4547,0.31,.+.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.309,,ctrp_cyclophosphamide,0.309,.+.
brd-k61166597,Not Clinically Relevant,,0.309,,ctrp_BRD-K61166597,0.309,.+.
hg-5-113-01,Not Clinically Relevant,0.308,,,gdsc_HG-5-113-01,0.308,+..
pyr-41,Not Clinically Relevant,,0.308,,ctrp_PYR-41,0.308,.+.
sgx-523, Met inhibitor,,0.307,,ctrp_SGX-523,0.307,.+.
ki8751,Not Clinically Relevant,,0.307,,ctrp_Ki8751,0.307,.+.
belinostat,HDAC inhibitor (PXD101),0.243,0.368,,gdsc_Belinostat,0.306,++.
hc-067047,Not Clinically Relevant,,0.306,,ctrp_HC-067047,0.306,.+.
nsc19630,Not Clinically Relevant,,0.306,,ctrp_NSC19630,0.306,.+.
pifithrin-mu,Not Clinically Relevant,,0.306,,ctrp_pifithrin-mu,0.306,.+.
cediranib,VEGFR inhibitor,,0.305,,ctrp_cediranib,0.305,.+.
erastin,Not Clinically Relevant,,0.305,,ctrp_erastin,0.305,.+.
fqi-2,Not Clinically Relevant,,0.304,,ctrp_FQI-2,0.304,.+.
tacedinaline,Not Clinically Relevant,,0.303,,ctrp_tacedinaline,0.303,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.302,,ctrp_AZD1480,0.302,.+.
yk 4-279,Not Clinically Relevant,,0.302,,ctrp_YK 4-279,0.302,.+.
brd-k66532283,Not Clinically Relevant,,0.302,,ctrp_BRD-K66532283,0.302,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.301,,ctrp_vorapaxar,0.301,.+.
hli 373,Not Clinically Relevant,,0.3,,ctrp_HLI 373,0.3,.+.
gw-843682x,Not Clinically Relevant,,0.3,,ctrp_GW-843682X,0.3,.+.
su11274,Not Clinically Relevant,,0.3,,ctrp_SU11274,0.3,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.3,,ctrp_mitomycin,0.3,.+.
brd-k27224038,Not Clinically Relevant,,0.299,,ctrp_BRD-K27224038,0.299,.+.
ym201636,Not Clinically Relevant,0.299,,,gdsc_YM201636,0.299,+..
qw-bi-011,Not Clinically Relevant,,0.299,,ctrp_QW-BI-011,0.299,.+.
plx-4032,BRAF (V600E) inhibitor,,0.299,,ctrp_PLX-4032,0.299,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.298,,ctrp_nintedanib,0.298,.+.
brd-k30019337,Not Clinically Relevant,,0.298,,ctrp_BRD-K30019337,0.298,.+.
gmx-1778,Not Clinically Relevant,,0.298,,ctrp_GMX-1778,0.298,.+.
triazolothiadiazine,Not Clinically Relevant,,0.297,,ctrp_triazolothiadiazine,0.297,.+.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.297,,ctrp_decitabine,0.297,.+.
parbendazole,Not Clinically Relevant,,0.297,,ctrp_parbendazole,0.297,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.29600000000000004,,ctrp_neuronal differentiation inducer III,0.296,.+.
brd-k85133207,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K85133207,0.296,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.29600000000000004,,ctrp_momelotinib,0.296,.+.
brd-k80183349,Not Clinically Relevant,,0.295,,ctrp_BRD-K80183349,0.295,.+.
brd-k70511574,Not Clinically Relevant,,0.294,,ctrp_BRD-K70511574,0.294,.+.
ml083,Not Clinically Relevant,,0.294,,ctrp_ML083,0.294,.+.
cucurbitacin i,Not Clinically Relevant,,0.294,,ctrp_cucurbitacin I,0.294,.+.
birb-796,Not Clinically Relevant,,0.294,,ctrp_BIRB-796,0.294,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.294,,ctrp_gossypol,0.294,.+.
jw-480,Not Clinically Relevant,,0.293,,ctrp_JW-480,0.293,.+.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.293,,ctrp_hyperforin,0.293,.+.
bix-01294,Not Clinically Relevant,,0.29100000000000004,,ctrp_BIX-01294,0.291,.+.
brd-k75293299,Not Clinically Relevant,,0.29,,ctrp_BRD-K75293299,0.29,.+.
brd-k90370028,Not Clinically Relevant,,0.29,,ctrp_BRD-K90370028,0.29,.+.
brd-k16147474,Not Clinically Relevant,,0.289,,ctrp_BRD-K16147474,0.289,.+.
necrosulfonamide,Not Clinically Relevant,,0.28800000000000003,,ctrp_necrosulfonamide,0.288,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.28800000000000003,,ctrp_GSK461364,0.288,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.28800000000000003,,ctrp_fluvastatin,0.288,.+.
manumycin a,Not Clinically Relevant,,0.28800000000000003,,ctrp_manumycin A,0.288,.+.
pl-di,Not Clinically Relevant,,0.28800000000000003,,ctrp_PL-DI,0.288,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.287,,ctrp_dacarbazine,0.287,.+.
zg-10,Not Clinically Relevant,0.287,,,gdsc_ZG-10,0.287,+..
brd-k37390332,Not Clinically Relevant,,0.28600000000000003,,ctrp_BRD-K37390332,0.286,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.284,,ctrp_niclosamide,0.284,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.28300000000000003,,ctrp_silmitasertib,0.283,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.318,0.248,,ctrp_daporinad,0.283,++.
brd-k02492147,Not Clinically Relevant,,0.281,,ctrp_BRD-K02492147,0.281,.+.
brd-k01737880,Not Clinically Relevant,,0.281,,ctrp_BRD-K01737880,0.281,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.28,,ctrp_vincristine,0.28,.+.
nvp-231,Not Clinically Relevant,,0.28,,ctrp_NVP-231,0.28,.+.
ml029,Not Clinically Relevant,,0.27899999999999997,,ctrp_ML029,0.279,.+.
nsc-207895,Not Clinically Relevant,0.27899999999999997,,,gdsc_NSC-207895,0.279,+..
tgx-221,Not Clinically Relevant,,0.27899999999999997,,ctrp_TGX-221,0.279,.+.
fgin-1-27,Not Clinically Relevant,,0.27899999999999997,,ctrp_FGIN-1-27,0.279,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.278,,ctrp_curcumin,0.278,.+.
tipifarnib-p2,Not Clinically Relevant,,0.278,,ctrp_tipifarnib-P2,0.278,.+.
am-580,Not Clinically Relevant,,0.278,,ctrp_AM-580,0.278,.+.
stf-31,Not Clinically Relevant,,0.278,,ctrp_STF-31,0.278,.+.
brd1812,Not Clinically Relevant,,0.27699999999999997,,ctrp_BRD1812,0.277,.+.
wz3105,Not Clinically Relevant,0.27699999999999997,,,gdsc_WZ3105,0.277,+..
zm447439,Not Clinically Relevant,0.27699999999999997,,,gdsc_ZM447439,0.277,+..
entinostat,HDAC inhibitor,0.27699999999999997,0.27699999999999997,,ctrp_entinostat,0.277,++.
ku-60019,Not Clinically Relevant,,0.276,,ctrp_KU-60019,0.276,.+.
ku-0063794,Not Clinically Relevant,,0.276,,ctrp_KU-0063794,0.276,.+.
brd-k34099515,Not Clinically Relevant,,0.276,,ctrp_BRD-K34099515,0.276,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.276,,ctrp_KX2-391,0.276,.+.
cil55a,Not Clinically Relevant,,0.275,,ctrp_CIL55A,0.275,.+.
cil56,Not Clinically Relevant,,0.275,,ctrp_CIL56,0.275,.+.
brd-k66453893,Not Clinically Relevant,,0.275,,ctrp_BRD-K66453893,0.275,.+.
nakiterpiosin,Not Clinically Relevant,,0.275,,ctrp_nakiterpiosin,0.275,.+.
gsk525762a,Not Clinically Relevant,,0.27399999999999997,,ctrp_GSK525762A,0.274,.+.
pitstop2,Not Clinically Relevant,,0.27399999999999997,,ctrp_pitstop2,0.274,.+.
blebbistatin,Not Clinically Relevant,,0.273,,ctrp_blebbistatin,0.273,.+.
brd-k34222889,Not Clinically Relevant,,0.273,,ctrp_BRD-K34222889,0.273,.+.
ouabain,Not Clinically Relevant,,0.273,,ctrp_ouabain,0.273,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.272,,ctrp_tandutinib,0.272,.+.
cr-1-31b,Not Clinically Relevant,,0.272,,ctrp_CR-1-31B,0.272,.+.
tivantinib,Met inhibitor,,0.272,,ctrp_tivantinib,0.272,.+.
pluripotin,Not Clinically Relevant,,0.272,,ctrp_pluripotin,0.272,.+.
jq-1,Not Clinically Relevant,,0.272,,ctrp_JQ-1,0.272,.+.
cd-437,Not Clinically Relevant,,0.271,,ctrp_CD-437,0.271,.+.
ciclosporin,,,0.271,,ctrp_ciclosporin,0.271,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.27,,ctrp_tamatinib,0.27,.+.
cd-1530,Not Clinically Relevant,,0.27,,ctrp_CD-1530,0.27,.+.
ko-143,Not Clinically Relevant,,0.27,,ctrp_Ko-143,0.27,.+.
brd-k35604418,Not Clinically Relevant,,0.27,,ctrp_BRD-K35604418,0.27,.+.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.27,,ctrp_triptolide,0.27,.+.
sch-79797,Not Clinically Relevant,,0.27,,ctrp_SCH-79797,0.27,.+.
lrrk2-in-1,Not Clinically Relevant,,0.26899999999999996,,ctrp_LRRK2-IN-1,0.269,.+.
importazole,Not Clinically Relevant,,0.26899999999999996,,ctrp_importazole,0.269,.+.
brd-a94377914,Not Clinically Relevant,,0.26899999999999996,,ctrp_BRD-A94377914,0.269,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.26899999999999996,,ctrp_rigosertib,0.269,.+.
gant-61,Not Clinically Relevant,,0.268,,ctrp_GANT-61,0.268,.+.
cyanoquinoline 11,Not Clinically Relevant,,0.268,,ctrp_cyanoquinoline 11,0.268,.+.
ml031,Not Clinically Relevant,,0.268,,ctrp_ML031,0.268,.+.
ml311,Not Clinically Relevant,,0.267,,ctrp_ML311,0.267,.+.
chm-1,Not Clinically Relevant,,0.267,,ctrp_CHM-1,0.267,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.267,,ctrp_GSK1059615,0.267,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.266,,ctrp_GSK2636771,0.266,.+.
pifithrin-alpha,Not Clinically Relevant,,0.266,,ctrp_pifithrin-alpha,0.266,.+.
3-cl-ahpc,Not Clinically Relevant,,0.266,,ctrp_3-Cl-AHPC,0.266,.+.
topotecan,Topo I inhibitor,,0.331,0.2,ccle_Topotecan,0.266,.++
pf-573228,Not Clinically Relevant,,0.266,,ctrp_PF-573228,0.266,.+.
cudc-101,Not Clinically Relevant,0.265,,,gdsc_CUDC-101,0.265,+..
cimetidine,(Tagamet) Antacid and antihistamine,,0.265,,ctrp_cimetidine,0.265,.+.
clofarabine,purine nucleoside antimetabolite,,0.265,,ctrp_clofarabine,0.265,.+.
aa-cocf3,Not Clinically Relevant,,0.265,,ctrp_AA-COCF3,0.265,.+.
narciclasine,Not Clinically Relevant,,0.264,,ctrp_narciclasine,0.264,.+.
brd-k86535717,Not Clinically Relevant,,0.264,,ctrp_BRD-K86535717,0.264,.+.
brd-k78574327,Not Clinically Relevant,,0.264,,ctrp_BRD-K78574327,0.264,.+.
unc0638,Not Clinically Relevant,0.251,0.27699999999999997,,gdsc_UNC0638,0.264,++.
cay10618,Not Clinically Relevant,,0.264,,ctrp_CAY10618,0.264,.+.
fluorouracil,antimetabolite,,0.264,,ctrp_fluorouracil,0.264,.+.
pi-103,Not Clinically Relevant,0.228,0.3,,gdsc_PI-103,0.264,++.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.264,,ctrp_thalidomide,0.264,.+.
etp-46464,Not Clinically Relevant,,0.263,,ctrp_ETP-46464,0.263,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.263,,ctrp_CAL-101,0.263,.+.
mk-1775,Wee1 kinase inhibitor,,0.262,,ctrp_MK-1775,0.262,.+.
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.262,,ctrp_alvocidib,0.262,.+.
bardoxolone methyl,Not Clinically Relevant,,0.261,,ctrp_bardoxolone methyl,0.261,.+.
ly-2157299,Not Clinically Relevant,,0.26,,ctrp_LY-2157299,0.26,.+.
tki258,Not Clinically Relevant,,,0.259,ccle_TKI258,0.259,..+
irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.258,ccle_Irinotecan,0.258,..+
b02,Not Clinically Relevant,,0.257,,ctrp_B02,0.257,.+.
simvastatin,"HMG-CoA reductase inhibitor,",,0.257,,ctrp_simvastatin,0.257,.+.
i-bet151,Not Clinically Relevant,,0.256,,ctrp_I-BET151,0.256,.+.
srt-1720,Not Clinically Relevant,,0.256,,ctrp_SRT-1720,0.256,.+.
nsc632839,Not Clinically Relevant,,0.256,,ctrp_NSC632839,0.256,.+.
az-3146,Not Clinically Relevant,,0.255,,ctrp_AZ-3146,0.255,.+.
wz8040,Not Clinically Relevant,,0.255,,ctrp_WZ8040,0.255,.+.
cytochalasin b,Not Clinically Relevant,,0.255,,ctrp_cytochalasin B,0.255,.+.
merck60,Not Clinically Relevant,,0.255,,ctrp_Merck60,0.255,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.254,,ctrp_RO4929097,0.254,.+.
