,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
escitalopram,cmap_escitalopram,Selective Serotonin Reuptake Inhibitor (SSRI),,,,,0.528,...+,699,51,51.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.366,,0.366,,.+..,52,218,52.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.364,,0.364,,.+..,53,219,53.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.363,,0.363,,.+..,54,220,54.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.361,,0.361,,.+..,56,221,56.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.358,,0.358,,.+..,57,222,57.0
exemestane,cmap_exemestane,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,0.44300000000000006,...++,692,57,57.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.355,,0.355,,.+..,58,223,58.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.6659999999999999,0.29100000000000004,,0.478,-0.204,++.-,11,105,58.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.436,...+,700,58,58.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,60,224,60.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.4035,...+-,679,62,62.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,62,225,62.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,63,226,63.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.361,,0.361,0.294,.+.+++,55,72,63.5
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,64,227,64.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.38,...+,701,65,65.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.35,,0.35,,.+..,65,228,65.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.35,,0.35,,.+..,66,229,66.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.349,,0.349,,.+..,67,230,67.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.326,,0.326,0.716,.+.++,102,33,67.5
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.349,,0.349,,.+..,68,231,68.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.349,,0.349,,.+..,69,232,69.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,0.312,...+,702,69,69.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.316,,0.316,0.868,.+.+,124,16,70.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,70,233,70.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,72,234,72.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.294,...+,703,73,73.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.345,,0.345,,.+..,73,235,73.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,0.26899999999999996,...+,704,74,74.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.345,,0.345,,.+..,74,236,74.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.345,,0.345,,.+..,75,237,75.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.262,...+,705,75,75.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,76,238,76.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,0.218,...+,706,77,77.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.341,,0.341,,.+..,77,239,77.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,78,240,78.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.337,,0.337,,.+..,79,241,79.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.2,...+,707,80,80.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.337,,0.337,,.+..,80,242,80.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.336,,0.336,,.+..,81,243,81.0
vorinostat,gdsc_Vorinostat,HDAC inhibitor (SAHA),0.309,0.312,,0.31,0.8220000000000001,++.+,138,25,81.5
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.335,,0.335,,.+..,82,244,82.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.616,0.43,,0.523,-0.882,++.-,6,159,82.5
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.17300000000000001,...+,708,83,83.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.335,,0.335,,.+..,83,245,83.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.335,,0.335,,.+..,84,246,84.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.33399999999999996,,0.334,,.+..,85,247,85.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.33399999999999996,,0.334,,.+..,86,248,86.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.09249999999999997,...+-,674,87,87.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.33399999999999996,,,0.334,,+...,87,249,87.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.092,...+,709,88,88.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,88,250,88.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.332,,0.332,,.+..,89,251,89.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.33,,0.33,,.+..,90,252,90.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.33,,0.33,,.+..,91,253,91.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,92,254,92.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.353,,0.353,-0.508,.+.-,59,126,92.5
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.004484374999999985,...++++++-,677,93,93.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.32899999999999996,,0.329,,.+..,94,255,94.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,95,256,95.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.327,,0.327,-0.07400000000000001,.+.-,96,94,95.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.327,,0.327,,.+..,97,257,97.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,-0.11900000000000001,...-,710,97,97.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.327,,0.327,,.+..,98,258,98.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.32899999999999996,,0.329,-0.195,.+.-,93,103,98.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.327,,0.327,,.+..,99,259,99.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.294,,0.294,0.86,.+.+,180,18,99.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.326,,0.326,,.+..,100,260,100.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.326,,0.326,,.+..,101,261,101.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.18775,...+--,680,102,102.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.325,,0.325,,.+..,103,262,103.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.324,,0.324,,.+..,104,263,104.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.324,,0.324,,.+..,105,264,105.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,106,265,106.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.23600000000000002,...-,711,106,106.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,107,266,107.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,-0.249,...-,712,108,108.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.32299999999999995,,0.323,,.+..,108,267,108.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.305,,0.305,0.349,.+.+,151,67,109.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.261,...-,713,109,109.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,109,268,109.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.322,,0.322,,.+..,110,269,110.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.322,,0.322,,.+..,111,270,111.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.293,,0.293,0.6759999999999999,.+.+,182,41,111.5
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.321,,0.321,,.+..,112,271,112.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.37,...-,715,113,113.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.321,,,0.321,,+...,113,272,113.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.379,...-,716,114,114.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.321,,0.321,,.+..,114,273,114.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.385,...-,717,115,115.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.321,,0.321,,.+..,115,274,115.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.32,,0.32,,.+..,116,275,116.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.243,0.368,,0.306,0.162,++.+,149,84,116.5
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.32,,0.32,,.+..,117,276,117.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,-0.39899999999999997,...-,718,117,117.0
bms-754807,ctrp_BMS-754807,Not Clinically Relevant,0.33,0.31,,0.32,,++..,118,277,118.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.319,,0.319,,.+..,119,278,119.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.319,,0.319,,.+..,120,279,120.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.318,,0.318,,.+..,121,280,121.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.43725,...---,714,121,121.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.317,,0.317,,.+..,122,281,122.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.317,,0.317,,.+..,123,282,123.0
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.315,,0.315,,.+..,125,283,125.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.297,,0.297,0.198,.+.+,171,81,126.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.315,,0.315,,.+..,126,284,126.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.315,,0.315,,.+..,127,285,127.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.528,...-,719,128,128.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.315,,0.315,,.+..,128,286,128.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.539,...-,720,129,129.0
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.314,,0.314,,.+..,129,287,129.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.314,,0.314,,.+..,130,288,130.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.551,...-,721,130,130.0
entinostat,ctrp_entinostat,HDAC inhibitor,0.27699999999999997,0.27699999999999997,,0.277,0.536,++.+,211,50,130.5
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.556,...-,722,131,131.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.312,,0.312,,.+..,131,289,131.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.5579999999999999,...-,723,132,132.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.311,,0.311,,.+..,132,290,132.0
fqi-1,ctrp_FQI-1,Not Clinically Relevant,,0.311,,0.311,,.+..,133,291,133.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.311,,,0.311,,+...,134,292,134.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.311,,0.311,,.+..,135,293,135.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.5770000000000001,...-,725,135,135.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.5775,...--,724,136,136.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.31,,0.31,,.+..,136,294,136.0
ciclopirox,ctrp_ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.31,,0.31,,.+..,137,295,137.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.581,...-,726,137,137.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.5870000000000001,...-,728,138,138.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.284,,0.284,0.18600000000000003,.+.+,195,82,138.5
ml006,ctrp_ML006,Not Clinically Relevant,,0.31,,0.31,,.+..,139,296,139.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.309,,0.309,,.+..,141,297,141.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.308,,,0.308,,+...,142,298,142.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.652,...-,729,142,142.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.309,,0.309,-0.741,.+.-,140,145,142.5
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.6579999999999999,...-,730,143,143.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.258,0.258,0.91,..++,274,12,143.0
pyr-41,ctrp_PYR-41,Not Clinically Relevant,,0.308,,0.308,,.+..,143,299,143.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.307,,0.307,,.+..,144,300,144.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.672,...-,731,144,144.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.307,,0.307,,.+..,145,301,145.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.743,...-,732,146,146.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.306,,0.306,,.+..,146,302,146.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.28,,0.28,0.012750000000000011,.+.++-,201,92,146.5
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.75,...--,727,147,147.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.264,,0.264,0.711,.+.+,259,35,147.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.306,,0.306,,.+..,147,303,147.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.306,,0.306,,.+..,148,304,148.0
clofarabine,ctrp_clofarabine,purine nucleoside antimetabolite,,0.265,,0.265,0.679,.+.+,257,39,148.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.7559999999999999,...-,733,148,148.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.305,,0.305,,.+..,150,305,150.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.784,...-,734,150,150.0
