,moa,GDSC,CTRP,CCLE,drug,score,evidence
isoliquiritigenin,Not Clinically Relevant,,0.39299999999999996,,ctrp_isoliquiritigenin,0.393,.+.
brd-k88742110,Not Clinically Relevant,,0.392,,ctrp_BRD-K88742110,0.392,.+.
kin001-266,Not Clinically Relevant,0.391,,,gdsc_KIN001-266,0.391,+..
abt-737,Bcl-2/Bcl-xL inhibitor,,0.391,,ctrp_ABT-737,0.391,.+.
bms-195614,Not Clinically Relevant,,0.391,,ctrp_BMS-195614,0.391,.+.
kin001-236,Not Clinically Relevant,0.38799999999999996,,,gdsc_KIN001-236,0.388,+..
brd-a71883111,Not Clinically Relevant,,0.38799999999999996,,ctrp_BRD-A71883111,0.388,.+.
cct036477,Not Clinically Relevant,,0.387,,ctrp_CCT036477,0.387,.+.
alisertib,Aurora A kinase inhibitor,,0.38299999999999995,,ctrp_alisertib,0.383,.+.
compound 7d-cis,Not Clinically Relevant,,0.382,,ctrp_Compound 7d-cis,0.382,.+.
prima-1-met,Not Clinically Relevant,,0.382,,ctrp_PRIMA-1-Met,0.382,.+.
rg-108,Not Clinically Relevant,,0.382,,ctrp_RG-108,0.382,.+.
cay10576,Not Clinically Relevant,,0.381,,ctrp_CAY10576,0.381,.+.
pf-4800567 hydrochloride,Not Clinically Relevant,,0.38,,ctrp_PF-4800567 hydrochloride,0.38,.+.
ml203,Not Clinically Relevant,,0.38,,ctrp_ML203,0.38,.+.
compound 1541a,Not Clinically Relevant,,0.38,,ctrp_Compound 1541A,0.38,.+.
tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.38,,ctrp_tacrolimus,0.38,.+.
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.37799999999999995,,ctrp_sitagliptin,0.378,.+.
brd-k34485477,Not Clinically Relevant,,0.376,,ctrp_BRD-K34485477,0.376,.+.
repligen 136,Not Clinically Relevant,,0.375,,ctrp_Repligen 136,0.375,.+.
sz4ta2,Not Clinically Relevant,,0.373,,ctrp_SZ4TA2,0.373,.+.
npk76-ii-72-1,Not Clinically Relevant,0.37200000000000005,,,gdsc_NPK76-II-72-1,0.372,+..
brd-m00053801,Not Clinically Relevant,,0.37200000000000005,,ctrp_BRD-M00053801,0.372,.+.
brd-k49290616,Not Clinically Relevant,,0.371,,ctrp_BRD-K49290616,0.371,.+.
brd-k92856060,Not Clinically Relevant,,0.371,,ctrp_BRD-K92856060,0.371,.+.
brd-k13999467,Not Clinically Relevant,,0.371,,ctrp_BRD-K13999467,0.371,.+.
bms-270394,Not Clinically Relevant,,0.37,,ctrp_BMS-270394,0.37,.+.
pac-1,Not Clinically Relevant,0.474,0.265,,ctrp_PAC-1,0.37,++.
sr1001,Not Clinically Relevant,,0.368,,ctrp_SR1001,0.368,.+.
bendamustine,alkylating agent,,0.368,,ctrp_bendamustine,0.368,.+.
cil41,Not Clinically Relevant,,0.368,,ctrp_CIL41,0.368,.+.
talazoparib,Not Clinically Relevant,0.36700000000000005,,,gdsc_Talazoparib,0.367,+..
jw-74,Not Clinically Relevant,,0.366,,ctrp_JW-74,0.366,.+.
nvp-adw742,Not Clinically Relevant,,0.365,,ctrp_NVP-ADW742,0.365,.+.
foretinib,c-Met/VEGFR2 inhibitor,,0.364,,ctrp_foretinib,0.364,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.363,,ctrp_lenvatinib,0.363,.+.
jw-55,Not Clinically Relevant,,0.363,,ctrp_JW-55,0.363,.+.
nsc30930,Not Clinically Relevant,,0.363,,ctrp_NSC30930,0.363,.+.
elocalcitol,vitamin D receptor agonist,,0.36200000000000004,,ctrp_elocalcitol,0.362,.+.
968,Not Clinically Relevant,,0.36200000000000004,,ctrp_968,0.362,.+.
apicidin,Not Clinically Relevant,,0.359,,ctrp_apicidin,0.359,.+.
gmx-1778,Not Clinically Relevant,,0.358,,ctrp_GMX-1778,0.358,.+.
mst-312,Not Clinically Relevant,,0.35600000000000004,,ctrp_MST-312,0.356,.+.
ceranib-2,Not Clinically Relevant,,0.355,,ctrp_ceranib-2,0.355,.+.
kpt185,Not Clinically Relevant,,0.353,,ctrp_KPT185,0.353,.+.
brd1835,Not Clinically Relevant,,0.353,,ctrp_BRD1835,0.353,.+.
gw-843682x,Not Clinically Relevant,,0.35200000000000004,,ctrp_GW-843682X,0.352,.+.
necrostatin-7,Not Clinically Relevant,,0.35200000000000004,,ctrp_necrostatin-7,0.352,.+.
brd-k19103580,Not Clinically Relevant,,0.35200000000000004,,ctrp_BRD-K19103580,0.352,.+.
myriocin,Not Clinically Relevant,,0.35,,ctrp_myriocin,0.35,.+.
abt-199,Bcl2 inhibitor,,0.35,,ctrp_ABT-199,0.35,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.35,,ctrp_omacetaxine mepesuccinate,0.35,.+.
at-406,Not Clinically Relevant,,0.349,,ctrp_AT-406,0.349,.+.
plx-4032,BRAF (V600E) inhibitor,,0.348,,ctrp_PLX-4032,0.348,.+.
pdmp,Not Clinically Relevant,,0.348,,ctrp_PDMP,0.348,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.348,,ctrp_TG-100-115,0.348,.+.
brd-k24690302,Not Clinically Relevant,,0.348,,ctrp_BRD-K24690302,0.348,.+.
jw-480,Not Clinically Relevant,,0.34600000000000003,,ctrp_JW-480,0.346,.+.
ly-2183240,Not Clinically Relevant,,0.34600000000000003,,ctrp_LY-2183240,0.346,.+.
ski-ii,Not Clinically Relevant,,0.345,,ctrp_SKI-II,0.345,.+.
brd-k29086754,Not Clinically Relevant,,0.345,,ctrp_BRD-K29086754,0.345,.+.
ac55649,Not Clinically Relevant,,0.344,,ctrp_AC55649,0.344,.+.
hc-067047,Not Clinically Relevant,,0.344,,ctrp_HC-067047,0.344,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.34299999999999997,,ctrp_itraconazole,0.343,.+.
mdivi-1,Not Clinically Relevant,,0.342,,ctrp_Mdivi-1,0.342,.+.
kin001-270,Not Clinically Relevant,0.342,,,gdsc_KIN001-270,0.342,+..
necrostatin-1,Not Clinically Relevant,,0.342,,ctrp_necrostatin-1,0.342,.+.
vorinostat,HDAC inhibitor (SAHA),0.34600000000000003,0.33799999999999997,,ctrp_vorinostat,0.342,++.
nsc23766,Not Clinically Relevant,,0.341,,ctrp_NSC23766,0.341,.+.
pandacostat,Not Clinically Relevant,,0.341,,ctrp_pandacostat,0.341,.+.
ml031,Not Clinically Relevant,,0.341,,ctrp_ML031,0.341,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.341,,ctrp_fingolimod,0.341,.+.
brd-k51831558,Not Clinically Relevant,,0.34,,ctrp_BRD-K51831558,0.34,.+.
nsc19630,Not Clinically Relevant,,0.34,,ctrp_NSC19630,0.34,.+.
fgin-1-27,Not Clinically Relevant,,0.33899999999999997,,ctrp_FGIN-1-27,0.339,.+.
tivantinib,Met inhibitor,,0.33899999999999997,,ctrp_tivantinib,0.339,.+.
bibr-1532,Not Clinically Relevant,,0.33899999999999997,,ctrp_BIBR-1532,0.339,.+.
brd-k02251932,Not Clinically Relevant,,0.33899999999999997,,ctrp_BRD-K02251932,0.339,.+.
kw-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.33899999999999997,,ctrp_KW-2449,0.339,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.33899999999999997,,ctrp_cytarabine hydrochloride,0.339,.+.
lbh-589,HDAC inhibitor,,0.33899999999999997,,ctrp_LBH-589,0.339,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.33899999999999997,,ctrp_AZD1480,0.339,.+.
brd-k44224150,Not Clinically Relevant,,0.33899999999999997,,ctrp_BRD-K44224150,0.339,.+.
brd-k61166597,Not Clinically Relevant,,0.33799999999999997,,ctrp_BRD-K61166597,0.338,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.33799999999999997,,ctrp_PX-12,0.338,.+.
belinostat,HDAC inhibitor (PXD101),0.275,0.402,,gdsc_Belinostat,0.338,++.
darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.337,,ctrp_darinaparsin,0.337,.+.
isoevodiamine,Not Clinically Relevant,,0.336,,ctrp_isoevodiamine,0.336,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.336,,ctrp_gossypol,0.336,.+.
fsc231,Not Clinically Relevant,,0.335,,ctrp_FSC231,0.335,.+.
elcpk,Not Clinically Relevant,,0.33399999999999996,,ctrp_ELCPK,0.334,.+.
ki8751,Not Clinically Relevant,,0.33299999999999996,,ctrp_Ki8751,0.333,.+.
isox,Not Clinically Relevant,,0.332,,ctrp_ISOX,0.332,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.331,,ctrp_MGCD-265,0.331,.+.
sb-225002,Not Clinically Relevant,,0.33,,ctrp_SB-225002,0.33,.+.
brd8899,Not Clinically Relevant,,0.32899999999999996,,ctrp_BRD8899,0.329,.+.
qs-11,Not Clinically Relevant,,0.32899999999999996,,ctrp_QS-11,0.329,.+.
cisplatin,Not Clinically Relevant,0.32799999999999996,,,gdsc_Cisplatin,0.328,+..
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.354,0.302,,ctrp_daporinad,0.328,++.
triazolothiadiazine,Not Clinically Relevant,,0.32799999999999996,,ctrp_triazolothiadiazine,0.328,.+.
mps-1-in-1,Not Clinically Relevant,0.327,,,gdsc_MPS-1-IN-1,0.327,+..
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.327,,ctrp_vorapaxar,0.327,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.327,,ctrp_vincristine,0.327,.+.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.327,,ctrp_GSK-3 inhibitor IX,0.327,.+.
pyr-41,Not Clinically Relevant,,0.327,,ctrp_PYR-41,0.327,.+.
nsc 74859,Not Clinically Relevant,,0.327,,ctrp_NSC 74859,0.327,.+.
ku-0063794,Not Clinically Relevant,,0.326,,ctrp_KU-0063794,0.326,.+.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.326,,ctrp_AZD4547,0.326,.+.
masitinib,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs",0.4,0.252,,ctrp_masitinib,0.326,++.
brd-k90370028,Not Clinically Relevant,,0.326,,ctrp_BRD-K90370028,0.326,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.325,,ctrp_RO4929097,0.325,.+.
brd-k11533227,Not Clinically Relevant,,0.325,,ctrp_BRD-K11533227,0.325,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.325,,ctrp_niclosamide,0.325,.+.
manumycin a,Not Clinically Relevant,,0.324,,ctrp_manumycin A,0.324,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.324,,ctrp_GSK1059615,0.324,.+.
lbw242,Not Clinically Relevant,,,0.32299999999999995,ccle_LBW242,0.323,..+
ml162,Not Clinically Relevant,,0.32299999999999995,,ctrp_ML162,0.323,.+.
brd-k75293299,Not Clinically Relevant,,0.322,,ctrp_BRD-K75293299,0.322,.+.
nsc48300,Not Clinically Relevant,,0.322,,ctrp_NSC48300,0.322,.+.
ml083,Not Clinically Relevant,,0.322,,ctrp_ML083,0.322,.+.
stf-31,Not Clinically Relevant,,0.322,,ctrp_STF-31,0.322,.+.
hg-5-113-01,Not Clinically Relevant,0.321,,,gdsc_HG-5-113-01,0.321,+..
am-580,Not Clinically Relevant,,0.321,,ctrp_AM-580,0.321,.+.
bix-01294,Not Clinically Relevant,,0.321,,ctrp_BIX-01294,0.321,.+.
lrrk2-in-1,Not Clinically Relevant,,0.32,,ctrp_LRRK2-IN-1,0.32,.+.
pf-184,Not Clinically Relevant,,0.32,,ctrp_PF-184,0.32,.+.
wz3105,Not Clinically Relevant,0.32,,,gdsc_WZ3105,0.32,+..
brd6340,Not Clinically Relevant,,0.319,,ctrp_BRD6340,0.319,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.319,,ctrp_nintedanib,0.319,.+.
brd-k84807411,Not Clinically Relevant,,0.318,,ctrp_BRD-K84807411,0.318,.+.
birb-796,Not Clinically Relevant,,0.318,,ctrp_BIRB-796,0.318,.+.
brd1812,Not Clinically Relevant,,0.318,,ctrp_BRD1812,0.318,.+.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.318,,ctrp_lomeguatrib,0.318,.+.
temozolomide,alkylating agent,0.373,0.263,,ctrp_temozolomide,0.318,++.
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.317,,ctrp_alvocidib,0.317,.+.
ml006,Not Clinically Relevant,,0.317,,ctrp_ML006,0.317,.+.
tacedinaline,Not Clinically Relevant,,0.317,,ctrp_tacedinaline,0.317,.+.
aica ribonucleotide,Not Clinically Relevant,0.316,,,gdsc_AICA Ribonucleotide,0.316,+..
pitstop2,Not Clinically Relevant,,0.316,,ctrp_pitstop2,0.316,.+.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.315,,ctrp_cyclophosphamide,0.315,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.315,,ctrp_KX2-391,0.315,.+.
ml311,Not Clinically Relevant,,0.315,,ctrp_ML311,0.315,.+.
compound 23 citrate,Not Clinically Relevant,,0.314,,ctrp_Compound 23 citrate,0.314,.+.
cay10618,Not Clinically Relevant,,0.314,,ctrp_CAY10618,0.314,.+.
brd-k02492147,Not Clinically Relevant,,0.313,,ctrp_BRD-K02492147,0.313,.+.
parbendazole,Not Clinically Relevant,,0.313,,ctrp_parbendazole,0.313,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.313,,ctrp_BYL-719,0.313,.+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.335,0.29,,ctrp_PHA-793887,0.312,++.
erastin,Not Clinically Relevant,,0.312,,ctrp_erastin,0.312,.+.
brd-k66532283,Not Clinically Relevant,,0.311,,ctrp_BRD-K66532283,0.311,.+.
cil70,Not Clinically Relevant,,0.311,,ctrp_CIL70,0.311,.+.
pik-93,Not Clinically Relevant,0.304,0.316,,gdsc_PIK-93,0.31,++.
bms-536924,Not Clinically Relevant,0.332,0.289,,ctrp_BMS-536924,0.31,++.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.31,,ctrp_brivanib,0.31,.+.
tpca-1,Not Clinically Relevant,0.369,0.249,,ctrp_TPCA-1,0.309,++.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.308,,ctrp_GSK461364,0.308,.+.
nsc95397,Not Clinically Relevant,,0.308,,ctrp_NSC95397,0.308,.+.
ar-42,Not Clinically Relevant,0.307,,,gdsc_AR-42,0.307,+..
su11274,Not Clinically Relevant,,0.307,,ctrp_SU11274,0.307,.+.
importazole,Not Clinically Relevant,,0.306,,ctrp_importazole,0.306,.+.
brd-k80183349,Not Clinically Relevant,,0.305,,ctrp_BRD-K80183349,0.305,.+.
agk-2,Not Clinically Relevant,,0.305,,ctrp_AGK-2,0.305,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.305,,ctrp_mitomycin,0.305,.+.
ym201636,Not Clinically Relevant,0.305,,,gdsc_YM201636,0.305,+..
silmitasertib,casein kinase 2 inhibitor ,,0.304,,ctrp_silmitasertib,0.304,.+.
necrosulfonamide,Not Clinically Relevant,,0.304,,ctrp_necrosulfonamide,0.304,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.304,,ctrp_rigosertib,0.304,.+.
bms-754807,Not Clinically Relevant,0.27899999999999997,0.32899999999999996,,gdsc_BMS-754807,0.304,++.
bardoxolone methyl,Not Clinically Relevant,,0.303,,ctrp_bardoxolone methyl,0.303,.+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.301,0.305,,gdsc_SN-38,0.303,++.
mi-2,Not Clinically Relevant,,0.303,,ctrp_MI-2,0.303,.+.
cerulenin,Not Clinically Relevant,,0.303,,ctrp_cerulenin,0.303,.+.
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.303,,ctrp_decitabine,0.303,.+.
fqi-2,Not Clinically Relevant,,0.303,,ctrp_FQI-2,0.303,.+.
brd-k78574327,Not Clinically Relevant,,0.302,,ctrp_BRD-K78574327,0.302,.+.
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.302,,ctrp_curcumin,0.302,.+.
brd-k70511574,Not Clinically Relevant,,0.302,,ctrp_BRD-K70511574,0.302,.+.
kh-cb19,Not Clinically Relevant,,0.302,,ctrp_KH-CB19,0.302,.+.
bms-345541,Not Clinically Relevant,0.34299999999999997,0.261,,ctrp_BMS-345541,0.302,++.
cediranib,VEGFR inhibitor,,0.301,,ctrp_cediranib,0.301,.+.
brd-k66453893,Not Clinically Relevant,,0.301,,ctrp_BRD-K66453893,0.301,.+.
cil56,Not Clinically Relevant,,0.301,,ctrp_CIL56,0.301,.+.
yk 4-279,Not Clinically Relevant,,0.3,,ctrp_YK 4-279,0.3,.+.
b02,Not Clinically Relevant,,0.3,,ctrp_B02,0.3,.+.
brd-k35604418,Not Clinically Relevant,,0.3,,ctrp_BRD-K35604418,0.3,.+.
cil55a,Not Clinically Relevant,,0.3,,ctrp_CIL55A,0.3,.+.
ouabain,Not Clinically Relevant,,0.3,,ctrp_ouabain,0.3,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.299,,ctrp_tandutinib,0.299,.+.
zg-10,Not Clinically Relevant,0.299,,,gdsc_ZG-10,0.299,+..
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.298,,ctrp_ciclopirox,0.298,.+.
sgx-523, Met inhibitor,,0.298,,ctrp_SGX-523,0.298,.+.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.298,,ctrp_hyperforin,0.298,.+.
5-fluorouracil,antimetabolite,0.297,,,gdsc_5-Fluorouracil,0.297,+..
fedratinib,JAK2 inhibitor,0.29600000000000004,,,gdsc_Fedratinib,0.296,+..
brd-k37390332,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K37390332,0.296,.+.
at-7519,Not Clinically Relevant,0.29600000000000004,,,gdsc_AT-7519,0.296,+..
dinaciclib,"CDK inhibitor, esp CDK1, 2, 5, and 9",,0.29600000000000004,,ctrp_dinaciclib,0.296,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.295,,ctrp_sildenafil,0.295,.+.
brd-k30019337,Not Clinically Relevant,,0.295,,ctrp_BRD-K30019337,0.295,.+.
cd-1530,Not Clinically Relevant,,0.295,,ctrp_CD-1530,0.295,.+.
merck60,Not Clinically Relevant,,0.295,,ctrp_Merck60,0.295,.+.
nsc632839,Not Clinically Relevant,,0.294,,ctrp_NSC632839,0.294,.+.
nakiterpiosin,Not Clinically Relevant,,0.293,,ctrp_nakiterpiosin,0.293,.+.
ql-x-138,Not Clinically Relevant,0.293,,,gdsc_QL-X-138,0.293,+..
ko-143,Not Clinically Relevant,,0.293,,ctrp_Ko-143,0.293,.+.
etp-46464,Not Clinically Relevant,,0.292,,ctrp_ETP-46464,0.292,.+.
mk-1775,Wee1 kinase inhibitor,,0.29100000000000004,,ctrp_MK-1775,0.291,.+.
pf-3758309,Not Clinically Relevant,,0.29100000000000004,,ctrp_PF-3758309,0.291,.+.
ch-55,Not Clinically Relevant,,0.29,,ctrp_Ch-55,0.29,.+.
srt-1720,Not Clinically Relevant,,0.289,,ctrp_SRT-1720,0.289,.+.
cd-437,Not Clinically Relevant,,0.289,,ctrp_CD-437,0.289,.+.
omipalisib,Not Clinically Relevant,0.289,,,gdsc_Omipalisib,0.289,+..
brd-k34222889,Not Clinically Relevant,,0.289,,ctrp_BRD-K34222889,0.289,.+.
entinostat,HDAC inhibitor,0.282,0.29600000000000004,,gdsc_Entinostat,0.289,++.
pifithrin-alpha,Not Clinically Relevant,,0.289,,ctrp_pifithrin-alpha,0.289,.+.
gant-61,Not Clinically Relevant,,0.287,,ctrp_GANT-61,0.287,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.287,,ctrp_thalidomide,0.287,.+.
fluorouracil,antimetabolite,,0.28600000000000003,,ctrp_fluorouracil,0.286,.+.
pi-103,Not Clinically Relevant,0.231,0.341,,gdsc_PI-103,0.286,++.
pl-di,Not Clinically Relevant,,0.285,,ctrp_PL-DI,0.285,.+.
narciclasine,Not Clinically Relevant,,0.285,,ctrp_narciclasine,0.285,.+.
neopeltolide,Not Clinically Relevant,,0.285,,ctrp_neopeltolide,0.285,.+.
hli 373,Not Clinically Relevant,,0.285,,ctrp_HLI 373,0.285,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.285,,ctrp_NVP-BEZ235,0.285,.+.
vu0155056,Not Clinically Relevant,,0.284,,ctrp_VU0155056,0.284,.+.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,0.284,,ctrp_istradefylline,0.284,.+.
cay10603,Not Clinically Relevant,0.284,,,gdsc_CAY10603,0.284,+..
phloretin,Not Clinically Relevant,,0.28300000000000003,,ctrp_phloretin,0.283,.+.
cr-1-31b,Not Clinically Relevant,,0.28300000000000003,,ctrp_CR-1-31B,0.283,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.28300000000000003,,ctrp_cimetidine,0.283,.+.
3-cl-ahpc,Not Clinically Relevant,,0.28300000000000003,,ctrp_3-Cl-AHPC,0.283,.+.
fqi-1,Not Clinically Relevant,,0.28300000000000003,,ctrp_FQI-1,0.283,.+.
cucurbitacin i,Not Clinically Relevant,,0.28300000000000003,,ctrp_cucurbitacin I,0.283,.+.
irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.28300000000000003,ccle_Irinotecan,0.283,..+
sb-525334,Not Clinically Relevant,,0.28300000000000003,,ctrp_SB-525334,0.283,.+.
pluripotin,Not Clinically Relevant,,0.282,,ctrp_pluripotin,0.282,.+.
qw-bi-011,Not Clinically Relevant,,0.282,,ctrp_QW-BI-011,0.282,.+.
r428,Not Clinically Relevant,,0.281,,ctrp_R428,0.281,.+.
i-bet-762,Not Clinically Relevant,0.281,,,gdsc_I-BET-762,0.281,+..
