,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.455,...+,695,38,38.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.38299999999999995,,0.383,0.385,.+.+,34,43,38.5
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.37799999999999995,,0.378,,.+..,39,208,39.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.451,...+,697,39,39.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.374,,0.374,,.+..,40,209,40.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.44,...+,698,40,40.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.374,,0.374,,.+..,41,210,41.0
raltitrexed,cmap_raltitrexed,"antimetabolite,  inhibitor of thymidylate synthase",,,,,0.40299999999999997,...+,699,41,41.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,42,211,42.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.371,,0.371,,.+..,43,212,43.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.371,,0.371,,.+..,44,213,44.0
barasertib,ctrp_barasertib,highly selective Aurora B kinase inhibitor,,0.353,,0.353,0.611,.+.+,62,28,45.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.37,,0.37,,.+..,45,214,45.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.369,,0.369,,.+..,46,215,46.0
skepinone-l,ctrp_skepinone-L,Not Clinically Relevant,,0.368,,0.368,,.+..,47,216,47.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,48,217,48.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.344,...+,700,48,48.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,49,218,49.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,0.306,...+,701,50,50.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.365,,0.365,,.+..,50,219,50.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.365,,0.365,,.+..,51,220,51.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.365,,0.365,,.+..,52,221,52.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.355,,0.355,0.3475,.+.+++,57,47,52.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.363,,0.363,,.+..,53,222,53.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,54,223,54.0
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.281,...+,702,54,54.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.359,,0.359,,.+..,55,224,55.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,56,225,56.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,0.276,...+,703,56,56.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.354,,0.354,,.+..,58,226,58.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.215,...+,704,60,60.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.354,,0.354,,.+..,60,227,60.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.354,,0.354,,.+..,61,228,61.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,0.19399999999999998,...+,705,61,61.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.314,,0.314,0.9279999999999999,.+.+,118,5,61.5
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.191,...+,706,62,62.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.187,...+,707,63,63.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.353,,0.353,,.+..,63,229,63.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,64,230,64.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.349,,0.349,,.+..,65,231,65.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,66,232,66.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,67,233,67.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.127,...+-,682,69,69.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.345,,0.345,,.+..,69,234,69.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.344,,0.344,,.+..,70,235,70.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.344,,0.344,,.+..,71,236,71.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.34299999999999997,,0.343,,.+..,72,237,72.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.342,,0.342,,.+..,73,238,73.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.342,,0.342,,.+..,74,239,74.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.33399999999999996,,0.334,0.134,.+.+,82,68,75.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.341,,0.341,,.+..,75,240,75.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,76,241,76.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,77,242,77.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.336,,,0.336,,+...,78,243,78.0
968,ctrp_968,Not Clinically Relevant,,0.335,,0.335,,.+..,79,244,79.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.335,,0.335,,.+..,80,245,80.0
amsacrine,cmap_amsacrine,"Intercalator, inhibits Topo II and blocks both DNA replication and transcription, used in ALL",,,,,-0.174,...-,709,80,80.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.33399999999999996,,0.334,,.+..,81,246,81.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,-0.18099999999999997,...+-,696,81,81.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,83,247,83.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.33299999999999996,,0.333,,.+..,84,248,84.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.332,,0.332,,.+..,85,249,85.0
pf-4800567 hydrochloride,ctrp_PF-4800567 hydrochloride,Not Clinically Relevant,,0.332,,0.332,,.+..,86,250,86.0
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.331,,0.331,,.+..,87,251,87.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.642,0.441,,0.542,-0.945,++.-,6,169,87.5
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.34600000000000003,,0.346,-0.502,.+.-,68,107,87.5
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,-0.327,...-,711,88,88.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.331,,0.331,,.+..,88,252,88.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.32900000000000007,...+--,685,89,89.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.33,,0.33,,.+..,89,253,89.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.33,,0.33,,.+..,90,254,90.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.33128124999999997,...++++---,674,90,90.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,91,255,91.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.382,...-,712,92,92.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.326,,0.326,,.+..,92,256,92.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.324,,0.324,,.+..,93,257,93.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.292,,0.292,0.7164999999999999,.+.++,166,21,93.5
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.39399999999999996,...-,713,94,94.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.322,,0.322,,.+..,95,258,95.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,-0.398,...++-,708,95,95.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,-0.434,...-,715,96,96.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.322,,0.322,,.+..,96,259,96.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.322,,0.322,,.+..,97,260,97.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.322,,0.322,,.+..,98,261,98.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.435,...-,716,98,98.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.321,,0.321,,.+..,99,262,99.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.44299999999999995,...-,717,99,99.0
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.321,0.321,,..+.,100,263,100.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.467,...-,718,101,101.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.32,,0.32,,.+..,101,264,101.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.32,,0.32,,.+..,102,265,102.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.32,,0.32,,.+..,103,266,103.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.32,,0.32,,.+..,104,267,104.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.28,,0.28,0.794,.+.+,193,16,104.5
ml006,ctrp_ML006,Not Clinically Relevant,,0.319,,0.319,,.+..,105,268,105.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.319,,0.319,,.+..,106,269,106.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.319,,0.319,,.+..,107,270,107.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.503,...-,719,108,108.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.304,,0.304,-0.15,.+.-,137,79,108.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.318,,0.318,,.+..,108,271,108.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.318,,0.318,,.+..,109,272,109.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,-0.556,...--,710,110,110.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.318,,0.318,,.+..,110,273,110.0
pandacostat,ctrp_pandacostat,Not Clinically Relevant,,0.317,,0.317,,.+..,111,274,111.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.557,...-,720,111,111.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.316,,0.316,,.+..,112,275,112.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.252,0.39399999999999996,,0.323,-0.708,++.-,94,130,112.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.316,,0.316,,.+..,113,276,113.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.597,...-,722,113,113.0
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.619,...-,723,114,114.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.316,,0.316,,.+..,114,277,114.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.315,,0.315,,.+..,115,278,115.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.28800000000000003,,0.288,0.28800000000000003,.+.+,179,52,115.5
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.315,,0.315,,.+..,116,279,116.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.643,...-,724,117,117.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.315,,0.315,,.+..,117,280,117.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.6579999999999999,...-,725,119,119.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.314,,0.314,,.+..,119,281,119.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.314,,0.314,,.+..,120,282,120.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.313,,0.313,,.+..,121,283,121.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.6729999999999999,...-,726,121,121.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.312,,0.312,,.+..,122,284,122.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.31,,0.31,,.+..,123,285,123.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.677,...---,714,123,123.0
daporinad,ctrp_daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.366,0.255,,0.31,,++..,124,286,124.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.31,,0.31,,.+..,125,287,125.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.29100000000000004,,0.291,-0.271,.+.-,167,84,125.5
ym201636,gdsc_YM201636,Not Clinically Relevant,0.31,,,0.31,,+...,126,288,126.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.6955,...--,721,127,127.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.309,,0.309,,.+..,127,289,127.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.309,,0.309,,.+..,128,290,128.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.706,...-,727,128,128.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.299,,0.299,-0.5,.+.-,152,106,129.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.307,,0.307,,.+..,129,291,129.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.276,,0.276,0.32799999999999996,.+.+,210,49,129.5
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.306,,0.306,,.+..,130,292,130.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.305,,0.305,,.+..,131,293,131.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.71,...-,728,131,131.0
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.7290000000000001,...-,729,132,132.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.304,,0.304,,.+..,132,294,132.0
bms-754807,ctrp_BMS-754807,Not Clinically Relevant,0.32799999999999996,0.28,,0.304,,++..,133,295,133.0
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.304,,0.304,,.+..,134,296,134.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.304,,0.304,,.+..,135,297,135.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.745,...-,730,136,136.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.304,,0.304,,.+..,136,298,136.0
riluzole,cmap_riluzole,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors",,,,,-0.7490000000000001,...-,731,137,137.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.303,,0.303,,.+..,138,299,138.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.303,,0.303,,.+..,139,300,139.0
gsk-3 inhibitor ix,ctrp_GSK-3 inhibitor IX,Not Clinically Relevant,,0.303,,0.303,,.+..,140,301,140.0
cyclophosphamide,ctrp_cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.297,,0.297,-0.69,.+.-,156,126,141.0
nsc-207895,gdsc_NSC-207895,Not Clinically Relevant,0.303,,,0.303,,+...,141,302,141.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.303,,,0.303,,+...,142,303,142.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.302,,0.302,,.+..,143,304,143.0
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.302,,0.302,,.+..,144,305,144.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.275,,0.275,-0.1175,.+.+-,211,78,144.5
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.302,,0.302,,.+..,145,306,145.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,-0.807,...-,732,145,145.0
vorinostat,ctrp_vorinostat,HDAC inhibitor (SAHA),0.294,0.28600000000000003,,0.29,-0.6559999999999999,++.-,173,118,145.5
su11274,ctrp_SU11274,Not Clinically Relevant,,0.3,,0.3,,.+..,146,307,146.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.3,,0.3,,.+..,147,308,147.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.838,...-,733,148,148.0
ml031,ctrp_ML031,Not Clinically Relevant,,0.299,,0.299,,.+..,148,309,148.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.299,,0.299,,.+..,149,310,149.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.299,,0.299,,.+..,150,311,150.0
metformin,cmap_metformin,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer,,,,,-0.8540000000000001,...-,734,150,150.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.299,,0.299,,.+..,151,312,151.0
vorapaxar,ctrp_vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.298,,0.298,,.+..,153,313,153.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.298,,0.298,,.+..,154,314,154.0
