drug,score,moa
ctrp_PX-12,0.392,thioredoxin-1 (Trx-1) inhibitor
ctrp_JW-74,0.391,Not Clinically Relevant
ctrp_AZD1480,0.391,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_BRD-A71883111,0.390,Not Clinically Relevant
ctrp_foretinib,0.390,c-Met/VEGFR2 inhibitor
ctrp_LY-2183240,0.390,Not Clinically Relevant
ctrp_XL765,0.388,PI3K/mTOR inhibitor
ctrp_ceranib-2,0.387,Not Clinically Relevant
ctrp_PF-4800567 hydrochloride,0.386,Not Clinically Relevant
ctrp_RG-108,0.386,Not Clinically Relevant
ctrp_BRD-K13999467,0.385,Not Clinically Relevant
ctrp_VX-680,0.385,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
ctrp_16-beta-bromoandrosterone,0.383,Not Clinically Relevant
ctrp_IU1,0.383,Not Clinically Relevant
ctrp_necrostatin-7,0.381,Not Clinically Relevant
ctrp_ML203,0.381,Not Clinically Relevant
gdsc_TPCA-1,0.380,Not Clinically Relevant
ctrp_GMX-1778,0.380,Not Clinically Relevant
ctrp_lenvatinib,0.379,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)"
ctrp_tacrolimus,0.379,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant"
ctrp_BRD-K51831558,0.379,Not Clinically Relevant
ctrp_CIL41,0.377,Not Clinically Relevant
ctrp_BRD-K29313308,0.377,Not Clinically Relevant
ctrp_BRD-K24690302,0.376,Not Clinically Relevant
ctrp_cytarabine hydrochloride,0.375,Not Clinically Relevant
ctrp_tacedinaline,0.375,Not Clinically Relevant
ctrp_BMS-270394,0.375,Not Clinically Relevant
ctrp_BMS-754807,0.373,Not Clinically Relevant
ctrp_Repligen 136,0.373,Not Clinically Relevant
ctrp_BRD-K29086754,0.372,Not Clinically Relevant
ctrp_Mdivi-1,0.372,Not Clinically Relevant
ctrp_CAY10576,0.371,Not Clinically Relevant
ctrp_NVP-ADW742,0.370,Not Clinically Relevant
ctrp_PRIMA-1-Met,0.370,Not Clinically Relevant
ctrp_BRD-K42260513,0.369,Not Clinically Relevant
gdsc_NPK76-II-72-1,0.369,Not Clinically Relevant
ctrp_sitagliptin,0.368,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body"
ctrp_SB-225002,0.368,Not Clinically Relevant
ctrp_LBH-589,0.367,HDAC inhibitor
ctrp_apicidin,0.366,Not Clinically Relevant
ctrp_compound 1B,0.366,Not Clinically Relevant
ctrp_bexarotene,0.366,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis "
ctrp_tivantinib,0.365,Met inhibitor
ctrp_LRRK2-IN-1,0.365,Not Clinically Relevant
ctrp_necrosulfonamide,0.364,Not Clinically Relevant
ctrp_SR1001,0.363,Not Clinically Relevant
ctrp_triazolothiadiazine,0.363,Not Clinically Relevant
ctrp_fingolimod,0.359,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis"
ctrp_KPT185,0.359,Not Clinically Relevant
ctrp_tamoxifen,0.359,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes"
ctrp_NSC19630,0.359,Not Clinically Relevant
ctrp_NSC48300,0.358,Not Clinically Relevant
ctrp_NSC30930,0.358,Not Clinically Relevant
ctrp_ML162,0.357,Not Clinically Relevant
ctrp_vorinostat,0.357,HDAC inhibitor (SAHA)
gdsc_Daporinad,0.357,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_968,0.356,Not Clinically Relevant
ctrp_MST-312,0.356,Not Clinically Relevant
ctrp_AC55649,0.356,Not Clinically Relevant
ctrp_BRD-K11533227,0.356,Not Clinically Relevant
ctrp_ISOX,0.356,Not Clinically Relevant
ctrp_RITA,0.356,Not Clinically Relevant
ctrp_AZD4547,0.355,"FGFR-1,2 and 3 inhibitor"
ctrp_omacetaxine mepesuccinate,0.355,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_NSC23766,0.354,Not Clinically Relevant
ctrp_ABT-199,0.354,Bcl2 inhibitor
gdsc_Cisplatin,0.354,Not Clinically Relevant
ctrp_parbendazole,0.354,Not Clinically Relevant
ctrp_crizotinib,0.353,"ALK, ROS1 and MET inhibitor"
ctrp_BRD1835,0.352,Not Clinically Relevant
gdsc_YM201636,0.352,Not Clinically Relevant
ctrp_ELCPK,0.352,Not Clinically Relevant
ctrp_Ki8751,0.351,Not Clinically Relevant
ctrp_SKI-II,0.351,Not Clinically Relevant
ctrp_cediranib,0.350,VEGFR inhibitor
ctrp_isoevodiamine,0.348,Not Clinically Relevant
ctrp_PF-184,0.348,Not Clinically Relevant
ctrp_BRD6340,0.347,Not Clinically Relevant
ctrp_QS-11,0.347,Not Clinically Relevant
ctrp_PDMP,0.347,Not Clinically Relevant
ctrp_CIL70,0.346,Not Clinically Relevant
ctrp_BRD-K90370028,0.346,Not Clinically Relevant
ctrp_imatinib,0.346,"Bcr-abl, c-kit and PDGFR inhibitor"
ctrp_BIBR-1532,0.345,Not Clinically Relevant
ctrp_BIX-01294,0.345,Not Clinically Relevant
ctrp_GW-843682X,0.343,Not Clinically Relevant
ctrp_NSC 74859,0.343,Not Clinically Relevant
ctrp_FGIN-1-27,0.343,Not Clinically Relevant
ctrp_bendamustine,0.343,alkylating agent
ctrp_etoposide,0.343,Topo II inhibitor
gdsc_BMS-754807,0.342,Not Clinically Relevant
ctrp_vincristine,0.341,"binds tubulin, disrupts microtubule dynamics"
ctrp_PI-103,0.340,Not Clinically Relevant
ctrp_pifithrin-mu,0.340,Not Clinically Relevant
ctrp_Compound 23 citrate,0.340,Not Clinically Relevant
ctrp_BRD-K75293299,0.340,Not Clinically Relevant
gdsc_SN-38,0.337,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_NVP-TAE684,0.337,Not Clinically Relevant
ctrp_TG-100-115,0.337,PI3Kγ/δ inhibitor
ctrp_topotecan,0.337,Topo I inhibitor
ctrp_MGCD-265,0.337,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_NSC95397,0.337,Not Clinically Relevant
ctrp_STF-31,0.336,Not Clinically Relevant
ctrp_cimetidine,0.336,(Tagamet) Antacid and antihistamine
ctrp_PL-DI,0.336,Not Clinically Relevant
ctrp_cucurbitacin I,0.335,Not Clinically Relevant
ctrp_BRD-K84807411,0.335,Not Clinically Relevant
ctrp_erastin,0.334,Not Clinically Relevant
ctrp_MG-132,0.334,Not Clinically Relevant
ctrp_BRD-K86535717,0.334,Not Clinically Relevant
ctrp_YK 4-279,0.334,Not Clinically Relevant
ctrp_ETP-46464,0.333,Not Clinically Relevant
gdsc_HG-5-113-01,0.332,Not Clinically Relevant
ctrp_decitabine,0.332,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)"
ctrp_BRD-K61166597,0.332,Not Clinically Relevant
ctrp_SN-38,0.332,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_KX2-391,0.332,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
gdsc_MPS-1-IN-1,0.332,Not Clinically Relevant
ctrp_itraconazole,0.331,"Anti-fungal, hedgehog antagonist"
ctrp_MI-2,0.331,Not Clinically Relevant
ctrp_necrostatin-1,0.330,Not Clinically Relevant
ctrp_SGX-523,0.330, Met inhibitor
gdsc_BMS-345541,0.328,Not Clinically Relevant
ctrp_JW-55,0.327,Not Clinically Relevant
ctrp_BI-2536,0.327,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_doxorubicin,0.326,"Topo II inhibitor, DNA intercalator"
ctrp_rigosertib,0.326,"ON-01910, Plk-1 inhibitor"
ctrp_BRD-K02251932,0.325,Not Clinically Relevant
ctrp_BRD-K34222889,0.325,Not Clinically Relevant
ctrp_FQI-2,0.325,Not Clinically Relevant
ctrp_HLI 373,0.324,Not Clinically Relevant
ctrp_ML006,0.324,Not Clinically Relevant
ctrp_BRD-K66532283,0.323,Not Clinically Relevant
ctrp_BRD-K41597374,0.322,Not Clinically Relevant
ctrp_ML031,0.322,Not Clinically Relevant
ctrp_ruxolitinib,0.322,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera"
ctrp_thalidomide,0.321,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_daporinad,0.321,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_AM-580,0.321,Not Clinically Relevant
ctrp_GSK461364,0.320,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_AT-406,0.320,Not Clinically Relevant
ctrp_CAY10618,0.320,Not Clinically Relevant
ctrp_sunitinib,0.319,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_tivozanib,0.318,VEGFR inhibitor
ctrp_elocalcitol,0.318,vitamin D receptor agonist
ctrp_pandacostat,0.318,Not Clinically Relevant
ctrp_SU11274,0.318,Not Clinically Relevant
ctrp_BIRB-796,0.317,Not Clinically Relevant
ctrp_manumycin A,0.317,Not Clinically Relevant
ctrp_ML311,0.317,Not Clinically Relevant
ctrp_BRD-K35604418,0.317,Not Clinically Relevant
ctrp_lomeguatrib,0.317,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. "
ctrp_neuronal differentiation inducer III,0.317,Not Clinically Relevant
ctrp_BRD-K70511574,0.317,Not Clinically Relevant
ctrp_CHM-1,0.316,Not Clinically Relevant
ctrp_KU-0063794,0.316,Not Clinically Relevant
ctrp_BRD-K66453893,0.316,Not Clinically Relevant
ctrp_sildenafil,0.315,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
ctrp_entinostat,0.315,HDAC inhibitor
ctrp_trifluoperazine,0.315,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors "
ctrp_BRD-K96431673,0.314,Not Clinically Relevant
ctrp_PLX-4032,0.314,BRAF (V600E) inhibitor
ctrp_cabozantinib,0.314,"MET, AXL, VEGFR and RET inhibitor"
ctrp_BRD-A86708339,0.314,Not Clinically Relevant
ctrp_tipifarnib-P2,0.313,Not Clinically Relevant
ctrp_BRD-K80183349,0.312,Not Clinically Relevant
ctrp_NSC632839,0.312,Not Clinically Relevant
ctrp_tandutinib,0.311,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
ctrp_ML083,0.311,Not Clinically Relevant
ctrp_JW-480,0.311,Not Clinically Relevant
ctrp_ciclopirox,0.311,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_BRD-K44224150,0.311,Not Clinically Relevant
gdsc_PHA-793887,0.310,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_pazopanib,0.309,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_UNC0638,0.309,Not Clinically Relevant
ctrp_BRD1812,0.308,Not Clinically Relevant
ctrp_brivanib,0.308,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
gdsc_NSC-207895,0.308,Not Clinically Relevant
ctrp_docetaxel,0.308,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_gossypol,0.308,"Natural product, may function to inhibit Bcl2 family members"
ctrp_LY-2157299,0.308,Not Clinically Relevant
ctrp_BRD-K78574327,0.308,Not Clinically Relevant
ctrp_curcumin,0.307,"Natural Product, component of turmeric, may function as HDAC inhibitor"
gdsc_5-Fluorouracil,0.307,antimetabolite
ctrp_nakiterpiosin,0.306,Not Clinically Relevant
ctrp_nintedanib,0.306,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
ctrp_B02,0.305,Not Clinically Relevant
ctrp_pitstop2,0.305,Not Clinically Relevant
ctrp_hyperforin,0.305,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA"
ctrp_mitomycin,0.305,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_BYL-719,0.304,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ
ctrp_SB-525334,0.303,Not Clinically Relevant
ctrp_teniposide,0.303,Topo II inhibitor
ctrp_sorafenib,0.302,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
gdsc_ZG-10,0.302,Not Clinically Relevant
ctrp_PF-3758309,0.302,Not Clinically Relevant
ctrp_PRIMA-1,0.301,Not Clinically Relevant
ctrp_BRD8899,0.301,Not Clinically Relevant
ctrp_cyclophosphamide,0.301,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
ctrp_HC-067047,0.300,Not Clinically Relevant
gdsc_Fedratinib,0.300,JAK2 inhibitor
gdsc_Camptothecin,0.300,Not Clinically Relevant
ctrp_BRD-K34099515,0.299,Not Clinically Relevant
ctrp_cerulenin,0.299,Not Clinically Relevant
ctrp_PYR-41,0.298,Not Clinically Relevant
ctrp_Merck60,0.298,Not Clinically Relevant
ctrp_navitoclax,0.298,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_CIL55A,0.297,Not Clinically Relevant
ctrp_GSK1059615,0.297,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_AT7867,0.297,Not Clinically Relevant
ctrp_BMS-536924,0.296,Not Clinically Relevant
ctrp_parthenolide,0.296,Not Clinically Relevant
ctrp_PIK-93,0.296,Not Clinically Relevant
ctrp_SRT-1720,0.296,Not Clinically Relevant
ctrp_BRD-K37390332,0.296,Not Clinically Relevant
ctrp_piperlongumine,0.295,Not Clinically Relevant
ctrp_niclosamide,0.295,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_OSI-930,0.295," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck"
ctrp_KU-55933,0.295,Not Clinically Relevant
ctrp_Ch-55,0.294,Not Clinically Relevant
ctrp_fluvastatin,0.294,"HMG-CoA reductase inhibitor,"
ctrp_fluorouracil,0.293,antimetabolite
ctrp_GSK-3 inhibitor IX,0.293,Not Clinically Relevant
ctrp_BRD-K96970199,0.293,Not Clinically Relevant
gdsc_Vorinostat,0.292,HDAC inhibitor (SAHA)
ctrp_QW-BI-011,0.292,Not Clinically Relevant
ccle_LBW242,0.292,Not Clinically Relevant
ctrp_Ko-143,0.292,Not Clinically Relevant
ctrp_RO4929097,0.292,Notch (gamma secretase) inhibitor
ctrp_CD-437,0.291,Not Clinically Relevant
ctrp_MK-2206,0.291,Akt1/2/3 inhibitor
ctrp_N9-isopropylolomoucine,0.291,Not Clinically Relevant
ctrp_OSI-027,0.291,Not Clinically Relevant
ctrp_BRD-A94377914,0.291,Not Clinically Relevant
ctrp_TPCA-1,0.290,Not Clinically Relevant
gdsc_I-BET-762,0.290,Not Clinically Relevant
ctrp_BRD-K30019337,0.289,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.288,Not Clinically Relevant
ctrp_paclitaxel,0.288,disrupts microtubule dynamics
ctrp_FQI-1,0.288,Not Clinically Relevant
ctrp_vorapaxar,0.287," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
gdsc_ZM447439,0.286,Not Clinically Relevant
ctrp_linifanib,0.286,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R"
ctrp_PF-573228,0.285,Not Clinically Relevant
ctrp_bardoxolone methyl,0.285,Not Clinically Relevant
ctrp_NVP-231,0.285,Not Clinically Relevant
ctrp_JQ-1,0.284,Not Clinically Relevant
ctrp_dacarbazine,0.284,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
ctrp_ML210,0.283,Not Clinically Relevant
ctrp_cytochalasin B,0.283,Not Clinically Relevant
ctrp_BRD-K02492147,0.283,Not Clinically Relevant
gdsc_WZ3105,0.282,Not Clinically Relevant
gdsc_CX-5461,0.282,Not Clinically Relevant
ctrp_PAC-1,0.282,Not Clinically Relevant
ctrp_triptolide,0.282,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
ctrp_AZD6482,0.282,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ctrp_CR-1-31B,0.282,Not Clinically Relevant
gdsc_OSI-027,0.281,Not Clinically Relevant
ctrp_BRD-K85133207,0.281,Not Clinically Relevant
ctrp_SCH-79797,0.279,Not Clinically Relevant
ctrp_ouabain,0.279,Not Clinically Relevant
ctrp_MK-1775,0.279,Wee1 kinase inhibitor
ctrp_SCH-529074,0.278,Not Clinically Relevant
ctrp_marinopyrrole A,0.278,Not Clinically Relevant
ctrp_CAL-101,0.278,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_pifithrin-alpha,0.278,Not Clinically Relevant
ccle_PF2341066,0.277,"ALK, ROS1 and MET inhibitor"
ctrp_momelotinib,0.277,JAK1 and JAK2 inhibitor
ctrp_semagacestat,0.277,Notch (gamma secretase) inhibitor
ctrp_I-BET151,0.277,Not Clinically Relevant
ctrp_ZSTK474,0.277,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
ctrp_SB-743921,0.277,kinesin spindle protein (KSP) inhibitor
ctrp_quizartinib,0.276,Flt3 inhibitor
ctrp_NPC-26,0.276,Not Clinically Relevant
ctrp_purmorphamine,0.275,Not Clinically Relevant
ctrp_NVP-BEZ235,0.275,PI3K/mTOR inhibitor
gdsc_TW 37,0.275,Not Clinically Relevant
ctrp_KU-60019,0.275,Not Clinically Relevant
ctrp_KH-CB19,0.275,Not Clinically Relevant
ctrp_SR-II-138A,0.275,Not Clinically Relevant
ctrp_temozolomide,0.274,alkylating agent
gdsc_UNC0638,0.274,Not Clinically Relevant
ctrp_importazole,0.274,Not Clinically Relevant
ctrp_R428,0.274,Not Clinically Relevant
gdsc_Methotrexate,0.273,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
gdsc_QL-X-138,0.273,Not Clinically Relevant
gdsc_WIKI4,0.272,Not Clinically Relevant
ctrp_GDC-0941,0.272,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_PHA-793887,0.272,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_GSK2636771,0.271,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
gdsc_AR-42,0.271,Not Clinically Relevant
ctrp_prochlorperazine,0.271,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_blebbistatin,0.270,Not Clinically Relevant
ctrp_gemcitabine,0.270,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ctrp_GANT-61,0.269,Not Clinically Relevant
ctrp_NVP-BSK805,0.269,Not Clinically Relevant
gdsc_Genentech Cpd 10,0.269,Not Clinically Relevant
ctrp_narciclasine,0.268,Not Clinically Relevant
ctrp_TGX-221,0.268,Not Clinically Relevant
ctrp_BRD-K45681478,0.268,Not Clinically Relevant
ctrp_HBX-41108,0.268,Not Clinically Relevant
ctrp_GSK525762A,0.268,Not Clinically Relevant
ctrp_AGK-2,0.268,Not Clinically Relevant
ctrp_CD-1530,0.268,Not Clinically Relevant
ctrp_ciclosporin,0.268,
ctrp_DBeQ,0.268,Not Clinically Relevant
ctrp_methylstat,0.268,Not Clinically Relevant
ctrp_nutlin-3,0.267,"Mdm2 antagonist, stabilizes p53 "
gdsc_CAY10603,0.266,Not Clinically Relevant
gdsc_QL-XII-47,0.266,Not Clinically Relevant
ctrp_Bax channel blocker,0.266,Not Clinically Relevant
ctrp_AZD7762,0.264, Chk1 / Chk2 inhibitor
ctrp_neopeltolide,0.264,Not Clinically Relevant
ctrp_AZ-3146,0.263,Not Clinically Relevant
ctrp_WZ4002,0.263,Not Clinically Relevant
ctrp_phloretin,0.263,Not Clinically Relevant
ctrp_CIL56,0.262,Not Clinically Relevant
ctrp_3-Cl-AHPC,0.262,Not Clinically Relevant
ctrp_silmitasertib,0.261,casein kinase 2 inhibitor 
ctrp_YM-155,0.261,"YM155 (Sepantronium Bromide), survivin suppressant "
gdsc_JW-7-24-1,0.260,Not Clinically Relevant
gdsc_Entinostat,0.260,HDAC inhibitor
"ctrp_1S,3R-RSL-3",0.258,Not Clinically Relevant
ctrp_dinaciclib,0.258,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_clofarabine,0.257,purine nucleoside antimetabolite
ctrp_pyrazolanthrone,0.257,Not Clinically Relevant
ctrp_TW-37,0.256,Not Clinically Relevant
ctrp_leptomycin B,0.255,Not Clinically Relevant
ctrp_regorafenib,0.255,VEGFR2-TIE2 inhibitor 
ctrp_simvastatin,0.255,"HMG-CoA reductase inhibitor,"
ctrp_GSK-J4,0.254,Not Clinically Relevant
ctrp_MK-0752,0.253,Notch (gamma secretase) inhibitor
gdsc_GSK690693,0.253,Not Clinically Relevant
ctrp_salermide,0.253,Not Clinically Relevant
ctrp_bleomycin A2,0.253,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_fulvestrant,0.253,selective estrogen receptor degrader (SERD)
ctrp_MLN2480,0.253,"TAK-580, pan-Raf kinase inhibitor"
ctrp_BRD-A02303741,0.253,Not Clinically Relevant
ctrp_alvocidib,0.252,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ccle_AEW541,0.252,Not Clinically Relevant
ctrp_SMER-3,0.252,Not Clinically Relevant
ctrp_CAY10594,0.251,Not Clinically Relevant
ctrp_TG-101348,0.250,JAK2 inhibitor
ctrp_CHIR-99021,0.250,Not Clinically Relevant
ctrp_EX-527,0.249,SIRT1 inhibitor
ctrp_tamatinib,0.248,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_oligomycin A,0.248,Not Clinically Relevant
ctrp_BRD9876,0.248,Not Clinically Relevant
gdsc_Belinostat,0.247,HDAC inhibitor (PXD101)
ctrp_CI-976,0.247,Not Clinically Relevant
ctrp_tigecycline,0.246,antibiotic used to treat a number of bacterial infections
ctrp_BRD8958,0.246,Not Clinically Relevant
ctrp_obatoclax,0.246,Not Clinically Relevant
ctrp_GW-405833,0.246,Not Clinically Relevant
ccle_Irinotecan,0.245,"aka CPT-11, inhibitor of Topo I"
ctrp_BRD-K27224038,0.245,Not Clinically Relevant
ctrp_temsirolimus,0.245,Not Clinically Relevant
ctrp_BMS-345541,0.245,Not Clinically Relevant
gdsc_Etoposide,0.244,Topo II inhibitor
ctrp_LE-135,0.241,Not Clinically Relevant
ctrp_ML320,0.241,Not Clinically Relevant
ccle_TAE684,0.240,Not Clinically Relevant
ctrp_BRD-K94991378,0.239,Not Clinically Relevant
ctrp_RAF265,0.239,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_WP1130,0.239,Not Clinically Relevant
ctrp_myricetin,0.237,Not Clinically Relevant
ctrp_palmostatin B,0.236,Not Clinically Relevant
ctrp_AZD8055,0.235,mTOR inhibitor
ctrp_PF-750,0.235,Not Clinically Relevant
gdsc_CUDC-101,0.235,Not Clinically Relevant
ctrp_dexamethasone,0.234,"synthetic corticosteroid, used to reduce inflammation"
ctrp_masitinib,0.232,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
ctrp_lovastatin,0.231,"HMG-CoA reductase inhibitor,"
ctrp_sirolimus,0.231,"rapamycin, mTOR inhibitor"
gdsc_PI-103,0.229,Not Clinically Relevant
