drug,score,moa
ctrp_navitoclax,0.307,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_apicidin,0.307,Not Clinically Relevant
ctrp_SGX-523,0.307, Met inhibitor
ctrp_SB-225002,0.306,Not Clinically Relevant
ctrp_AZD1480,0.306,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_ISOX,0.305,Not Clinically Relevant
ctrp_manumycin A,0.305,Not Clinically Relevant
ctrp_KPT185,0.305,Not Clinically Relevant
ctrp_BRD-K02251932,0.305,Not Clinically Relevant
ctrp_tivozanib,0.304,VEGFR inhibitor
ctrp_cediranib,0.304,VEGFR inhibitor
ctrp_AZD6482,0.303,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ctrp_cabozantinib,0.303,"MET, AXL, VEGFR and RET inhibitor"
ctrp_BRD-K02492147,0.302,Not Clinically Relevant
ctrp_BRD-K30019337,0.302,Not Clinically Relevant
ctrp_BRD-K66532283,0.302,Not Clinically Relevant
ctrp_necrostatin-1,0.301,Not Clinically Relevant
ctrp_brivanib,0.301,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
ctrp_CIL70,0.300,Not Clinically Relevant
ctrp_BIRB-796,0.300,Not Clinically Relevant
ctrp_KU-55933,0.299,Not Clinically Relevant
ctrp_BRD-K61166597,0.299,Not Clinically Relevant
ctrp_isoevodiamine,0.299,Not Clinically Relevant
ctrp_JW-480,0.299,Not Clinically Relevant
ctrp_HLI 373,0.298,Not Clinically Relevant
ctrp_TGX-221,0.297,Not Clinically Relevant
gdsc_SN-38,0.297,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
ctrp_vorinostat,0.296,HDAC inhibitor (SAHA)
ctrp_FGIN-1-27,0.295,Not Clinically Relevant
ctrp_erastin,0.294,Not Clinically Relevant
ctrp_LBH-589,0.294,HDAC inhibitor
ctrp_BRD-K34222889,0.293,Not Clinically Relevant
ctrp_BRD1812,0.293,Not Clinically Relevant
ctrp_BRD-K90370028,0.292,Not Clinically Relevant
ctrp_vorapaxar,0.291," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_RO4929097,0.291,Notch (gamma secretase) inhibitor
ctrp_triazolothiadiazine,0.291,Not Clinically Relevant
ctrp_Compound 23 citrate,0.291,Not Clinically Relevant
ctrp_pazopanib,0.290,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_GSK-3 inhibitor IX,0.290,Not Clinically Relevant
ctrp_PI-103,0.290,Not Clinically Relevant
ctrp_cyclophosphamide,0.290,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
gdsc_Vorinostat,0.290,HDAC inhibitor (SAHA)
ctrp_BRD-K27224038,0.290,Not Clinically Relevant
ctrp_MK-2206,0.288,Akt1/2/3 inhibitor
ctrp_GW-843682X,0.288,Not Clinically Relevant
ctrp_BRD-K85133207,0.287,Not Clinically Relevant
gdsc_MPS-1-IN-1,0.286,Not Clinically Relevant
ctrp_FQI-1,0.286,Not Clinically Relevant
ctrp_BRD-K17060750,0.286,Not Clinically Relevant
ctrp_teniposide,0.285,Topo II inhibitor
ctrp_nintedanib,0.285,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
ctrp_GSK2636771,0.285,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_NVP-TAE684,0.285,Not Clinically Relevant
ctrp_importazole,0.284,Not Clinically Relevant
ctrp_sunitinib,0.284,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_YK 4-279,0.284,Not Clinically Relevant
ctrp_cimetidine,0.283,(Tagamet) Antacid and antihistamine
ctrp_NSC632839,0.282,Not Clinically Relevant
ctrp_PYR-41,0.282,Not Clinically Relevant
gdsc_YM201636,0.281,Not Clinically Relevant
ctrp_N9-isopropylolomoucine,0.281,Not Clinically Relevant
ctrp_GANT-61,0.281,Not Clinically Relevant
ctrp_gossypol,0.281,"Natural product, may function to inhibit Bcl2 family members"
ctrp_AM-580,0.281,Not Clinically Relevant
ctrp_necrosulfonamide,0.281,Not Clinically Relevant
gdsc_BMS-754807,0.280,Not Clinically Relevant
ctrp_dacarbazine,0.279,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
ctrp_CIL56,0.279,Not Clinically Relevant
gdsc_NSC-207895,0.278,Not Clinically Relevant
ctrp_mitomycin,0.278,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_semagacestat,0.278,Notch (gamma secretase) inhibitor
ctrp_niclosamide,0.278,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
ctrp_sorafenib,0.277,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_STF-31,0.277,Not Clinically Relevant
ctrp_CAL-101,0.277,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_KU-0063794,0.277,Not Clinically Relevant
ctrp_ouabain,0.276,Not Clinically Relevant
ctrp_LRRK2-IN-1,0.276,Not Clinically Relevant
ctrp_neuronal differentiation inducer III,0.276,Not Clinically Relevant
ctrp_PL-DI,0.275,Not Clinically Relevant
ctrp_BRD-K96970199,0.275,Not Clinically Relevant
ctrp_QW-BI-011,0.274,Not Clinically Relevant
ctrp_pifithrin-alpha,0.274,Not Clinically Relevant
ctrp_QS-11,0.274,Not Clinically Relevant
ctrp_PIK-93,0.274,Not Clinically Relevant
ctrp_temozolomide,0.274,alkylating agent
ctrp_FQI-2,0.274,Not Clinically Relevant
ctrp_omacetaxine mepesuccinate,0.273,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_BRD-K70511574,0.272,Not Clinically Relevant
ctrp_BRD-K34099515,0.272,Not Clinically Relevant
ctrp_BMS-536924,0.272,Not Clinically Relevant
ctrp_parbendazole,0.272,Not Clinically Relevant
ctrp_curcumin,0.272,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_rigosertib,0.272,"ON-01910, Plk-1 inhibitor"
ctrp_entinostat,0.272,HDAC inhibitor
ctrp_CD-1530,0.271,Not Clinically Relevant
ctrp_SU11274,0.271,Not Clinically Relevant
ctrp_KU-60019,0.270,Not Clinically Relevant
ctrp_cerulenin,0.270,Not Clinically Relevant
ctrp_quizartinib,0.270,Flt3 inhibitor
ctrp_fluvastatin,0.269,"HMG-CoA reductase inhibitor,"
ctrp_cytochalasin B,0.269,Not Clinically Relevant
ctrp_VX-680,0.269,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
ctrp_silmitasertib,0.269,casein kinase 2 inhibitor 
ctrp_ML210,0.268,Not Clinically Relevant
ctrp_pitstop2,0.268,Not Clinically Relevant
ctrp_ciclopirox,0.268,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_doxorubicin,0.268,"Topo II inhibitor, DNA intercalator"
ctrp_AT7867,0.267,Not Clinically Relevant
ctrp_GSK461364,0.267,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_CD-437,0.267,Not Clinically Relevant
ctrp_crizotinib,0.266,"ALK, ROS1 and MET inhibitor"
ctrp_SCH-529074,0.266,Not Clinically Relevant
ctrp_Ch-55,0.266,Not Clinically Relevant
ctrp_CHIR-99021,0.265,Not Clinically Relevant
ctrp_BRD-K94991378,0.265,Not Clinically Relevant
ctrp_bardoxolone methyl,0.264,Not Clinically Relevant
ctrp_tipifarnib-P2,0.264,Not Clinically Relevant
ctrp_BRD-K41334119,0.264,Not Clinically Relevant
gdsc_WIKI4,0.263,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.263,Not Clinically Relevant
ctrp_ETP-46464,0.263,Not Clinically Relevant
ctrp_fulvestrant,0.262,selective estrogen receptor degrader (SERD)
ctrp_B02,0.262,Not Clinically Relevant
ctrp_KH-CB19,0.262,Not Clinically Relevant
ctrp_BRD-K75293299,0.261,Not Clinically Relevant
gdsc_Camptothecin,0.261,Not Clinically Relevant
ctrp_Bax channel blocker,0.261,Not Clinically Relevant
ctrp_CAY10618,0.260,Not Clinically Relevant
ctrp_MG-132,0.260,Not Clinically Relevant
ctrp_dexamethasone,0.260,"synthetic corticosteroid, used to reduce inflammation"
gdsc_UNC0638,0.260,Not Clinically Relevant
ccle_PF2341066,0.260,"ALK, ROS1 and MET inhibitor"
ctrp_KX2-391,0.260,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
ctrp_BRD-K96431673,0.259,Not Clinically Relevant
ctrp_BRD-K86535717,0.259,Not Clinically Relevant
ctrp_purmorphamine,0.259,Not Clinically Relevant
ctrp_pluripotin,0.259,Not Clinically Relevant
ctrp_BRD-K35604418,0.258,Not Clinically Relevant
ctrp_vincristine,0.258,"binds tubulin, disrupts microtubule dynamics"
gdsc_TW 37,0.257,Not Clinically Relevant
ctrp_AZD7762,0.257, Chk1 / Chk2 inhibitor
ctrp_CIL55A,0.257,Not Clinically Relevant
ctrp_SRT-1720,0.256,Not Clinically Relevant
ctrp_BRD-K14844214,0.256,Not Clinically Relevant
ctrp_thalidomide,0.256,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_CR-1-31B,0.255,Not Clinically Relevant
gdsc_ZG-10,0.254,Not Clinically Relevant
ctrp_I-BET151,0.254,Not Clinically Relevant
ctrp_AGK-2,0.254,Not Clinically Relevant
ctrp_R428,0.254,Not Clinically Relevant
ctrp_parthenolide,0.253,Not Clinically Relevant
gdsc_QL-X-138,0.253,Not Clinically Relevant
ctrp_OSI-027,0.252,Not Clinically Relevant
ctrp_clofarabine,0.251,purine nucleoside antimetabolite
ctrp_nakiterpiosin,0.251,Not Clinically Relevant
ctrp_leptomycin B,0.251,Not Clinically Relevant
"ctrp_1S,3R-RSL-3",0.250,Not Clinically Relevant
ctrp_NVP-231,0.250,Not Clinically Relevant
ctrp_GSK1059615,0.250,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_PRIMA-1,0.249,Not Clinically Relevant
ctrp_ML311,0.249,Not Clinically Relevant
ctrp_blebbistatin,0.249,Not Clinically Relevant
ctrp_daporinad,0.248,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
gdsc_CX-5461,0.248,Not Clinically Relevant
ctrp_regorafenib,0.248,VEGFR2-TIE2 inhibitor 
ccle_Irinotecan,0.248,"aka CPT-11, inhibitor of Topo I"
ctrp_TPCA-1,0.248,Not Clinically Relevant
ctrp_NVP-BSK805,0.247,Not Clinically Relevant
ctrp_salermide,0.247,Not Clinically Relevant
ctrp_alvocidib,0.247,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_SB-525334,0.246,Not Clinically Relevant
ctrp_BRD-K66453893,0.246,Not Clinically Relevant
ctrp_bleomycin A2,0.246,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_ciclosporin,0.245,
ctrp_GSK525762A,0.245,Not Clinically Relevant
ctrp_CAY10594,0.245,Not Clinically Relevant
ctrp_3-Cl-AHPC,0.244,Not Clinically Relevant
ctrp_palmostatin B,0.244,Not Clinically Relevant
ctrp_tivantinib,0.244,Met inhibitor
ctrp_narciclasine,0.244,Not Clinically Relevant
ctrp_ZSTK474,0.243,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
gdsc_JW-7-24-1,0.243,Not Clinically Relevant
ctrp_DBeQ,0.242,Not Clinically Relevant
gdsc_AR-42,0.242,Not Clinically Relevant
ctrp_prochlorperazine,0.242,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_CI-976,0.241,Not Clinically Relevant
ctrp_WZ8040,0.241,Not Clinically Relevant
ccle_AEW541,0.240,Not Clinically Relevant
gdsc_CAY10603,0.240,Not Clinically Relevant
ctrp_simvastatin,0.240,"HMG-CoA reductase inhibitor,"
ctrp_piperlongumine,0.240,Not Clinically Relevant
ctrp_momelotinib,0.239,JAK1 and JAK2 inhibitor
ctrp_TG-101348,0.238,JAK2 inhibitor
ctrp_BI-2536,0.238,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_JQ-1,0.238,Not Clinically Relevant
ctrp_SCH-79797,0.238,Not Clinically Relevant
ctrp_ML312,0.238,Not Clinically Relevant
ctrp_UNC0321,0.236,Not Clinically Relevant
ctrp_BRD-K45681478,0.235,Not Clinically Relevant
ctrp_nutlin-3,0.234,"Mdm2 antagonist, stabilizes p53 "
ctrp_PF-573228,0.234,Not Clinically Relevant
ctrp_CHM-1,0.234,Not Clinically Relevant
gdsc_OSI-027,0.234,Not Clinically Relevant
ctrp_temsirolimus,0.234,Not Clinically Relevant
ctrp_HBX-41108,0.233,Not Clinically Relevant
ctrp_BRD-A94377914,0.233,Not Clinically Relevant
ctrp_ML320,0.232,Not Clinically Relevant
ctrp_MK-0752,0.232,Notch (gamma secretase) inhibitor
ctrp_tamatinib,0.232,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_tigecycline,0.231,antibiotic used to treat a number of bacterial infections
ctrp_obatoclax,0.230,Not Clinically Relevant
ctrp_MK-1775,0.230,Wee1 kinase inhibitor
gdsc_CUDC-101,0.230,Not Clinically Relevant
ctrp_BRD4132,0.229,Not Clinically Relevant
ctrp_GDC-0941,0.229,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
gdsc_Belinostat,0.228,HDAC inhibitor (PXD101)
ctrp_WP1130,0.228,Not Clinically Relevant
ctrp_WZ4002,0.227,Not Clinically Relevant
gdsc_PI-103,0.226,Not Clinically Relevant
ctrp_AZ-3146,0.226,Not Clinically Relevant
ctrp_phloretin,0.225,Not Clinically Relevant
ctrp_BRD-A02303741,0.225,Not Clinically Relevant
ctrp_paclitaxel,0.225,disrupts microtubule dynamics
ctrp_EX-527,0.224,SIRT1 inhibitor
ctrp_PHA-793887,0.224,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_PAC-1,0.222,Not Clinically Relevant
ctrp_masitinib,0.222,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
ctrp_TW-37,0.222,Not Clinically Relevant
ctrp_oligomycin A,0.222,Not Clinically Relevant
ctrp_SMER-3,0.222,Not Clinically Relevant
ctrp_MLN2480,0.221,"TAK-580, pan-Raf kinase inhibitor"
ctrp_methylstat,0.220,Not Clinically Relevant
ctrp_SB-743921,0.220,kinesin spindle protein (KSP) inhibitor
ctrp_bortezomib,0.219,proteasome inhibitor (Velcade)
ctrp_GW-405833,0.218,Not Clinically Relevant
ctrp_docetaxel,0.216,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_dinaciclib,0.216,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_neopeltolide,0.216,Not Clinically Relevant
ctrp_BRD9876,0.215,Not Clinically Relevant
ctrp_sirolimus,0.214,"rapamycin, mTOR inhibitor"
ccle_Topotecan,0.214,Topo I inhibitor
ctrp_pevonedistat,0.213,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)"
ctrp_gemcitabine,0.213,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ctrp_SID 26681509,0.212,Not Clinically Relevant
ctrp_RAF265,0.211,inhibitor of C-Raf/B-Raf/B-Raf V600E
gdsc_Genentech Cpd 10,0.211,Not Clinically Relevant
ctrp_PF-3758309,0.211,Not Clinically Relevant
ctrp_NVP-BEZ235,0.209,PI3K/mTOR inhibitor
ctrp_lovastatin,0.208,"HMG-CoA reductase inhibitor,"
ctrp_AZD8055,0.205,mTOR inhibitor
ctrp_BMS-345541,0.204,Not Clinically Relevant
ctrp_LE-135,0.201,Not Clinically Relevant
ctrp_KU 0060648,0.198,Not Clinically Relevant
ctrp_BRD-K71935468,0.161,Not Clinically Relevant
ctrp_BRD-K30748066,0.148,Not Clinically Relevant
gdsc_Sepantronium bromide,-0.178,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_methotrexate,-0.185,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
gdsc_THZ-2-102-1,-0.190,Not Clinically Relevant
ccle_Sorafenib,-0.196,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_SNS-032,-0.197,"CDK inhibitor, esp CDK2 , 7 and 9 "
gdsc_QL-XII-47,-0.199,Not Clinically Relevant
ctrp_myricetin,-0.200,Not Clinically Relevant
gdsc_Nilotinib,-0.200,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
gdsc_Etoposide,-0.200,Topo II inhibitor
ctrp_BRD-K01737880,-0.202,Not Clinically Relevant
ctrp_StemRegenin 1,-0.207,Not Clinically Relevant
ccle_RAF265,-0.207,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_SNX-2112,-0.210,Not Clinically Relevant
ctrp_vandetanib,-0.211,"VEGFR, EGFR and RET inhibitor"
ccle_Paclitaxel,-0.212,disrupts microtubule dynamics
gdsc_Doxorubicin,-0.223,"Topo II inhibitor, DNA intercalator"
gdsc_Mitomycin-C,-0.225,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
gdsc_GSK690693,-0.226,Not Clinically Relevant
ctrp_BRD-K33514849,-0.227,Not Clinically Relevant
ctrp_BEC,-0.228,Not Clinically Relevant
ccle_TAE684,-0.231,Not Clinically Relevant
ctrp_bafilomycin A1,-0.234,Not Clinically Relevant
ctrp_YM-155,-0.237,"YM155 (Sepantronium Bromide), survivin suppressant "
gdsc_Dacinostat,-0.237,Not Clinically Relevant
ccle_L-685458,-0.237,Not Clinically Relevant
ctrp_MLN2238,-0.238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome "
gdsc_Gemcitabine,-0.240,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
gdsc_SB590885,-0.240,Not Clinically Relevant
ccle_AZD0530,-0.241,"kinase inhibitor, with selectivity against Src and Bcr-Abl"
