,DMB006
ctrp_itraconazole,0.3611106836014509
ctrp_BRD-K13999467,0.36058920132020694
ctrp_Repligen 136,0.36028584182960505
ctrp_fingolimod,0.3589713710997239
ctrp_PLX-4032,0.3587394181201767
ctrp_axitinib,0.3586134012588899
ctrp_BRD-K92856060,0.3576485001462376
ctrp_tacrolimus,0.356848372327692
ctrp_BRD1835,0.35664222358052616
ctrp_BRD-K24690302,0.3563227305745189
ctrp_BRD-M00053801,0.3545761892703726
ctrp_belinostat,0.35270430818450793
ctrp_CIL41,0.3510921675201276
ctrp_Compound 1541A,0.3498639387024435
ctrp_BRD-A71883111,0.34979833378048764
ctrp_lenvatinib,0.34978827494123166
ctrp_BRD-K84807411,0.34963462829703235
ctrp_Mdivi-1,0.3479671389144748
ctrp_BRD6340,0.34658513545742264
ctrp_TG-100-115,0.3461153535550984
ctrp_elocalcitol,0.3455014608406776
ctrp_ML162,0.34544791188531887
ctrp_NSC23766,0.34492900110326996
gdsc_KIN001-270,0.342909969038967
ctrp_JW-74,0.342596817901072
ctrp_BRD-K42260513,0.3418707674412041
gdsc_UNC1215,0.34134998185950405
ctrp_darinaparsin,0.34098981248769833
ctrp_NSC 74859,0.33927743119902376
ctrp_AC55649,0.3391826022417261
ctrp_NSC95397,0.33841785426277277
ctrp_nilotinib,0.3373377032184377
ctrp_bexarotene,0.3363836655674967
ctrp_BRD8899,0.33540551104372196
ctrp_PX-12,0.3341804709006045
ctrp_SKI-II,0.3340344837515623
ctrp_UNC0638,0.3335935466264597
ctrp_ABT-199,0.333270148058438
ctrp_LY-2183240,0.33289902164788054
ctrp_sitagliptin,0.33186531839454314
ctrp_sildenafil,0.33180736440087905
ctrp_alisertib,0.33122642114066325
ctrp_PF-184,0.33052292737548805
ctrp_BIBR-1532,0.32971392167656216
ctrp_bendamustine,0.32876340811253935
ctrp_AT-406,0.32676599079773394
ctrp_PDMP,0.3264107747310228
ctrp_BRD-K44224150,0.32566852691697307
ctrp_ELCPK,0.32451750616834085
ctrp_BRD-K51831558,0.32413435519692235
ctrp_pifithrin-mu,0.323005088738249
ctrp_ML083,0.3226379901553814
gdsc_NPK76-II-72-1,0.3223139999885205
ctrp_etoposide,0.32209723942480256
ctrp_BIX-01294,0.3218215064358518
gdsc_Cisplatin,0.32073788841059536
ctrp_KW-2449,0.32036149226039506
ctrp_968,0.3192528592280451
ctrp_ML006,0.31916999590457973
ctrp_tamoxifen,0.3185859725822225
gdsc_Daporinad,0.3177474180041043
ctrp_cytarabine hydrochloride,0.31760558073014317
ctrp_MST-312,0.3175167382351995
ctrp_BRD-K37390332,0.317409314738589
ctrp_ML031,0.3173095112761168
ctrp_BMS-754807,0.3170805924114479
ctrp_NVP-ADW742,0.31706072749128694
ctrp_tacedinaline,0.31555091126899687
ctrp_NSC19630,0.3152105857648769
ctrp_GMX-1778,0.3149457196023407
ctrp_SN-38,0.3148543408246343
ctrp_topotecan,0.31453384354922037
ctrp_BRD-K78574327,0.3141922253397249
ccle_LBW242,0.3137615204390061
ctrp_Ki8751,0.3136435464872182
ctrp_ceranib-2,0.31360899574157397
ctrp_NSC48300,0.31207706256949297
ctrp_BRD-K80183349,0.31026875828896305
ctrp_AZD4547,0.3098399393177813
ctrp_MGCD-265,0.3094773097198096
ctrp_cucurbitacin I,0.3080653965529383
ctrp_tandutinib,0.30744979611981116
ctrp_navitoclax,0.30728765090331633
ctrp_apicidin,0.3071762290110837
ctrp_SGX-523,0.3069085264594899
ctrp_SB-225002,0.3063156753422878
ctrp_AZD1480,0.3059007042574153
ctrp_ISOX,0.3051888264194274
ctrp_manumycin A,0.30481927806951936
ctrp_KPT185,0.30475550806674306
ctrp_BRD-K02251932,0.30461430760440283
ctrp_tivozanib,0.3040120928261556
ctrp_cediranib,0.30387450127746557
ctrp_AZD6482,0.3033811678231859
ctrp_cabozantinib,0.3025899872453041
ctrp_BRD-K02492147,0.302476762570437
ctrp_BRD-K30019337,0.30207873069881697
ctrp_BRD-K66532283,0.3015972452213106
ctrp_necrostatin-1,0.3014891858718039
ctrp_brivanib,0.30069362642684316
ctrp_CIL70,0.3002742470587564
ctrp_BIRB-796,0.3001205695079233
ctrp_KU-55933,0.29912990120404664
ctrp_BRD-K61166597,0.2990706061174663
ctrp_isoevodiamine,0.2989172414360688
ctrp_JW-480,0.29891314219196247
ctrp_HLI 373,0.29840728123355975
ctrp_TGX-221,0.29677427740505974
gdsc_SN-38,0.2967640055193434
ctrp_vorinostat,0.295939833536264
ctrp_FGIN-1-27,0.2950748501790201
ctrp_erastin,0.29402674795421085
ctrp_LBH-589,0.29396897488064594
ctrp_BRD-K34222889,0.29316864545767124
ctrp_BRD1812,0.29286843206830937
ctrp_BRD-K90370028,0.2923281044907735
ctrp_vorapaxar,0.291226292715176
ctrp_RO4929097,0.2909386644522274
ctrp_triazolothiadiazine,0.2907521609998347
ctrp_Compound 23 citrate,0.29060867818655595
ctrp_pazopanib,0.2904672022487398
ctrp_GSK-3 inhibitor IX,0.29016188142833005
ctrp_PI-103,0.28993885326323743
ctrp_cyclophosphamide,0.2898714217816013
gdsc_Vorinostat,0.2897622082071904
ctrp_BRD-K27224038,0.2895777289154896
ctrp_MK-2206,0.2882720812539268
ctrp_GW-843682X,0.28768867787641883
ctrp_BRD-K85133207,0.2870689559143659
gdsc_MPS-1-IN-1,0.2863888848081958
ctrp_FQI-1,0.2861420461262685
ctrp_BRD-K17060750,0.2857953423717193
ctrp_teniposide,0.2852073436496124
ctrp_nintedanib,0.2851264639057097
ctrp_GSK2636771,0.2851086005995863
ctrp_NVP-TAE684,0.2845872302703629
ctrp_importazole,0.2843993640410121
ctrp_sunitinib,0.2838243826782484
ctrp_YK 4-279,0.2836066029650688
ctrp_cimetidine,0.2825538640095485
ctrp_NSC632839,0.2819772725471224
ctrp_PYR-41,0.2819706630445188
gdsc_YM201636,0.2812320102973574
ctrp_N9-isopropylolomoucine,0.2812293084108679
ctrp_GANT-61,0.28115783361510704
ctrp_gossypol,0.2806659385366777
ctrp_AM-580,0.2806563603735935
ctrp_necrosulfonamide,0.28057337717869474
gdsc_BMS-754807,0.2800485606955042
ctrp_dacarbazine,0.27907982407053084
ctrp_CIL56,0.27879743553471625
gdsc_NSC-207895,0.2784651317457156
ctrp_mitomycin,0.27804918061697265
ctrp_semagacestat,0.2779951233678326
ctrp_niclosamide,0.2777276078081412
ctrp_sorafenib,0.2771836013261052
ctrp_STF-31,0.2771354743214088
ctrp_CAL-101,0.27674090807667034
ctrp_KU-0063794,0.27662511234149945
ctrp_ouabain,0.2764205194899119
ctrp_LRRK2-IN-1,0.27634370491032134
ctrp_neuronal differentiation inducer III,0.2757327939834855
ctrp_PL-DI,0.2749207316152731
ctrp_BRD-K96970199,0.2748288961057389
ctrp_QW-BI-011,0.27442615056904435
ctrp_pifithrin-alpha,0.27418245016887804
ctrp_QS-11,0.27407827943580465
ctrp_PIK-93,0.27386259251890993
ctrp_temozolomide,0.27359485517455473
ctrp_FQI-2,0.2735889633894791
ctrp_omacetaxine mepesuccinate,0.27278563832903585
ctrp_BRD-K70511574,0.2723877203050852
ctrp_BRD-K34099515,0.27232334182070445
ctrp_BMS-536924,0.27212817544452267
ctrp_parbendazole,0.2721070939696989
ctrp_curcumin,0.2717447932047657
ctrp_rigosertib,0.27170303304215526
ctrp_entinostat,0.27156208930503856
ctrp_CD-1530,0.271118436970505
ctrp_SU11274,0.2707072341608977
ctrp_KU-60019,0.2704123208005897
ctrp_cerulenin,0.2701884295569245
ctrp_quizartinib,0.2695826149426113
ctrp_fluvastatin,0.2693548425507692
ctrp_cytochalasin B,0.26928585392449295
ctrp_VX-680,0.2690013618631146
ctrp_silmitasertib,0.26890034286093895
ctrp_ML210,0.2683891345771109
ctrp_pitstop2,0.2683243012970164
ctrp_ciclopirox,0.2680497828018404
ctrp_doxorubicin,0.2678841410301322
ctrp_AT7867,0.26675248779568167
ctrp_GSK461364,0.2667449406091551
ctrp_CD-437,0.26656608969363643
ctrp_crizotinib,0.2664994584491558
ctrp_SCH-529074,0.265891384068963
ctrp_Ch-55,0.2657416639333718
ctrp_CHIR-99021,0.2651194257746595
ctrp_BRD-K94991378,0.26490525292016154
ctrp_bardoxolone methyl,0.2644331040509389
ctrp_tipifarnib-P2,0.26430264295601685
ctrp_BRD-K41334119,0.2637707529387424
gdsc_WIKI4,0.2634123766908051
ctrp_PRL-3 inhibitor I,0.26282759773026065
ctrp_ETP-46464,0.2627072681304909
ctrp_fulvestrant,0.2623238229038355
ctrp_B02,0.2620151895266223
ctrp_KH-CB19,0.26159465833913315
ctrp_BRD-K75293299,0.2613345827188792
gdsc_Camptothecin,0.2611198104286802
ctrp_Bax channel blocker,0.2606719946851149
ctrp_CAY10618,0.26033064989677257
ctrp_MG-132,0.26032843090280877
ctrp_dexamethasone,0.2602212459771652
gdsc_UNC0638,0.2600313768413362
ccle_PF2341066,0.2598788755992729
ctrp_KX2-391,0.25977748467887424
ctrp_BRD-K96431673,0.25931078187635975
ctrp_BRD-K86535717,0.25929187734247927
ctrp_purmorphamine,0.2592797658810206
ctrp_pluripotin,0.2586643537912557
ctrp_BRD-K35604418,0.2582946342332551
ctrp_vincristine,0.2576740943995701
gdsc_TW 37,0.257012978072743
ctrp_AZD7762,0.25684916525925816
ctrp_CIL55A,0.25682040041744153
ctrp_SRT-1720,0.25639345387244294
ctrp_BRD-K14844214,0.2561266300583887
ctrp_thalidomide,0.25604545912520316
ctrp_CR-1-31B,0.2549852501290857
gdsc_ZG-10,0.2543301985889791
ctrp_I-BET151,0.2540705315616494
ctrp_AGK-2,0.2538627038971261
ctrp_R428,0.25377552488493027
ctrp_parthenolide,0.2533057738427788
gdsc_QL-X-138,0.2525078880386417
ctrp_OSI-027,0.25239303934378193
ctrp_clofarabine,0.251472645782092
ctrp_nakiterpiosin,0.25102153942550814
ctrp_leptomycin B,0.2510145318775716
"ctrp_1S,3R-RSL-3",0.25047127466962754
ctrp_NVP-231,0.25035574996303994
ctrp_GSK1059615,0.24987630060187369
ctrp_PRIMA-1,0.24924906641119773
ctrp_ML311,0.24921992075752622
ctrp_blebbistatin,0.2486658833704361
ctrp_daporinad,0.24819973140070456
gdsc_CX-5461,0.24809165049419207
ctrp_regorafenib,0.24774285566532045
ccle_Irinotecan,0.24771904980257942
ctrp_TPCA-1,0.24763967194798261
ctrp_NVP-BSK805,0.24720494547800373
ctrp_salermide,0.24687161307309627
ctrp_alvocidib,0.24666031212543627
ctrp_SB-525334,0.24644595469911698
ctrp_BRD-K66453893,0.24620322320195207
ctrp_bleomycin A2,0.24590998706223977
ctrp_ciclosporin,0.24483617478904324
ctrp_GSK525762A,0.24460333065464623
ctrp_CAY10594,0.24455178022455307
ctrp_3-Cl-AHPC,0.244441678784621
ctrp_palmostatin B,0.24390976128860362
ctrp_tivantinib,0.243786502922277
ctrp_narciclasine,0.2437673715524507
ctrp_ZSTK474,0.2432517500821232
gdsc_JW-7-24-1,0.24260354924477073
ctrp_DBeQ,0.24189870377220687
gdsc_AR-42,0.24173092777586275
ctrp_prochlorperazine,0.24155379299153584
ctrp_CI-976,0.24105788404392042
ctrp_WZ8040,0.24098509934726273
ccle_AEW541,0.24004326846274487
gdsc_CAY10603,0.23999699987313228
ctrp_simvastatin,0.23979908607166736
ctrp_piperlongumine,0.23976034032951415
ctrp_momelotinib,0.23911852455473462
ctrp_TG-101348,0.23842836339845522
ctrp_BI-2536,0.2383369915724557
ctrp_JQ-1,0.23832636623542547
ctrp_SCH-79797,0.2383148818459348
ctrp_ML312,0.2381012927037492
ctrp_UNC0321,0.23646170367930022
ctrp_BRD-K45681478,0.23541865395837916
ctrp_nutlin-3,0.2343532548725872
ctrp_PF-573228,0.23408904145967174
ctrp_CHM-1,0.233971284487544
gdsc_OSI-027,0.23369820564303828
ctrp_temsirolimus,0.23365306553997695
ctrp_HBX-41108,0.23333590441385063
ctrp_BRD-A94377914,0.23306782732414533
ctrp_ML320,0.23221040090788783
ctrp_MK-0752,0.23214167013706913
ctrp_tamatinib,0.23209160025336373
ctrp_tigecycline,0.2306037840413258
ctrp_obatoclax,0.2304439928911825
ctrp_MK-1775,0.2300259637739005
gdsc_CUDC-101,0.22998924260913647
ctrp_BRD4132,0.2292040189963101
ctrp_GDC-0941,0.22891014187874292
gdsc_Belinostat,0.22836830438965636
ctrp_WP1130,0.22763257641069914
ctrp_WZ4002,0.22671569145947262
gdsc_PI-103,0.22629411323688567
ctrp_AZ-3146,0.2262489054667049
ctrp_phloretin,0.22515470892088246
ctrp_BRD-A02303741,0.22496342407436293
ctrp_paclitaxel,0.2248701521101512
ctrp_EX-527,0.22420801822869776
ctrp_PHA-793887,0.22398231197271182
ctrp_PAC-1,0.2224984839569316
ctrp_masitinib,0.22235928610243855
ctrp_TW-37,0.22201496097405118
ctrp_oligomycin A,0.2216502061383195
ctrp_SMER-3,0.22153091618835238
ctrp_MLN2480,0.22068006325474177
ctrp_methylstat,0.2203532321311464
ctrp_SB-743921,0.21995660180260468
ctrp_bortezomib,0.2194387008695364
ctrp_GW-405833,0.21765159142912616
ctrp_docetaxel,0.21630791604150273
ctrp_dinaciclib,0.21617586977587222
ctrp_neopeltolide,0.21594572561979597
ctrp_BRD9876,0.2154371482949233
ctrp_sirolimus,0.21417130651100982
ccle_Topotecan,0.21383041380146559
ctrp_pevonedistat,0.2132939033689546
ctrp_gemcitabine,0.21258088687466364
ctrp_SID 26681509,0.21166990561012222
ctrp_RAF265,0.21142161676248766
gdsc_Genentech Cpd 10,0.21127990968401722
ctrp_PF-3758309,0.2110835832009176
ctrp_NVP-BEZ235,0.2090650234591696
ctrp_lovastatin,0.2081169704978863
ctrp_AZD8055,0.20521874135807955
ctrp_BMS-345541,0.20361341644051917
ctrp_LE-135,0.201386599560372
ctrp_KU 0060648,0.19794102294928814
ctrp_BRD-K71935468,0.16073567632422653
ctrp_BRD-K30748066,0.1476716187742575
gdsc_Sepantronium bromide,-0.1784290851581442
ctrp_methotrexate,-0.18453143645680625
gdsc_THZ-2-102-1,-0.19048997416317795
ccle_Sorafenib,-0.1959138090122778
ctrp_SNS-032,-0.19700398301876018
gdsc_QL-XII-47,-0.19909176887477475
ctrp_myricetin,-0.1997693043030075
gdsc_Nilotinib,-0.2001216921864157
gdsc_Etoposide,-0.20014049838586234
ctrp_BRD-K01737880,-0.20158885152849376
ctrp_StemRegenin 1,-0.20698990437510909
ccle_RAF265,-0.207102741435939
ctrp_SNX-2112,-0.20995596605586084
ctrp_vandetanib,-0.21109895199555634
ccle_Paclitaxel,-0.21247044670867657
gdsc_Doxorubicin,-0.22316165567022164
gdsc_Mitomycin-C,-0.2254750484651585
gdsc_GSK690693,-0.22593203843338927
ctrp_BRD-K33514849,-0.22698540817683682
ctrp_BEC,-0.22821803890048453
ccle_TAE684,-0.231195800821223
ctrp_bafilomycin A1,-0.23356456195334577
ctrp_YM-155,-0.23688997279718313
gdsc_Dacinostat,-0.23717804144400617
ccle_L-685458,-0.23740525985330782
ctrp_MLN2238,-0.2382722096322228
gdsc_Gemcitabine,-0.24013085813010937
gdsc_SB590885,-0.24046430052887693
ccle_AZD0530,-0.2405884980815637
ctrp_BRD8958,-0.24244079783704064
ctrp_pyrazolanthrone,-0.2425464997412201
gdsc_Entinostat,-0.2431202352373129
ccle_TKI258,-0.24579079951467087
gdsc_THZ-2-49,-0.24587446490702175
ccle_PD-0332991,-0.24623748560404757
ctrp_avicin D,-0.24645216069465703
ctrp_PF-750,-0.24649077190621724
ctrp_bosutinib,-0.24666536562027097
gdsc_JQ1,-0.2467841196725115
ctrp_brefeldin A,-0.2467849033409041
ctrp_SR-II-138A,-0.2473069411234485
gdsc_BX796,-0.24742478988287628
ctrp_BRD-K55116708,-0.24756561022665857
gdsc_DMOG,-0.24899019011549342
ctrp_BRD-K48334597,-0.2502697486322072
gdsc_Vinorelbine,-0.2512607537163985
ctrp_BRD-K09344309,-0.2516519752235565
ctrp_BRD-K63431240,-0.2518997684111611
ctrp_saracatinib,-0.25263039339424603
ctrp_triptolide,-0.2530133242283386
ctrp_betulinic acid,-0.25335132921455095
gdsc_SNX-2112,-0.25422576019621096
ccle_17-AAG,-0.254509981920507
ctrp_BYL-719,-0.25495589948651864
ctrp_veliparib,-0.25583677879116434
gdsc_Lestauritinib,-0.25616313028598964
gdsc_IPA-3,-0.25677473866375233
ctrp_BRD-K97651142,-0.2571857912220329
ctrp_LY-2157299,-0.257372063953397
ccle_ZD-6474,-0.2574217929807998
gdsc_CP466722,-0.2579336260983609
ctrp_tosedostat,-0.25851693000090104
ctrp_canertinib,-0.25927375322487123
ctrp_tanespimycin,-0.25961581492767644
ctrp_VU0155056,-0.2598108527051284
ctrp_gefitinib,-0.2598680796458351
ctrp_C6-ceramide,-0.2601539934678783
ctrp_BRD-A86708339,-0.26015576976446647
gdsc_NG-25,-0.2602897259980071
ctrp_marinopyrrole A,-0.26049060580923306
ccle_Nutlin-3,-0.26055637323799474
gdsc_Phenformin,-0.2607470679225947
ctrp_selumetinib,-0.2609104424109092
ctrp_neratinib,-0.26108790639417523
ccle_PHA-665752,-0.2628570957780545
gdsc_Methotrexate,-0.26443814011420386
gdsc_Imatinib,-0.26562395394160987
ctrp_spautin-1,-0.26710438486362015
gdsc_Epothilone B,-0.26933569463691687
ctrp_SJ-172550,-0.269416777693117
gdsc_BAY-61-3606,-0.2696314168161823
gdsc_GSK650394,-0.2699997551125805
ctrp_BRD-K48477130,-0.27179370240413175
ctrp_Ko-143,-0.2718280458383618
ctrp_KHS101,-0.2724316799415913
gdsc_5-Fluorouracil,-0.27251628024799374
ctrp_fluorouracil,-0.27293640790029605
ctrp_BRD-K64610608,-0.2741552484225482
ctrp_valdecoxib,-0.2743214694293835
ccle_PD-0325901,-0.2743509802927497
gdsc_Elesclomol,-0.2751609063745891
ctrp_ML258,-0.27524026262904405
gdsc_TL-1-85,-0.27530858582069706
gdsc_XMD8-92,-0.27595976858913746
gdsc_Pyrimethamine,-0.2765227520751243
ccle_Lapatinib,-0.27701691286414354
ccle_Panobinostat,-0.27732567708650824
ctrp_BRD-K71781559,-0.27792700733522946
ctrp_ifosfamide,-0.27834925849759345
ctrp_Merck60,-0.27839457307002974
gdsc_YK-4-279,-0.27847925718488087
ctrp_OSI-930,-0.27928191853177864
ctrp_BRD-A05715709,-0.27949516057631096
ctrp_ML334 diastereomer,-0.28067903121069593
ctrp_fumonisin B1,-0.2807711705162997
ctrp_GSK-J4,-0.28120944498288886
ctrp_cyanoquinoline 11,-0.2813610844936006
gdsc_Erlotinib,-0.2814032046874622
gdsc_Vinblastine,-0.2829456576054344
ctrp_austocystin D,-0.28315770521430883
gdsc_Shikonin,-0.283913921908389
ctrp_AT13387,-0.2845609149404363
ctrp_HC-067047,-0.285291900450915
ctrp_NPC-26,-0.28532389600822655
ctrp_GDC-0879,-0.28535771494814594
ctrp_FSC231,-0.2855752700649923
ctrp_VAF-347,-0.2862566050107419
gdsc_GW843682X,-0.28680556120528883
ctrp_MI-1,-0.2871275748349358
gdsc_Seliciclib,-0.2871334550184002
gdsc_Omipalisib,-0.28726710129053507
ctrp_BRD-K33199242,-0.28862024894220306
gdsc_Fedratinib,-0.28908903750158177
gdsc_WZ3105,-0.28932640923848707
ctrp_lapatinib,-0.28956028818509505
ctrp_WAY-362450,-0.2898396303546492
ctrp_AZD7545,-0.29025286334271905
gdsc_ZM447439,-0.29040620500223485
ctrp_CID-5951923,-0.29096319092918904
gdsc_PFI-1,-0.2911195864267573
ctrp_BCL-LZH-4,-0.291798832850183
ctrp_BRD-K27986637,-0.2920627596498505
ctrp_linifanib,-0.2923126794940406
ctrp_COL-3,-0.2926083654202586
gdsc_HG-5-113-01,-0.2926966109743116
gdsc_ZSTK474,-0.29331377422956234
ctrp_VER-155008,-0.29345857996907093
ctrp_pandacostat,-0.2946678618073625
gdsc_KIN001-244,-0.2951568655687008
gdsc_AZD7762,-0.2953795307713999
gdsc_PIK-93,-0.2956204330354401
ctrp_BRD-K50799972,-0.2974489361530556
gdsc_Lapatinib,-0.2977007750020177
gdsc_BI-2536,-0.2983398641727938
gdsc_A-443654,-0.29907122763822547
gdsc_JQ12,-0.29945851685699904
ccle_PLX4720,-0.2999198642516756
ctrp_nelarabine,-0.30060014561112613
gdsc_Cytarabine,-0.3007930766656612
ctrp_dasatinib,-0.3016866671980798
gdsc_CCT-018159,-0.30196486123845073
gdsc_AT-7519,-0.30198849976509323
ctrp_decitabine,-0.3021014178335678
ccle_Nilotinib,-0.3023288488611738
ctrp_BRD-K16147474,-0.30242556084703587
ctrp_L-685458,-0.30275497928235434
gdsc_Palbociclib,-0.3047278854230316
ctrp_trametinib,-0.30571048725706107
ctrp_BRD-K04800985,-0.3068711965287405
gdsc_Dactolisib,-0.3069251586086095
gdsc_Luminespib,-0.3082377523546794
ctrp_hyperforin,-0.30896338297249715
ctrp_AA-COCF3,-0.30903782616538916
ctrp_myriocin,-0.30924462888618903
gdsc_Zibotentan,-0.3101890327209176
ctrp_azacitidine,-0.31023920742803296
gdsc_CMK,-0.3111844206276119
gdsc_(5Z)-7-Oxozeaenol,-0.3119620811274039
gdsc_OSU-03012,-0.3119933371004357
ccle_Erlotinib,-0.3120294081290253
gdsc_I-BET-762,-0.31308239070749905
gdsc_Piperlongumine,-0.31355483981606413
ctrp_A-804598,-0.31359188106581115
ctrp_trifluoperazine,-0.3138066829782035
gdsc_Bleomycin,-0.31385688564547587
ctrp_afatinib,-0.3146419941302694
gdsc_Docetaxel,-0.31506477721867404
gdsc_SGC0946,-0.31604858919061046
gdsc_Midostaurin,-0.316253267364708
ctrp_GSK4112,-0.3174881201196248
ctrp_PD318088,-0.31749418291811665
gdsc_S-Trityl-L-cysteine,-0.31763332850861914
ctrp_erismodegib,-0.3178148460406762
gdsc_BMS-345541,-0.3182658172699334
gdsc_Serdemetan,-0.3184600218434779
ccle_AZD6244,-0.3198725725925736
ctrp_BRD-K09587429,-0.3201021291580107
ctrp_ibrutinib,-0.3203763358929417
gdsc_Embelin,-0.32064529443261675
ctrp_BRD-K52037352,-0.3234534545268212
gdsc_Thapsigargin,-0.3236910549489599
gdsc_GSK269962A,-0.32377992971007924
gdsc_AS605240,-0.3244155224010784
gdsc_Bleomycin (50 uM),-0.3257284660226878
gdsc_QL-VIII-58,-0.3260178767267898
ctrp_RITA,-0.32841018587077936
ctrp_lomeguatrib,-0.3285211816730521
ctrp_imatinib,-0.32871740283716244
ctrp_isonicotinohydroxamic acid,-0.329966280371659
ctrp_IC-87114,-0.33002463414578365
gdsc_AZD8055,-0.3312163718473883
gdsc_PF-562271,-0.33197310218387244
ctrp_IPR-456,-0.3320170157490656
gdsc_PHA-793887,-0.33213719061676344
ctrp_CBB-1007,-0.3328857841272372
gdsc_Obatoclax Mesylate,-0.33368312276455986
gdsc_Ponatinib,-0.3378404862378397
ctrp_istradefylline,-0.3379062627859147
gdsc_XMD11-85h,-0.3382422215657821
ctrp_procarbazine,-0.338748889554145
gdsc_Pevonedistat,-0.3389172160624867
gdsc_PD0325901,-0.34046067199786445
gdsc_MK-2206,-0.34125735257564405
ctrp_PF-543,-0.34185787418978375
gdsc_Saracatinib,-0.34341970356008406
ctrp_necrostatin-7,-0.3439647166964385
ctrp_ML029,-0.344451115630367
gdsc_LFM-A13,-0.3445235256298478
gdsc_JNK-9L,-0.3446984771810755
gdsc_WH-4-023,-0.3447884816600993
gdsc_Tamoxifen,-0.34495265476754383
ctrp_ruxolitinib,-0.3458254653948349
ctrp_BRD-K41597374,-0.3461563686681442
gdsc_TGX221,-0.3468008332425673
gdsc_AICA Ribonucleotide,-0.34736374735180814
gdsc_Pictilisib,-0.347479808241991
ctrp_PD 153035,-0.34856123622545454
gdsc_EHT-1864,-0.34931382241527564
ctrp_BRD9647,-0.34957619705137993
gdsc_AKT inhibitor VIII,-0.35011747327064696
ctrp_MI-2,-0.3524849752670152
gdsc_KIN001-266,-0.35345636122316837
gdsc_Cabozantinib,-0.3536166892301518
ctrp_abiraterone,-0.35405529582696516
gdsc_Tipifarnib,-0.35417288743621583
gdsc_BMS-536924,-0.3548493684462058
gdsc_Enzastaurin,-0.3549108072782193
gdsc_FH535,-0.3558082903310922
gdsc_HG6-64-1,-0.355812060109895
gdsc_MG-132,-0.3563993717105646
gdsc_AS601245,-0.3587345785234219
gdsc_Salubrinal,-0.3589397204667407
ctrp_SR8278,-0.35911623267302795
gdsc_Avagacestat,-0.3600764382852726
gdsc_TPCA-1,-0.3601081480129525
ctrp_BRD-K19103580,-0.36100460742713186
gdsc_Lenalidomide,-0.36235540619823414
gdsc_Trametinib,-0.3632476883199126
gdsc_Paclitaxel,-0.3653109463196963
gdsc_Bicalutamide,-0.36825333474447114
ctrp_zebularine,-0.36837210351368654
ctrp_etomoxir,-0.36844310695038196
gdsc_PF-4708671,-0.3686994563506406
