,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
amsacrine,cmap_amsacrine,"Intercalator, inhibits Topo II and blocks both DNA replication and transcription, used in ALL",,,,,0.7829999999999999,...+,685,19,19.0
tg100-115,cmap_tg100-115,PI3Kγ/δ inhibitor,,,,,0.7659999999999999,...+,686,20,20.0
xmd13-2,gdsc_XMD13-2,Not Clinically Relevant,0.49700000000000005,,,0.497,,+...,20,190,20.0
hg-5-88-01,gdsc_HG-5-88-01,Not Clinically Relevant,0.47600000000000003,,,0.476,,+...,21,191,21.0
raloxifene,cmap_raloxifene," selective estrogen receptor modulator (SERM), has estrogenic actions on bone and anti-estrogenic actions on uterus and breast",,,,,0.763,...+,687,22,22.0
ispinesib mesylate,gdsc_Ispinesib Mesylate,Not Clinically Relevant,0.47100000000000003,,,0.471,,+...,22,192,22.0
exemestane,cmap_exemestane,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,0.7285,...++,684,25,25.0
gsk319347a,gdsc_GSK319347A,Not Clinically Relevant,0.45399999999999996,,,0.454,,+...,25,193,25.0
barasertib,ctrp_barasertib,highly selective Aurora B kinase inhibitor,,0.408,,0.408,0.9109999999999999,.+.+,44,8,26.0
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.442,,0.442,,.+..,26,194,26.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.695,...+,688,27,27.0
avrainvillamide,ctrp_avrainvillamide,Not Clinically Relevant,,0.43700000000000006,,0.437,,.+..,27,195,27.0
tretinoin,ctrp_tretinoin,Retinoid,0.5920000000000001,0.44,,0.516,0.6124999999999999,++.++,15,39,27.0
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.428,,0.428,0.755,.+.+,31,23,27.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.43200000000000005,,0.432,,.+..,28,196,28.0
sb-505124,gdsc_SB-505124,Not Clinically Relevant,0.43200000000000005,,,0.432,,+...,29,197,29.0
jnj-26854165,cmap_jnj-26854165,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",,,,,0.6920000000000001,...+,689,29,29.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.392,,0.392,0.968,.+.+,57,3,30.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.429,,0.429,,.+..,30,198,30.0
brd-k34485477,ctrp_BRD-K34485477,Not Clinically Relevant,,0.428,,0.428,,.+..,32,199,32.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.6859999999999999,...+,690,32,32.0
xmd15-27,gdsc_XMD15-27,Not Clinically Relevant,0.42700000000000005,,,0.427,,+...,33,200,33.0
altretamine,cmap_altretamine,alkylating antineoplastic agent,,,,,0.677,...+,691,33,33.0
bms-195614,ctrp_BMS-195614,Not Clinically Relevant,,0.418,,0.418,,.+..,34,201,34.0
anagrelide,cmap_anagrelide,"phosphodiesterase inhibitor, inhibits maturation of platelets, used for CML",,,,,0.665,...+,692,35,35.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.41600000000000004,,0.416,,.+..,35,202,35.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.37799999999999995,,0.378,0.9309999999999999,.+.+,69,5,37.0
iobenguane,cmap_iobenguane,"radiopharmaceutical, radiolabeled molecule similar to noradrenaline",,,,,0.664,...+,693,37,37.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.414,,0.414,,.+..,37,203,37.0
xl765,ctrp_XL765,PI3K/mTOR inhibitor,,0.414,,0.414,,.+..,38,204,38.0
axitinib,ctrp_axitinib,"VEGFR, c-KIT and PDGFR inhibitor",0.552,0.387,,0.47,0.469,++.+,23,54,38.5
cct036477,ctrp_CCT036477,Not Clinically Relevant,,0.41200000000000003,,0.412,,.+..,40,205,40.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.41200000000000003,,,0.412,,+...,41,206,41.0
brd-k26531177,ctrp_BRD-K26531177,Not Clinically Relevant,,0.41,,0.41,,.+..,42,207,42.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.41,,0.41,,.+..,43,208,43.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.408,,0.408,,.+..,45,209,45.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,0.568,...+,695,45,45.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.40299999999999997,,0.403,,.+..,46,210,46.0
mercaptopurine,cmap_mercaptopurine,"purine antagonist, competes with hypoxanthine and guanine for the enzyme HGPRT",,,,,0.5579999999999999,...+,696,46,46.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.40299999999999997,,0.403,,.+..,47,211,47.0
escitalopram,cmap_escitalopram,Selective Serotonin Reuptake Inhibitor (SSRI),,,,,0.545,...+,697,47,47.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,0.536,...+,698,48,48.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.40299999999999997,,0.403,,.+..,48,212,48.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.41600000000000004,,0.416,0.38,.+.+,36,61,48.5
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.535,...+,699,49,49.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.402,,0.402,,.+..,49,213,49.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.401,,0.401,,.+..,50,214,50.0
sotrastaurin,ctrp_sotrastaurin,pan-PKC inhibitor,,0.39899999999999997,,0.399,,.+..,51,215,51.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.413,,0.413,0.34750000000000003,.+.++-,39,64,51.5
ml239,ctrp_ML239,Not Clinically Relevant,,0.39899999999999997,,0.399,,.+..,52,216,52.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.39899999999999997,,0.399,,.+..,53,217,53.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.39799999999999996,,,0.398,,+...,54,218,54.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.396,,,0.396,,+...,55,219,55.0
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.39399999999999996,,0.394,,.+..,56,220,56.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.6970000000000001,0.313,,0.505,-0.203,++.-,16,96,56.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.391,,0.391,,.+..,58,221,58.0
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.42200000000000004,...+,700,59,59.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.391,,0.391,,.+..,59,222,59.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.4,...+,701,60,60.0
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.391,,0.391,,.+..,60,223,60.0
kin001-236,gdsc_KIN001-236,Not Clinically Relevant,0.39,,,0.39,,+...,61,224,61.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.38799999999999996,,0.388,,.+..,62,225,62.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.3675,...+-,682,62,62.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.387,,0.387,,.+..,63,226,63.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.358,...+,702,63,63.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.386,,,0.386,,+...,64,227,64.0
skepinone-l,ctrp_skepinone-L,Not Clinically Relevant,,0.384,,0.384,,.+..,65,228,65.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.381,,0.381,,.+..,66,229,66.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.311,...+,703,67,67.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.38,,0.38,,.+..,67,230,67.0
vorinostat,ctrp_vorinostat,HDAC inhibitor (SAHA),0.364,0.327,,0.346,0.868,++.+,123,13,68.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.379,,0.379,,.+..,68,231,68.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.256,...+,704,69,69.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,0.255,...+,705,70,70.0
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.376,,0.376,,.+..,70,232,70.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.373,,0.373,,.+..,71,233,71.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.23800000000000002,...+,706,72,72.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.373,,0.373,,.+..,72,234,72.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,73,235,73.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.371,,0.371,,.+..,74,236,74.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.204,...+,707,74,74.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.371,,0.371,,.+..,75,237,75.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.174,...+,708,76,76.0
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.371,,0.371,,.+..,76,238,76.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,0.17099999999999999,...+-,694,77,77.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.37,,0.37,,.+..,77,239,77.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.369,,0.369,,.+..,78,240,78.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.158,...+,709,79,79.0
pac-1,ctrp_PAC-1,Not Clinically Relevant,0.496,0.242,,0.369,,++..,79,241,79.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.368,,0.368,,.+..,80,242,80.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,81,243,81.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.365,,0.365,,.+..,82,244,82.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.365,,0.365,,.+..,83,245,83.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.365,,0.365,,.+..,84,246,84.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.33799999999999997,,0.338,0.692,.+.++,140,30,85.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.364,,0.364,,.+..,86,247,86.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.364,,0.364,,.+..,87,248,87.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.0645,...+-,673,87,87.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.649,0.45399999999999996,,0.552,-0.862,++.-,10,165,87.5
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.052000000000000005,...+,710,88,88.0
brd-k99006945,ctrp_BRD-K99006945,Not Clinically Relevant,,0.363,,0.363,,.+..,88,249,88.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.364,,0.364,-0.106,.+.-,85,92,88.5
brd-k19103580,ctrp_BRD-K19103580,Not Clinically Relevant,,0.363,,0.363,,.+..,89,250,89.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.363,,0.363,,.+..,90,251,90.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,-0.07300000000000001,...++-,681,90,90.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,91,252,91.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.361,,0.361,,.+..,92,253,92.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.358,,0.358,,.+..,93,254,93.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.358,,,0.358,,+...,94,255,94.0
pf-4800567 hydrochloride,ctrp_PF-4800567 hydrochloride,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,95,256,95.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.295,0.39899999999999997,,0.347,0.268,++.+,122,68,95.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,96,257,96.0
hc-067047,ctrp_HC-067047,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,97,258,97.0
quizartinib,ctrp_quizartinib,Flt3 inhibitor,0.626,0.28600000000000003,,0.456,-0.937,++.-,24,170,97.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.35700000000000004,,0.357,,.+..,98,259,98.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,99,260,99.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,-0.21899999999999997,...-,711,99,99.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.35700000000000004,,0.357,,.+..,100,261,100.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,101,262,101.0
brd-k02492147,ctrp_BRD-K02492147,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,102,263,102.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.253,...-,712,103,103.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.355,,0.355,,.+..,103,264,103.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.355,,0.355,,.+..,104,265,104.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.254,...-,713,104,104.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.259,...-,714,105,105.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.353,,0.353,,.+..,105,266,105.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,106,267,106.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.27399999999999997,...-,715,106,106.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.303,...-,717,107,107.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,107,268,107.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.35100000000000003,,0.351,,.+..,108,269,108.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.324,...-,718,108,108.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,109,270,109.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.3403281250000001,...+++++--,674,110,110.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,110,271,110.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.34950000000000003,...+--,683,111,111.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.35,,0.35,,.+..,111,272,111.0
brd-k86535717,ctrp_BRD-K86535717,Not Clinically Relevant,,0.35,,0.35,,.+..,112,273,112.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.314,,0.314,0.7659999999999999,.+.+,203,21,112.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.377,...-,720,113,113.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.35,,0.35,,.+..,113,274,113.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.349,,0.349,,.+..,114,275,114.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.39899999999999997,...-,722,115,115.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.349,,0.349,,.+..,115,276,115.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.349,,0.349,,.+..,116,277,116.0
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.4105,...--,719,116,116.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.349,,0.349,,.+..,117,278,117.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.441,...---,716,118,118.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.348,,0.348,,.+..,118,279,118.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.34700000000000003,,0.347,,.+..,119,280,119.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,120,281,120.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.34700000000000003,,0.347,,.+..,121,282,121.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.473,...-,723,121,121.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.48849999999999993,...--,721,123,123.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.34600000000000003,,0.346,,.+..,124,283,124.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,125,284,125.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.345,,0.345,,.+..,126,285,126.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.332,,0.332,-0.09250000000000003,.+.+-,162,91,126.5
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.5329999999999999,...-,724,127,127.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.345,,0.345,,.+..,127,286,127.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.306,,0.306,0.695,.+.+,229,26,127.5
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.345,,0.345,,.+..,128,287,128.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.344,,0.344,,.+..,129,288,129.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.58,...-,725,130,130.0
mps-1-in-1,gdsc_MPS-1-IN-1,Not Clinically Relevant,0.344,,,0.344,,+...,130,289,130.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.594,...-,726,131,131.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.344,,0.344,,.+..,131,290,131.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.344,,0.344,,.+..,132,291,132.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.632,...-,727,133,133.0
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,133,292,133.0
lrrk2-in-1,ctrp_LRRK2-IN-1,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,134,293,134.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.33299999999999996,,0.333,-0.331,.+.-,159,109,134.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.342,,0.342,,.+..,135,294,135.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.265,0.32899999999999996,,0.297,0.8534999999999999,++.++,256,15,135.5
pd 153035,ctrp_PD 153035,Not Clinically Relevant,,0.342,,0.342,,.+..,136,295,136.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.341,,0.341,,.+..,137,296,137.0
rita,ctrp_RITA,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,138,297,138.0
ym201636,gdsc_YM201636,Not Clinically Relevant,0.33799999999999997,,,0.338,,+...,139,298,139.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,141,299,141.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.695,...-,728,142,142.0
brd-k44224150,ctrp_BRD-K44224150,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,142,300,142.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.7020000000000001,...-,729,143,143.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.33799999999999997,,0.338,,.+..,143,301,143.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.313,,0.313,0.12,.+.+,204,82,143.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.319,,0.319,-0.19399999999999998,.+.-,193,94,143.5
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.309,,0.309,0.244,.+.+,217,71,144.0
pifithrin-mu,ctrp_pifithrin-mu,Not Clinically Relevant,,0.337,,0.337,,.+..,144,302,144.0
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.733,...-,730,145,145.0
aica ribonucleotide,gdsc_AICA Ribonucleotide,Not Clinically Relevant,0.336,,,0.336,,+...,145,303,145.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.335,,0.335,,.+..,146,304,146.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.335,,0.335,,.+..,147,305,147.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.736,...-,731,147,147.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.312,,0.312,0.107,.+.+,211,84,147.5
isoevodiamine,ctrp_isoevodiamine,Not Clinically Relevant,,0.335,,0.335,,.+..,148,306,148.0
sulindac,cmap_sulindac,Nonsteroidal anti-Inflammatory drug,,,,,-0.742,...-,732,148,148.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.335,,0.335,,.+..,149,307,149.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.335,,,0.335,,+...,150,308,150.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.335,,0.335,,.+..,151,309,151.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.765,...-,733,151,151.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.335,,0.335,,.+..,152,310,152.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.767,...-,734,152,152.0
