drug_name,RCMB20
HSF2,0.9553
PTP4A3,0.9551000000000001
voriconazole,0.955
ZNF595,0.955
ENOPH1,0.9549
LIM class homeoboxes GOF,0.9547
carmofur,0.9542
rimexolone,0.9542
diethylcarbamazine,0.9542
Androgen receptor modulator,0.9540000000000001
fexaramine,0.9539
L-755507,0.9539
hispidin,0.9538
SLC3A1,0.9537
tacrolimus,0.9536
INPP1,0.9534999999999999
F12,0.9534
SOX4,0.9531000000000001
tyrphostin-AG-82,0.9531000000000001
PJA1,0.953
TCS-359,0.9528
bendroflumethiazide,0.9526
QW-BI-011,0.9523999999999999
Poly ADP ribose polymerases LOF,0.9521999999999999
PIK3C2A,0.9521999999999999
CDK5,0.9521
NLK,0.9520000000000001
VUF-5681,0.9517
INHBE,0.9516
RS-67506,0.9516
NRP1,0.9514
SRP14,0.9514
ETV5,0.951
naloxone,0.9506999999999999
AM-404,0.9504
UCHL1,0.9503
PPAT,0.9501000000000001
GLIS3,0.95
PDGFRB,0.9495
TRIB3,0.9495
TBK1,0.9492
ofloxacin,0.9486
ACTN4,0.9484999999999999
Integrin subunits beta LOF,0.9478
etodolac,0.9476
SALL4,0.9473
GPRC5A,0.9472
PTK2,0.9472
DFFB,0.9472
Akt Signaling GOF,0.9468000000000001
PIK3CD,0.9468000000000001
clomifene,0.9468000000000001
SMU1,0.9467
CERK,0.9467
STK11,0.9467
HOXC9,0.9465
SUCNR1,0.9465
sulforaphane,0.9464
L-692585,0.9462999999999999
BRD-A05680309,0.9462
CEBPB,0.9460999999999999
ATP1A1,0.9460999999999999
CCRN4L,0.9458
UBE2N,0.9457
BRD-K79511609,0.9457
guggulsterone,0.9455
NQO2,0.9454
doxepin,0.9451
PPIG,0.945
FUT1,0.945
nikkomycin,0.945
HSD17B10,0.9448000000000001
pyrrolidine-dithiocarbamate,0.9447
hydrastinine,0.9443
ESYT1,0.9443
BRD-K75430629,0.9439
aminomethyltransferase,0.9438
BCL6B,0.9438
GSTT1,0.9438
CDK8,0.9437000000000001
RABGGTA,0.9434999999999999
SERPINA1,0.9429000000000001
WNT7B,0.9426000000000001
FXR antagonist,0.9425
EED,0.9425
westcort,0.9423
BRD-K51557114,0.9422
COX4I1,0.9420999999999999
PIK3CB,0.9420999999999999
APEX1,0.9417
PSMD9,0.9416
L-701324,0.9416
KDM5B,0.9411
IFIT5,0.9408
17-beta-estradiol,0.9407
valproic-acid,0.9407
gestrinone,0.9406
GLTSCR1,0.9406
PIT,0.9403
SIN3A,0.9401999999999999
NF-449,0.9401999999999999
VAPB,0.9401999999999999
pantoprazole,0.9401999999999999
metanephrine,0.9395
2-aminopurine,0.9394
ACD,0.9392
BRD-K15107389,0.9390000000000001
QRFPR,0.9387000000000001
NBI-27914,0.9384
TFAP4,0.9383
IFNAR2,0.9381999999999999
CRYZ,0.9381
LAGE3,0.938
PD-173074,0.9378
CASP3,0.9378
LIAS,0.9377
CGRRF1,0.9377
PAFAH1B3,0.9376000000000001
PRSS2,0.9375
DUSP4,0.9373999999999999
"3,3'-diindolylmethane",0.9372
captopril,0.937
BDKRB2,0.9369
niflumic-acid,0.9366
PI3K Signaling LOF,0.9362999999999999
clofibrate,0.9362999999999999
pseudopelletierine,0.9362999999999999
GNPDA1,0.9359999999999999
GR-159897,0.9359000000000001
IRF9,0.9359000000000001
SNAI3,0.9358
arecaidine,0.9357
SSX3,0.9357
ARID5B,0.9354
E2F8,0.9354
acetohydroxamic-acid,0.9351
GNAI1,0.9349
chloroquine,0.9349
CHRAC1,0.9348000000000001
ANKZF1,0.9345
rhodomyrtoxin,0.9345
PTCH1,0.9345
PIN1,0.9345
IFIH1,0.9344
LARS,0.9344
CYP1B1,0.9343
mupirocin,0.9342
ASH2L,0.9340999999999999
PEMT,0.9340999999999999
SREBF1,0.9339
adipiodone,0.9339
SUFU,0.9339
4-(2-Amino-ethyl)-benzenesulfonamide,0.9337000000000001
ATF1,0.9337000000000001
UBP1,0.9336
TG100-115,0.9336
IL6,0.9335
BAG6,0.9334
BRD-K98404142,0.9334
ZM-241385,0.9334
HADHB,0.9331
SNX6,0.9327
rucaparib,0.9326000000000001
eicosatetraynoic-acid,0.9325
amylocaine,0.9323
STXBP1,0.9322
phenytoin,0.932
HLF,0.932
AES,0.9318000000000001
VX-222,0.9311
PLEKHM1,0.9311
SMARCA4,0.9311
FBXO5,0.9311
RARRES1,0.9309999999999999
isoxicam,0.9308
DTX2,0.9301999999999999
GW-311616,0.9299
ZNF114,0.9297
ZNF619,0.9297
ABCG2,0.9295
lithocholic-acid,0.9294
FKBP4,0.9293
KUC103904N,0.9293
DHX8,0.9293
RNF5,0.9292
S100B,0.929
BTG1,0.929
BRD-K63784565,0.9289000000000001
BRD-K41143549,0.9289000000000001
CAB39,0.9288
EIF5,0.9288
zacopride,0.9287000000000001
dexketoprofen,0.9285
ICAM1,0.9283
CELSR2,0.9279999999999999
DFFB,0.9279999999999999
PLCG1,0.9279000000000001
PURA,0.9279000000000001
IER3,0.9277
TFAP2A,0.9274
alpha-estradiol,0.9270999999999999
ZNF669,0.9270999999999999
methimazole,0.927
TNFRSF1A,0.9269
ALDH3A2,0.9268000000000001
ketoconazole,0.9267
eugenitol,0.9266
ADNP2,0.9262
piperidolate,0.9259000000000001
CXCR2,0.9258
ZNF57,0.9257
ANKZF1,0.9256
SRC,0.9255
VKORC1,0.9248999999999999
guggulsterone,0.9247
CISD1,0.9246
ABCF3,0.9244
avrainvillamide-analog-3,0.9244
PPP2R1A,0.9243000000000001
RRM2,0.9240999999999999
MMP7,0.924
STAT2,0.9239
PRKCA,0.9238
Dihydrofolate reductase inhibitor,0.9237000000000001
PLA2G2A,0.9237000000000001
WH-4023,0.9235
NECA,0.9235
CYP20A1,0.9234
MAPKAPK2,0.9233
SMO,0.9231999999999999
BMS-641988,0.9231
PCCB,0.9231
CCDC92,0.9229999999999999
TCF7L1,0.9229
FGFR2,0.9228000000000001
rifaximin,0.9227
PRKCI,0.9226000000000001
MIXL1,0.9225
PA2G4,0.9224
U-0124,0.9224
BRD-K73285375,0.9224
IRF3,0.9223
ZNF354B,0.9222
P4HB,0.9220999999999999
XK,0.922
mefenamic-acid,0.9212
SPA17,0.9209999999999999
warfarin,0.9209
SRC-kinase-inhibitor-II,0.9208
ELK3,0.9208
AGPAT2,0.9198000000000001
QX-314,0.9195
PHF19,0.9195
IL8,0.9193000000000001
doxapram,0.919
tyrphostin-B44,0.9188
zolmitriptan,0.9186
CAB39,0.9181999999999999
TACC3,0.9181999999999999
FZD6,0.9181
RAF1,0.9178000000000001
tyrphostin-AG-538,0.9176000000000001
SCAF8,0.9176000000000001
BRD-K59222562,0.9173
hydrocortisone,0.9172
ECH1,0.9172
RAD51C,0.9167000000000001
SLC25A3,0.9166
betamethasone,0.9164
talampicillin,0.9163
droxinostat,0.9159
LOXL1,0.9158
GALT,0.9157
RASGRP4,0.9155
BCKDK,0.9154000000000001
STK19,0.9153
ZIM3,0.9151
fluticasone,0.9148999999999999
BRD-K06817181,0.9146
PSMA8,0.9146
ZNF395,0.9146
MSX2,0.9146
HMGA1,0.9145
VAPB,0.9145
ponalrestat,0.9144
ITGB4,0.9142
OAS1,0.9139
BUD13,0.9138
RCHY1,0.9136
PHGDH,0.9135
FOXO4,0.9135
tropisetron,0.9135
YES1,0.9134
HLA-DPB1,0.9129999999999999
fluocinonide,0.9129999999999999
AS-703026,0.9129
NDUFB1,0.9128000000000001
ATP6V0C,0.9125
CLPX,0.9125
epigallocatechin,0.9124
FGB,0.9123
SYK,0.9123
zaprinast,0.9123
AP2M1,0.9120999999999999
TIMM9,0.9118999999999999
PCGF3,0.9118
isoreserpine,0.9118
treprostinil,0.9116
Cyclooxygenase inhibitor,0.9115000000000001
ARL4C,0.9114
ZBTB24,0.9113
RBM15,0.9112
ZBTB49,0.9107
ZSCAN29,0.9107
SOAT1,0.9105
GLOD4,0.9103
HOXA10,0.9102
ZNF174,0.9102
VU-0420363-1,0.9098999999999999
clobenpropit,0.9098
amoxapine,0.9097
etomidate,0.9094
PGBD1,0.9092
fenpiverinium,0.9089
GPR83,0.9087999999999999
ABHD2,0.9087999999999999
TRIB1,0.9087000000000001
15-delta-prostaglandin-j2,0.9084
axitinib,0.9083
PROS1,0.9077
Wnt family LOF,0.9074
TRAF1,0.9073
TRIM9,0.9072
YBX1,0.9065000000000001
ARHGEF6,0.9065000000000001
norethisterone,0.9065000000000001
SHC4,0.9064
melperone,0.9057999999999999
BRD-K72817452,0.9057999999999999
X linked mental retardation group 2 LOF,0.9056000000000001
fenbendazole,0.9056000000000001
raltegravir,0.9055
NRBP1,0.9048
tetracycline,0.9043000000000001
HUS1,0.9042
etomoxir,0.9041
LYRM1,0.9041
NIT1,0.9037000000000001
AKT3,0.9034
RRP8,0.9031999999999999
LGALS8,0.9031999999999999
pyrimethamine,0.9029
NRG1,0.9029
HMOX1,0.9028
CEBPZ,0.9024
PITPNA,0.9018999999999999
WNT11,0.9018
LIMK2,0.9017000000000001
dexamethasone,0.9014
OR52B2,0.9007999999999999
VEGFA,0.9004000000000001
rilmenidine,0.9003
BRD2,0.8996999999999999
GABBR1,0.8995000000000001
EMPTY_VECTOR,0.8994
ANXA3,0.8993000000000001
RPS7,0.8991
danoprevir,0.8991
IL1RAP,0.899
Phospholipases LOF,0.899
CGP-37157,0.8989
PPAP2B,0.8985
AT-9283,0.8984000000000001
nornicotine,0.8983
PSMB10,0.8983
RPS6KB1,0.8974
IL21R,0.8974
PSMD5,0.8964
KIAA0922,0.8963
IRF3,0.8962
catechin,0.8956000000000001
AR-C133057XX,0.8954000000000001
PDXK,0.8953
BRP44,0.8951
TTNPB,0.895
ARF6,0.8946999999999999
naftidrofuryl,0.8944
triamcinolone,0.8939
LEF1,0.8937999999999999
POLRMT,0.8936
naltriben,0.8934000000000001
PRD class homeoboxes and psudogenes LOF,0.8931999999999999
RXFP4,0.8931999999999999
KCNK1,0.8931999999999999
Vitamin D receptor agonist,0.8931
PPARD,0.893
SPAG4,0.8926000000000001
duloxetine,0.8925
E2F6,0.8923000000000001
TAOK2,0.8920999999999999
NDUFA4,0.892
PROKR1,0.8917
PIK3C3,0.8915000000000001
desoxycortone,0.8908
GSK3B,0.8908
RXFP1,0.8906000000000001
TAF5L,0.8905
QDPR,0.8904000000000001
HOXA5,0.8903
MTSS1,0.8902
SU-11274,0.8901
profenamine,0.89
KUC104502N,0.8898999999999999
RPF1,0.8898999999999999
FAM3C,0.8898
nicergoline,0.8896
epoxycholesterol,0.8895000000000001
WNT9A,0.8894
ZNF454,0.8893000000000001
OTUD3,0.889
TRAP1,0.8889
Norepinephrine reuptake inhibitor,0.8887999999999999
EWSR1,0.8887999999999999
COBL,0.8887
MLN-8054,0.8884000000000001
NRIP3,0.8876999999999999
nimodipine,0.8876000000000001
RRM2,0.8873000000000001
BRD-A80383043,0.8872
salubrinal,0.8870999999999999
SCP2,0.8862000000000001
ITGB1,0.8861
NFKB1,0.8859
AKT2,0.8856
GRWD1,0.8855
amiloride,0.8854000000000001
HSP90AB1,0.8853
ZNF521,0.885
RIPK2,0.8848999999999999
CTTN,0.8848999999999999
RASD1,0.8845000000000001
dydrogesterone,0.8844
GSK-461364,0.8843000000000001
PARP15,0.8841
GPR83,0.8841
SCRN1,0.8839
NUP62,0.8837
KLF7,0.8837
MED4,0.8835
BRD-K39187410,0.8826
ZNF764,0.8823000000000001
FOXJ2,0.8822
PPP3CC,0.8819
zebularine,0.8818
mepyramine,0.8812000000000001
CASK,0.8811
GW-9662,0.8811
GRN,0.8811
NR0B1,0.8809999999999999
buspirone,0.8809
SLC22A18,0.8809
MEIS2,0.8809
calycanthine,0.8806
MRGPRD,0.8805
CAY-10577,0.8801000000000001
metixene,0.88
norketamine,0.8798999999999999
NDUFA3,0.8795000000000001
APBB2,0.8794
TRAF2,0.8793000000000001
myricetin,0.8789
RNPS1,0.8784000000000001
pindolol,0.8784000000000001
tiabendazole,0.8781
CD19,0.8781
flumazenil,0.8781
ERO1L,0.8779
olanzapine,0.8778
CDKAL1,0.8778
DLD,0.8771
TAK-715,0.8769
HLA-DRB1,0.8768
chlortalidone,0.8758
SLC38A3,0.8756999999999999
BCL9,0.8756999999999999
ZNF548,0.8754000000000001
DTX3L,0.8748999999999999
fusaric-acid,0.8748999999999999
ICI-199441,0.8748999999999999
ITPKA,0.8748
CTNND1,0.8747
vecuronium,0.8745
PP-3,0.8741
dihydroergocristine,0.8737999999999999
CHN1,0.8736
IL1RAP,0.8734000000000001
BRD-K98297262,0.8732
ZNF563,0.873
dienestrol,0.873
NAT10,0.8729
RALBP1,0.8729
VKORC1,0.8726999999999999
BRL-37344,0.8725
PKC activator,0.8724
resorcinol,0.8718
TPMT,0.8715999999999999
ranitidine,0.8712000000000001
AS-605240,0.8711
NLK,0.871
RNF5,0.8706
NCF2,0.8703
zidovudine,0.8703
PRR7,0.87
tadalafil,0.8698999999999999
SERPINF2,0.8698
TEAD2,0.8694
DICER1,0.8693000000000001
OAT,0.8693000000000001
CYP1A1,0.8692
ZNF200,0.8687
CREBBP,0.8686
PGF,0.8686
ZFP1,0.8684000000000001
SLC1A4,0.8683
oxiconazole,0.8683
Targets of VEGFR inhibitors GOF,0.8682
NDUFAB1,0.8675
lidocaine,0.8674
PKM2,0.8674
GFOD1,0.8672
kinetin-riboside,0.8669
clebopride,0.8665999999999999
PTDSS1,0.8662000000000001
Tachykinin antagonist,0.8662000000000001
felbamate,0.8662000000000001
SMARCC2,0.8661
PCK2,0.8661
ZNF582,0.8658
DSE,0.8654999999999999
acebutolol,0.8652
LY-341495,0.8651000000000001
SIRT7,0.865
HEAT,0.865
AMBP,0.8648
FRAT2,0.8647
TYRO3,0.8647
VU-0365114-2,0.8645999999999999
estradiol,0.8645999999999999
icariin,0.8645999999999999
TBP,0.8643000000000001
terbutaline,0.8640000000000001
probucol,0.8640000000000001
TTNPB,0.8640000000000001
CREB3L1,0.8639
alfadolone,0.8637
DECR1,0.8637
ROCK2,0.8636
SEC24B,0.8634999999999999
ITPK1,0.8634000000000001
RBMS1,0.8632
HDAC8,0.8632
4-hydroxy-2-nonenal,0.863
DRAP1,0.8628
GLDC,0.8628
GADD45A,0.8628
raloxifene,0.8628
MAD2L1BP,0.8626999999999999
STRADB,0.8623999999999999
HS3ST3A1,0.8622
STUB1,0.8618000000000001
"tropanyl-3,5-dimethylbenzoate",0.8615
etacrynic-acid,0.861
17-hydroxyprogesterone-caproate,0.8609
GANT-58,0.8604999999999999
PAFAH1B2,0.8602
FLT3,0.8601000000000001
CCND2,0.86
CCRN4L,0.8599
MDM4,0.8593000000000001
RUVBL2,0.8589
ABCG5,0.8588
PWP1,0.8587
danazol,0.8587
LPAR6,0.8586
IP6K2,0.8584999999999999
CDK7,0.8584
cortisone,0.8582
IL7R,0.8575
LDLR,0.8567
SERPINB5,0.8567
MEST,0.8565
IGFBP3,0.8558
minoxidil,0.8558
carbetocin,0.8556999999999999
SSX2,0.8556
GPSM2,0.8553000000000001
SMAD5,0.8553000000000001
carbinoxamine,0.8551000000000001
RUNX1,0.8551000000000001
mirtazapine,0.8549
ARNTL,0.8545999999999999
ZSWIM2,0.8545999999999999
BCL2L1,0.8545
SQLE,0.8543999999999999
moexipril,0.8543000000000001
fillalbin,0.8540000000000001
IL10,0.8538
propantheline,0.8531
AG-370,0.8531
HNMT,0.853
TNFSF10,0.8529000000000001
STAP2,0.8528
TRAF4,0.8527
KCNQ1,0.8525
ZNF436,0.8522
LONRF2,0.8521
cimetidine,0.8514
RS-100329,0.8509
NCOA4,0.8506
PAX8,0.8504999999999999
SERPINC1,0.8504
fenoterol,0.8504
ALDH3B2,0.8504
HCAR1,0.8503000000000001
RS-102895,0.8502
FBXO11,0.8498
RYBP,0.8497
ozagrel,0.8495999999999999
fulvestrant,0.8495999999999999
lapatinib,0.8495999999999999
PHF16,0.8491
dexamethasone,0.8490000000000001
TAF13,0.8484
SLC36A4,0.8478
CYB561,0.8476
CD320,0.8475
SLC25A22,0.847
AARS,0.8467
7b-cis,0.8467
dihydroergotamine,0.8466
ZNF212,0.8458
ACBD3,0.8456999999999999
IKBKG,0.8454999999999999
BARX1,0.8454999999999999
Sterol demethylase inhibitor,0.8454
IL13RA1,0.845
midazolam,0.8449
SLC5A6,0.8447
TNFRSF10A,0.8447
ipsapirone,0.8445999999999999
repaglinide,0.8445
ASMTL,0.8445
FLT1,0.8443999999999999
BCL6B,0.8443
HCFC1,0.8442000000000001
SEC16A,0.8441
STAT6,0.8441
HOOK2,0.8440000000000001
BRD-K17693482,0.8438
idarubicin,0.8438
ULK2,0.8427
NET1,0.8427
ABHD4,0.8422
LSM5,0.8422
LGALS1,0.8421
PTHLH,0.8420000000000001
CNOT4,0.8420000000000001
CLIC4,0.8419
SMARCE1,0.8418000000000001
DUSP9,0.8416
PCDH15,0.8412999999999999
farnesol,0.8408
AS-604850,0.8406999999999999
depomedrol,0.8406
GSK-429286A,0.8406
UAP1,0.8404
PLCB1,0.8402
triclabendazole,0.8398
desoxypeganine,0.8395
ADCY3,0.8393
PAM,0.8386
GNGT2,0.8384
IFNB1,0.8382999999999999
IB-MECA,0.838
AP1S2,0.8379000000000001
MDH1,0.8378
KIAA0528,0.8375
genistein,0.8375
vinorelbine,0.8371
NAGK,0.8370000000000001
prostratin,0.8368000000000001
ZKSCAN2,0.8367
pentoxifylline,0.8367
ritonavir,0.8367
PIAS4,0.8366
LGALS3,0.8362
TADA3,0.8362
hypericin,0.8361
CAPN1,0.8359000000000001
luzindole,0.8356999999999999
BRD-K26947839,0.8355
NS-3694,0.8351999999999999
TSN,0.8351000000000001
IFI30,0.835
COASY,0.835
EYA1,0.8347
FADS3,0.8345999999999999
ATP5G1,0.8345999999999999
physostigmine,0.8345
altanserin,0.8345
RAB11FIP2,0.8344
PPP2CA,0.8342
liothyronine,0.8341
AG-957,0.8341
PFKFB3,0.8340000000000001
RRAGD,0.8337
ambroxol,0.8336
VU-0400193-3,0.8336
CD19,0.8334999999999999
ABCC10,0.8334999999999999
GNAS,0.8329000000000001
LIPH,0.8328
GFOD2,0.8327
ZBED1,0.8326
MLN-4924,0.8325
GPR148,0.8321
PDXK,0.8321
EIF1B,0.8321
