,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
gsk319347a,gdsc_GSK319347A,Not Clinically Relevant,0.46799999999999997,,,0.468,,+...,17,187,17.0
hg-5-88-01,gdsc_HG-5-88-01,Not Clinically Relevant,0.467,,,0.467,,+...,18,188,18.0
xmd13-2,gdsc_XMD13-2,Not Clinically Relevant,0.45899999999999996,,,0.459,,+...,19,189,19.0
exemestane,cmap_exemestane,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,0.8185,...++,683,20,20.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.452,,0.452,,.+..,20,190,20.0
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.445,,0.445,,.+..,21,191,21.0
altretamine,cmap_altretamine,alkylating antineoplastic agent,,,,,0.818,...+,684,21,21.0
raloxifene,cmap_raloxifene," selective estrogen receptor modulator (SERM), has estrogenic actions on bone and anti-estrogenic actions on uterus and breast",,,,,0.813,...+,685,22,22.0
avrainvillamide,ctrp_avrainvillamide,Not Clinically Relevant,,0.444,,0.444,,.+..,22,192,22.0
sotrastaurin,ctrp_sotrastaurin,pan-PKC inhibitor,,0.44299999999999995,,0.443,,.+..,23,193,23.0
brd-k88742110,ctrp_BRD-K88742110,Not Clinically Relevant,,0.44,,0.44,,.+..,24,194,24.0
ispinesib mesylate,gdsc_Ispinesib Mesylate,Not Clinically Relevant,0.435,,,0.435,,+...,25,195,25.0
iobenguane,cmap_iobenguane,"radiopharmaceutical, radiolabeled molecule similar to noradrenaline",,,,,0.7829999999999999,...+,686,26,26.0
cct036477,ctrp_CCT036477,Not Clinically Relevant,,0.433,,0.433,,.+..,26,196,26.0
brd-k34485477,ctrp_BRD-K34485477,Not Clinically Relevant,,0.433,,0.433,,.+..,27,197,27.0
escitalopram,cmap_escitalopram,Selective Serotonin Reuptake Inhibitor (SSRI),,,,,0.762,...+,687,28,28.0
brd-k99006945,ctrp_BRD-K99006945,Not Clinically Relevant,,0.425,,0.425,,.+..,29,198,29.0
anagrelide,cmap_anagrelide,"phosphodiesterase inhibitor, inhibits maturation of platelets, used for CML",,,,,0.757,...+,688,30,30.0
brd-k51490254,ctrp_BRD-K51490254,Not Clinically Relevant,,0.424,,0.424,,.+..,30,199,30.0
abt-737,ctrp_ABT-737,Bcl-2/Bcl-xL inhibitor,,0.408,,0.408,0.841,.+.+,41,19,30.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.419,,0.419,,.+..,31,200,31.0
tg100-115,cmap_tg100-115,PI3Kγ/δ inhibitor,,,,,0.737,...+,689,31,31.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.418,,,0.418,,+...,32,201,32.0
sb-505124,gdsc_SB-505124,Not Clinically Relevant,0.415,,,0.415,,+...,33,202,33.0
formestane,cmap_formestane,"steroidal, selective aromatase inhibitor, used for ER+ Breast cancer",,,,,0.708,...+,690,33,33.0
brd-k26531177,ctrp_BRD-K26531177,Not Clinically Relevant,,0.414,,0.414,,.+..,34,203,34.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.414,,0.414,,.+..,35,204,35.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.674,...+,692,36,36.0
bms-195614,ctrp_BMS-195614,Not Clinically Relevant,,0.413,,0.413,,.+..,36,205,36.0
sitagliptin,ctrp_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.384,,0.384,0.8859999999999999,.+.+,57,16,36.5
mitotane,cmap_mitotane,"steroidogenesis inhibitor, cytostatic drug used in the treatment of adrenocortical carcinoma ",,,,,0.6609999999999999,...+,694,38,38.0
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.41100000000000003,,0.411,,.+..,38,206,38.0
compound 7d-cis,ctrp_Compound 7d-cis,Not Clinically Relevant,,0.41,,0.41,,.+..,39,207,39.0
mercaptopurine,cmap_mercaptopurine,"purine antagonist, competes with hypoxanthine and guanine for the enzyme HGPRT",,,,,0.631,...+,696,40,40.0
skepinone-l,ctrp_skepinone-L,Not Clinically Relevant,,0.408,,0.408,,.+..,40,208,40.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,0.562,...+,697,41,41.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.368,,0.368,0.975,.+.+,80,3,41.5
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.406,,0.406,,.+..,42,209,42.0
olaparib,ctrp_olaparib,PARP Inhibitor,0.43,0.395,,0.412,0.49700000000000005,++.+,37,47,42.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.545,...+,698,42,42.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.405,,0.405,,.+..,43,210,43.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.405,,0.405,,.+..,44,211,44.0
axitinib,ctrp_axitinib,"VEGFR, c-KIT and PDGFR inhibitor",0.5379999999999999,0.409,,0.473,0.182,++.+,16,74,45.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.40399999999999997,,0.404,,.+..,45,212,45.0
on-01910,cmap_on-01910,"ON-01910, Plk-1 inhibitor",,,,,0.505,...+,699,46,46.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.4,,0.4,,.+..,46,213,46.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.397,,0.397,,.+..,48,214,48.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,0.478,...+,700,49,49.0
unc1215,gdsc_UNC1215,Not Clinically Relevant,0.397,,,0.397,,+...,49,215,49.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.39399999999999996,,0.394,,.+..,50,216,50.0
palonosetron,cmap_palonosetron, 5-HT3 antagonist used in the prevention and treatment of chemotherapy-induced nausea and vomiting,,,,,0.474,...+,701,50,50.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.39299999999999996,,0.393,,.+..,51,217,51.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.39299999999999996,,0.393,,.+..,52,218,52.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.711,0.335,,0.523,-0.091,++.-,11,93,52.0
xl765,ctrp_XL765,PI3K/mTOR inhibitor,,0.39,,0.39,,.+..,53,219,53.0
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.387,,0.387,,.+..,54,220,54.0
goserelin,cmap_goserelin,"decapeptide, synthetic analog of LHRH, suppresses production of testosterone and estrogen",,,,,0.444,...+,702,55,55.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.386,,0.386,,.+..,55,221,55.0
iu1,ctrp_IU1,Not Clinically Relevant,,0.385,,0.385,,.+..,56,222,56.0
streptozotocin,cmap_streptozotocin,"pancreatic beta cell toxin, used to treat metastatic cancer of pancreatic islet cells.",,,,,0.38299999999999995,...+,703,57,57.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.38299999999999995,,0.383,,.+..,58,223,58.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.379,,0.379,0.3945,.+.++-,61,56,58.5
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.38,,,0.38,,+...,59,224,59.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.39899999999999997,,0.399,0.251,.+.+,47,71,59.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.38,,0.38,,.+..,60,225,60.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.335,...+,704,62,62.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.377,,0.377,,.+..,62,226,62.0
tegafur,cmap_tegafur,"antimetabolite, 5-fluorouracil analog, slowly metabolized to 5-FU",,,,,0.332,...+,705,63,63.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.377,,0.377,,.+..,63,227,63.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.377,,0.377,,.+..,64,228,64.0
cs-1657,cmap_cs-1657,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.32799999999999996,...+,706,65,65.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.376,,0.376,,.+..,66,229,66.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.375,,0.375,,.+..,67,230,67.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.281,...+,708,67,67.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.374,,0.374,,.+..,68,231,68.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,0.267,...+,709,69,69.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.374,,0.374,,.+..,69,232,69.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.373,,0.373,,.+..,70,233,70.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.264,...+,710,70,70.0
brd-k42260513,ctrp_BRD-K42260513,Not Clinically Relevant,,0.373,,0.373,,.+..,71,234,71.0
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.373,,0.373,,.+..,72,235,72.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,73,236,73.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.371,,0.371,,.+..,74,237,74.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.369,,0.369,,.+..,75,238,75.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.368,,0.368,0.165,.+.+,77,75,76.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,0.16250000000000003,...+-,677,76,76.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.369,,0.369,,.+..,76,239,76.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.368,,0.368,,.+..,78,240,78.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.368,,0.368,,.+..,79,241,79.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,0.15350000000000003,...+-,693,79,79.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.151,...+-,695,80,80.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,81,242,81.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.125,...+,711,81,81.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,82,243,82.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.36700000000000005,,0.367,,.+..,83,244,83.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.366,,0.366,,.+..,84,245,84.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.085,...+,712,84,84.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.366,,0.366,,.+..,85,246,85.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.364,,0.364,,.+..,86,247,86.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,0.07400000000000001,...+,713,86,86.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.363,,0.363,,.+..,87,248,87.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.6579999999999999,0.46799999999999997,,0.563,-0.907,++.-,8,166,87.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.363,,0.363,,.+..,88,249,88.0
rita,ctrp_RITA,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,89,250,89.0
vorinostat,gdsc_Vorinostat,HDAC inhibitor (SAHA),0.32299999999999995,0.326,,0.324,0.919,++.+,167,12,89.5
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,90,251,90.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.051,...-,714,90,90.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,91,252,91.0
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.32799999999999996,,0.328,0.7570000000000001,.+.++,154,29,91.5
968,ctrp_968,Not Clinically Relevant,,0.36,,0.36,,.+..,92,253,92.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.36,,0.36,,.+..,93,254,93.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.359,,0.359,,.+..,94,255,94.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.1,...-,715,94,94.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.358,,0.358,,.+..,95,256,95.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.358,,0.358,,.+..,96,257,96.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.376,,0.376,-0.535,.+.-,65,127,96.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.35700000000000004,,0.357,,.+..,97,258,97.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,98,259,98.0
myriocin,ctrp_myriocin,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,99,260,99.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,100,261,100.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,101,262,101.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.354,,0.354,-0.191,.+.-,105,98,101.5
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.35600000000000004,,,0.356,,+...,102,263,102.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,-0.23424999999999999,...++-,691,103,103.0
brd-k75293299,ctrp_BRD-K75293299,Not Clinically Relevant,,0.355,,0.355,,.+..,103,264,103.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,-0.25,...-,716,104,104.0
ml162,ctrp_ML162,Not Clinically Relevant,,0.354,,0.354,,.+..,104,265,104.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.27025,...+--,707,105,105.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.31,,0.31,0.893,.+.+,196,15,105.5
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.353,,0.353,,.+..,106,266,106.0
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.311,...-,718,107,107.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,107,267,107.0
fsc231,ctrp_FSC231,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,108,268,108.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,109,269,109.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.35100000000000003,,0.351,,.+..,110,270,110.0
homoharringtonine,cmap_homoharringtonine,"natural product, protein translation inhibitor, used for myeloid leukemia",,,,,-0.324,...--,717,110,110.0
brd-k16147474,ctrp_BRD-K16147474,Not Clinically Relevant,,0.35,,0.35,,.+..,111,271,111.0
lomeguatrib,ctrp_lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.349,,0.349,,.+..,112,272,112.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.335,...-,719,112,112.0
plx4720,ccle_PLX4720,Not Clinically Relevant,,,0.349,0.349,,..+.,113,273,113.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.335,...-,720,113,113.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.35200000000000004,...-,721,114,114.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.348,,0.348,,.+..,114,274,114.0
belinostat,gdsc_Belinostat,HDAC inhibitor (PXD101),0.272,0.39399999999999996,,0.333,0.11599999999999999,++.+,147,82,114.5
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.358,...-,722,115,115.0
bms-754807,ctrp_BMS-754807,Not Clinically Relevant,0.34700000000000003,0.34700000000000003,,0.347,,++..,115,275,115.0
brd-k02251932,ctrp_BRD-K02251932,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,116,276,116.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.37099999999999994,...+--,682,117,117.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,117,277,117.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.345,,0.345,,.+..,118,278,118.0
cimetidine,ctrp_cimetidine,(Tagamet) Antacid and antihistamine,,0.33,,0.33,-0.009000000000000008,.+.+-,149,88,118.5
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.39649999999999996,...--,723,119,119.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.315,,0.315,0.485,.+.+,190,48,119.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.345,,0.345,,.+..,119,279,119.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.399859375,...++++---,673,120,120.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.344,,0.344,,.+..,120,280,120.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.33299999999999996,,0.333,-0.132,.+.-,146,95,120.5
gsk-1059615,cmap_gsk-1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,,,,-0.439,...-,724,121,121.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,121,281,121.0
necrostatin-1,ctrp_necrostatin-1,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,122,282,122.0
brd-k78574327,ctrp_BRD-K78574327,Not Clinically Relevant,,0.34299999999999997,,0.343,,.+..,123,283,123.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.503,...-,725,124,124.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.342,,0.342,,.+..,124,284,124.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.342,,0.342,,.+..,125,285,125.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.522,...-,726,125,125.0
hg-5-113-01,gdsc_HG-5-113-01,Not Clinically Relevant,0.342,,,0.342,,+...,126,286,126.0
pidorubicine,cmap_pidorubicine,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.534,...-,727,126,126.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.342,,0.342,,.+..,127,287,127.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.55,...-,728,128,128.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.341,,0.341,,.+..,128,288,128.0
bendamustine,ctrp_bendamustine,alkylating agent,,0.341,,0.341,,.+..,129,289,129.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.341,,0.341,,.+..,130,290,130.0
jw-480,ctrp_JW-480,Not Clinically Relevant,,0.34,,0.34,,.+..,131,291,131.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.32799999999999996,,0.328,-0.315,.+.-,153,109,131.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.573,...-,729,132,132.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,132,292,132.0
etoposide,gdsc_Etoposide,Topo II inhibitor,0.248,0.325,,0.286,0.9245000000000001,++.++,254,11,132.5
granisetron,cmap_granisetron,5-HT3 receptor antagonist used as an antiemetic,,,,,-0.575,...-,730,133,133.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,133,293,133.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,134,294,134.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.5770000000000001,...-,731,134,134.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.5820000000000001,...-,732,135,135.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,135,295,135.0
azd-7762,cmap_azd-7762, Chk1 / Chk2 inhibitor,,,,,-0.591,...-,733,136,136.0
sgx-523,ctrp_SGX-523, Met inhibitor,,0.33899999999999997,,0.339,,.+..,136,296,136.0
plx-4032,ctrp_PLX-4032,BRAF (V600E) inhibitor,,0.336,,0.336,,.+..,137,297,137.0
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.336,0.336,,..+.,138,298,138.0
ki8751,ctrp_Ki8751,Not Clinically Relevant,,0.335,,0.335,,.+..,139,299,139.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.335,,0.335,,.+..,140,300,140.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.335,,0.335,,.+..,141,301,141.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.335,,0.335,,.+..,142,302,142.0
brd-k30019337,ctrp_BRD-K30019337,Not Clinically Relevant,,0.335,,0.335,,.+..,143,303,143.0
tofacitinib,cmap_tofacitinib,JAK Kinase inhibitor,,,,,-0.657,...-,734,144,144.0
erastin,ctrp_erastin,Not Clinically Relevant,,0.33399999999999996,,0.334,,.+..,144,304,144.0
cil70,ctrp_CIL70,Not Clinically Relevant,,0.33299999999999996,,0.333,,.+..,145,305,145.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.665,...-,735,145,145.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.332,,0.332,,.+..,148,306,148.0
propranolol,cmap_propranolol,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity",,,,,-0.6970000000000001,...-,736,148,148.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.72,...-,737,149,149.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,150,307,150.0
sb-225002,ctrp_SB-225002,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,151,308,151.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.32899999999999996,,0.329,-0.726,.+.-,152,150,151.0
niclosamide,ctrp_niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.307,,0.307,-0.192,.+.-,206,100,153.0
