,moa,GDSC,CTRP,CCLE,drug,score,evidence
brd-k51490254,Not Clinically Relevant,,0.36,,ctrp_BRD-K51490254,0.36,.+.
brd-k42260513,Not Clinically Relevant,,0.355,,ctrp_BRD-K42260513,0.355,.+.
compound 1b,Not Clinically Relevant,,0.355,,ctrp_compound 1B,0.355,.+.
brd-k51831558,Not Clinically Relevant,,0.354,,ctrp_BRD-K51831558,0.354,.+.
cisplatin,Not Clinically Relevant,0.353,,,gdsc_Cisplatin,0.353,+..
cay10576,Not Clinically Relevant,,0.353,,ctrp_CAY10576,0.353,.+.
unc1215,Not Clinically Relevant,0.353,,,gdsc_UNC1215,0.353,+..
brd-k88742110,Not Clinically Relevant,,0.35200000000000004,,ctrp_BRD-K88742110,0.352,.+.
brd-a71883111,Not Clinically Relevant,,0.35100000000000003,,ctrp_BRD-A71883111,0.351,.+.
ml050,Not Clinically Relevant,,0.35,,ctrp_ML050,0.35,.+.
iu1,Not Clinically Relevant,,0.35,,ctrp_IU1,0.35,.+.
jw-74,Not Clinically Relevant,,0.348,,ctrp_JW-74,0.348,.+.
brd-k49290616,Not Clinically Relevant,,0.348,,ctrp_BRD-K49290616,0.348,.+.
968,Not Clinically Relevant,,0.348,,ctrp_968,0.348,.+.
tipifarnib-p1,Not Clinically Relevant,,0.34700000000000003,,ctrp_tipifarnib-P1,0.347,.+.
tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.34600000000000003,,ctrp_tacrolimus,0.346,.+.
brd-k24690302,Not Clinically Relevant,,0.345,,ctrp_BRD-K24690302,0.345,.+.
bms-270394,Not Clinically Relevant,,0.34299999999999997,,ctrp_BMS-270394,0.343,.+.
sr1001,Not Clinically Relevant,,0.34299999999999997,,ctrp_SR1001,0.343,.+.
foretinib,c-Met/VEGFR2 inhibitor,,0.34299999999999997,,ctrp_foretinib,0.343,.+.
lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.342,,ctrp_lenvatinib,0.342,.+.
compound 7d-cis,Not Clinically Relevant,,0.341,,ctrp_Compound 7d-cis,0.341,.+.
ac55649,Not Clinically Relevant,,0.33899999999999997,,ctrp_AC55649,0.339,.+.
brd-k11533227,Not Clinically Relevant,,0.337,,ctrp_BRD-K11533227,0.337,.+.
rg-108,Not Clinically Relevant,,0.336,,ctrp_RG-108,0.336,.+.
brd-k84807411,Not Clinically Relevant,,0.335,,ctrp_BRD-K84807411,0.335,.+.
isoliquiritigenin,Not Clinically Relevant,,0.33399999999999996,,ctrp_isoliquiritigenin,0.334,.+.
brd-k29086754,Not Clinically Relevant,,0.332,,ctrp_BRD-K29086754,0.332,.+.
brd1835,Not Clinically Relevant,,0.332,,ctrp_BRD1835,0.332,.+.
tg-100-115,PI3Kγ/δ inhibitor,,0.331,,ctrp_TG-100-115,0.331,.+.
nsc30930,Not Clinically Relevant,,0.33,,ctrp_NSC30930,0.33,.+.
sz4ta2,Not Clinically Relevant,,0.32899999999999996,,ctrp_SZ4TA2,0.329,.+.
bleomycin (50 um),Not Clinically Relevant,0.32899999999999996,,,gdsc_Bleomycin (50 uM),0.329,+..
nsc 74859,Not Clinically Relevant,,0.32799999999999996,,ctrp_NSC 74859,0.328,.+.
mdivi-1,Not Clinically Relevant,,0.327,,ctrp_Mdivi-1,0.327,.+.
abt-199,Bcl2 inhibitor,,0.327,,ctrp_ABT-199,0.327,.+.
sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.327,,ctrp_sitagliptin,0.327,.+.
npk76-ii-72-1,Not Clinically Relevant,0.326,,,gdsc_NPK76-II-72-1,0.326,+..
compound 1541a,Not Clinically Relevant,,0.325,,ctrp_Compound 1541A,0.325,.+.
azd1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.325,,ctrp_AZD1480,0.325,.+.
ml162,Not Clinically Relevant,,0.322,,ctrp_ML162,0.322,.+.
ski-ii,Not Clinically Relevant,,0.322,,ctrp_SKI-II,0.322,.+.
jw-55,Not Clinically Relevant,,0.322,,ctrp_JW-55,0.322,.+.
epigallocatechin-3-monogallate,Not Clinically Relevant,,0.321,,ctrp_epigallocatechin-3-monogallate,0.321,.+.
qs-11,Not Clinically Relevant,,0.32,,ctrp_QS-11,0.32,.+.
necrostatin-7,Not Clinically Relevant,,0.319,,ctrp_necrostatin-7,0.319,.+.
kw-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.318,,ctrp_KW-2449,0.318,.+.
cil41,Not Clinically Relevant,,0.318,,ctrp_CIL41,0.318,.+.
mst-312,Not Clinically Relevant,,0.318,,ctrp_MST-312,0.318,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.318,,ctrp_fingolimod,0.318,.+.
elocalcitol,vitamin D receptor agonist,,0.316,,ctrp_elocalcitol,0.316,.+.
elcpk,Not Clinically Relevant,,0.316,,ctrp_ELCPK,0.316,.+.
plx-4032,BRAF (V600E) inhibitor,,0.316,,ctrp_PLX-4032,0.316,.+.
azd4547,"FGFR-1,2 and 3 inhibitor",,0.315,,ctrp_AZD4547,0.315,.+.
bendamustine,alkylating agent,,0.313,,ctrp_bendamustine,0.313,.+.
brd-k44224150,Not Clinically Relevant,,0.311,,ctrp_BRD-K44224150,0.311,.+.
nsc23766,Not Clinically Relevant,,0.311,,ctrp_NSC23766,0.311,.+.
brd-k02251932,Not Clinically Relevant,,0.311,,ctrp_BRD-K02251932,0.311,.+.
at-406,Not Clinically Relevant,,0.31,,ctrp_AT-406,0.31,.+.
pdmp,Not Clinically Relevant,,0.309,,ctrp_PDMP,0.309,.+.
bibr-1532,Not Clinically Relevant,,0.308,,ctrp_BIBR-1532,0.308,.+.
fgin-1-27,Not Clinically Relevant,,0.308,,ctrp_FGIN-1-27,0.308,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.308,,ctrp_brivanib,0.308,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.308,,ctrp_omacetaxine mepesuccinate,0.308,.+.
darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.307,,ctrp_darinaparsin,0.307,.+.
brd-k92856060,Not Clinically Relevant,,0.307,,ctrp_BRD-K92856060,0.307,.+.
alisertib,Aurora A kinase inhibitor,,0.307,,ctrp_alisertib,0.307,.+.
itraconazole,"Anti-fungal, hedgehog antagonist",,0.307,,ctrp_itraconazole,0.307,.+.
sgx-523, Met inhibitor,,0.306,,ctrp_SGX-523,0.306,.+.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.304,,ctrp_MGCD-265,0.304,.+.
necrostatin-1,Not Clinically Relevant,,0.303,,ctrp_necrostatin-1,0.303,.+.
brd6340,Not Clinically Relevant,,0.303,,ctrp_BRD6340,0.303,.+.
vx-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.302,,ctrp_VX-680,0.302,.+.
cediranib,VEGFR inhibitor,,0.302,,ctrp_cediranib,0.302,.+.
pf-184,Not Clinically Relevant,,0.301,,ctrp_PF-184,0.301,.+.
birb-796,Not Clinically Relevant,,0.301,,ctrp_BIRB-796,0.301,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.3,,ctrp_sildenafil,0.3,.+.
cytarabine hydrochloride,Not Clinically Relevant,,0.3,,ctrp_cytarabine hydrochloride,0.3,.+.
px-12,thioredoxin-1 (Trx-1) inhibitor,,0.299,,ctrp_PX-12,0.299,.+.
ceranib-2,Not Clinically Relevant,,0.298,,ctrp_ceranib-2,0.298,.+.
brd-k90370028,Not Clinically Relevant,,0.298,,ctrp_BRD-K90370028,0.298,.+.
apicidin,Not Clinically Relevant,,0.298,,ctrp_apicidin,0.298,.+.
hc-067047,Not Clinically Relevant,,0.297,,ctrp_HC-067047,0.297,.+.
brd-k75293299,Not Clinically Relevant,,0.297,,ctrp_BRD-K75293299,0.297,.+.
jw-480,Not Clinically Relevant,,0.297,,ctrp_JW-480,0.297,.+.
tacedinaline,Not Clinically Relevant,,0.297,,ctrp_tacedinaline,0.297,.+.
bms-754807,Not Clinically Relevant,0.304,0.289,,ctrp_BMS-754807,0.296,++.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.29600000000000004,,ctrp_GSK-3 inhibitor IX,0.296,.+.
ki8751,Not Clinically Relevant,,0.29600000000000004,,ctrp_Ki8751,0.296,.+.
myriocin,Not Clinically Relevant,,0.294,,ctrp_myriocin,0.294,.+.
brd8899,Not Clinically Relevant,,0.294,,ctrp_BRD8899,0.294,.+.
kpt185,Not Clinically Relevant,,0.293,,ctrp_KPT185,0.293,.+.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.292,,ctrp_trifluoperazine,0.292,.+.
ym201636,Not Clinically Relevant,0.29100000000000004,,,gdsc_YM201636,0.291,+..
nsc48300,Not Clinically Relevant,,0.29,,ctrp_NSC48300,0.29,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.289,,ctrp_tandutinib,0.289,.+.
belinostat,HDAC inhibitor (PXD101),0.244,0.33399999999999996,,gdsc_Belinostat,0.289,++.
erastin,Not Clinically Relevant,,0.289,,ctrp_erastin,0.289,.+.
brd-k04800985,Not Clinically Relevant,,0.289,,ctrp_BRD-K04800985,0.289,.+.
nvp-adw742,Not Clinically Relevant,,0.28800000000000003,,ctrp_NVP-ADW742,0.288,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.287,,ctrp_thalidomide,0.287,.+.
bix-01294,Not Clinically Relevant,,0.287,,ctrp_BIX-01294,0.287,.+.
sn-38,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active",0.3,0.271,,ctrp_SN-38,0.286,++.
brd-k66532283,Not Clinically Relevant,,0.28600000000000003,,ctrp_BRD-K66532283,0.286,.+.
ml006,Not Clinically Relevant,,0.285,,ctrp_ML006,0.285,.+.
ml083,Not Clinically Relevant,,0.284,,ctrp_ML083,0.284,.+.
fsc231,Not Clinically Relevant,,0.284,,ctrp_FSC231,0.284,.+.
nsc95397,Not Clinically Relevant,,0.284,,ctrp_NSC95397,0.284,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.28300000000000003,,ctrp_vorapaxar,0.283,.+.
ly-2183240,Not Clinically Relevant,,0.282,,ctrp_LY-2183240,0.282,.+.
brd-k34099515,Not Clinically Relevant,,0.28,,ctrp_BRD-K34099515,0.28,.+.
isox,Not Clinically Relevant,,0.28,,ctrp_ISOX,0.28,.+.
isoevodiamine,Not Clinically Relevant,,0.28,,ctrp_isoevodiamine,0.28,.+.
sb-225002,Not Clinically Relevant,,0.27899999999999997,,ctrp_SB-225002,0.279,.+.
cil55a,Not Clinically Relevant,,0.27899999999999997,,ctrp_CIL55A,0.279,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.27899999999999997,,ctrp_BYL-719,0.279,.+.
ly-2157299,Not Clinically Relevant,,0.27899999999999997,,ctrp_LY-2157299,0.279,.+.
brd-k37390332,Not Clinically Relevant,,0.278,,ctrp_BRD-K37390332,0.278,.+.
brd-k80183349,Not Clinically Relevant,,0.276,,ctrp_BRD-K80183349,0.276,.+.
simvastatin,"HMG-CoA reductase inhibitor,",,0.275,,ctrp_simvastatin,0.275,.+.
brd-k17060750,Not Clinically Relevant,,0.27399999999999997,,ctrp_BRD-K17060750,0.274,.+.
pyr-41,Not Clinically Relevant,,0.27399999999999997,,ctrp_PYR-41,0.274,.+.
compound 23 citrate,Not Clinically Relevant,,0.27399999999999997,,ctrp_Compound 23 citrate,0.274,.+.
gsk2636771,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. ",,0.27399999999999997,,ctrp_GSK2636771,0.274,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.273,,ctrp_RO4929097,0.273,.+.
yk 4-279,Not Clinically Relevant,,0.272,,ctrp_YK 4-279,0.272,.+.
importazole,Not Clinically Relevant,,0.272,,ctrp_importazole,0.272,.+.
cucurbitacin i,Not Clinically Relevant,,0.272,,ctrp_cucurbitacin I,0.272,.+.
cytochalasin b,Not Clinically Relevant,,0.272,,ctrp_cytochalasin B,0.272,.+.
brd-k02492147,Not Clinically Relevant,,0.272,,ctrp_BRD-K02492147,0.272,.+.
etp-46464,Not Clinically Relevant,,0.271,,ctrp_ETP-46464,0.271,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.271,,ctrp_niclosamide,0.271,.+.
ku-0063794,Not Clinically Relevant,,0.271,,ctrp_KU-0063794,0.271,.+.
pitstop2,Not Clinically Relevant,,0.27,,ctrp_pitstop2,0.27,.+.
brd-k86535717,Not Clinically Relevant,,0.27,,ctrp_BRD-K86535717,0.27,.+.
nsc19630,Not Clinically Relevant,,0.26899999999999996,,ctrp_NSC19630,0.269,.+.
gmx-1778,Not Clinically Relevant,,0.26899999999999996,,ctrp_GMX-1778,0.269,.+.
gsk1059615,PI3Kα/β/δ/γ and mTOR inhibitor,,0.26899999999999996,,ctrp_GSK1059615,0.269,.+.
tgx-221,Not Clinically Relevant,,0.26899999999999996,,ctrp_TGX-221,0.269,.+.
triazolothiadiazine,Not Clinically Relevant,,0.268,,ctrp_triazolothiadiazine,0.268,.+.
brd-k30019337,Not Clinically Relevant,,0.267,,ctrp_BRD-K30019337,0.267,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.267,,ctrp_CAL-101,0.267,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.266,,ctrp_cimetidine,0.266,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.265,,ctrp_fluvastatin,0.265,.+.
brd-k27224038,Not Clinically Relevant,,0.265,,ctrp_BRD-K27224038,0.265,.+.
brd-k78574327,Not Clinically Relevant,,0.264,,ctrp_BRD-K78574327,0.264,.+.
pifithrin-alpha,Not Clinically Relevant,,0.264,,ctrp_pifithrin-alpha,0.264,.+.
zg-10,Not Clinically Relevant,0.264,,,gdsc_ZG-10,0.264,+..
fumonisin b1,Not Clinically Relevant,,0.263,,ctrp_fumonisin B1,0.263,.+.
brd-k71781559,Not Clinically Relevant,,0.263,,ctrp_BRD-K71781559,0.263,.+.
am-580,Not Clinically Relevant,,0.263,,ctrp_AM-580,0.263,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.263,,ctrp_nintedanib,0.263,.+.
brd-k96970199,Not Clinically Relevant,,0.263,,ctrp_BRD-K96970199,0.263,.+.
su11274,Not Clinically Relevant,,0.263,,ctrp_SU11274,0.263,.+.
hg-5-113-01,Not Clinically Relevant,0.262,,,gdsc_HG-5-113-01,0.262,+..
lrrk2-in-1,Not Clinically Relevant,,0.262,,ctrp_LRRK2-IN-1,0.262,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.262,,ctrp_dacarbazine,0.262,.+.
cd-1530,Not Clinically Relevant,,0.262,,ctrp_CD-1530,0.262,.+.
unc0638,Not Clinically Relevant,0.245,0.28,,gdsc_UNC0638,0.262,++.
parbendazole,Not Clinically Relevant,,0.261,,ctrp_parbendazole,0.261,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.3,0.22,,ctrp_daporinad,0.26,++.
ml312,Not Clinically Relevant,,0.26,,ctrp_ML312,0.26,.+.
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.26,,ctrp_cyclophosphamide,0.26,.+.
manumycin a,Not Clinically Relevant,,0.26,,ctrp_manumycin A,0.26,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.259,,ctrp_tamatinib,0.259,.+.
hli 373,Not Clinically Relevant,,0.259,,ctrp_HLI 373,0.259,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.258,,ctrp_momelotinib,0.258,.+.
gw-843682x,Not Clinically Relevant,,0.257,,ctrp_GW-843682X,0.257,.+.
nsc-207895,Not Clinically Relevant,0.256,,,gdsc_NSC-207895,0.256,+..
at7867,Not Clinically Relevant,,0.256,,ctrp_AT7867,0.256,.+.
ml311,Not Clinically Relevant,,0.256,,ctrp_ML311,0.256,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.255,,ctrp_rigosertib,0.255,.+.
brd-k41334119,Not Clinically Relevant,,0.255,,ctrp_BRD-K41334119,0.255,.+.
cil56,Not Clinically Relevant,,0.253,,ctrp_CIL56,0.253,.+.
cil70,Not Clinically Relevant,,0.253,,ctrp_CIL70,0.253,.+.
cd-437,Not Clinically Relevant,,0.253,,ctrp_CD-437,0.253,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.253,,ctrp_semagacestat,0.253,.+.
ar-42,Not Clinically Relevant,0.253,,,gdsc_AR-42,0.253,+..
fqi-1,Not Clinically Relevant,,0.252,,ctrp_FQI-1,0.252,.+.
r428,Not Clinically Relevant,,0.251,,ctrp_R428,0.251,.+.
camptothecin,Not Clinically Relevant,0.251,,,gdsc_Camptothecin,0.251,+..
curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.251,,ctrp_curcumin,0.251,.+.
ml031,Not Clinically Relevant,,0.251,,ctrp_ML031,0.251,.+.
fqi-2,Not Clinically Relevant,,0.251,,ctrp_FQI-2,0.251,.+.
brd-k70511574,Not Clinically Relevant,,0.25,,ctrp_BRD-K70511574,0.25,.+.
teniposide,Topo II inhibitor,,0.249,,ctrp_teniposide,0.249,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.249,,ctrp_silmitasertib,0.249,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.249,,ctrp_KX2-391,0.249,.+.
brd-k66453893,Not Clinically Relevant,,0.249,,ctrp_BRD-K66453893,0.249,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.249,,ctrp_mitomycin,0.249,.+.
tipifarnib-p2,Not Clinically Relevant,,0.248,,ctrp_tipifarnib-P2,0.248,.+.
nakiterpiosin,Not Clinically Relevant,,0.248,,ctrp_nakiterpiosin,0.248,.+.
brd-k94991378,Not Clinically Relevant,,0.248,,ctrp_BRD-K94991378,0.248,.+.
salermide,Not Clinically Relevant,,0.248,,ctrp_salermide,0.248,.+.
gant-61,Not Clinically Relevant,,0.247,,ctrp_GANT-61,0.247,.+.
bax channel blocker,Not Clinically Relevant,,0.247,,ctrp_Bax channel blocker,0.247,.+.
ouabain,Not Clinically Relevant,,0.24600000000000002,,ctrp_ouabain,0.246,.+.
bardoxolone methyl,Not Clinically Relevant,,0.245,,ctrp_bardoxolone methyl,0.245,.+.
ch-55,Not Clinically Relevant,,0.245,,ctrp_Ch-55,0.245,.+.
tw 37,Not Clinically Relevant,0.245,,,gdsc_TW 37,0.245,+..
nvp-231,Not Clinically Relevant,,0.244,,ctrp_NVP-231,0.244,.+.
brd-k48334597,Not Clinically Relevant,,0.244,,ctrp_BRD-K48334597,0.244,.+.
stf-31,Not Clinically Relevant,,0.244,,ctrp_STF-31,0.244,.+.
brd-k96431673,Not Clinically Relevant,,0.244,,ctrp_BRD-K96431673,0.244,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.243,,ctrp_GDC-0941,0.243,.+.
3-cl-ahpc,Not Clinically Relevant,,0.243,,ctrp_3-Cl-AHPC,0.243,.+.
brd-k35604418,Not Clinically Relevant,,0.242,,ctrp_BRD-K35604418,0.242,.+.
tivantinib,Met inhibitor,,0.242,,ctrp_tivantinib,0.242,.+.
brd-k14844214,Not Clinically Relevant,,0.242,,ctrp_BRD-K14844214,0.242,.+.
ko-143,Not Clinically Relevant,,0.24100000000000002,,ctrp_Ko-143,0.241,.+.
i-bet151,Not Clinically Relevant,,0.24100000000000002,,ctrp_I-BET151,0.241,.+.
brd-k34222889,Not Clinically Relevant,,0.24100000000000002,,ctrp_BRD-K34222889,0.241,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.239,,ctrp_PRL-3 inhibitor I,0.239,.+.
nvp-bez235,PI3K/mTOR inhibitor,,0.23800000000000002,,ctrp_NVP-BEZ235,0.238,.+.
tg-101348,JAK2 inhibitor,,0.23800000000000002,,ctrp_TG-101348,0.238,.+.
ci-976,Not Clinically Relevant,,0.23800000000000002,,ctrp_CI-976,0.238,.+.
kh-cb19,Not Clinically Relevant,,0.237,,ctrp_KH-CB19,0.237,.+.
cay10603,Not Clinically Relevant,0.237,,,gdsc_CAY10603,0.237,+..
clofarabine,purine nucleoside antimetabolite,,0.237,,ctrp_clofarabine,0.237,.+.
bleomycin a2,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands.",,0.237,,ctrp_bleomycin A2,0.237,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.237,,ctrp_MK-0752,0.237,.+.
ym-155,"YM155 (Sepantronium Bromide), survivin suppressant ",,0.23600000000000002,,ctrp_YM-155,0.236,.+.
unc0321,Not Clinically Relevant,,0.235,,ctrp_UNC0321,0.235,.+.
purmorphamine,Not Clinically Relevant,,0.235,,ctrp_purmorphamine,0.235,.+.
sch-79797,Not Clinically Relevant,,0.235,,ctrp_SCH-79797,0.235,.+.
blebbistatin,Not Clinically Relevant,,0.235,,ctrp_blebbistatin,0.235,.+.
fulvestrant,selective estrogen receptor degrader (SERD),,0.235,,ctrp_fulvestrant,0.235,.+.
etoposide,Topo II inhibitor,0.204,0.266,,gdsc_Etoposide,0.235,++.
vu0155056,Not Clinically Relevant,,0.23399999999999999,,ctrp_VU0155056,0.234,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.23399999999999999,,ctrp_vincristine,0.234,.+.
cx-5461,Not Clinically Relevant,0.233,,,gdsc_CX-5461,0.233,+..
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.233,,ctrp_GSK461364,0.233,.+.
brd1812,Not Clinically Relevant,,0.23199999999999998,,ctrp_BRD1812,0.232,.+.
ml210,Not Clinically Relevant,,0.231,,ctrp_ML210,0.231,.+.
dexamethasone,"synthetic corticosteroid, used to reduce inflammation",,0.231,,ctrp_dexamethasone,0.231,.+.
pf-573228,Not Clinically Relevant,,0.231,,ctrp_PF-573228,0.231,.+.
cay10618,Not Clinically Relevant,,0.231,,ctrp_CAY10618,0.231,.+.
nvp-bsk805,Not Clinically Relevant,,0.231,,ctrp_NVP-BSK805,0.231,.+.
mk-1775,Wee1 kinase inhibitor,,0.231,,ctrp_MK-1775,0.231,.+.
prima-1,Not Clinically Relevant,,0.231,,ctrp_PRIMA-1,0.231,.+.
srt-1720,Not Clinically Relevant,,0.231,,ctrp_SRT-1720,0.231,.+.
brd-a02303741,Not Clinically Relevant,,0.23,,ctrp_BRD-A02303741,0.23,.+.
palmostatin b,Not Clinically Relevant,,0.23,,ctrp_palmostatin B,0.23,.+.
az-3146,Not Clinically Relevant,,0.22899999999999998,,ctrp_AZ-3146,0.229,.+.
phloretin,Not Clinically Relevant,,0.22899999999999998,,ctrp_phloretin,0.229,.+.
genentech cpd 10,Not Clinically Relevant,0.22899999999999998,,,gdsc_Genentech Cpd 10,0.229,+..
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.228,,ctrp_alvocidib,0.228,.+.
ciclosporin,,,0.228,,ctrp_ciclosporin,0.228,.+.
sch-529074,Not Clinically Relevant,,0.226,,ctrp_SCH-529074,0.226,.+.
pf-3758309,Not Clinically Relevant,,0.226,,ctrp_PF-3758309,0.226,.+.
b02,Not Clinically Relevant,,0.226,,ctrp_B02,0.226,.+.
