Name	Score(0.95 MoE)	0.95 MoE	p-value	FDR	Score
mln2480			0.20920104166666667	0.9173011804384487	0.19964023479356555
zm447439			0.2098813988095238	0.9173011804384487	0.19940857000732096
sr-ii-138a			0.21350863095238096	0.9173011804384487	0.19828327759773398
cct036477			0.2156828869047619	0.9173011804384487	0.19763023940738425
tl-2-105			0.21895505952380953	0.9173011804384487	0.19653314808990988
cx-5461			0.22755089285714286	0.9090821366024519	0.19329677637705653
cay10576			0.22823556547619048	0.9090821366024519	0.1930131422839996
brd-k34485477			0.2342752976190476	0.9043358523725835	0.19025315646647004
qw-bi-011			0.23568452380952382	0.9042607394366198	0.18959103648349543
brd-k27986637			0.23775803571428572	0.9033980599647267	0.1885337652968983
fingolimod			0.2385796130952381	0.9033980599647267	0.18813391822766526
bcl-lzh-4			0.24049583333333333	0.9033396460176991	0.18720003519478046
fmk			0.24259345238095237	0.9024420212765957	0.1862081846004053
brd-k48334597			0.24478184523809524	0.9014328596802842	0.18517684449542926
brd-k01737880			0.24841979166666667	0.8986868327402134	0.1833255109730223
linsitinib			0.2484596726190476	0.8986868327402134	0.18330558465365232
brd-k17060750			0.250453125	0.8986868327402134	0.18224578456902693
brd-k88742110			0.2510126488095238	0.8986868327402134	0.1819499226939113
bardoxolone methyl			0.25186711309523807	0.8986868327402134	0.18146958506328004
cucurbitacin i			0.2521816964285714	0.8986868327402134	0.18130160167614534
xl765			0.2652752976190476	0.8880127697841727	0.17372126211398806
azd6244			0.2667623511904762	0.8878122522522524	0.17279533920702558
gdc-0879			0.27586875	0.8783687725631769	0.16750080203672296
pha-665752			0.2759940476190476	0.8783687725631769	0.16742917595456355
obatoclax			0.27672559523809526	0.8783687725631769	0.16700107762933158
seliciclib			0.27856636904761906	0.8783687725631769	0.16600908819448348
darinaparsin			0.28098318452380955	0.8783687725631769	0.16467052760395515
abt-199			0.28163125	0.8783687725631769	0.1643339075401753
ipr-456			0.28247723214285714	0.8783687725631769	0.16386034715914455
at-406			0.284440625	0.8783687725631769	0.16278427517243194
o-6-benzylguanine			0.29416949404761905	0.868714652014652	0.15751758351367043
unc0638			0.2980355654761905	0.8655416513761468	0.15561553318467164
brd-k11533227			0.2988363095238095	0.8655416513761468	0.15523584523900957
cid-5951923			0.299496130952381	0.8655416513761468	0.15491284305258643
brd-k84807411			0.30366919642857143	0.8633476014760146	0.15292193231821408
kin001-244			0.3043157738095238	0.8633476014760146	0.15262053985126442
avrainvillamide			0.3066674107142857	0.8628140740740741	0.15156425123889794
iox2			0.30897589285714283	0.8615367346938775	0.15057780304433976
968			0.30954419642857145	0.8615367346938775	0.15035924242454823
plx4720			0.31075580357142857	0.8615367346938775	0.1498716282576327
fulvestrant			0.31369032738095237	0.8604481343283582	0.14876638434702458
nsc23766			0.31475550595238094	0.8604481343283582	0.1483658526951689
cerulenin			0.3162510416666667	0.8604481343283582	0.1478440996887879
nutlin-3			0.31650104166666665	0.8604481343283582	0.14775249590389455
brd-k02251932			0.3199894345238095	0.858960902255639	0.1465133974934777
sb-525334			0.32145654761904763	0.858721845574388	0.1460225181103645
brd6340			0.32166979166666665	0.858721845574388	0.14595626134173675
gmx-1778			0.3241126488095238	0.8585943289224953	0.1451865124681672
bx796			0.3241638392857143	0.8585943289224953	0.1451659075652374
tgx-221			0.32447276785714285	0.8585943289224953	0.14507428792027632
bix-01294			0.3281394345238095	0.8583467680608364	0.14397057550611192
nsc-87877			0.32848392857142855	0.8583467680608364	0.14386626506401662
gossypol			0.3287016369047619	0.8583467680608364	0.14380783221474144
skepinone-l			0.3298122023809524	0.8583467680608364	0.14348863526319555
brd-k28456706			0.3299934523809524	0.8583467680608364	0.14343615507194557
cyanoquinoline 11			0.3326635416666667	0.8583467680608364	0.14268382468646368
oligomycin a			0.3348782738095238	0.8583467680608364	0.14208153545471552
pf-543			0.33696339285714283	0.8583467680608364	0.1415201770643934
aew541			0.3421199404761905	0.8534662162162162	0.14017716894106166
pf-750			0.3426690476190476	0.8534662162162162	0.1400340450784163
tgx221			0.34326354166666667	0.8534662162162162	0.13987179142028813
16-beta-bromoandrosterone			0.34340699404761904	0.8534662162162162	0.13983296563304623
i-bet151			0.34363199404761907	0.8534662162162162	0.13978321863528126
bax channel blocker			0.3438863095238095	0.8534662162162162	0.13972220915579672
itraconazole			0.3470657738095238	0.8534662162162162	0.1389380905049551
vx-702			0.3490617559523809	0.8534662162162162	0.13848006217375022
bx-912			0.34922113095238094	0.8534662162162162	0.13844492334981823
wz4002			0.3521706845238095	0.8534662162162162	0.13769877015136384
myricetin			0.35400952380952383	0.8534662162162162	0.13724683160940482
sz4ta2			0.35456502976190474	0.8534662162162162	0.1371083971218662
wp1130			0.36404598214285716	0.8445873517786562	0.13500537761549672
gsk319347a			0.365865625	0.8438384158415843	0.13465201599886895
brd-k45681478			0.36587857142857144	0.8438384158415843	0.13464913989882643
xmd13-2			0.36708511904761904	0.8438384158415843	0.13443576532331356
talazoparib			0.36801488095238094	0.8438384158415843	0.13427377973843246
ym201636			0.37006428571428573	0.8438384158415843	0.13387775261502963
ml083			0.3703485119047619	0.8438384158415843	0.13382204871122574
nsc19630			0.37211443452380955	0.8438384158415843	0.1334808709167964
ciclosporin			0.3721254464285714	0.8438384158415843	0.13347876825886804
cay10603			0.37667232142857143	0.8428094567404426	0.13255001905263983
cil55			0.3793239583333333	0.840916129032258	0.13204282372856194
brd-k42260513			0.3806498511904762	0.8408149494949494	0.13175851562515023
brd-m00053801			0.38277425595238096	0.8396271255060729	0.1312292537678409
brd-k86535717			0.383621875	0.8396271255060729	0.13103436833423987
pl-di			0.38544866071428574	0.8393873983739838	0.13062489436025781
necrosulfonamide			0.38621488095238093	0.8393873983739838	0.13045466674421485
gw-405833			0.39065267857142855	0.8356765306122449	0.12935788257078804
brd4132			0.3948925595238095	0.8315588957055216	0.12792764201231083
ml239			0.39581934523809525	0.8315588957055216	0.12760000884088457
genentech cpd 10			0.3980973214285714	0.8305517453798767	0.1266664524147738
osi-930			0.4121197916666667	0.8128716049382716	0.11848263867959916
dinaciclib			0.4121456845238095	0.8128716049382716	0.11846133937471774
azd0530			0.4125270833333333	0.8128716049382716	0.11821155693225635
dasatinib			0.41311220238095236	0.8128716049382716	0.11778961691536921
vaf-347			0.41401205357142856	0.8128716049382716	0.11715114159229584
pd-0325901			0.41631651785714285	0.8128716049382716	0.11553520187105198
brd-k30748066			0.4242391369047619	0.8060654166666666	0.11001799466106797
ql-xii-47			0.43300208333333334	0.7954544885177453	0.10377126158120384
gsk2636771			0.4435315476190476	0.7823156903765689	0.09772413513396276
marinopyrrole a			0.4442532738095238	0.7823156903765689	0.09733233866557982
abt-737			0.4447169642857143	0.7823156903765689	0.0970848124107917
masitinib			0.44850982142857143	0.7802136842105263	0.09502444684916785
blebbistatin			0.45223035714285714	0.7765850210970463	0.09298188905655691
ml029			0.45741696428571427	0.7708581395348836	0.08962158281074294
zd-6474			0.46770104166666665	0.7578495762711864	0.07948472684520011
elcpk			0.4712894345238095	0.7543388535031847	0.07532546694130668
brd-k92856060			0.4756252976190476	0.7497444680851064	0.07070019757341378
brd-k44224150			0.47800238095238096	0.7479371002132196	0.06819775438700028
bexarotene			0.4835080357142857	0.7416297008547009	0.06237097995545141
mln2238			0.4850188988095238	0.7410436830835118	0.060760898591609554
kin001-236			0.48951026785714286	0.7361570815450643	0.055835869568821354
regorafenib			0.4931456845238095	0.7324864516129032	0.051792681832155435
pluripotin			0.494990625	0.7313931034482759	0.049789969134088945
cd-1530			0.4955558035714286	0.7313931034482759	0.049115067923097944
rita			0.49682366071428574	0.7313931034482759	0.047519340015652126
alectinib			0.48412098214285715	0.7057034707158352	-0.04488763464142996
sns-032			0.4826700892857143	0.7051180434782609	-0.046591976070417866
ml334 diastereomer			0.48122842261904764	0.7045435729847495	-0.048062248203866745
kin001-260			0.4792315476190476	0.7031519650655021	-0.04999369131989723
tretinoin			0.47819925595238094	0.7031519650655021	-0.05095617044503824
n9-isopropylolomoucine			0.4764647321428571	0.7021585526315789	-0.0525739026016784
repligen 136			0.4741577380952381	0.7002945054945054	-0.05486980693205227
tosedostat			0.4738361607142857	0.7002945054945054	-0.05518137210753523
decitabine			0.47261041666666664	0.7002945054945054	-0.056388309217790124
gsk429286a			0.47110907738095237	0.7002945054945054	-0.05783086233662377
entinostat			0.47031488095238094	0.7002945054945054	-0.058578630711986525
cyclophosphamide			0.46922291666666666	0.7002945054945054	-0.05958792632472648
1s,3r-rsl-3			0.46853958333333334	0.7002945054945054	-0.06012265883705906
parthenolide			0.4671891369047619	0.7002945054945054	-0.061350735343972757
birb-796			0.4622403273809524	0.6949116331096197	-0.06563594837145661
ch-55			0.4570925595238095	0.6887134529147982	-0.0704467878312164
prochlorperazine			0.45512916666666664	0.6872961797752809	-0.07232208472014444
tozasertib			0.45448705357142855	0.6872961797752809	-0.07286047168280947
imatinib			0.45152113095238094	0.6849259593679459	-0.07579941534132927
tipifarnib-p2			0.45021934523809526	0.6844963800904977	-0.07719132866130764
fqi-1			0.4497366071428571	0.6844963800904977	-0.07772929024187211
gant-61			0.4456921130952381	0.6806934090909091	-0.08185665003582969
olaparib			0.44240997023809525	0.6772198177676537	-0.08516962672976466
procarbazine			0.4422122023809524	0.6772198177676537	-0.08535766760631074
jw-480			0.4418502976190476	0.6772198177676537	-0.08571629883412138
sgx-523			0.44150431547619046	0.6772198177676537	-0.0860354720129463
salermide			0.44142276785714285	0.6772198177676537	-0.0861045577145762
importazole			0.4408133928571429	0.6772198177676537	-0.08665066965142562
mitomycin-c			0.4405328869047619	0.6772198177676537	-0.08687893417327607
ml006			0.43956175595238095	0.6772198177676537	-0.08766631449389004
bms-345541			0.4394016369047619	0.6772198177676537	-0.08779778460907026
brd-k52037352			0.43750714285714287	0.6772198177676537	-0.08924104074630955
px-12			0.4374352678571429	0.6772198177676537	-0.08928752608966706
cyclopamine			0.43719285714285716	0.6772198177676537	-0.08944079462518864
hc-067047			0.4365717261904762	0.6772198177676537	-0.08985329564927305
brd-k16147474			0.43520089285714286	0.6772198177676537	-0.0907445572966405
rigosertib			0.43196086309523807	0.6772198177676537	-0.09267015174281978
simvastatin			0.43119419642857143	0.6772198177676537	-0.09309500708612034
cmk			0.42921458333333334	0.6772198177676537	-0.09416848747242056
xmd14-99			0.42756830357142855	0.6772198177676537	-0.09502015346252748
brd-k49290616			0.42597872023809524	0.6772198177676537	-0.09582024061337209
tw 37			0.4253927083333333	0.6772198177676537	-0.0961102129975246
zebularine			0.42156830357142855	0.676119093078759	-0.09800790797170103
palmostatin b			0.4215559523809524	0.676119093078759	-0.0980144777963876
trametinib			0.4208534226190476	0.676119093078759	-0.09837306757974469
cp466722			0.4197480654761905	0.676119093078759	-0.09894145571057311
y-39983			0.41499508928571427	0.671992048192771	-0.10172909090956118
nsc30930			0.4142401785714286	0.671992048192771	-0.1022187334081664
linifanib			0.41377232142857145	0.671992048192771	-0.10252415166008212
sirolimus			0.40933839285714285	0.6676587378640776	-0.10572690496253642
mk-0752			0.40679955357142855	0.6651321167883211	-0.10757309028218913
bendamustine			0.4057715773809524	0.6650695121951219	-0.10836623747505138
sn-38			0.40355267857142857	0.6630498777506113	-0.1099827206204616
tandutinib			0.39973214285714287	0.6583823529411765	-0.11272093371494789
brd9647			0.39887752976190477	0.6583823529411765	-0.11334660353430624
17-aag			0.3962008928571429	0.65578078817734	-0.11526063061491908
brd-k50799972			0.3952592261904762	0.65578078817734	-0.11594287280447185
azd1480			0.39438035714285713	0.65578078817734	-0.11655610351091318
fqi-2			0.3893157738095238	0.6491816377171216	-0.11989885071110208
refametinib			0.3887275297619048	0.6491816377171216	-0.12028544034054804
kpt185			0.3886791666666667	0.6491816377171216	-0.12031928437540619
rg-108			0.3883486607142857	0.6491816377171216	-0.12054070897938264
lenalidomide			0.38641651785714287	0.6491816377171216	-0.12172737409998455
npk76-ii-72-1			0.3854869047619048	0.6491816377171216	-0.12227231869662741
khs101			0.3843044642857143	0.6491816377171216	-0.12292119168560942
serdemetan			0.3836282738095238	0.6491816377171216	-0.12324061934988514
ng-25			0.3827575892857143	0.6491816377171216	-0.12367674218358836
omacetaxine mepesuccinate			0.38161502976190476	0.6491816377171216	-0.12425341583127444
methylstat			0.38145535714285717	0.6491816377171216	-0.12433605854402224
ym-155			0.381141369047619	0.6491816377171216	-0.12449812344234926
sitagliptin			0.38078839285714283	0.6491816377171216	-0.12467717263940956
brd-k02492147			0.379599255952381	0.6491816377171216	-0.12527607929595885
brd-k09344309			0.3787745535714286	0.6491816377171216	-0.12569372520186078
panobinostat			0.3780563988095238	0.6491816377171216	-0.12604090870891585
mitomycin			0.37760535714285715	0.6491816377171216	-0.12625480109588622
sr8278			0.3772800595238095	0.6491816377171216	-0.12641804441310273
selumetinib			0.3763327380952381	0.6491816377171216	-0.12682058619461697
vnlg/124			0.3762840773809524	0.6491816377171216	-0.12683997625157464
pd318088			0.37627916666666666	0.6491816377171216	-0.12684436742083452
nvp-bsk805			0.37464345238095237	0.6491816377171216	-0.12756363751463534
brd-k24690302			0.3745517857142857	0.6491816377171216	-0.12760484852189596
phenformin			0.37386056547619045	0.6491816377171216	-0.1279225317376392
brd1812			0.3733668154761905	0.6491816377171216	-0.12810968867171357
bleomycin (50 um)			0.37266994047619045	0.6491816377171216	-0.12834239367171343
omipalisib			0.3725886904761905	0.6491816377171216	-0.1283662835057519
bafilomycin a1			0.36802276785714283	0.6491816377171216	-0.12954144036032364
ly-2183240			0.36763050595238095	0.6491816377171216	-0.12963534527727896
col-3			0.3623013392857143	0.6491816377171216	-0.13098080414107174
pik-93			0.36059583333333334	0.6491816377171216	-0.1314274720335104
ro4929097			0.36013080357142857	0.6491816377171216	-0.13154682637061305
etoposide			0.3597232142857143	0.6491816377171216	-0.1316568491045685
brd-k55116708			0.35890863095238096	0.6491816377171216	-0.13187437399917257
(5z)-7-oxozeaenol			0.3587037202380952	0.6491816377171216	-0.13193254928975365
brd-k48477130			0.3581016369047619	0.6491816377171216	-0.13211273839535814
brefeldin a			0.35703229166666667	0.6491816377171216	-0.13241336567029685
cytarabine			0.35401443452380954	0.6491816377171216	-0.13311552719687889
akt inhibitor viii			0.35346666666666665	0.6491816377171216	-0.13325497065214195
brd9876			0.3532489583333333	0.6491816377171216	-0.13331293779421247
dacinostat			0.3481715773809524	0.6445490358126722	-0.13472289319447048
lestauritinib			0.34369627976190475	0.6380218232044199	-0.1359484076539614
brd-k97651142			0.3427171130952381	0.6379664819944599	-0.13619556314795128
brd-k96970199			0.34234404761904763	0.6379664819944599	-0.13628812978343155
betulinic acid			0.34186354166666666	0.6379664819944599	-0.1364261573726018
ibrutinib			0.3412880952380952	0.6379664819944599	-0.13657662043751828
sb-225002			0.3412629464285714	0.6379664819944599	-0.13658250928981724
brd-k63431240			0.3407952380952381	0.6379664819944599	-0.1367121286672175
gw-843682x			0.3399904761904762	0.6379664819944599	-0.13694207082914261
camptothecin			0.3395950892857143	0.6379664819944599	-0.13706227245847522
jnk inhibitor viii			0.33807098214285713	0.6379664819944599	-0.13749776106630887
tg-100-115			0.33492738095238095	0.6379664819944599	-0.13836151852445897
gefitinib			0.3345447916666667	0.6379664819944599	-0.13847130467245633
c6-ceramide			0.33441279761904763	0.6379664819944599	-0.1385101698876033
sj-172550			0.33334151785714283	0.6379664819944599	-0.1388282500120273
5-fluorouracil			0.3320965773809524	0.6379664819944599	-0.1391905154425189
am-580			0.33186934523809525	0.6379664819944599	-0.13925952511503698
brd-a05715709			0.3310255952380952	0.6379664819944599	-0.1394941062210464
temozolomide			0.3304983630952381	0.6379664819944599	-0.13965151099483608
dexamethasone			0.329860119047619	0.6379664819944599	-0.1398478408686689
mst-312			0.32786666666666664	0.6379664819944599	-0.14044473315291825
bms-270394			0.32383080357142857	0.6362991228070176	-0.14167571513696028
prima-1			0.3214363095238095	0.6334463343108505	-0.14243418471554567
idelalisib			0.31986875	0.6322111764705882	-0.14289813267043094
whi-p97			0.3191556547619048	0.6322111764705882	-0.14311327663401038
ql-xi-92			0.31881636904761906	0.6322111764705882	-0.1432139360504508
ml031			0.3179846726190476	0.6322111764705882	-0.143464599428401
ex-527			0.3169766369047619	0.6322111764705882	-0.1437653733850784
brd-k04800985			0.31502604166666665	0.6319328358208954	-0.1443588575026216
cil55a			0.3136525297619048	0.631061377245509	-0.14478461689297767
pf2341066			0.31254583333333336	0.6307231231231232	-0.14512071356923154
brd-k90370028			0.3123497023809524	0.6307231231231232	-0.14517846247526123
spautin-1			0.31023050595238094	0.6298335347432024	-0.14586456420601096
stf-31			0.3098555059523809	0.6298335347432024	-0.14598113832333243
thalidomide			0.3091126488095238	0.6298335347432024	-0.1462327200591302
fluvastatin			0.30846413690476193	0.6298335347432024	-0.14643982453584029
veliparib			0.30773244047619047	0.6298335347432024	-0.1466791882846267
brd-k64610608			0.3067918154761905	0.6298335347432024	-0.14699609496535873
ml162			0.30099806547619046	0.6223713846153845	-0.1489653796835093
tacedinaline			0.2999501488095238	0.6221188271604938	-0.14934613997954882
gw843682x			0.2988095238095238	0.621671826625387	-0.14976460278260964
mk-1775			0.2980696428571429	0.621671826625387	-0.15004199062846837
nvp-bhg712			0.2976553571428571	0.621671826625387	-0.1501964360271106
ku-60019			0.2974875	0.621671826625387	-0.1502576765764579
a-804598			0.29554419642857144	0.621671826625387	-0.1509936287073436
erlotinib			0.29500133928571426	0.621671826625387	-0.15121123291810049
topotecan			0.2937214285714286	0.621671826625387	-0.1517180548794324
nvp-bez235			0.2924590773809524	0.621671826625387	-0.1522396816055858
cudc-101			0.2921610119047619	0.621671826625387	-0.15235718136711363
sorafenib			0.2914395833333333	0.621671826625387	-0.15264465309050673
ceranib-2			0.29103050595238095	0.621671826625387	-0.15281441332731158
sch-79797			0.2899095238095238	0.621671826625387	-0.1533070486927191
elocalcitol			0.2889330357142857	0.621671826625387	-0.15374895252210785
irinotecan			0.28702991071428574	0.621671826625387	-0.154632314912185
brd-k26531177			0.28688035714285715	0.621671826625387	-0.1546926925721682
brd-k70511574			0.28515014880952383	0.621671826625387	-0.15550681675553454
unc0321			0.28417291666666666	0.621671826625387	-0.15598251244011793
sb590885			0.27993377976190476	0.6147565359477124	-0.15805203214473248
ku 0060648			0.27895401785714286	0.6146134426229508	-0.15854756491947675
brd-k80183349			0.27788348214285713	0.6142687499999999	-0.15909379386272962
xmd11-85h			0.2765157738095238	0.6132627062706271	-0.1598076058510535
fgin-1-27			0.2759827380952381	0.6132627062706271	-0.16009751118009638
s-trityl-l-cysteine			0.27419940476190474	0.6121661129568106	-0.16103481095882394
bms-754807			0.27222291666666665	0.6097793333333332	-0.1620383386741925
temsirolimus			0.27125119047619045	0.6096347826086956	-0.16255107061903987
etp-46464			0.2704691964285714	0.6096347826086956	-0.162973019028322
isonicotinohydroxamic acid			0.2690272321428571	0.6087080808080808	-0.16374671768167973
fh535			0.26844375	0.6087080808080808	-0.16405966169493397
vincristine			0.2682778273809524	0.6087080808080808	-0.16415206000395904
jw-74			0.2679440476190476	0.6087080808080808	-0.16432281710283456
brd-k75293299			0.26555907738095236	0.6087080808080808	-0.1655487969307204
brd-k78574327			0.26551651785714286	0.6087080808080808	-0.16557243572435124
midostaurin			0.2654797619047619	0.6087080808080808	-0.16558820875339256
hli 373			0.26547589285714285	0.6087080808080808	-0.16559003368050368
nsc632839			0.26476949404761907	0.6087080808080808	-0.1659395537877328
kw-2449			0.26459151785714285	0.6087080808080808	-0.16603158356931616
wz-1-84			0.2637581845238095	0.6087080808080808	-0.16646330214639085
brd-a71883111			0.2633276785714286	0.6087080808080808	-0.16668604615466912
cetuximab			0.26257113095238094	0.6087080808080808	-0.16708540726015753
vx-11e			0.2610925595238095	0.6087080808080808	-0.1678891019000488
pelitinib			0.26091636904761906	0.6087080808080808	-0.16799403350254258
epigallocatechin-3-monogallate			0.2601168154761905	0.6087080808080808	-0.16842639534315293
foretinib			0.2592058035714286	0.6087080808080808	-0.16891668096591203
as605240			0.2563434523809524	0.6087080808080808	-0.170509918600065
chm-1			0.2558778273809524	0.6087080808080808	-0.17076180952648193
mgcd-265			0.2556157738095238	0.6087080808080808	-0.17090282149077513
cay10618			0.254803125	0.6087080808080808	-0.1713588049961216
bms-509744			0.25196026785714287	0.6087080808080808	-0.173009554607787
lapatinib			0.2491982142857143	0.6087080808080808	-0.1745581968170218
vismodegib			0.2486625	0.6087080808080808	-0.17485991187247696
3-cl-ahpc			0.24595565476190476	0.6054293040293041	-0.1763842169872008
purmorphamine			0.2442422619047619	0.6034220588235294	-0.177355160164157
pifithrin-alpha			0.24168779761904763	0.5993143911439115	-0.17878914445876734
palbociclib			0.24003839285714285	0.5974288888888888	-0.17971294096787482
brd-k30019337			0.2385547619047619	0.5959434944237918	-0.18049504029973765
prima-1-met			0.23827261904761904	0.5959434944237918	-0.18065347253113992
sb216763			0.2373107142857143	0.5959434944237918	-0.18120060490501408
silmitasertib			0.2373075892857143	0.5959434944237918	-0.18120330451906752
b02			0.2352659226190476	0.5959434944237918	-0.18228307689932485
azd7762			0.23411428571428572	0.5959272727272727	-0.18292241434605863
jw-55			0.23371889880952382	0.5959272727272727	-0.18313469495315168
