drug,score,moa
semaxanib,-0.535,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia"
tretinoin,-0.538,Retinoid
topotecan,-0.552,Topo I inhibitor
daunorubicin,-0.553,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
crizotinib,-0.567,"ALK, ROS1 and MET inhibitor"
fludarabine,-0.579,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase."
triptolide,-0.583,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
phenformin,-0.601,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer
mitoxantrone,-0.602,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair 
bromfenac,-0.625,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye"
azacitidine,-0.626,"Nucleoside analog, inhibitor of DNA methylation and DNA/RNA synthesis (Vidaza)"
YM-155,-0.627,"YM155 (Sepantronium Bromide), survivin suppressant "
dactinomycin,-0.631,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase
ubenimex,-0.631,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia"
erismodegib,-0.652,Hedgehog (Smoothened) antagonist (LDE225)
pidorubicine,-0.655,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
dasatinib,-0.662,"BCR-Abl, Src, c-Kit inhibitor"
alvocidib,-0.666,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
daunorubicin,-0.677,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
vincristine,-0.679,"binds tubulin, disrupts microtubule dynamics"
GDC-0941,-0.684,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
toremifene,-0.685,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen
cyclophosphamide,-0.691,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)"
etomoxir,-0.692,"agonist of PPARα, inhibitor of carnitine palmitoyltransferase-1 (CPT-1)"
vinblastine,-0.696,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine"
vinblastine,-0.711,"disrupts microtubule dynamics; vinca alkaloid, chemical analogue of vincristine"
MLN-2238,-0.730,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome "
prochlorperazine,-0.735,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
hydrocortisone,-0.740,Anti-inflammatory
sirolimus,-0.741,"rapamycin, mTOR inhibitor"
hydrocortisone,-0.764,Anti-inflammatory
neratinib,-0.769,Her2 and EGFR inhibitor
pirarubicin,-0.771,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
aminoglutethimide,-0.775,"anti-steroid, used in the treatment of metastatic breast cancer"
erlotinib,-0.782,EGFR inhibitor (Tarceva)
quizartinib,-0.789,Flt3 inhibitor
cimetidine,-0.789,(Tagamet) Antacid and antihistamine
letrozole,-0.791,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer"
riluzole,-0.799,"Blocks TTX-sensitive sodium channels, and kainate and NMDA glutamate receptors"
doxorubicin,-0.803,"Topo II inhibitor, DNA intercalator"
ZSTK-474,-0.810,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
tozasertib,-0.812,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
fluvastatin,-0.814,"HMG-CoA reductase inhibitor,"
fludarabine,-0.816,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase."
metformin,-0.833,Anti-diabetic AMPK Activator - mTOR Inhibitor - Autophagy inducer
homoharringtonine,-0.836,"natural product, protein translation inhibitor, used for myeloid leukemia"
tofacitinib,-0.839,JAK Kinase inhibitor
tivozanib,-0.840,VEGFR inhibitor
mitomycin-c,-0.846,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
curcumin,-0.848,"Natural Product, component of turmeric, may function as HDAC inhibitor"
idarubicin,-0.853,"Topo II inhibitor, intercalates into DNA, anthracycline"
daunorubicin,-0.853,"Analog of doxorubicin, DNA intercalator, Topo II antagonist"
sulindac,-0.858,Nonsteroidal anti-Inflammatory drug
bosutinib,-0.860,"BCR-Abl, Src, Lyn and Hck inhibitor"
paclitaxel,-0.865,disrupts microtubule dynamics
veliparib,-0.866,PARP inhibitor.
busulfan,-0.883,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication"
lovastatin,-0.886,"HMG-CoA reductase inhibitor,"
GSK-1059615,-0.891,PI3Kα/β/δ/γ and mTOR inhibitor
propranolol,-0.900,"beta-blocker, used to treat high blood pressure, may have anti-cancer activity"
imiquimod,-0.912,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. "
saracatinib,-0.912,"kinase inhibitor, with selectivity against Src and Bcr-Abl"
alfuzosin,-0.913,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH."
OSI-027,-0.923,mTORC1 and mTORC2 inhibitor
ruxolitinib,-0.940,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera"
tozasertib,-0.951,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
MK-1775,-0.978,Wee1 kinase inhibitor
AZD-7762,-0.980, Chk1 / Chk2 inhibitor
pazopanib,-0.980,"KIT, FGFR, PDGFR and VEGFR inhibitor"
linsitinib,-0.989,IGF-1R inhibitor
docetaxel,-0.995,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
