,moa,GDSC,CTRP,CCLE,drug,score,evidence
necrostatin-1,Not Clinically Relevant,,0.33399999999999996,,ctrp_necrostatin-1,0.334,.+.
bendamustine,alkylating agent,,0.33299999999999996,,ctrp_bendamustine,0.333,.+.
ml006,Not Clinically Relevant,,0.33299999999999996,,ctrp_ML006,0.333,.+.
omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.33299999999999996,,ctrp_omacetaxine mepesuccinate,0.333,.+.
brd6340,Not Clinically Relevant,,0.332,,ctrp_BRD6340,0.332,.+.
jw-480,Not Clinically Relevant,,0.332,,ctrp_JW-480,0.332,.+.
bms-754807,Not Clinically Relevant,0.327,0.336,,gdsc_BMS-754807,0.332,++.
apicidin,Not Clinically Relevant,,0.33,,ctrp_apicidin,0.33,.+.
sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.32899999999999996,,ctrp_sildenafil,0.329,.+.
rita,Not Clinically Relevant,,0.32899999999999996,,ctrp_RITA,0.329,.+.
ml029,Not Clinically Relevant,,0.32899999999999996,,ctrp_ML029,0.329,.+.
isox,Not Clinically Relevant,,0.32899999999999996,,ctrp_ISOX,0.329,.+.
manumycin a,Not Clinically Relevant,,0.32799999999999996,,ctrp_manumycin A,0.328,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.32799999999999996,,ctrp_brivanib,0.328,.+.
ml031,Not Clinically Relevant,,0.32799999999999996,,ctrp_ML031,0.328,.+.
brd-k61166597,Not Clinically Relevant,,0.327,,ctrp_BRD-K61166597,0.327,.+.
brd-k16147474,Not Clinically Relevant,,0.327,,ctrp_BRD-K16147474,0.327,.+.
bibr-1532,Not Clinically Relevant,,0.327,,ctrp_BIBR-1532,0.327,.+.
brd-k41597374,Not Clinically Relevant,,0.326,,ctrp_BRD-K41597374,0.326,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.326,,ctrp_thalidomide,0.326,.+.
nvp-adw742,Not Clinically Relevant,,0.325,,ctrp_NVP-ADW742,0.325,.+.
nsc19630,Not Clinically Relevant,,0.325,,ctrp_NSC19630,0.325,.+.
ar-42,Not Clinically Relevant,0.325,,,gdsc_AR-42,0.325,+..
abt-199,Bcl2 inhibitor,,0.325,,ctrp_ABT-199,0.325,.+.
cay10576,Not Clinically Relevant,,0.325,,ctrp_CAY10576,0.325,.+.
hc-067047,Not Clinically Relevant,,0.325,,ctrp_HC-067047,0.325,.+.
nsc23766,Not Clinically Relevant,,0.324,,ctrp_NSC23766,0.324,.+.
bms-536924,Not Clinically Relevant,0.37200000000000005,0.27699999999999997,,ctrp_BMS-536924,0.324,++.
mgcd-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.324,,ctrp_MGCD-265,0.324,.+.
brd-k11533227,Not Clinically Relevant,,0.32299999999999995,,ctrp_BRD-K11533227,0.323,.+.
elcpk,Not Clinically Relevant,,0.32299999999999995,,ctrp_ELCPK,0.323,.+.
5-fluorouracil,antimetabolite,0.322,,,gdsc_5-Fluorouracil,0.322,+..
sgx-523, Met inhibitor,,0.322,,ctrp_SGX-523,0.322,.+.
brd-k86535717,Not Clinically Relevant,,0.321,,ctrp_BRD-K86535717,0.321,.+.
i-bet-762,Not Clinically Relevant,0.32,,,gdsc_I-BET-762,0.32,+..
tpca-1,Not Clinically Relevant,0.384,0.255,,ctrp_TPCA-1,0.32,++.
su11274,Not Clinically Relevant,,0.319,,ctrp_SU11274,0.319,.+.
brd-k04800985,Not Clinically Relevant,,0.318,,ctrp_BRD-K04800985,0.318,.+.
lrrk2-in-1,Not Clinically Relevant,,0.318,,ctrp_LRRK2-IN-1,0.318,.+.
lomeguatrib,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. ",,0.318,,ctrp_lomeguatrib,0.318,.+.
nsc95397,Not Clinically Relevant,,0.318,,ctrp_NSC95397,0.318,.+.
nsc48300,Not Clinically Relevant,,0.317,,ctrp_NSC48300,0.317,.+.
lbh-589,HDAC inhibitor,,0.317,,ctrp_LBH-589,0.317,.+.
brd-k17060750,Not Clinically Relevant,,0.317,,ctrp_BRD-K17060750,0.317,.+.
fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.317,,ctrp_fingolimod,0.317,.+.
sb-225002,Not Clinically Relevant,,0.317,,ctrp_SB-225002,0.317,.+.
mst-312,Not Clinically Relevant,,0.316,,ctrp_MST-312,0.316,.+.
pandacostat,Not Clinically Relevant,,0.316,,ctrp_pandacostat,0.316,.+.
brd-k44224150,Not Clinically Relevant,,0.315,,ctrp_BRD-K44224150,0.315,.+.
cediranib,VEGFR inhibitor,,0.315,,ctrp_cediranib,0.315,.+.
erastin,Not Clinically Relevant,,0.314,,ctrp_erastin,0.314,.+.
am-580,Not Clinically Relevant,,0.314,,ctrp_AM-580,0.314,.+.
wz3105,Not Clinically Relevant,0.314,,,gdsc_WZ3105,0.314,+..
ml162,Not Clinically Relevant,,0.314,,ctrp_ML162,0.314,.+.
isoevodiamine,Not Clinically Relevant,,0.313,,ctrp_isoevodiamine,0.313,.+.
zg-10,Not Clinically Relevant,0.313,,,gdsc_ZG-10,0.313,+..
zm447439,Not Clinically Relevant,0.313,,,gdsc_ZM447439,0.313,+..
tivantinib,Met inhibitor,,0.312,,ctrp_tivantinib,0.312,.+.
ml083,Not Clinically Relevant,,0.312,,ctrp_ML083,0.312,.+.
camptothecin,Not Clinically Relevant,0.312,,,gdsc_Camptothecin,0.312,+..
cyclophosphamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA (Cytoxan)",,0.312,,ctrp_cyclophosphamide,0.312,.+.
brd-k37390332,Not Clinically Relevant,,0.311,,ctrp_BRD-K37390332,0.311,.+.
hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.31,,ctrp_hyperforin,0.31,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.31,,ctrp_nintedanib,0.31,.+.
stf-31,Not Clinically Relevant,,0.309,,ctrp_STF-31,0.309,.+.
genentech cpd 10,Not Clinically Relevant,0.308,,,gdsc_Genentech Cpd 10,0.308,+..
fgin-1-27,Not Clinically Relevant,,0.308,,ctrp_FGIN-1-27,0.308,.+.
ql-x-138,Not Clinically Relevant,0.308,,,gdsc_QL-X-138,0.308,+..
pyr-41,Not Clinically Relevant,,0.308,,ctrp_PYR-41,0.308,.+.
brd-k84807411,Not Clinically Relevant,,0.307,,ctrp_BRD-K84807411,0.307,.+.
gw-843682x,Not Clinically Relevant,,0.307,,ctrp_GW-843682X,0.307,.+.
at-406,Not Clinically Relevant,,0.306,,ctrp_AT-406,0.306,.+.
pf-184,Not Clinically Relevant,,0.306,,ctrp_PF-184,0.306,.+.
sb-525334,Not Clinically Relevant,,0.306,,ctrp_SB-525334,0.306,.+.
cay10603,Not Clinically Relevant,0.305,,,gdsc_CAY10603,0.305,+..
pitstop2,Not Clinically Relevant,,0.305,,ctrp_pitstop2,0.305,.+.
istradefylline,"adenosine A2A receptor antagonist, useful in the treatment of Parkinson's disease",,0.305,,ctrp_istradefylline,0.305,.+.
triazolothiadiazine,Not Clinically Relevant,,0.304,,ctrp_triazolothiadiazine,0.304,.+.
nsc-207895,Not Clinically Relevant,0.303,,,gdsc_NSC-207895,0.303,+..
importazole,Not Clinically Relevant,,0.303,,ctrp_importazole,0.303,.+.
pl-di,Not Clinically Relevant,,0.302,,ctrp_PL-DI,0.302,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.302,,ctrp_GSK461364,0.302,.+.
ku-0063794,Not Clinically Relevant,,0.302,,ctrp_KU-0063794,0.302,.+.
brd-k66532283,Not Clinically Relevant,,0.302,,ctrp_BRD-K66532283,0.302,.+.
plx-4032,BRAF (V600E) inhibitor,,0.301,,ctrp_PLX-4032,0.301,.+.
ifosfamide,"alkylating agent, nitrogen mustard family, works by disrupting the duplication of DNA and the creation of RNA",,0.301,,ctrp_ifosfamide,0.301,.+.
968,Not Clinically Relevant,,0.301,,ctrp_968,0.301,.+.
brd-k35604418,Not Clinically Relevant,,0.3,,ctrp_BRD-K35604418,0.3,.+.
qs-11,Not Clinically Relevant,,0.3,,ctrp_QS-11,0.3,.+.
brd-k80183349,Not Clinically Relevant,,0.3,,ctrp_BRD-K80183349,0.3,.+.
myriocin,Not Clinically Relevant,,0.3,,ctrp_myriocin,0.3,.+.
brd-k02492147,Not Clinically Relevant,,0.3,,ctrp_BRD-K02492147,0.3,.+.
cudc-101,Not Clinically Relevant,0.299,,,gdsc_CUDC-101,0.299,+..
decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.299,,ctrp_decitabine,0.299,.+.
compound 23 citrate,Not Clinically Relevant,,0.299,,ctrp_Compound 23 citrate,0.299,.+.
pha-793887,"CDK inhibitor, esp CDK2, CDK5 and CDK7",0.34700000000000003,0.25,,ctrp_PHA-793887,0.298,++.
bms-345541,Not Clinically Relevant,0.364,0.233,,ctrp_BMS-345541,0.298,++.
ro4929097,Notch (gamma secretase) inhibitor,,0.297,,ctrp_RO4929097,0.297,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.297,,ctrp_cimetidine,0.297,.+.
bix-01294,Not Clinically Relevant,,0.29600000000000004,,ctrp_BIX-01294,0.296,.+.
cx-5461,Not Clinically Relevant,0.29600000000000004,,,gdsc_CX-5461,0.296,+..
at-7519,Not Clinically Relevant,0.293,,,gdsc_AT-7519,0.293,+..
merck60,Not Clinically Relevant,,0.29100000000000004,,ctrp_Merck60,0.291,.+.
ko-143,Not Clinically Relevant,,0.29100000000000004,,ctrp_Ko-143,0.291,.+.
brd-k75293299,Not Clinically Relevant,,0.29100000000000004,,ctrp_BRD-K75293299,0.291,.+.
necrosulfonamide,Not Clinically Relevant,,0.29,,ctrp_necrosulfonamide,0.29,.+.
mitomycin,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis",,0.29,,ctrp_mitomycin,0.29,.+.
parbendazole,Not Clinically Relevant,,0.289,,ctrp_parbendazole,0.289,.+.
niclosamide,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm",,0.289,,ctrp_niclosamide,0.289,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.289,,ctrp_vorapaxar,0.289,.+.
etp-46464,Not Clinically Relevant,,0.289,,ctrp_ETP-46464,0.289,.+.
ch-55,Not Clinically Relevant,,0.28800000000000003,,ctrp_Ch-55,0.288,.+.
brd-k70511574,Not Clinically Relevant,,0.28800000000000003,,ctrp_BRD-K70511574,0.288,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.28800000000000003,,ctrp_neuronal differentiation inducer III,0.288,.+.
prl-3 inhibitor i,Not Clinically Relevant,,0.287,,ctrp_PRL-3 inhibitor I,0.287,.+.
yk 4-279,Not Clinically Relevant,,0.287,,ctrp_YK 4-279,0.287,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.28600000000000003,,ctrp_BYL-719,0.286,.+.
cucurbitacin i,Not Clinically Relevant,,0.28600000000000003,,ctrp_cucurbitacin I,0.286,.+.
pf-3758309,Not Clinically Relevant,,0.28600000000000003,,ctrp_PF-3758309,0.286,.+.
gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.285,,ctrp_gossypol,0.285,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.285,,ctrp_vincristine,0.285,.+.
ouabain,Not Clinically Relevant,,0.285,,ctrp_ouabain,0.285,.+.
cerulenin,Not Clinically Relevant,,0.285,,ctrp_cerulenin,0.285,.+.
cd-1530,Not Clinically Relevant,,0.284,,ctrp_CD-1530,0.284,.+.
unc0638,Not Clinically Relevant,0.29600000000000004,0.268,,ctrp_UNC0638,0.282,++.
fsc231,Not Clinically Relevant,,0.282,,ctrp_FSC231,0.282,.+.
hli 373,Not Clinically Relevant,,0.282,,ctrp_HLI 373,0.282,.+.
dacinostat,Not Clinically Relevant,0.282,,,gdsc_Dacinostat,0.282,+..
brd1812,Not Clinically Relevant,,0.282,,ctrp_BRD1812,0.282,.+.
entinostat,HDAC inhibitor,0.271,0.292,,gdsc_Entinostat,0.282,++.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.281,,ctrp_tandutinib,0.281,.+.
cil55a,Not Clinically Relevant,,0.281,,ctrp_CIL55A,0.281,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.281,,ctrp_rigosertib,0.281,.+.
fqi-2,Not Clinically Relevant,,0.28,,ctrp_FQI-2,0.28,.+.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.28,,ctrp_dacarbazine,0.28,.+.
brd-k34222889,Not Clinically Relevant,,0.28,,ctrp_BRD-K34222889,0.28,.+.
jw-7-24-1,Not Clinically Relevant,0.28,,,gdsc_JW-7-24-1,0.28,+..
aa-cocf3,Not Clinically Relevant,,0.27899999999999997,,ctrp_AA-COCF3,0.279,.+.
fluorouracil,antimetabolite,,0.27899999999999997,,ctrp_fluorouracil,0.279,.+.
ml311,Not Clinically Relevant,,0.27899999999999997,,ctrp_ML311,0.279,.+.
pi-103,Not Clinically Relevant,0.271,0.28600000000000003,,gdsc_PI-103,0.278,++.
gsk-3 inhibitor ix,Not Clinically Relevant,,0.278,,ctrp_GSK-3 inhibitor IX,0.278,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.278,,ctrp_ciclopirox,0.278,.+.
brd-a94377914,Not Clinically Relevant,,0.278,,ctrp_BRD-A94377914,0.278,.+.
prima-1,Not Clinically Relevant,,0.278,,ctrp_PRIMA-1,0.278,.+.
osi-027,Not Clinically Relevant,0.28600000000000003,0.265,,ctrp_OSI-027,0.276,++.
gsk-j4,Not Clinically Relevant,,0.276,,ctrp_GSK-J4,0.276,.+.
pifithrin-alpha,Not Clinically Relevant,,0.276,,ctrp_pifithrin-alpha,0.276,.+.
cp466722,Not Clinically Relevant,0.276,,,gdsc_CP466722,0.276,+..
brd-k85133207,Not Clinically Relevant,,0.276,,ctrp_BRD-K85133207,0.276,.+.
nsc632839,Not Clinically Relevant,,0.275,,ctrp_NSC632839,0.275,.+.
brd-k45681478,Not Clinically Relevant,,0.275,,ctrp_BRD-K45681478,0.275,.+.
pik-93,Not Clinically Relevant,0.295,0.256,,ctrp_PIK-93,0.275,++.
ku-60019,Not Clinically Relevant,,0.275,,ctrp_KU-60019,0.275,.+.
gsk690693,Not Clinically Relevant,0.27399999999999997,,,gdsc_GSK690693,0.274,+..
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.27399999999999997,,ctrp_KX2-391,0.274,.+.
bardoxolone methyl,Not Clinically Relevant,,0.273,,ctrp_bardoxolone methyl,0.273,.+.
thz-2-102-1,Not Clinically Relevant,0.273,,,gdsc_THZ-2-102-1,0.273,+..
pf-573228,Not Clinically Relevant,,0.272,,ctrp_PF-573228,0.272,.+.
az-3146,Not Clinically Relevant,,0.272,,ctrp_AZ-3146,0.272,.+.
cd-437,Not Clinically Relevant,,0.272,,ctrp_CD-437,0.272,.+.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.271,,ctrp_triptolide,0.271,.+.
