,drug,MoA,GDSC,CTRP,CCLE,DiSCoVER,CMAP,evidence,DiSCoVER rank,CMAP rank,Average rank
jnj-26854165,cmap_jnj-26854165,"(JNJ-26854165) Mdm2 antagonist, stabilizes p53",,,,,0.635,...+,694,35,35.0
navitoclax,ctrp_navitoclax,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w",0.659,0.315,,0.487,0.43200000000000005,++.+,11,60,35.5
iu1,ctrp_IU1,Not Clinically Relevant,,0.391,,0.391,,.+..,36,202,36.0
aprepitant,cmap_aprepitant,"an antiemetic, mediates its effect by blocking the neurokinin 1 (NK1) receptor",,,,,0.621,...+,695,36,36.0
pirfenidone,cmap_pirfenidone, antifibrotic and anti-inflammatory,,,,,0.619,...+,696,37,37.0
brd-k34485477,ctrp_BRD-K34485477,Not Clinically Relevant,,0.389,,0.389,,.+..,37,203,37.0
kin001-266,gdsc_KIN001-266,Not Clinically Relevant,0.38799999999999996,,,0.388,,+...,38,204,38.0
raloxifene,cmap_raloxifene," selective estrogen receptor modulator (SERM), has estrogenic actions on bone and anti-estrogenic actions on uterus and breast",,,,,0.614,...+,697,38,38.0
tretinoin,ctrp_tretinoin,Retinoid,0.583,0.379,,0.481,0.353,++.+-,12,66,39.0
staurosporine,ctrp_staurosporine,Not Clinically Relevant,,0.385,,0.385,,.+..,39,205,39.0
brd-k26531177,ctrp_BRD-K26531177,Not Clinically Relevant,,0.385,,0.385,,.+..,40,206,40.0
ml050,ctrp_ML050,Not Clinically Relevant,,0.385,,0.385,,.+..,41,207,41.0
brd-k24690302,ctrp_BRD-K24690302,Not Clinically Relevant,,0.381,,0.381,,.+..,42,208,42.0
sitagliptin,cmap_sitagliptin,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body",,0.34700000000000003,,0.347,0.993,.+.+,82,2,42.0
tacrolimus,ctrp_tacrolimus,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant",,0.377,,0.377,0.61275,.+.+++,47,39,43.0
mercaptopurine,cmap_mercaptopurine,"purine antagonist, competes with hypoxanthine and guanine for the enzyme HGPRT",,,,,0.584,...+,698,43,43.0
cil55,ctrp_CIL55,Not Clinically Relevant,,0.38,,0.38,,.+..,43,209,43.0
sz4ta2,ctrp_SZ4TA2,Not Clinically Relevant,,0.379,,0.379,,.+..,44,210,44.0
brd-m00053801,ctrp_BRD-M00053801,Not Clinically Relevant,,0.379,,0.379,,.+..,45,211,45.0
indisulam,ctrp_indisulam,"carbonic anhydrase inibitor and  CDK inhibitor, targets G1 by depleting cyclin E. inducing p53 and p21, and inhibiting CDK2",,0.37799999999999995,,0.378,,.+..,46,212,46.0
sr1001,ctrp_SR1001,Not Clinically Relevant,,0.374,,0.374,,.+..,48,213,48.0
brd-k28456706,ctrp_BRD-K28456706,Not Clinically Relevant,,0.37200000000000005,,0.372,,.+..,49,214,49.0
brd-a71883111,ctrp_BRD-A71883111,Not Clinically Relevant,,0.371,,0.371,,.+..,50,215,50.0
compound 1541a,ctrp_Compound 1541A,Not Clinically Relevant,,0.37,,0.37,,.+..,51,216,51.0
capecitabine,cmap_capecitabine,"Capecitabine is metabolised to 5-FU, a thymidylate synthase inhibitor, which inhibits DNA synthesis",,,,,0.508,...+,700,51,51.0
repligen 136,ctrp_Repligen 136,Not Clinically Relevant,,0.37,,0.37,,.+..,52,217,52.0
ml203,ctrp_ML203,Not Clinically Relevant,,0.369,,0.369,,.+..,53,218,53.0
alisertib,ctrp_alisertib,Aurora A kinase inhibitor,,0.336,,0.336,0.919,.+.+,96,12,54.0
brd-k51831558,ctrp_BRD-K51831558,Not Clinically Relevant,,0.368,,0.368,,.+..,54,219,54.0
brd-k13999467,ctrp_BRD-K13999467,Not Clinically Relevant,,0.364,,0.364,,.+..,56,220,56.0
amsacrine,cmap_amsacrine,"Intercalator, inhibits Topo II and blocks both DNA replication and transcription, used in ALL",,,,,0.47700000000000004,...+,701,56,56.0
tipifarnib-p1,ctrp_tipifarnib-P1,Not Clinically Relevant,,0.364,,0.364,,.+..,57,221,57.0
aminoglutethimide,cmap_aminoglutethimide,"anti-steroid, used in the treatment of metastatic breast cancer",,,,,0.457,...+,702,58,58.0
epigallocatechin-3-monogallate,ctrp_epigallocatechin-3-monogallate,Not Clinically Relevant,,0.363,,0.363,,.+..,58,222,58.0
nsc23766,ctrp_NSC23766,Not Clinically Relevant,,0.36200000000000004,,0.362,,.+..,59,223,59.0
talazoparib,gdsc_Talazoparib,Not Clinically Relevant,0.361,,,0.361,,+...,60,224,60.0
toremifene,cmap_toremifene,selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen,,,,,0.3965,...+-,681,61,61.0
ml239,ctrp_ML239,Not Clinically Relevant,,0.36,,0.36,,.+..,61,225,61.0
vx-680,ctrp_VX-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.36,,0.36,,.+..,62,226,62.0
rg-108,ctrp_RG-108,Not Clinically Relevant,,0.359,,0.359,,.+..,63,227,63.0
omacetaxine mepesuccinate,ctrp_omacetaxine mepesuccinate,"natural product, protein translation inhibitor, used for myeloid leukemia",,0.35700000000000004,,0.357,,.+..,64,228,64.0
vemurafenib,cmap_vemurafenib,BRAF (V600E) inhibitor,,,,,0.366,...+,705,64,64.0
chlorambucil,ctrp_chlorambucil,"alkylates and cross-links DNA, interfering with DNA replication and damaging the DNA",,0.366,,0.366,0.254,.+.+,55,75,65.0
foretinib,ctrp_foretinib,c-Met/VEGFR2 inhibitor,,0.35700000000000004,,0.357,,.+..,65,229,65.0
brd-k29313308,ctrp_BRD-K29313308,Not Clinically Relevant,,0.35700000000000004,,0.357,,.+..,66,230,66.0
quizartinib,ctrp_quizartinib,Flt3 inhibitor,0.662,0.237,,0.45,-0.483,++.-,16,116,66.0
fingolimod,ctrp_fingolimod,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis",,0.35600000000000004,,0.356,,.+..,67,231,67.0
cinacalcet,cmap_cinacalcet,Calcium reducer (increases  sensitivity of calcium receptors on parathyroid cells to reduce parathyroid hormone (PTH) levels and thus decrease serum calcium),,,,,0.332,...+,706,67,67.0
16-beta-bromoandrosterone,ctrp_16-beta-bromoandrosterone,Not Clinically Relevant,,0.35600000000000004,,0.356,,.+..,68,232,68.0
mln-4924,cmap_mln-4924,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)",,,,,0.33,...+,707,68,68.0
compound 1b,ctrp_compound 1B,Not Clinically Relevant,,0.354,,0.354,,.+..,69,233,69.0
pd 153035,ctrp_PD 153035,Not Clinically Relevant,,0.35200000000000004,,0.352,,.+..,70,234,70.0
exemestane,cmap_exemestane,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,0.328,...++,703,70,70.0
mln-2238,cmap_mln-2238,"Ixazomib, Proteasome inhibitor, inhibits the chymotrypsin-like proteolytic (β5) site of the 20S proteasome ",,,,,0.321,...+,708,71,71.0
jw-74,ctrp_JW-74,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,71,235,71.0
abt-199,ctrp_ABT-199,Bcl2 inhibitor,,0.35100000000000003,,0.351,,.+..,72,236,72.0
968,ctrp_968,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,73,237,73.0
linsitinib,ctrp_linsitinib,IGF-1R inhibitor,0.626,0.428,,0.527,-0.705,++.-,8,139,73.5
sildenafil,ctrp_sildenafil,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension",,0.317,,0.317,0.7505,.+.++,127,21,74.0
cisplatin,gdsc_Cisplatin,Not Clinically Relevant,0.35100000000000003,,,0.351,,+...,74,238,74.0
mdivi-1,ctrp_Mdivi-1,Not Clinically Relevant,,0.35100000000000003,,0.351,,.+..,75,239,75.0
jw-55,ctrp_JW-55,Not Clinically Relevant,,0.35,,0.35,,.+..,76,240,76.0
cil41,ctrp_CIL41,Not Clinically Relevant,,0.35,,0.35,,.+..,77,241,77.0
prima-1-met,ctrp_PRIMA-1-Met,Not Clinically Relevant,,0.35,,0.35,,.+..,78,242,78.0
kin001-270,gdsc_KIN001-270,Not Clinically Relevant,0.349,,,0.349,,+...,79,243,79.0
darinaparsin,ctrp_darinaparsin,organic arsenic compound composed of dimethylated arsenic linked to glutathione,,0.33899999999999997,,0.339,0.321,.+.+,89,72,80.5
isoliquiritigenin,ctrp_isoliquiritigenin,Not Clinically Relevant,,0.348,,0.348,,.+..,81,244,81.0
prednisone,cmap_prednisone,synthetic corticosteroid,,,,,0.162,...+,710,81,81.0
itraconazole,ctrp_itraconazole,"Anti-fungal, hedgehog antagonist",,0.349,,0.349,0.066,.+.+,80,85,82.5
brd-k84807411,ctrp_BRD-K84807411,Not Clinically Relevant,,0.34600000000000003,,0.346,,.+..,83,245,83.0
megestrol,cmap_megestrol,steroidal progestin used in the treatment of breast and endometrial cancer,,,,,0.11700000000000002,...++-,699,83,83.0
qs-11,ctrp_QS-11,Not Clinically Relevant,,0.344,,0.344,,.+..,84,246,84.0
brd1835,ctrp_BRD1835,Not Clinically Relevant,,0.342,,0.342,,.+..,85,247,85.0
mi-2,ctrp_MI-2,Not Clinically Relevant,,0.342,,0.342,,.+..,86,248,86.0
brd-k11533227,ctrp_BRD-K11533227,Not Clinically Relevant,,0.34,,0.34,,.+..,87,249,87.0
necrostatin-7,ctrp_necrostatin-7,Not Clinically Relevant,,0.34,,0.34,,.+..,88,250,88.0
idarubicin,cmap_idarubicin,"Topo II inhibitor, intercalates into DNA, anthracycline",,,,,-0.0635,...+-,687,89,89.0
brd-k29086754,ctrp_BRD-K29086754,Not Clinically Relevant,,0.33899999999999997,,0.339,,.+..,90,251,90.0
floxuridine,cmap_floxuridine,"antimetabolite,  catabolized to 5-fluorouracil",,,,,-0.13299999999999998,...+-,709,90,90.0
mgcd-265,ctrp_MGCD-265,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2",,0.33799999999999997,,0.338,,.+..,91,252,91.0
tg-100-115,ctrp_TG-100-115,PI3Kγ/δ inhibitor,,0.33799999999999997,,0.338,,.+..,92,253,92.0
letrozole,cmap_letrozole,"nonsteroidal aromatase inhibitor, prevents estrogen production, used for breast cancer",,,,,-0.165,...-,711,92,92.0
ski-ii,ctrp_SKI-II,Not Clinically Relevant,,0.337,,0.337,,.+..,93,254,93.0
hydrocortisone,cmap_hydrocortisone,Anti-inflammatory,,,,,-0.18853125,...+++++--,674,94,94.0
ceranib-2,ctrp_ceranib-2,Not Clinically Relevant,,0.337,,0.337,,.+..,94,255,94.0
brd6340,ctrp_BRD6340,Not Clinically Relevant,,0.336,,0.336,,.+..,95,256,95.0
cediranib,ctrp_cediranib,VEGFR inhibitor,,0.305,,0.305,0.728,.+.+,166,24,95.0
brd-k41597374,ctrp_BRD-K41597374,Not Clinically Relevant,,0.335,,0.335,,.+..,97,257,97.0
azd-6482,cmap_azd-6482,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ ",,,,,-0.242,...-,712,98,98.0
apicidin,ctrp_apicidin,Not Clinically Relevant,,0.33399999999999996,,0.334,,.+..,98,258,98.0
cay10576,ctrp_CAY10576,Not Clinically Relevant,,0.332,,0.332,,.+..,99,259,99.0
bms-270394,ctrp_BMS-270394,Not Clinically Relevant,,0.332,,0.332,,.+..,100,260,100.0
thalidomide,ctrp_thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.308,,0.308,0.53,.+.+,153,47,100.0
anastrozole,cmap_anastrozole,"aromatase inhibitor, blocks conversion of androgens to estrogens",,,,,-0.271,...-,713,101,101.0
kw-2449,ctrp_KW-2449,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;",,0.331,,0.331,,.+..,101,261,101.0
semaxanib,cmap_semaxanib,"fusion protein analog of thrombopoietin, used to treat chronic immune thrombocytopenia",,,,,-0.275,...-,714,102,102.0
lenvatinib,ctrp_lenvatinib,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)",,0.331,,0.331,,.+..,102,262,102.0
alfuzosin,cmap_alfuzosin,"alpha-blocker. Causes smooth muscles in the bladder neck and prostate to relax, whcih improves urine flow and reduces the symptoms of BPH.",,,,,-0.28,...-,715,103,103.0
brd-k19103580,ctrp_BRD-K19103580,Not Clinically Relevant,,0.33,,0.33,,.+..,103,263,103.0
nsc30930,ctrp_NSC30930,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,104,264,104.0
azd1480,ctrp_AZD1480,JAK2 inhibitor with some activity against JAK3 and Tyk2,,0.32899999999999996,,0.329,,.+..,105,265,105.0
ondansetron,cmap_ondansetron,"selective serotonin 5-HT3 receptor antagonist ,used to prevent nausea and vomiting caused by chemotherapy and radiotherapy",,,,,-0.33799999999999997,...-,716,105,105.0
ly-2183240,ctrp_LY-2183240,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,106,266,106.0
everolimus,cmap_everolimus,mTOR inhibitor (RAD001),,,,,-0.33899999999999997,...-,717,106,106.0
mst-312,ctrp_MST-312,Not Clinically Relevant,,0.32899999999999996,,0.329,,.+..,107,267,107.0
brd-k92856060,ctrp_BRD-K92856060,Not Clinically Relevant,,0.32799999999999996,,0.328,,.+..,108,268,108.0
brivanib,ctrp_brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.303,,0.303,0.5660000000000001,.+.+,171,45,108.0
imiquimod,cmap_imiquimod,"immune response modifier, used to treat genital warts, superficial basal cell carcinoma, and actinic keratosis. ",,,,,-0.353,...-,718,109,109.0
brd-k61166597,ctrp_BRD-K61166597,Not Clinically Relevant,,0.327,,0.327,,.+..,109,269,109.0
methoxsalen,cmap_methoxsalen,used for skin diseases such as vitiligo and psoriasis,,,,,-0.375,...-,719,110,110.0
brd8899,ctrp_BRD8899,Not Clinically Relevant,,0.327,,0.327,,.+..,110,270,110.0
cytarabine hydrochloride,ctrp_cytarabine hydrochloride,Not Clinically Relevant,,0.326,,0.326,,.+..,111,271,111.0
flutamide,cmap_flutamide,"nonsteroidal antiandrogen (NSAA), used primarily to treat prostate cancer",,,,,-0.387,...-,720,112,112.0
azd4547,ctrp_AZD4547,"FGFR-1,2 and 3 inhibitor",,0.324,,0.324,,.+..,112,272,112.0
nsc19630,ctrp_NSC19630,Not Clinically Relevant,,0.32299999999999995,,0.323,,.+..,113,273,113.0
nilutamide,cmap_nilutamide," synthetic, non-steroidal antiandrogen, selective antagonist of the androgen receptor,  used for metastatic prostate cancer",,,,,-0.41200000000000003,...-,721,113,113.0
fludarabine,cmap_fludarabine,"purine analog, inhibits DNA synthesis by interfering with ribonucleotide reductase and DNA polymerase.",,,,,-0.42724999999999996,...+--,704,114,114.0
tamibarotene,cmap_tamibarotene,"retinobenzoic acid, synthetic retinoid used to treat APL",,,,,-0.47200000000000003,...-,722,115,115.0
pitstop2,ctrp_pitstop2,Not Clinically Relevant,,0.322,,0.322,,.+..,115,274,115.0
nvp-adw742,ctrp_NVP-ADW742,Not Clinically Relevant,,0.322,,0.322,,.+..,116,275,116.0
hyperforin,ctrp_hyperforin,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA",,0.294,,0.294,0.6,.+.+,193,41,117.0
npk76-ii-72-1,gdsc_NPK76-II-72-1,Not Clinically Relevant,0.322,,,0.322,,+...,117,276,117.0
nsc 74859,ctrp_NSC 74859,Not Clinically Relevant,,0.322,,0.322,,.+..,118,277,118.0
ml006,ctrp_ML006,Not Clinically Relevant,,0.321,,0.321,,.+..,119,278,119.0
kpt185,ctrp_KPT185,Not Clinically Relevant,,0.32,,0.32,,.+..,120,279,120.0
isox,ctrp_ISOX,Not Clinically Relevant,,0.319,,0.319,,.+..,121,280,121.0
fgin-1-27,ctrp_FGIN-1-27,Not Clinically Relevant,,0.319,,0.319,,.+..,122,281,122.0
trifluoperazine,ctrp_trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.32299999999999995,,0.323,-0.647,.+.-,114,130,122.0
brd-k66532283,ctrp_BRD-K66532283,Not Clinically Relevant,,0.319,,0.319,,.+..,123,282,123.0
px-12,ctrp_PX-12,thioredoxin-1 (Trx-1) inhibitor,,0.319,,0.319,,.+..,124,283,124.0
busulfan,cmap_busulfan,"alkylating agent, forms DNA-DNA intrastrand crosslinks, prevents DNA replication",,,,,-0.627,...-,723,124,124.0
at-406,ctrp_AT-406,Not Clinically Relevant,,0.317,,0.317,,.+..,125,284,125.0
pf-184,ctrp_PF-184,Not Clinically Relevant,,0.317,,0.317,,.+..,126,285,126.0
decitabine,ctrp_decitabine,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)",,0.282,,0.282,0.6970000000000001,.+.+,221,32,126.5
manumycin a,ctrp_manumycin A,Not Clinically Relevant,,0.317,,0.317,,.+..,128,286,128.0
elcpk,ctrp_ELCPK,Not Clinically Relevant,,0.317,,0.317,,.+..,129,287,129.0
ku-0063794,ctrp_KU-0063794,Not Clinically Relevant,,0.316,,0.316,,.+..,130,288,130.0
irinotecan,ccle_Irinotecan,"aka CPT-11, inhibitor of Topo I",,,0.273,0.273,0.9179999999999999,..++,248,13,130.5
tacedinaline,ctrp_tacedinaline,Not Clinically Relevant,,0.316,,0.316,,.+..,131,289,131.0
birb-796,ctrp_BIRB-796,Not Clinically Relevant,,0.316,,0.316,,.+..,132,290,132.0
lbw242,ccle_LBW242,Not Clinically Relevant,,,0.316,0.316,,..+.,133,291,133.0
bromfenac,cmap_bromfenac,"Nonsteroidal anti-Inflammatory drug, used to treat inflammation, esp in the eye",,,,,-0.662,...-,724,134,134.0
brd-k34099515,ctrp_BRD-K34099515,Not Clinically Relevant,,0.316,,0.316,,.+..,134,292,134.0
mitoxantrone,cmap_mitoxantrone,Topoisomerase II inhibitor; disrupts DNA synthesis and DNA repair ,,,,,-0.677,...-,725,135,135.0
lbh-589,ctrp_LBH-589,HDAC inhibitor,,0.315,,0.315,,.+..,135,293,135.0
ac55649,ctrp_AC55649,Not Clinically Relevant,,0.315,,0.315,,.+..,136,294,136.0
dactinomycin,cmap_dactinomycin,inhibits transcription by binding DNA at the transcription initiation complex and preventing elongation of RNA chain by RNA polymerase,,,,,-0.6975,...--,726,137,137.0
brd-k90370028,ctrp_BRD-K90370028,Not Clinically Relevant,,0.314,,0.314,,.+..,137,295,137.0
mesna,cmap_mesna,used to decrease the risk of bleeding from the bladder after cyclophosphamide,,,,,-0.7,...-,728,138,138.0
elocalcitol,ctrp_elocalcitol,vitamin D receptor agonist,,0.314,,0.314,,.+..,138,296,138.0
nsc95397,ctrp_NSC95397,Not Clinically Relevant,,0.314,,0.314,,.+..,139,297,139.0
brd-k37390332,ctrp_BRD-K37390332,Not Clinically Relevant,,0.314,,0.314,,.+..,140,298,140.0
pirarubicin,cmap_pirarubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.7090000000000001,...-,729,140,140.0
imatinib,gdsc_Imatinib,"Bcr-abl, c-kit and PDGFR inhibitor",0.27699999999999997,0.34600000000000003,,0.312,-0.6970000000000001,++.-,145,136,140.5
cil70,ctrp_CIL70,Not Clinically Relevant,,0.313,,0.313,,.+..,141,299,141.0
tandutinib,ctrp_tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.27699999999999997,,0.277,0.511,.+.+,233,49,141.0
vorinostat,gdsc_Vorinostat,HDAC inhibitor (SAHA),0.304,0.316,,0.31,-0.6609999999999999,++.-,150,133,141.5
necrosulfonamide,ctrp_necrosulfonamide,Not Clinically Relevant,,0.313,,0.313,,.+..,142,300,142.0
nsc48300,ctrp_NSC48300,Not Clinically Relevant,,0.313,,0.313,,.+..,143,301,143.0
ml083,ctrp_ML083,Not Clinically Relevant,,0.313,,0.313,,.+..,144,302,144.0
teniposide,ctrp_teniposide,Topo II inhibitor,,0.276,,0.276,0.499,.+.+,235,54,144.5
cyproterone,cmap_cyproterone,steroidal antiandrogen,,,,,-0.754,...-,730,145,145.0
ubenimex,cmap_ubenimex,"inhibitor of the proinflammatory mediator, LTB4. Adjunct to chemotherapy for acute non-lymphocytic leukemia",,,,,-0.7559999999999999,...-,731,146,146.0
bibr-1532,ctrp_BIBR-1532,Not Clinically Relevant,,0.312,,0.312,,.+..,146,303,146.0
pdmp,ctrp_PDMP,Not Clinically Relevant,,0.312,,0.312,,.+..,147,304,147.0
gossypol,ctrp_gossypol,"Natural product, may function to inhibit Bcl2 family members",,0.265,,0.265,0.7190000000000001,.+.+,271,25,148.0
hli 373,ctrp_HLI 373,Not Clinically Relevant,,0.311,,0.311,,.+..,148,305,148.0
curcumin,ctrp_curcumin,"Natural Product, component of turmeric, may function as HDAC inhibitor",,0.28300000000000003,,0.283,0.204,.+.+,219,77,148.0
compound 23 citrate,ctrp_Compound 23 citrate,Not Clinically Relevant,,0.31,,0.31,,.+..,149,306,149.0
azd-8055,cmap_azd-8055,mTOR inhibitor,,,,,-0.8079999999999999,...-,732,150,150.0
brd-k80183349,ctrp_BRD-K80183349,Not Clinically Relevant,,0.309,,0.309,,.+..,151,307,151.0
vincristine,ctrp_vincristine,"binds tubulin, disrupts microtubule dynamics",,0.26899999999999996,,0.269,0.60875,.+.+++,263,40,151.5
cucurbitacin i,ctrp_cucurbitacin I,Not Clinically Relevant,,0.308,,0.308,,.+..,152,308,152.0
daunorubicin,cmap_daunorubicin,"Analog of doxorubicin, DNA intercalator, Topo II antagonist",,,,,-0.82225,...---,727,154,154.0
gmx-1778,ctrp_GMX-1778,Not Clinically Relevant,,0.307,,0.307,,.+..,154,309,154.0
