drug,score,moa
ctrp_BRD-K51490254,0.424,Not Clinically Relevant
ctrp_Compound 7d-cis,0.424,Not Clinically Relevant
ctrp_sotrastaurin,0.423,pan-PKC inhibitor
ctrp_BMS-195614,0.418,Not Clinically Relevant
ctrp_BRD-M00053801,0.417,Not Clinically Relevant
gdsc_Talazoparib,0.417,Not Clinically Relevant
ctrp_PF-4800567 hydrochloride,0.416,Not Clinically Relevant
ctrp_epigallocatechin-3-monogallate,0.416,Not Clinically Relevant
gdsc_KIN001-270,0.414,Not Clinically Relevant
ctrp_IU1,0.414,Not Clinically Relevant
ctrp_XL765,0.413,PI3K/mTOR inhibitor
ctrp_ML050,0.413,Not Clinically Relevant
ctrp_axitinib,0.413,"VEGFR, c-KIT and PDGFR inhibitor"
gdsc_KIN001-266,0.412,Not Clinically Relevant
ctrp_tacrolimus,0.411,"FK-506, immunosuppressive drug usedafter allogeneic organ transplant"
ctrp_SZ4TA2,0.410,Not Clinically Relevant
ctrp_foretinib,0.409,c-Met/VEGFR2 inhibitor
ctrp_BRD-K42260513,0.409,Not Clinically Relevant
ctrp_KW-2449,0.408,"multi-kinase inhibitor, mostly for Flt3, modestly potent to FGFR1, Bcr-Abl and Aurora A;"
ctrp_BRD-A71883111,0.407,Not Clinically Relevant
ctrp_BRD-K51831558,0.406,Not Clinically Relevant
ctrp_RG-108,0.405,Not Clinically Relevant
ctrp_16-beta-bromoandrosterone,0.404,Not Clinically Relevant
ctrp_KPT185,0.404,Not Clinically Relevant
ctrp_tipifarnib-P1,0.402,Not Clinically Relevant
ctrp_ceranib-2,0.401,Not Clinically Relevant
ctrp_BRD-K88742110,0.400,Not Clinically Relevant
ctrp_alisertib,0.400,Aurora A kinase inhibitor
ctrp_AZD1480,0.399,JAK2 inhibitor with some activity against JAK3 and Tyk2
ctrp_JW-74,0.398,Not Clinically Relevant
ctrp_LY-2183240,0.397,Not Clinically Relevant
ctrp_PRIMA-1-Met,0.397,Not Clinically Relevant
ctrp_CIL55,0.395,Not Clinically Relevant
ctrp_Compound 1541A,0.391,Not Clinically Relevant
ctrp_BRD-K13999467,0.390,Not Clinically Relevant
ctrp_BRD-K29313308,0.390,Not Clinically Relevant
ctrp_SR1001,0.386,Not Clinically Relevant
gdsc_Daporinad,0.385,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_tivantinib,0.385,Met inhibitor
gdsc_TPCA-1,0.385,Not Clinically Relevant
ctrp_AC55649,0.384,Not Clinically Relevant
gdsc_NPK76-II-72-1,0.383,Not Clinically Relevant
ctrp_lenvatinib,0.383,"VEGFR inhibitor (VEGFR1, VEGFR2 and VEGFR3)"
ctrp_VX-680,0.383,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C"
ctrp_BRD-K92856060,0.382,Not Clinically Relevant
ctrp_PX-12,0.382,thioredoxin-1 (Trx-1) inhibitor
ctrp_NSC23766,0.381,Not Clinically Relevant
ctrp_cytarabine hydrochloride,0.380,Not Clinically Relevant
ctrp_isoliquiritigenin,0.380,Not Clinically Relevant
ctrp_necrostatin-7,0.379,Not Clinically Relevant
ctrp_BMS-270394,0.378,Not Clinically Relevant
ctrp_BIBR-1532,0.378,Not Clinically Relevant
ctrp_ML203,0.378,Not Clinically Relevant
ctrp_SB-225002,0.377,Not Clinically Relevant
ctrp_BRD6340,0.376,Not Clinically Relevant
ctrp_MST-312,0.376,Not Clinically Relevant
ctrp_BRD1835,0.376,Not Clinically Relevant
ctrp_fingolimod,0.376,"sphingosine-1-phosphate receptor modulator, sequesters lymphocytes in lymph nodes, mostly used for treating multiple sclerosis"
ctrp_NSC30930,0.375,Not Clinically Relevant
ctrp_ABT-199,0.373,Bcl2 inhibitor
ctrp_Mdivi-1,0.371,Not Clinically Relevant
ctrp_BRD-K24690302,0.371,Not Clinically Relevant
ctrp_ML162,0.371,Not Clinically Relevant
ctrp_bexarotene,0.370,"retinoid that selectively activates retinoid X receptors (RXRs), induces cell differentiation and apoptosis "
ctrp_SKI-II,0.369,Not Clinically Relevant
ctrp_MGCD-265,0.369,"inhibitor of c-Met and VEGFR1/2/3, as well as Ron and Tie2"
ctrp_JW-55,0.369,Not Clinically Relevant
ctrp_Ki8751,0.369,Not Clinically Relevant
ctrp_Repligen 136,0.368,Not Clinically Relevant
ctrp_NSC19630,0.368,Not Clinically Relevant
gdsc_Cisplatin,0.367,Not Clinically Relevant
ctrp_tamoxifen,0.367,"ER antagonist prodrug; converted to 4-OHT and endoxifen in the liver; competes with estrogen for ER binding, inhibits transcription of estrogen target genes"
ctrp_omacetaxine mepesuccinate,0.366,"natural product, protein translation inhibitor, used for myeloid leukemia"
ctrp_ISOX,0.366,Not Clinically Relevant
ctrp_NSC48300,0.365,Not Clinically Relevant
ctrp_BMS-754807,0.365,Not Clinically Relevant
ctrp_BRD-K11533227,0.364,Not Clinically Relevant
ctrp_itraconazole,0.364,"Anti-fungal, hedgehog antagonist"
ctrp_CIL41,0.364,Not Clinically Relevant
ctrp_darinaparsin,0.363,organic arsenic compound composed of dimethylated arsenic linked to glutathione
ctrp_isoevodiamine,0.362,Not Clinically Relevant
ctrp_BRD-K02251932,0.362,Not Clinically Relevant
ctrp_ELCPK,0.362,Not Clinically Relevant
ctrp_tacedinaline,0.361,Not Clinically Relevant
ctrp_NSC 74859,0.360,Not Clinically Relevant
ctrp_CAY10576,0.360,Not Clinically Relevant
ctrp_BRD-K84807411,0.360,Not Clinically Relevant
ctrp_GMX-1778,0.359,Not Clinically Relevant
ctrp_SGX-523,0.358, Met inhibitor
ctrp_Compound 23 citrate,0.358,Not Clinically Relevant
ctrp_BRD-K30019337,0.358,Not Clinically Relevant
ctrp_BRD-K19103580,0.357,Not Clinically Relevant
ctrp_pifithrin-mu,0.357,Not Clinically Relevant
ctrp_sitagliptin,0.357,"used for Treating type 2 diabetes, works by increasing the amount of insulin released by your body"
ctrp_PF-184,0.357,Not Clinically Relevant
ctrp_topotecan,0.356,Topo I inhibitor
ctrp_LRRK2-IN-1,0.356,Not Clinically Relevant
ctrp_apicidin,0.356,Not Clinically Relevant
ctrp_parbendazole,0.355,Not Clinically Relevant
ctrp_NVP-ADW742,0.355,Not Clinically Relevant
ctrp_FQI-2,0.354,Not Clinically Relevant
gdsc_PHA-793887,0.352,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_BRD-K41597374,0.352,Not Clinically Relevant
ctrp_vorinostat,0.351,HDAC inhibitor (SAHA)
ctrp_968,0.351,Not Clinically Relevant
ctrp_etoposide,0.349,Topo II inhibitor
ctrp_GSK1059615,0.349,PI3Kα/β/δ/γ and mTOR inhibitor
ctrp_TG-100-115,0.349,PI3Kγ/δ inhibitor
ctrp_triazolothiadiazine,0.349,Not Clinically Relevant
ctrp_BRD-K90370028,0.346,Not Clinically Relevant
ctrp_PDMP,0.346,Not Clinically Relevant
ctrp_GW-843682X,0.346,Not Clinically Relevant
ctrp_cucurbitacin I,0.346,Not Clinically Relevant
ctrp_RITA,0.346,Not Clinically Relevant
ctrp_ruxolitinib,0.345,"JAK1/2 inhibitor, used for myelofibrosis and polycythemia vera"
gdsc_HG-5-113-01,0.345,Not Clinically Relevant
ctrp_necrostatin-1,0.344,Not Clinically Relevant
ctrp_LBH-589,0.344,HDAC inhibitor
ctrp_BRD-K86535717,0.344,Not Clinically Relevant
ctrp_BRD-K61166597,0.343,Not Clinically Relevant
ctrp_BRD-K29086754,0.343,Not Clinically Relevant
ctrp_HC-067047,0.342,Not Clinically Relevant
ctrp_SN-38,0.342,"Topo I inhibitor, active metabolite of irinotecan but 1000 times more active"
gdsc_BMS-345541,0.342,Not Clinically Relevant
ctrp_necrosulfonamide,0.342,Not Clinically Relevant
ctrp_nilotinib,0.341,"inhibits the kinases BCR-ABL,[26] KIT, LCK, EPHA3, EPHA8, DDR1, DDR2, PDGFRB, MAPK11 and ZAK"
ctrp_AZD4547,0.340,"FGFR-1,2 and 3 inhibitor"
ctrp_elocalcitol,0.340,vitamin D receptor agonist
ctrp_YK 4-279,0.340,Not Clinically Relevant
gdsc_BMS-754807,0.339,Not Clinically Relevant
ctrp_lomeguatrib,0.339,"Inhibitor of MGMT, a DNA repair protein that confers resistance to alkylating agents such as Temozolomide, DTIC, Carmustine, etc. "
gdsc_Vorinostat,0.339,HDAC inhibitor (SAHA)
ctrp_AT-406,0.339,Not Clinically Relevant
ctrp_sildenafil,0.338,"Viagra, used to treat erectile dysfunction and pulmonary arterial hypertension"
ctrp_decitabine,0.338,"Nucleoside analog, inhibitor of DNA methylation and DNA synthesis (Dacogen)"
ctrp_PL-DI,0.338,Not Clinically Relevant
gdsc_YM201636,0.337,Not Clinically Relevant
ctrp_NSC95397,0.337,Not Clinically Relevant
ctrp_bendamustine,0.337,alkylating agent
ctrp_erastin,0.336,Not Clinically Relevant
ctrp_BRD-K70511574,0.336,Not Clinically Relevant
ctrp_ML031,0.336,Not Clinically Relevant
ctrp_AM-580,0.336,Not Clinically Relevant
ctrp_mitomycin,0.335,"DNA Alkylator, works by cross-linking DNA and inhibiting DNA synthesis"
ctrp_trifluoperazine,0.335,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors "
ctrp_PF-3758309,0.335,Not Clinically Relevant
ctrp_vincristine,0.335,"binds tubulin, disrupts microtubule dynamics"
ctrp_cediranib,0.335,VEGFR inhibitor
ctrp_doxorubicin,0.334,"Topo II inhibitor, DNA intercalator"
ctrp_hyperforin,0.334,"Active ingredient in St. John's Wort, blocks reuptake of of serotonin, norepinephrine, dopamine and GABA"
ctrp_KX2-391,0.333,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src
ctrp_GSK461364,0.333,"Plk1 inhibitor, less active against Plk2 and Plk3."
gdsc_MPS-1-IN-1,0.333,Not Clinically Relevant
ctrp_PI-103,0.333,Not Clinically Relevant
ctrp_brivanib,0.333,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR"
ctrp_BRD-K16147474,0.332,Not Clinically Relevant
ctrp_sunitinib,0.332,"VEGFR2, PDGFRb and c-kit inhibitor; also inhibits FLT3"
ctrp_BRD-K01737880,0.332,Not Clinically Relevant
ctrp_BRD-K34222889,0.331,Not Clinically Relevant
ctrp_alvocidib,0.331,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9"
ctrp_cabozantinib,0.331,"MET, AXL, VEGFR and RET inhibitor"
ctrp_manumycin A,0.331,Not Clinically Relevant
ctrp_crizotinib,0.331,"ALK, ROS1 and MET inhibitor"
ctrp_ML029,0.330,Not Clinically Relevant
ctrp_BRD-K66532283,0.330,Not Clinically Relevant
ctrp_nakiterpiosin,0.330,Not Clinically Relevant
ctrp_JW-480,0.329,Not Clinically Relevant
ctrp_ETP-46464,0.329,Not Clinically Relevant
ctrp_BI-2536,0.329,"Plk1 inhibitor, less active against Plk2 and Plk3."
ctrp_cimetidine,0.328,(Tagamet) Antacid and antihistamine
ctrp_KU-55933,0.328,Not Clinically Relevant
ctrp_pandacostat,0.328,Not Clinically Relevant
ctrp_MI-2,0.327,Not Clinically Relevant
ctrp_STF-31,0.327,Not Clinically Relevant
ctrp_ML006,0.327,Not Clinically Relevant
ctrp_BIX-01294,0.326,Not Clinically Relevant
ctrp_rigosertib,0.326,"ON-01910, Plk-1 inhibitor"
ctrp_FGIN-1-27,0.326,Not Clinically Relevant
ctrp_BIRB-796,0.325,Not Clinically Relevant
gdsc_Fedratinib,0.325,JAK2 inhibitor
ctrp_BRD-K02492147,0.325,Not Clinically Relevant
ctrp_sorafenib,0.324,"VEGFR, PDGFR and Raf (c-Raf) inhibitor"
ctrp_BRD-K35604418,0.324,Not Clinically Relevant
ctrp_niclosamide,0.324,"used to treat tapeworm infestations,  inhibits glucose uptake, oxidative phosphorylation, and anaerobic metabolism in the tapeworm"
gdsc_ZG-10,0.324,Not Clinically Relevant
ctrp_IPR-456,0.323,Not Clinically Relevant
ctrp_HLI 373,0.321,Not Clinically Relevant
ctrp_ML311,0.321,Not Clinically Relevant
ctrp_BRD8899,0.321,Not Clinically Relevant
ctrp_PLX-4032,0.321,BRAF (V600E) inhibitor
ctrp_curcumin,0.320,"Natural Product, component of turmeric, may function as HDAC inhibitor"
ctrp_NSC632839,0.320,Not Clinically Relevant
ctrp_navitoclax,0.319,"Bcl-2 family inhibitor: esp Bcl-xL, Bcl-2 and Bcl-w"
ctrp_tivozanib,0.318,VEGFR inhibitor
ctrp_BRD-K75293299,0.318,Not Clinically Relevant
ctrp_CIL70,0.318,Not Clinically Relevant
ctrp_KU-0063794,0.318,Not Clinically Relevant
ctrp_cerulenin,0.317,Not Clinically Relevant
ctrp_BRD-K66453893,0.317,Not Clinically Relevant
ctrp_narciclasine,0.316,Not Clinically Relevant
gdsc_I-BET-762,0.316,Not Clinically Relevant
ctrp_BYL-719,0.316,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ
ctrp_BRD-K80183349,0.316,Not Clinically Relevant
ctrp_pazopanib,0.316,"KIT, FGFR, PDGFR and VEGFR inhibitor"
ctrp_RO4929097,0.315,Notch (gamma secretase) inhibitor
ctrp_neuronal differentiation inducer III,0.315,Not Clinically Relevant
ctrp_docetaxel,0.314,inhibits microtubule dynamics; semi-synthetic analogue of paclitaxel
ctrp_NVP-TAE684,0.314,Not Clinically Relevant
ctrp_ciclopirox,0.313,antifungal agent for topical dermatologic treatment of superficial mycoses
ctrp_bardoxolone methyl,0.313,Not Clinically Relevant
ctrp_teniposide,0.313,Topo II inhibitor
ctrp_Ch-55,0.312,Not Clinically Relevant
ctrp_Merck60,0.312,Not Clinically Relevant
ctrp_SU11274,0.312,Not Clinically Relevant
ctrp_BRD-K44224150,0.311,Not Clinically Relevant
gdsc_ZM447439,0.311,Not Clinically Relevant
ctrp_BRD-K78574327,0.311,Not Clinically Relevant
ctrp_UNC0638,0.310,Not Clinically Relevant
ctrp_QS-11,0.309,Not Clinically Relevant
ctrp_entinostat,0.308,HDAC inhibitor
ctrp_FQI-1,0.308,Not Clinically Relevant
ctrp_BRD-A86708339,0.308,Not Clinically Relevant
ctrp_B02,0.308,Not Clinically Relevant
ctrp_methylstat,0.308,Not Clinically Relevant
ctrp_ouabain,0.307,Not Clinically Relevant
gdsc_PIK-93,0.307,Not Clinically Relevant
ctrp_CHM-1,0.307,Not Clinically Relevant
ctrp_MK-2206,0.307,Akt1/2/3 inhibitor
gdsc_WZ3105,0.306,Not Clinically Relevant
ctrp_SB-525334,0.306,Not Clinically Relevant
ctrp_CD-1530,0.306,Not Clinically Relevant
ctrp_tandutinib,0.306,"FLT3 antagonist, also inhibits PDGFR and c-Kit, "
ctrp_gossypol,0.306,"Natural product, may function to inhibit Bcl2 family members"
ctrp_CAY10618,0.305,Not Clinically Relevant
ctrp_MG-132,0.305,Not Clinically Relevant
ctrp_temsirolimus,0.305,Not Clinically Relevant
ctrp_piperlongumine,0.305,Not Clinically Relevant
ctrp_tipifarnib-P2,0.305,Not Clinically Relevant
gdsc_Camptothecin,0.304,Not Clinically Relevant
ctrp_QW-BI-011,0.304,Not Clinically Relevant
ctrp_BMS-536924,0.304,Not Clinically Relevant
ctrp_CAL-101,0.303,"Idelalisib,  PI3K/p110δ inhibitor"
ctrp_BRD-K37390332,0.302,Not Clinically Relevant
ctrp_KU-60019,0.302,Not Clinically Relevant
ctrp_FSC231,0.302,Not Clinically Relevant
ctrp_N9-isopropylolomoucine,0.302,Not Clinically Relevant
ctrp_PIK-93,0.302,Not Clinically Relevant
ctrp_pluripotin,0.301,Not Clinically Relevant
ctrp_SCH-79797,0.300,Not Clinically Relevant
ctrp_pitstop2,0.300,Not Clinically Relevant
gdsc_NSC-207895,0.299,Not Clinically Relevant
ctrp_BRD1812,0.299,Not Clinically Relevant
ctrp_daporinad,0.297,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells"
ctrp_TPCA-1,0.297,Not Clinically Relevant
ctrp_CD-437,0.297,Not Clinically Relevant
ctrp_vorapaxar,0.297," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine"
ctrp_dacarbazine,0.297,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions"
gdsc_Methotrexate,0.297,"antimetabolite, competitively inhibits dihydrofolate reductase (DHFR), inhibits synthesis of DNA, RNA, thymidylates, and proteins"
ctrp_OSI-027,0.296,Not Clinically Relevant
ctrp_BRD-K85133207,0.296,Not Clinically Relevant
ctrp_PHA-793887,0.295,"CDK inhibitor, esp CDK2, CDK5 and CDK7"
ctrp_nutlin-3,0.295,"Mdm2 antagonist, stabilizes p53 "
gdsc_AR-42,0.295,Not Clinically Relevant
ctrp_purmorphamine,0.295,Not Clinically Relevant
ctrp_NVP-BEZ235,0.295,PI3K/mTOR inhibitor
ctrp_3-Cl-AHPC,0.295,Not Clinically Relevant
ctrp_fluorouracil,0.294,antimetabolite
ctrp_SRT-1720,0.294,Not Clinically Relevant
ctrp_fluvastatin,0.294,"HMG-CoA reductase inhibitor,"
ctrp_OSI-930,0.294," inhibitor of Kit, KDR and CSF-1R; also potent to Flt-1, c-Raf and Lck"
gdsc_OSI-027,0.294,Not Clinically Relevant
ctrp_dinaciclib,0.294,"CDK inhibitor, esp CDK1, 2, 5, and 9"
ctrp_PYR-41,0.294,Not Clinically Relevant
ctrp_AZD6482,0.293,"PI3Kβ inhibitor, less active against PI3Kδ, PI3Kα and PI3Kγ "
ctrp_PF-573228,0.293,Not Clinically Relevant
ctrp_BRD-K96431673,0.292,Not Clinically Relevant
ctrp_clofarabine,0.292,purine nucleoside antimetabolite
ctrp_importazole,0.291,Not Clinically Relevant
ctrp_paclitaxel,0.291,disrupts microtubule dynamics
ctrp_cytochalasin B,0.291,Not Clinically Relevant
ctrp_TGX-221,0.291,Not Clinically Relevant
ctrp_BRD-K27224038,0.291,Not Clinically Relevant
ctrp_Ko-143,0.290,Not Clinically Relevant
ctrp_tamatinib,0.290,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk
ctrp_NVP-231,0.289,Not Clinically Relevant
ctrp_PRIMA-1,0.289,Not Clinically Relevant
ctrp_BRD-K96970199,0.289,Not Clinically Relevant
ctrp_myriocin,0.289,Not Clinically Relevant
ctrp_KH-CB19,0.289,Not Clinically Relevant
ctrp_marinopyrrole A,0.289,Not Clinically Relevant
ctrp_GSK-3 inhibitor IX,0.289,Not Clinically Relevant
ctrp_CR-1-31B,0.289,Not Clinically Relevant
ctrp_AZD7762,0.288, Chk1 / Chk2 inhibitor
ctrp_semagacestat,0.288,Notch (gamma secretase) inhibitor
ctrp_thalidomide,0.288,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma"
ctrp_BRD-K45681478,0.287,Not Clinically Relevant
ctrp_CIL55A,0.287,Not Clinically Relevant
ctrp_LY-2157299,0.286,Not Clinically Relevant
ctrp_AT7867,0.286,Not Clinically Relevant
ctrp_quizartinib,0.286,Flt3 inhibitor
ctrp_momelotinib,0.286,JAK1 and JAK2 inhibitor
ctrp_CIL56,0.285,Not Clinically Relevant
ctrp_parthenolide,0.285,Not Clinically Relevant
ctrp_SB-743921,0.285,kinesin spindle protein (KSP) inhibitor
ctrp_nintedanib,0.285,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR"
ctrp_SMER-3,0.285,Not Clinically Relevant
ctrp_triptolide,0.284,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex"
ctrp_silmitasertib,0.284,casein kinase 2 inhibitor 
gdsc_Belinostat,0.284,HDAC inhibitor (PXD101)
ctrp_phloretin,0.283,Not Clinically Relevant
gdsc_CX-5461,0.283,Not Clinically Relevant
gdsc_Genentech Cpd 10,0.283,Not Clinically Relevant
ctrp_leptomycin B,0.283,Not Clinically Relevant
ctrp_Bax channel blocker,0.282,Not Clinically Relevant
gdsc_QL-X-138,0.282,Not Clinically Relevant
ctrp_GSK2636771,0.282,"PI3K beta inhibitor, >900-fold selectivity over PI3Kα/PI3Kγ and >10-fold over PI3Kδ. "
ctrp_BRD-K41334119,0.281,Not Clinically Relevant
gdsc_UNC0638,0.281,Not Clinically Relevant
ccle_PF2341066,0.281,"ALK, ROS1 and MET inhibitor"
gdsc_CAY10603,0.280,Not Clinically Relevant
ctrp_NVP-BSK805,0.280,Not Clinically Relevant
ctrp_VU0155056,0.280,Not Clinically Relevant
gdsc_5-Fluorouracil,0.280,antimetabolite
ctrp_SCH-529074,0.279,Not Clinically Relevant
ctrp_AZ-3146,0.279,Not Clinically Relevant
ctrp_ZSTK474,0.278,"PI3K inhibitor, inhibits all four PI3K isoforms, but most active against PI3Kδ"
ctrp_AGK-2,0.278,Not Clinically Relevant
ctrp_I-BET151,0.278,Not Clinically Relevant
ctrp_WZ4002,0.277,Not Clinically Relevant
ctrp_JQ-1,0.277,Not Clinically Relevant
gdsc_GSK690693,0.277,Not Clinically Relevant
ctrp_R428,0.276,Not Clinically Relevant
ctrp_salermide,0.276,Not Clinically Relevant
ctrp_PRL-3 inhibitor I,0.276,Not Clinically Relevant
ctrp_GSK-J4,0.276,Not Clinically Relevant
ctrp_MK-1775,0.276,Wee1 kinase inhibitor
ctrp_simvastatin,0.275,"HMG-CoA reductase inhibitor,"
ctrp_pyrazolanthrone,0.275,Not Clinically Relevant
gdsc_JW-7-24-1,0.275,Not Clinically Relevant
ctrp_ciclosporin,0.274,
ctrp_linifanib,0.273,"RTK inhibitor, targets VEGFR, PDGFR, KDR, and CSF-1R"
ctrp_pifithrin-alpha,0.273,Not Clinically Relevant
ctrp_SR-II-138A,0.272,Not Clinically Relevant
ctrp_ML210,0.272,Not Clinically Relevant
ctrp_temozolomide,0.272,alkylating agent
ctrp_gemcitabine,0.271,"Nucleoside analog,incorporation into DNA creates an irreparable error that leads to inhibition of further DNA synthesis"
ctrp_TW-37,0.271,Not Clinically Relevant
ctrp_blebbistatin,0.270,Not Clinically Relevant
ctrp_BRD-K34099515,0.270,Not Clinically Relevant
ctrp_GW-405833,0.268,Not Clinically Relevant
ctrp_GANT-61,0.267,Not Clinically Relevant
ctrp_PF-750,0.267,Not Clinically Relevant
ctrp_HBX-41108,0.267,Not Clinically Relevant
ctrp_PAC-1,0.267,Not Clinically Relevant
ctrp_GSK525762A,0.267,Not Clinically Relevant
ctrp_GDC-0941,0.266,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ"
ctrp_regorafenib,0.265,VEGFR2-TIE2 inhibitor 
ctrp_DBeQ,0.263,Not Clinically Relevant
ctrp_fulvestrant,0.263,selective estrogen receptor degrader (SERD)
ctrp_bleomycin A2,0.262,"Induces DNA strand breaks, inhibits incorporation of thymidine into DNA strands."
ctrp_bortezomib,0.262,proteasome inhibitor (Velcade)
ctrp_masitinib,0.262,"tyrosine-kinase inhibitor used in the treatment of mast cell tumors in animals, specifically dogs"
ctrp_BMS-345541,0.261,Not Clinically Relevant
gdsc_AT-7519,0.261,Not Clinically Relevant
ctrp_oligomycin A,0.260,Not Clinically Relevant
ctrp_CI-976,0.260,Not Clinically Relevant
gdsc_PI-103,0.260,Not Clinically Relevant
ctrp_prochlorperazine,0.259,"dopamine (D2) receptor antagonist, used for treatment of nausea and vertigo."
ctrp_CHIR-99021,0.259,Not Clinically Relevant
ctrp_tosedostat,0.258,inhibitor of the M1 family of aminopeptidases
gdsc_WIKI4,0.258,Not Clinically Relevant
ctrp_MK-0752,0.258,Notch (gamma secretase) inhibitor
ctrp_WP1130,0.257,Not Clinically Relevant
ctrp_LE-135,0.257,Not Clinically Relevant
ctrp_BRD-K48334597,0.257,Not Clinically Relevant
"ctrp_1S,3R-RSL-3",0.256,Not Clinically Relevant
ctrp_YM-155,0.255,"YM155 (Sepantronium Bromide), survivin suppressant "
ctrp_TG-101348,0.255,JAK2 inhibitor
ctrp_lovastatin,0.254,"HMG-CoA reductase inhibitor,"
ctrp_ML312,0.254,Not Clinically Relevant
ctrp_MLN2480,0.253,"TAK-580, pan-Raf kinase inhibitor"
ctrp_BRD-A94377914,0.252,Not Clinically Relevant
ctrp_BRD9876,0.252,Not Clinically Relevant
ctrp_RAF265,0.251,inhibitor of C-Raf/B-Raf/B-Raf V600E
ctrp_EX-527,0.251,SIRT1 inhibitor
ctrp_BRD-A02303741,0.251,Not Clinically Relevant
gdsc_Dacinostat,0.251,Not Clinically Relevant
ctrp_CAY10594,0.250,Not Clinically Relevant
ctrp_pevonedistat,0.248,"(MLN4924), inhibitor of NEDD8-activating enzyme (NAE)"
ctrp_WZ8040,0.248,Not Clinically Relevant
gdsc_Etoposide,0.246,Topo II inhibitor
ctrp_cyanoquinoline 11,0.244,Not Clinically Relevant
ctrp_ML320,0.244,Not Clinically Relevant
gdsc_CUDC-101,0.243,Not Clinically Relevant
ctrp_palmostatin B,0.242,Not Clinically Relevant
ctrp_obatoclax,0.242,Not Clinically Relevant
ctrp_UNC0321,0.241,Not Clinically Relevant
