drug_name,MED211
CDK1-5-inhibitor,0.9562
INHBE,0.9561
FGFR2,0.956
CDCA8,0.9558
tretinoin,0.9555
FZD6,0.9554
MDH1,0.9553
A2M,0.955
KLRC1,0.9549
propantheline,0.9548000000000001
KIF5C,0.9547
DSE,0.9547
TG100-115,0.9547
phensuximide,0.9544
Rho GTPase activating proteins LOF,0.9543
SU-11274,0.9541
NDFIP1,0.9539
HSD17B4,0.9539
phenprobamate,0.9538
ERCC2,0.9537
EIF2AK1,0.9537
BRD-K39187410,0.9534
VAPB,0.9533
DUSP14,0.9531999999999999
GGH,0.953
KIF5B,0.9529000000000001
Mitogen activated protein kinases LOF,0.9529000000000001
GSK-429286A,0.9528
RDH11,0.9526
FKBP5,0.9525
TER-14687,0.9523
PDXK,0.9523
meloxicam,0.9523
salubrinal,0.9523
ZNF562,0.9523
CISD1,0.9521999999999999
Norepinephrine reuptake inhibitor,0.9521
SIAH2,0.9520000000000001
TLE3,0.9520000000000001
flecainide,0.9512999999999999
PCGF3,0.9506999999999999
QW-BI-011,0.9503
diphenidol,0.9501000000000001
deforolimus,0.95
etoposide,0.95
ASH2L,0.9499
AGPAT2,0.9498000000000001
GABPB1,0.9497
CDKAL1,0.9497
CLPX,0.9495
TNFRSF6B,0.9494
PVRL2,0.9494
TRAF2,0.9490000000000001
ATP6V0B,0.9486
triamcinolone,0.9486
pseudopelletierine,0.9484999999999999
DCTD,0.9481
CD24,0.948
USP47,0.9479000000000001
pravastatin,0.9476
PAX8,0.9473999999999999
sumatriptan,0.9473999999999999
"3,3'-diindolylmethane",0.9470999999999999
RPS7,0.9470000000000001
SPRY4,0.9469
NDUFS6,0.9467
SEC24B,0.9464
DCXR,0.9464
resveratrol,0.9464
STK24,0.9460999999999999
BCKDHA,0.9460999999999999
embelin,0.9460999999999999
SIX2,0.946
ZNF433,0.946
PD-184352,0.9458
ADNP2,0.9458
vinorelbine,0.9458
BRD-K75430629,0.9455
ZNF212,0.9454
CERK,0.9453
SQLE,0.9451999999999999
doxepin,0.9451999999999999
alisertib,0.9447
BCL6,0.9445999999999999
MSRB2,0.9445
POLQ,0.9445
LIAS,0.9445
ABCC4,0.9445
SULT1A1,0.9443
SLC7A1,0.9439
TOMM34,0.9438
beta-CCP,0.9434
UNC-0321,0.9433
Wnt family LOF,0.9431
SERPINC1,0.9429000000000001
MIXL1,0.9427
AC-55649,0.9420999999999999
POLD4,0.9420000000000001
LIF,0.9419
PSIP1,0.9415
BRD-K17693482,0.9414
PTGER4,0.9412999999999999
CPD,0.9412999999999999
capsaicin,0.9412
IP6K2,0.9412
TRAF1,0.941
IKZF1,0.9409000000000001
hydrocortisone,0.9408
olanzapine,0.9408
NIPSNAP1,0.9403
RBBP4,0.9401999999999999
lithocholic-acid,0.94
SALL4,0.9399
HADHB,0.9399
MVP,0.9398000000000001
betamethasone,0.9397
repaglinide,0.9394
ZNF131,0.9394
fulvestrant,0.9392
AIRE,0.9388
STAT6,0.9388
ebselen,0.9387000000000001
RNF7,0.9383
ergocornine,0.9381999999999999
AP4S1,0.9378
testosterone,0.9378
diazepam,0.9373999999999999
ACBD3,0.9373999999999999
nTZDpa,0.9373
SLC5A6,0.9372
Y-27632,0.9372
metixene,0.937
YES1,0.9369
flumazenil,0.9367
oxymetholone,0.9367
BRD-K14048378,0.9364
STK24,0.9362999999999999
POLE3,0.9359000000000001
TRAF4,0.9355
doxercalciferol,0.9351
naltriben,0.9349
CCDC85B,0.9348000000000001
ROCK2,0.9348000000000001
ANKZF1,0.9347
BRPF1,0.9347
PDLIM1,0.9343
PIAS1,0.9339
NDUFB1,0.9329000000000001
CNQX,0.9329000000000001
EPRS,0.9327
VAMP7,0.9327
lonidamine,0.9325
MEF2A,0.9325
TOX2,0.9322
CFD,0.9320999999999999
HEBP1,0.932
HDAC1-selective,0.9311
lapatinib,0.9309000000000001
BRD-K97274161,0.9306
PD-173074,0.9301
RPS6KL1,0.93
GW-3965,0.9299
PRKAB1,0.9294
HOXC9,0.9290999999999999
cinalukast,0.929
NR1H3,0.929
UGP2,0.9289000000000001
DLGAP5,0.9288
MEIS2,0.9284
TPD52L2,0.9281
mycophenolate-mofetil,0.9279999999999999
WNT9A,0.9279000000000001
naftopidil,0.9278
AG-370,0.9278
zileuton,0.9278
pindolol,0.9278
MSX2,0.9276000000000001
LAGE3,0.9274
NRG1,0.9274
SMU1,0.9273
ZNF85,0.9272
BRD-K14236372,0.9272
BRD-A89049230,0.9270999999999999
ALW-II-38-3,0.927
rescinnamine,0.927
VU-0420363-1,0.9269
CDX2,0.9269
TM9SF3,0.9268000000000001
LRP4,0.9262
MRGPRD,0.9259999999999999
TAK-715,0.9259000000000001
lansoprazole,0.9259000000000001
RXFP4,0.9255
ORM1,0.9255
SERPINB5,0.9253
CCNB2,0.9251999999999999
CYP20A1,0.9251999999999999
ZMYM2,0.9248000000000001
lenalidomide,0.9247
ABCF3,0.9243000000000001
NCOA4,0.9240999999999999
SLC7A5,0.9237000000000001
FEZ1,0.9234
ZNF77,0.9233
VDAC1,0.9233
pyrazinamide,0.9233
HSD17B10,0.9231999999999999
CDKN2C,0.9229
DVL1,0.9228000000000001
PBRM1,0.922
CDK9,0.9218999999999999
U-0126,0.9218999999999999
TTNPB,0.9216
PRD class homeoboxes and psudogenes LOF,0.9216
ABCB7,0.9215000000000001
EMD-386088,0.9212
FEZ1,0.9212
ICAM3,0.9211
PGBD1,0.9208
PFN2,0.9208
PTCH1,0.9205
CDC45,0.9203
PHGDH,0.9201999999999999
ZNF581,0.9201
C5,0.92
EML3,0.9198000000000001
IL8,0.9195
leu-enkephalin,0.9193000000000001
MITF,0.9193000000000001
irinotecan,0.9190999999999999
PC,0.919
carvedilol,0.9187000000000001
SRP14,0.9181999999999999
NM-PP1,0.9179
PRDM1,0.9177
MALT1,0.9177
O3FAR1,0.9175
GAA,0.9173
dexketoprofen,0.9173
droxinostat,0.917
PLK2,0.917
IFIT5,0.917
resveratrol,0.9168000000000001
neurodazine,0.9167000000000001
HSPA1B,0.9164
AT-9283,0.9162
parthenolide,0.9161
epoxycholesterol,0.9159
TM9SF2,0.9157
KUC104502N,0.9156
zacopride,0.9155
TCEB3,0.9152
SCAF8,0.9151
MELK,0.915
SOX3,0.9148000000000001
BAY-K8644,0.9142
CD320,0.9142
FAM120A,0.9142
USP14,0.914
CDK8,0.9139
tubastatin-a,0.9139
westcort,0.9133
beclometasone,0.9133
KU-C103871,0.9131999999999999
PD-160170,0.9128000000000001
AS-703026,0.9128000000000001
PKM2,0.9128000000000001
FUT1,0.9127
methantheline,0.9124
TNFRSF1A,0.9123
TFCP2,0.9123
PIK3CD,0.912
danusertib,0.9118999999999999
UBE2N,0.9118999999999999
etodolac,0.9118
CAB39,0.9115000000000001
4-(2-Amino-ethyl)-benzenesulfonamide,0.9111
JAK2,0.9109999999999999
tyrphostin-B44,0.9109999999999999
STK33,0.9104000000000001
PDXK,0.9103
PU-H71,0.9102
midazolam,0.9101
RRP8,0.9098
EBF1,0.9097
BARX1,0.9092
SLC3A1,0.9091
MBNL2,0.9091
LPHN1,0.9089
CARD9,0.9084
KIF9,0.9083
domperidone,0.9076000000000001
EPB41L4B,0.9076000000000001
SNX6,0.9074
PPP2R1A,0.9073
ofloxacin,0.9070999999999999
ZNF384,0.9070999999999999
NRP1,0.9068
COX4I1,0.9067000000000001
ALDH1A1,0.9067000000000001
LYN,0.9065000000000001
DHX8,0.9063
RAB11FIP2,0.9063
CCL2,0.9059999999999999
BIBX-1382,0.9057999999999999
dilazep,0.9056000000000001
RS-67506,0.9056000000000001
GABBR1,0.9053
sinensetin,0.9053
PPIG,0.9052
SJ-172550,0.9052
TCF4,0.9048
ATP5S,0.9048
MYB,0.9042
probucol,0.9041
YTHDF2,0.904
TSN,0.904
INS,0.9039
PIGB,0.9037999999999999
CFL1,0.9036
S100A4,0.9036
hydroquinidine,0.9036
KDM4B,0.9035
UBE2J1,0.9035
CNOT3,0.9031
IRGM,0.903
rosmarinic-acid,0.9029
FRAT2,0.9027
KIF14,0.9025
EED,0.9025
PTHLH,0.9024
TCF7L2,0.9023
noreleagnine,0.9020999999999999
isoxicam,0.9018
BNTX,0.9017000000000001
MCL1,0.9017000000000001
MAPKAPK2,0.9017000000000001
mestranol,0.9013
KDM4C,0.9009999999999999
RS-67333,0.9009999999999999
PPP2R5E,0.9007999999999999
BMI1,0.9007
trimipramine,0.9006000000000001
VU-0400193-3,0.9003
Dihydrofolate reductase inhibitor,0.9003
RPS6KB2,0.9001
Poly ADP ribose polymerases LOF,0.9
LIMK2,0.8998
ESYT1,0.8995000000000001
RAD51,0.8994
ATP1A1,0.8993000000000001
BCKDK,0.8992
CHMP6,0.8992
BRD-K98404142,0.899
ABCA1,0.899
PEBP1,0.899
BRD-K63954456,0.8989
perospirone,0.8987999999999999
ATG4A,0.8987999999999999
SGPL1,0.8987
farnesol,0.8986
pentoxifylline,0.8986
doxylamine,0.8984000000000001
ARC-239,0.8976000000000001
PPARD,0.8975
PTPN4,0.8973
epitestosterone,0.8970999999999999
CCDC92,0.8969
GR-55562,0.8968
GLDC,0.8968
DRAP1,0.8966
SOD2,0.8966
MAZ-51,0.8965000000000001
tetrabenazine,0.8964
NFKB1,0.8964
SRC,0.8959999999999999
S100A13,0.8957999999999999
PLEKHM1,0.8954000000000001
ZNF175,0.8954000000000001
tyrphostin-AG-112,0.8953
LY-341495,0.8946999999999999
GLIS3,0.8945000000000001
ABCF1,0.8943000000000001
BAG3,0.894
FAM114A2,0.8939
GLOD4,0.8937999999999999
AKR1C3,0.8937
GIT2,0.8931999999999999
dexamethasone,0.8931999999999999
cytochalasin-d,0.8931999999999999
WNT5A,0.893
NNT,0.8929
nornicotine,0.8929
tamoxifen,0.8926000000000001
piperidolate,0.8920999999999999
CEBPB,0.892
linezolid,0.8918
synephrine,0.8917
BRD-K34608650,0.8911
FGFR inhibitor,0.8909
TPMT,0.8906999999999999
PPP4R1,0.8906000000000001
MTERFD1,0.8904000000000001
CELSR3,0.8904000000000001
ELOVL6,0.89
RARB,0.8893000000000001
temozolomide,0.8892
GRN,0.8891
PSMA8,0.8889
HMGA1,0.8887
BCL2L1,0.8884000000000001
DNM1,0.8881
carbetocin,0.8881
PRKAR2B,0.888
FPGS,0.8878
trimethobenzamide,0.8873000000000001
dexamethasone,0.8872
carbinoxamine,0.8870999999999999
BRD-K06817181,0.8869
QRFPR,0.8867
SLC29A1,0.8867
ketoconazole,0.8865999999999999
SOX4,0.8863
YWHAZ,0.8863
ZSCAN29,0.8862000000000001
UCK2,0.8862000000000001
tetracycline,0.8856999999999999
SLC16A6,0.8855
mupirocin,0.8851
NR2C1,0.8848
SMO,0.8847
diphenyleneiodonium,0.8845000000000001
POU5F1,0.8844
lobeline,0.8843000000000001
TNFSF8,0.8842
PRSS2,0.8837
mepyramine,0.8837
STK19,0.8835999999999999
RAB1B,0.8829
TUBB6,0.8824
minoxidil,0.8820999999999999
indirubin,0.8814
BRD-K72817452,0.8814
BRD-A38793261,0.8808
Mediator complex LOF,0.8803
BUB1B,0.8801000000000001
SPECC1L,0.88
DFFB,0.8798
AKR1C2,0.8797
NUP62,0.8795999999999999
SDM25N,0.8795999999999999
GTF2A2,0.8792
WNT11,0.8791
BRD-K00256256,0.879
CSDA,0.8787999999999999
felodipine,0.8787999999999999
MK-212,0.8786
IRL-2500,0.8785
GPR37,0.8783
UXT,0.8782
MEST,0.8779
Targets of VEGFR inhibitors GOF,0.8774
terbutaline,0.8773000000000001
dihydroergocristine,0.8773000000000001
APP,0.8769
PPT1,0.8767
ZNF195,0.8763
PWP1,0.8762000000000001
ITGB1,0.8761
MRPS2,0.8759999999999999
LBR,0.8756999999999999
arctigenin,0.8756
GNAI1,0.8755
RO-28-1675,0.8755
KCNMA1,0.8754000000000001
MSX1,0.8753
PRPF6,0.8752
HSP90AB1,0.8748999999999999
skatole,0.8747
TCF7L1,0.8745999999999999
QARS,0.8744
FOXN3,0.8743000000000001
SPHK2,0.8741
tubacin,0.8737
X linked mental retardation group 2 LOF,0.8733
SPAG4,0.873
homoveratrylamine,0.873
CD97,0.8729
SB-218795,0.8728
HARS,0.8725
GALT,0.8724
VU-0400195-3,0.8722
SLC38A2,0.872
triacsin-c,0.872
guanfacine,0.8719
DGKZ,0.8719
triprolidine,0.8719
I-OMe-AG-538,0.8718
rhodomyrtoxin,0.8715999999999999
chlortalidone,0.8715
"androsta-1,4-dien-3,17-dione",0.8714
MAN2A2,0.8713
Serpin peptidase inhibitors LOF,0.871
ZNF200,0.8709
BRD-A80383043,0.8708
SYK,0.8706999999999999
hydrocortisone,0.8706999999999999
ACTN4,0.8704999999999999
BRD-K61463582,0.8703
puromycin,0.87
S100B,0.87
vemurafenib,0.8698999999999999
F3,0.8698
ZNF707,0.8698
IL1B,0.8698
ZNF365,0.8697
apicidin,0.8687999999999999
FGIN-1-43,0.8684000000000001
L-692585,0.8683
RPIA,0.8683
arecaidine,0.8683
HAL,0.8682
BRD-K88761633,0.8682
PHF19,0.8681
PIAS3,0.8676999999999999
SPRED2,0.8674
TFAP4,0.8673000000000001
teniposide,0.8672
felbamate,0.8669
RALBP1,0.8669
U-99194,0.8668
BRD-K41143549,0.8665
treprostinil,0.8665
NDUFA3,0.8664000000000001
TEAD2,0.8663
FR-122047,0.8663
MTFR1,0.8663
PIPOX,0.8662000000000001
BX-795,0.8662000000000001
PDGFRB,0.8661
cucurbitacin-i,0.866
lapatinib,0.8659
calycanthine,0.8658
SLC25A14,0.8656
STAT2,0.8651000000000001
JNJ-26854165,0.865
WDR67,0.8648
SEC16A,0.8642
SLC7A11,0.8637999999999999
PAM,0.8637
LGALS8,0.8634999999999999
NQO2,0.8634000000000001
NFATC3,0.8631
EDNRB,0.863
GJA1,0.863
TBP,0.8629000000000001
EO-1428,0.8628
fusaric-acid,0.8626
RASGRP4,0.8626
hydrocortisone,0.8625
ZNF57,0.8623999999999999
HOOK2,0.8621
CTSL2,0.8619
AXIN1,0.8617
LSR,0.8617
GATAD2B,0.8615999999999999
PSMD9,0.8614
GYKI-52466,0.8614
ABCB6,0.8613
diphenoxylate,0.8612000000000001
CAY-10577,0.8612000000000001
CD19,0.8611
C1S,0.861
TSG101,0.861
ARF6,0.8603000000000001
CXADR,0.86
baeomycesic-acid,0.86
amlodipine,0.8593999999999999
PAFAH1B2,0.8593999999999999
KDM5B,0.8593000000000001
PHYH,0.8592
CRYZ,0.8590000000000001
GW-843682X,0.8588
ZNF619,0.8586
CABIN1,0.8586
ZM-447439,0.8584
RPL7,0.8584
PIN1,0.8581
MDL-11939,0.858
BML-ST330,0.858
amoxapine,0.8579000000000001
AURKB,0.8579000000000001
KUC103898N,0.8576999999999999
homosalate,0.8576999999999999
POLR3B,0.8576
PAH,0.8573999999999999
MLLT10,0.8573000000000001
FDX1,0.8571
DNAJC15,0.8567
estropipate,0.8564
IGFBP4,0.8564
nicardipine,0.8559
fludroxycortide,0.8559
VX-222,0.8551000000000001
ELK3,0.8551000000000001
UTP18,0.8548
HDAC11,0.8547
ERCC4,0.8543000000000001
HSD17B11,0.8543000000000001
NDUFS3,0.8541
RAD51C,0.8541
ZNF114,0.8540000000000001
HS3ST3A1,0.8540000000000001
clofazimine,0.8537
DDB2,0.8532
Leucine rich repeat kinase inhibitor,0.8531
fluoropyruvate,0.8529000000000001
AP2M1,0.8528
PAFAH1B3,0.8526
PIM1,0.8526
7b-cis,0.8523000000000001
PNKP,0.8521
SERPIND1,0.8518000000000001
PPARG,0.8515
HSF2,0.8514
CBLC,0.8512000000000001
TATDN2,0.8508
MYL6B,0.8498
F10,0.8495
MOK,0.8493999999999999
15-delta-prostaglandin-j2,0.8484
gedunin,0.8484
EIF2B5,0.8482999999999999
TRIM9,0.8482
HES5,0.8482
metanephrine,0.8481000000000001
ASAH1,0.8476
RASD1,0.8476
ATF4,0.8473
SIX4,0.8471
MXD4,0.8466
EBNA1BP2,0.8461
naftidrofuryl,0.846
NDUFA3,0.8458
FANCA,0.8456999999999999
ZNF625,0.8442000000000001
MGAT4A,0.8440000000000001
TWIST2,0.8434999999999999
DTX2,0.8434999999999999
ZKSCAN2,0.8434
ALDH3B2,0.843
IGFBP6,0.8428
etodolac,0.8420000000000001
STAMBP,0.8419
CHN1,0.8418000000000001
VEGFA,0.8417
STK38,0.8416
SLC1A5,0.8415
quinoclamine,0.8414
NR1H3,0.8412999999999999
lidocaine,0.8406999999999999
FOXO4,0.8406
orantinib,0.8406
rifaximin,0.8402
PDHB,0.8402
CASK,0.8401000000000001
ranitidine,0.8399
zaprinast,0.8398
cladribine,0.8395
RPF1,0.8393999999999999
ZNF582,0.8392000000000001
acebutolol,0.8391
ERCC3,0.8387
galantamine,0.838
BCL6B,0.8370000000000001
ebelactone-b,0.8359000000000001
BRD-K79511609,0.8359000000000001
PPP3CC,0.8359000000000001
GRPR,0.8358
CL-82198,0.8356
FXR antagonist,0.8355
rimexolone,0.8354
molindone,0.8351999999999999
NR0B1,0.8351999999999999
VU-0365114-2,0.8345
gamma-homolinolenic-acid,0.8344
ZBTB49,0.8343
IFIH1,0.8342
RIOK2,0.8340000000000001
Aurora kinase inhibitor,0.8340000000000001
SB-590885,0.8338
CTRB2,0.8334999999999999
arecaidine,0.8331999999999999
DYRK3,0.833
NONO,0.8329000000000001
POR,0.8329000000000001
PEMT,0.8327
ZK-164015,0.8326
IPO13,0.8325
BMY-14802,0.8323999999999999
lavendustin-a,0.8318000000000001
HIST1H2AC,0.8317
estradiol,0.8316
ATIC,0.8315
estrone,0.8315
SERPINF2,0.8312999999999999
IRF9,0.8312999999999999
PRPF4,0.8312999999999999
CLIC4,0.8312999999999999
TG-101348,0.8312
LYRM1,0.8311
voriconazole,0.8311
CBR3,0.8308
PNU-282987,0.8308
ETV1,0.8306
BRD-K88742110,0.8305
TCS-359,0.8301999999999999
HIBADH,0.83
Phospholipases LOF,0.8293
PLCB1,0.8288
ZNF548,0.8284999999999999
noscapine,0.8284
L-690488,0.8283
GRB7,0.8283
AKR1C2,0.8281000000000001
RNH1,0.8281000000000001
tipifarnib-P2,0.8279000000000001
DNTTIP2,0.8273999999999999
bendroflumethiazide,0.8273
MYCBP2,0.8273
PPP2CB,0.8273
ibuprofen,0.8271999999999999
CALM3,0.8268000000000001
ITPK1,0.8267
ITPKA,0.8267
JWE-035,0.8262999999999999
EGF,0.8262999999999999
irilin-a,0.826
SMARCA4,0.8259000000000001
ECH1,0.8256
SNCA,0.8256
cefatrizine,0.8254
GPR83,0.8253
cromoglicic-acid,0.8253
KIAA0528,0.825
cediranib,0.825
DPH2,0.8247
BRD-K21009077,0.8245
DLG5,0.8244
fenpiverinium,0.8239
DLC1,0.8237000000000001
ZNF32,0.8231
ITGA4,0.823
ARX,0.823
etomidate,0.8228
WZ-4002,0.8225
NDUFB4,0.8225
hydrastinine,0.8223
CDIPT,0.8218000000000001
DLX3,0.8215
KCTD5,0.8215
ipsapirone,0.8210999999999999
GPATCH8,0.821
TSPAN6,0.8208
PSMB10,0.8203
mexiletine,0.8201
SMAD7,0.8198000000000001
Kruppel like transcription factors LOF,0.8197
SP100,0.8195
FKBP4,0.8193
ICI-199441,0.8192
FAM3C,0.8189
RAD23B,0.8188
MORF4L1,0.8186
mocimycin,0.8184
ERGIC2,0.8181999999999999
alrestatin,0.8179000000000001
TBC1D9B,0.8179000000000001
CGP-7930,0.8177
NFIB,0.8173999999999999
methotrexate,0.8170999999999999
PI3K Signaling LOF,0.8170999999999999
manumycin-a,0.8166
DTX2,0.8164
1-benzylimidazole,0.8158
WASF3,0.8158
ZNF585A,0.8158
vinburnine,0.8156
ABCF3,0.8155
TNF,0.8151999999999999
tyrphostin-51,0.8151999999999999
norethindrone,0.8149
HOXB7,0.8148000000000001
TIMELESS,0.8146
NISCH,0.8142
HLA-DPB1,0.8140000000000001
JMJD7-PLA2G4B,0.8140000000000001
PIGA,0.8137000000000001
U-0124,0.8136
SOS2,0.8134
DCK,0.8133
FLT3,0.8131
PRKDC,0.8128
TCEA1,0.8123
ANP32E,0.8123
CROT,0.8117
FBRS,0.8116
reserpine,0.8112
LHX8,0.8111
ARHGEF6,0.8109999999999999
BACE2,0.8107
CXCL2,0.8105
TGM2,0.8104
MED26,0.8103
TACC3,0.8103
RPS6KA4,0.8103
RBMS1,0.8101
CASK,0.8098000000000001
iobenguane,0.8098000000000001
RAB31,0.8097
TERF2IP,0.8093
LSS,0.809
