,moa,GDSC,CTRP,CCLE,drug,score,evidence
tivantinib,Met inhibitor,,0.319,,ctrp_tivantinib,0.319,.+.
ciclopirox,antifungal agent for topical dermatologic treatment of superficial mycoses,,0.319,,ctrp_ciclopirox,0.319,.+.
nsc48300,Not Clinically Relevant,,0.319,,ctrp_NSC48300,0.319,.+.
qs-11,Not Clinically Relevant,,0.318,,ctrp_QS-11,0.318,.+.
sgx-523, Met inhibitor,,0.318,,ctrp_SGX-523,0.318,.+.
hli 373,Not Clinically Relevant,,0.318,,ctrp_HLI 373,0.318,.+.
su11274,Not Clinically Relevant,,0.317,,ctrp_SU11274,0.317,.+.
parbendazole,Not Clinically Relevant,,0.317,,ctrp_parbendazole,0.317,.+.
triazolothiadiazine,Not Clinically Relevant,,0.317,,ctrp_triazolothiadiazine,0.317,.+.
brivanib,"multitargeted tyrosine kinase inhibitor, esp VEGFR and FGFR",,0.316,,ctrp_brivanib,0.316,.+.
cisplatin,Not Clinically Relevant,0.316,,,gdsc_Cisplatin,0.316,+..
cucurbitacin i,Not Clinically Relevant,,0.316,,ctrp_cucurbitacin I,0.316,.+.
brd-k04800985,Not Clinically Relevant,,0.315,,ctrp_BRD-K04800985,0.315,.+.
cil70,Not Clinically Relevant,,0.315,,ctrp_CIL70,0.315,.+.
brd-k90370028,Not Clinically Relevant,,0.313,,ctrp_BRD-K90370028,0.313,.+.
gw-843682x,Not Clinically Relevant,,0.313,,ctrp_GW-843682X,0.313,.+.
at-406,Not Clinically Relevant,,0.313,,ctrp_AT-406,0.313,.+.
unc0638,Not Clinically Relevant,0.312,0.313,,gdsc_UNC0638,0.312,++.
trifluoperazine,"antipsychotic, antiadrenergic and antidopaminergic. Blocks dopamine D1 and D2 receptors ",,0.312,,ctrp_trifluoperazine,0.312,.+.
nsc19630,Not Clinically Relevant,,0.312,,ctrp_NSC19630,0.312,.+.
neuronal differentiation inducer iii,Not Clinically Relevant,,0.311,,ctrp_neuronal differentiation inducer III,0.311,.+.
brd-k30019337,Not Clinically Relevant,,0.31,,ctrp_BRD-K30019337,0.31,.+.
teniposide,Topo II inhibitor,,0.31,,ctrp_teniposide,0.31,.+.
hg-5-113-01,Not Clinically Relevant,0.31,,,gdsc_HG-5-113-01,0.31,+..
pl-di,Not Clinically Relevant,,0.308,,ctrp_PL-DI,0.308,.+.
erastin,Not Clinically Relevant,,0.308,,ctrp_erastin,0.308,.+.
brd-k96431673,Not Clinically Relevant,,0.307,,ctrp_BRD-K96431673,0.307,.+.
vx-680,"VX-680, pan-Aurora inhibitor, mostly against Aurora A, less potent towards Aurora B/C",,0.307,,ctrp_VX-680,0.307,.+.
daporinad,"inhibits biosynthesis of (NAD+ from niacinamide (vitamin B3), which may deplete energy reserves in metabolically active tumor cells",0.35,0.263,,ctrp_daporinad,0.306,++.
dacarbazine,"alkylating agent, Dacarbazine works by methylating guanine at the O-6 and N-7 positions",,0.306,,ctrp_dacarbazine,0.306,.+.
yk 4-279,Not Clinically Relevant,,0.306,,ctrp_YK 4-279,0.306,.+.
ml312,Not Clinically Relevant,,0.306,,ctrp_ML312,0.306,.+.
bms-754807,Not Clinically Relevant,0.298,0.314,,gdsc_BMS-754807,0.306,++.
necrosulfonamide,Not Clinically Relevant,,0.304,,ctrp_necrosulfonamide,0.304,.+.
ro4929097,Notch (gamma secretase) inhibitor,,0.304,,ctrp_RO4929097,0.304,.+.
tgx-221,Not Clinically Relevant,,0.303,,ctrp_TGX-221,0.303,.+.
manumycin a,Not Clinically Relevant,,0.302,,ctrp_manumycin A,0.302,.+.
brd1812,Not Clinically Relevant,,0.301,,ctrp_BRD1812,0.301,.+.
vorapaxar," thrombin receptor (protease-activated receptor, PAR-1) antagonist based on the natural product himbacine",,0.301,,ctrp_vorapaxar,0.301,.+.
brd-k17060750,Not Clinically Relevant,,0.3,,ctrp_BRD-K17060750,0.3,.+.
brd-k71781559,Not Clinically Relevant,,0.3,,ctrp_BRD-K71781559,0.3,.+.
fqi-2,Not Clinically Relevant,,0.3,,ctrp_FQI-2,0.3,.+.
ch-55,Not Clinically Relevant,,0.3,,ctrp_Ch-55,0.3,.+.
tamatinib,(R4060) inhibitor of IgE and IgG-mediated activation of Fc receptor signaling. Primary target is Syk,,0.3,,ctrp_tamatinib,0.3,.+.
momelotinib,JAK1 and JAK2 inhibitor,,0.299,,ctrp_momelotinib,0.299,.+.
brd-k78574327,Not Clinically Relevant,,0.299,,ctrp_BRD-K78574327,0.299,.+.
stf-31,Not Clinically Relevant,,0.297,,ctrp_STF-31,0.297,.+.
ku-0063794,Not Clinically Relevant,,0.297,,ctrp_KU-0063794,0.297,.+.
ml311,Not Clinically Relevant,,0.297,,ctrp_ML311,0.297,.+.
cd-1530,Not Clinically Relevant,,0.297,,ctrp_CD-1530,0.297,.+.
brd-k34222889,Not Clinically Relevant,,0.29600000000000004,,ctrp_BRD-K34222889,0.296,.+.
cediranib,VEGFR inhibitor,,0.295,,ctrp_cediranib,0.295,.+.
mi-2,Not Clinically Relevant,,0.294,,ctrp_MI-2,0.294,.+.
semagacestat,Notch (gamma secretase) inhibitor,,0.293,,ctrp_semagacestat,0.293,.+.
byl-719,PI3Kα inhibitor with minimal effect on PI3Kβ/γ/δ,,0.293,,ctrp_BYL-719,0.293,.+.
nintedanib,"tyrosine-kinase inhibitor, targeting VEGFR, FGFR and PDGFR",,0.293,,ctrp_nintedanib,0.293,.+.
brd-k66453893,Not Clinically Relevant,,0.293,,ctrp_BRD-K66453893,0.293,.+.
cx-5461,Not Clinically Relevant,0.293,,,gdsc_CX-5461,0.293,+..
brd-k37390332,Not Clinically Relevant,,0.293,,ctrp_BRD-K37390332,0.293,.+.
kx2-391,Src inhibitor (peptidomimetic) that targets the peptide substrate site of Src,,0.292,,ctrp_KX2-391,0.292,.+.
gsk461364,"Plk1 inhibitor, less active against Plk2 and Plk3.",,0.292,,ctrp_GSK461364,0.292,.+.
n9-isopropylolomoucine,Not Clinically Relevant,,0.29100000000000004,,ctrp_N9-isopropylolomoucine,0.291,.+.
merck60,Not Clinically Relevant,,0.29100000000000004,,ctrp_Merck60,0.291,.+.
cd-437,Not Clinically Relevant,,0.29100000000000004,,ctrp_CD-437,0.291,.+.
fluorouracil,antimetabolite,,0.29100000000000004,,ctrp_fluorouracil,0.291,.+.
brd-k70511574,Not Clinically Relevant,,0.29100000000000004,,ctrp_BRD-K70511574,0.291,.+.
brd-a86708339,Not Clinically Relevant,,0.29,,ctrp_BRD-A86708339,0.29,.+.
etp-46464,Not Clinically Relevant,,0.29,,ctrp_ETP-46464,0.29,.+.
brd-k34099515,Not Clinically Relevant,,0.29,,ctrp_BRD-K34099515,0.29,.+.
ml031,Not Clinically Relevant,,0.29,,ctrp_ML031,0.29,.+.
ku-60019,Not Clinically Relevant,,0.289,,ctrp_KU-60019,0.289,.+.
salermide,Not Clinically Relevant,,0.289,,ctrp_salermide,0.289,.+.
cil56,Not Clinically Relevant,,0.28800000000000003,,ctrp_CIL56,0.288,.+.
pifithrin-alpha,Not Clinically Relevant,,0.28800000000000003,,ctrp_pifithrin-alpha,0.288,.+.
srt-1720,Not Clinically Relevant,,0.28800000000000003,,ctrp_SRT-1720,0.288,.+.
cimetidine,(Tagamet) Antacid and antihistamine,,0.28800000000000003,,ctrp_cimetidine,0.288,.+.
vincristine,"binds tubulin, disrupts microtubule dynamics",,0.287,,ctrp_vincristine,0.287,.+.
pitstop2,Not Clinically Relevant,,0.28600000000000003,,ctrp_pitstop2,0.286,.+.
tandutinib,"FLT3 antagonist, also inhibits PDGFR and c-Kit, ",,0.28600000000000003,,ctrp_tandutinib,0.286,.+.
ko-143,Not Clinically Relevant,,0.285,,ctrp_Ko-143,0.285,.+.
ly-2157299,Not Clinically Relevant,,0.285,,ctrp_LY-2157299,0.285,.+.
nvp-231,Not Clinically Relevant,,0.285,,ctrp_NVP-231,0.285,.+.
cay10618,Not Clinically Relevant,,0.285,,ctrp_CAY10618,0.285,.+.
chm-1,Not Clinically Relevant,,0.28300000000000003,,ctrp_CHM-1,0.283,.+.
zg-10,Not Clinically Relevant,0.28300000000000003,,,gdsc_ZG-10,0.283,+..
azd4547,"FGFR-1,2 and 3 inhibitor",,0.28300000000000003,,ctrp_AZD4547,0.283,.+.
alvocidib,"Flavopiridol, CDK inhibitor, works against CDK1, 2, 4, 6 and 9",,0.282,,ctrp_alvocidib,0.282,.+.
importazole,Not Clinically Relevant,,0.281,,ctrp_importazole,0.281,.+.
triptolide,"diterpenoid epoxide from thunder god vine, may act on the XBP helicase that is a part of the TFIIH transcription factor complex",,0.281,,ctrp_triptolide,0.281,.+.
pyrazolanthrone,Not Clinically Relevant,,0.281,,ctrp_pyrazolanthrone,0.281,.+.
fqi-1,Not Clinically Relevant,,0.281,,ctrp_FQI-1,0.281,.+.
vu0155056,Not Clinically Relevant,,0.281,,ctrp_VU0155056,0.281,.+.
silmitasertib,casein kinase 2 inhibitor ,,0.281,,ctrp_silmitasertib,0.281,.+.
jq-1,Not Clinically Relevant,,0.281,,ctrp_JQ-1,0.281,.+.
brd-a94377914,Not Clinically Relevant,,0.28,,ctrp_BRD-A94377914,0.28,.+.
nsc-207895,Not Clinically Relevant,0.28,,,gdsc_NSC-207895,0.28,+..
nsc632839,Not Clinically Relevant,,0.27899999999999997,,ctrp_NSC632839,0.279,.+.
tipifarnib-p2,Not Clinically Relevant,,0.27899999999999997,,ctrp_tipifarnib-P2,0.279,.+.
ciclosporin,,,0.27899999999999997,,ctrp_ciclosporin,0.279,.+.
rigosertib,"ON-01910, Plk-1 inhibitor",,0.278,,ctrp_rigosertib,0.278,.+.
b02,Not Clinically Relevant,,0.276,,ctrp_B02,0.276,.+.
thalidomide,"interacts with the ubiquitin E3 ligase cereblon, targeting this enzyme to degrade the Ikaros transcription factors IKZF1 and IKZF3. Used for multiple myeloma",,0.276,,ctrp_thalidomide,0.276,.+.
az-3146,Not Clinically Relevant,,0.276,,ctrp_AZ-3146,0.276,.+.
cytochalasin b,Not Clinically Relevant,,0.276,,ctrp_cytochalasin B,0.276,.+.
pf-3758309,Not Clinically Relevant,,0.276,,ctrp_PF-3758309,0.276,.+.
gant-61,Not Clinically Relevant,,0.275,,ctrp_GANT-61,0.275,.+.
fluvastatin,"HMG-CoA reductase inhibitor,",,0.27399999999999997,,ctrp_fluvastatin,0.274,.+.
neopeltolide,Not Clinically Relevant,,0.27399999999999997,,ctrp_neopeltolide,0.274,.+.
ml320,Not Clinically Relevant,,0.27399999999999997,,ctrp_ML320,0.274,.+.
gdc-0941,"Pictilisib, potent inhibitor of PI3Kα/δ, with modest selectivity against p110β (11-fold) and p110γ",,0.273,,ctrp_GDC-0941,0.273,.+.
cil55a,Not Clinically Relevant,,0.273,,ctrp_CIL55A,0.273,.+.
sch-529074,Not Clinically Relevant,,0.273,,ctrp_SCH-529074,0.273,.+.
brd-k27224038,Not Clinically Relevant,,0.272,,ctrp_BRD-K27224038,0.272,.+.
cal-101,"Idelalisib,  PI3K/p110δ inhibitor",,0.272,,ctrp_CAL-101,0.272,.+.
bardoxolone methyl,Not Clinically Relevant,,0.272,,ctrp_bardoxolone methyl,0.272,.+.
brd-k41334119,Not Clinically Relevant,,0.272,,ctrp_BRD-K41334119,0.272,.+.
mk-1775,Wee1 kinase inhibitor,,0.271,,ctrp_MK-1775,0.271,.+.
ouabain,Not Clinically Relevant,,0.271,,ctrp_ouabain,0.271,.+.
sb-525334,Not Clinically Relevant,,0.27,,ctrp_SB-525334,0.27,.+.
phloretin,Not Clinically Relevant,,0.27,,ctrp_phloretin,0.27,.+.
i-bet151,Not Clinically Relevant,,0.27,,ctrp_I-BET151,0.27,.+.
brd-k48334597,Not Clinically Relevant,,0.27,,ctrp_BRD-K48334597,0.27,.+.
brd-k45681478,Not Clinically Relevant,,0.26899999999999996,,ctrp_BRD-K45681478,0.269,.+.
prima-1,Not Clinically Relevant,,0.26899999999999996,,ctrp_PRIMA-1,0.269,.+.
blebbistatin,Not Clinically Relevant,,0.268,,ctrp_blebbistatin,0.268,.+.
nvp-bsk805,Not Clinically Relevant,,0.266,,ctrp_NVP-BSK805,0.266,.+.
mk-0752,Notch (gamma secretase) inhibitor,,0.266,,ctrp_MK-0752,0.266,.+.
brd-k35604418,Not Clinically Relevant,,0.266,,ctrp_BRD-K35604418,0.266,.+.
gw-405833,Not Clinically Relevant,,0.266,,ctrp_GW-405833,0.266,.+.
agk-2,Not Clinically Relevant,,0.265,,ctrp_AGK-2,0.265,.+.
kh-cb19,Not Clinically Relevant,,0.265,,ctrp_KH-CB19,0.265,.+.
